35.2270, 0.09, 0.00, 0.40, 0.13, 0.40, 0.08, 0.29, 0.13, 0.27, -0.00, 0.00, 0.15, 0.34, 0.06, 0.22, 0.15, 0.0010, 0.2001, 0.1308, 0.1537, -0.0000, nan, 0.0782, 0.1269, 1
35.5790, 0.09, 0.00, 0.41, 0.11, 0.42, 0.14, 0.31, 0.17, 0.28, -0.00, 0.00, 0.13, 0.35, 0.08, 0.22, 0.07, 0.0005, 0.1797, 0.2373, 0.2049, -0.0000, nan, 0.1110, 0.0635, 1
35.9310, 0.08, 0.00, 0.41, 0.16, 0.43, 0.12, 0.31, 0.18, 0.31, -0.00, 0.00, 0.11, 0.35, 0.14, 0.23, 0.04, 0.0003, 0.2492, 0.2046, 0.2275, -0.0000, nan, 0.1945, 0.0317, 1
36.2830, 0.07, 0.00, 0.41, 0.13, 0.43, 0.11, 0.32, 0.09, 0.32, -0.00, 0.00, 0.11, 0.36, 0.12, 0.24, 0.02, 0.0001, 0.2043, 0.1851, 0.1137, -0.0000, nan, 0.1691, 0.0159, 1
36.6370, 0.07, 0.00, 0.41, 0.16, 0.43, 0.06, 0.32, 0.15, 0.35, -0.00, 0.00, 0.15, 0.36, 0.11, 0.25, 0.06, 0.0001, 0.2615, 0.0925, 0.1850, -0.0000, nan, 0.1564, 0.0611, 1
36.9890, 0.08, 0.00, 0.41, 0.18, 0.43, 0.08, 0.33, 0.07, 0.35, -0.00, 0.00, 0.08, 0.37, 0.05, 0.26, 0.08, 0.0000, 0.2917, 0.1275, 0.0925, -0.0000, nan, 0.0782, 0.0821, 1
37.3400, 0.08, 0.00, 0.41, 0.14, 0.43, 0.04, 0.34, 0.09, 0.36, -0.00, 0.00, 0.14, 0.36, 0.03, 0.26, 0.04, 0.0000, 0.2271, 0.0638, 0.1119, -0.0000, nan, 0.0391, 0.0410, 1
37.6930, 0.09, 0.00, 0.41, 0.07, 0.44, 0.02, 0.36, 0.14, 0.37, 0.05, 0.00, 0.17, 0.36, 0.01, 0.25, 0.02, 0.0000, 0.1135, 0.0319, 0.2059, 0.0750, nan, 0.0196, 0.0205, 1
38.0460, 0.08, 0.00, 0.41, 0.14, 0.44, 0.01, 0.37, 0.17, 0.39, 0.02, -0.00, 0.13, 0.36, 0.01, 0.26, 0.01, 0.0000, 0.2161, 0.0159, 0.2530, 0.0375, nan, 0.0098, 0.0103, 1
38.3980, 0.09, 0.00, 0.41, 0.07, 0.45, 0.05, 0.37, 0.14, 0.41, 0.06, -0.00, 0.12, 0.38, 0.00, 0.25, 0.00, 0.0000, 0.1081, 0.0986, 0.2015, 0.1016, nan, 0.0049, 0.0051, 1
38.7500, 0.08, 0.05, 0.42, 0.03, 0.45, 0.03, 0.37, 0.17, 0.41, 0.08, -0.00, 0.16, 0.39, 0.00, 0.26, 0.00, 0.0141, 0.0540, 0.0493, 0.2429, 0.1305, nan, 0.0024, 0.0026, 1
39.1030, 0.06, 0.03, 0.41, 0.07, 0.43, 0.06, 0.36, 0.13, 0.41, 0.04, -0.00, 0.13, 0.40, 0.05, 0.25, 0.05, 0.0070, 0.1067, 0.1059, 0.1918, 0.0652, nan, 0.0778, 0.0497, 1
39.4550, 0.05, -0.04, 0.42, 0.03, 0.44, 0.08, 0.37, 0.12, 0.41, 0.02, -0.00, 0.16, 0.41, 0.08, 0.24, 0.08, -0.0027, 0.0534, 0.1389, 0.1709, 0.0326, nan, 0.1186, 0.0702, 1
39.8080, 0.03, -0.02, 0.41, 0.07, 0.45, 0.04, 0.37, 0.06, 0.41, 0.06, -0.00, 0.18, 0.41, 0.04, 0.22, 0.04, -0.0014, 0.1064, 0.0694, 0.0854, 0.0960, nan, 0.0593, 0.0351, 1
40.1600, 0.01, -0.01, 0.40, 0.08, 0.44, 0.12, 0.36, 0.08, 0.40, -0.02, -0.00, 0.19, 0.42, 0.02, 0.23, 0.02, -0.0007, 0.1297, 0.2066, 0.1099, -0.0270, nan, 0.0296, 0.0175, 1
40.5130, 0.01, 0.05, 0.38, 0.04, 0.44, 0.16, 0.34, 0.09, 0.38, -0.01, 0.00, 0.20, 0.41, 0.06, 0.24, 0.11, 0.0012, 0.0649, 0.2752, 0.1175, -0.0135, nan, 0.0945, 0.1056, 1
40.8650, 0.02, 0.02, 0.38, 0.12, 0.44, 0.13, 0.34, 0.09, 0.38, -0.00, 0.00, 0.15, 0.41, 0.08, 0.24, 0.05, 0.0006, 0.1824, 0.2235, 0.1275, -0.0067, nan, 0.1269, 0.0528, 1
41.2170, 0.03, 0.01, 0.39, 0.11, 0.44, 0.07, 0.34, 0.15, 0.38, -0.00, 0.00, 0.17, 0.42, 0.09, 0.25, 0.08, 0.0003, 0.1678, 0.1118, 0.1981, -0.0034, nan, 0.1463, 0.0795, 1
41.5700, 0.05, 0.01, 0.39, 0.11, 0.44, 0.08, 0.33, 0.12, 0.36, -0.00, 0.00, 0.19, 0.41, 0.09, 0.25, 0.09, 0.0002, 0.1604, 0.1418, 0.1631, -0.0017, nan, 0.1528, 0.0882, 1
41.9230, 0.05, 0.05, 0.39, 0.15, 0.43, 0.09, 0.33, 0.06, 0.36, -0.00, 0.00, 0.14, 0.41, 0.10, 0.25, 0.04, 0.0110, 0.2318, 0.1522, 0.0816, -0.0008, nan, 0.1545, 0.0441, 1
42.2750, 0.04, 0.03, 0.39, 0.13, 0.42, 0.10, 0.35, 0.08, 0.37, -0.00, 0.00, 0.12, 0.41, 0.10, 0.24, 0.12, 0.0055, 0.1924, 0.1573, 0.1111, -0.0004, nan, 0.1570, 0.1111, 1
42.6270, 0.03, 0.01, 0.39, 0.16, 0.41, 0.15, 0.34, 0.09, 0.37, -0.00, 0.00, 0.11, 0.41, 0.10, 0.23, 0.11, 0.0028, 0.2462, 0.2349, 0.1227, -0.0002, nan, 0.1582, 0.0977, 1
42.9790, 0.01, 0.01, 0.39, 0.13, 0.40, 0.17, 0.33, 0.15, 0.36, 0.10, 0.00, 0.06, 0.41, 0.10, 0.23, 0.06, 0.0014, 0.1997, 0.2706, 0.1879, 0.1343, nan, 0.1588, 0.0489, 1
43.3320, 0.01, 0.00, 0.39, 0.12, 0.40, 0.09, 0.33, 0.12, 0.34, -0.00, 0.00, 0.13, 0.41, 0.10, 0.24, 0.03, 0.0007, 0.1764, 0.1353, 0.1580, 0.0031, nan, 0.1591, 0.0244, 1
43.6840, 0.00, 0.05, 0.39, 0.11, 0.41, 0.09, 0.33, 0.06, 0.34, -0.00, -0.00, 0.06, 0.40, 0.05, 0.23, 0.01, 0.0003, 0.1648, 0.1505, 0.0790, 0.0015, nan, 0.0795, 0.0122, 1
44.0360, 0.00, 0.03, 0.39, 0.05, 0.41, 0.15, 0.35, 0.13, 0.35, -0.00, -0.00, 0.13, 0.40, 0.02, 0.24, 0.01, 0.0002, 0.0824, 0.2315, 0.1817, 0.0008, nan, 0.0398, 0.0061, 1
44.3880, 0.00, 0.06, 0.39, 0.13, 0.40, 0.12, 0.37, 0.12, 0.37, -0.00, -0.00, 0.07, 0.42, 0.01, 0.25, 0.05, 0.0001, 0.1943, 0.1923, 0.1658, 0.0004, nan, 0.0199, 0.0562, 1
44.7410, 0.00, 0.03, 0.39, 0.11, 0.41, 0.06, 0.38, 0.11, 0.39, -0.00, -0.00, 0.08, 0.41, 0.06, 0.25, 0.08, 0.0000, 0.1706, 0.0962, 0.1626, 0.0002, nan, 0.0896, 0.0765, 1
45.0920, 0.00, 0.02, 0.39, 0.11, 0.43, 0.03, 0.40, 0.10, 0.41, -0.00, -0.00, 0.09, 0.42, 0.08, 0.25, 0.09, 0.0000, 0.1619, 0.0481, 0.1641, 0.0001, nan, 0.1292, 0.0867, 1
45.4440, 0.01, 0.01, 0.39, 0.10, 0.44, 0.02, 0.41, 0.15, 0.41, -0.00, -0.00, 0.15, 0.42, 0.09, 0.25, 0.04, 0.0000, 0.1575, 0.0240, 0.2461, 0.0000, nan, 0.1490, 0.0434, 1
45.7970, 0.00, 0.00, 0.38, 0.10, 0.46, 0.06, 0.43, 0.18, 0.42, 0.05, 0.00, 0.17, 0.43, 0.14, 0.24, 0.12, 0.0000, 0.1506, 0.1042, 0.2965, 0.0844, nan, 0.2432, 0.1123, 1
46.1500, 0.00, 0.00, 0.37, 0.15, 0.46, 0.08, 0.44, 0.09, 0.41, 0.02, 0.00, 0.14, 0.43, 0.12, 0.22, 0.11, 0.0000, 0.2128, 0.1427, 0.1482, 0.0422, nan, 0.2060, 0.0968, 1
46.5020, 0.00, 0.05, 0.35, 0.13, 0.45, 0.04, 0.43, 0.14, 0.40, 0.01, 0.00, 0.12, 0.43, 0.11, 0.22, 0.16, 0.0000, 0.1720, 0.0714, 0.2397, 0.0211, nan, 0.1874, 0.1296, 1
46.8540, 0.00, 0.03, 0.35, 0.06, 0.44, 0.07, 0.43, 0.17, 0.38, 0.06, 0.00, 0.06, 0.44, 0.16, 0.22, 0.08, 0.0000, 0.0860, 0.1185, 0.2855, 0.0824, nan, 0.2687, 0.0648, 1
47.2060, 0.00, 0.01, 0.35, 0.08, 0.44, 0.08, 0.42, 0.19, 0.38, 0.03, 0.00, 0.08, 0.44, 0.18, 0.24, 0.09, 0.0000, 0.1102, 0.1452, 0.3052, 0.0412, nan, 0.3093, 0.0808, 1
47.5590, 0.00, 0.01, 0.35, 0.04, 0.44, 0.14, 0.42, 0.14, 0.38, 0.01, 0.00, 0.09, 0.45, 0.14, 0.25, 0.04, 0.0000, 0.0551, 0.2429, 0.2354, 0.0206, nan, 0.2422, 0.0404, 1
47.9120, 0.02, 0.00, 0.34, 0.12, 0.44, 0.12, 0.43, 0.12, 0.38, 0.01, 0.00, 0.14, 0.45, 0.12, 0.27, 0.07, 0.0000, 0.1557, 0.2074, 0.2052, 0.0103, nan, 0.2086, 0.0765, 1
48.2640, 0.03, 0.00, 0.33, 0.11, 0.44, 0.11, 0.44, 0.06, 0.38, 0.00, 0.00, 0.12, 0.45, 0.11, 0.29, 0.09, 0.0000, 0.1419, 0.1896, 0.1026, 0.0052, nan, 0.1918, 0.0992, 1
48.6170, 0.05, 0.05, 0.34, 0.16, 0.43, 0.16, 0.43, 0.03, 0.37, 0.00, 0.00, 0.11, 0.45, 0.10, 0.30, 0.09, 0.0141, 0.2038, 0.2589, 0.0513, 0.0026, nan, 0.1818, 0.1105, 1
48.9690, 0.07, 0.03, 0.34, 0.18, 0.42, 0.18, 0.44, 0.02, 0.38, 0.00, 0.00, 0.16, 0.44, 0.05, 0.31, 0.05, 0.0070, 0.2394, 0.2919, 0.0257, 0.0013, nan, 0.0909, 0.0553, 1
49.3210, 0.09, 0.01, 0.35, 0.14, 0.42, 0.14, 0.45, 0.06, 0.39, 0.05, -0.00, 0.13, 0.45, 0.08, 0.33, 0.07, 0.0035, 0.1884, 0.2288, 0.1035, 0.0803, nan, 0.1345, 0.0964, 1
49.6730, 0.11, 0.01, 0.35, 0.12, 0.42, 0.12, 0.46, 0.08, 0.39, 0.03, -0.00, 0.06, 0.46, 0.04, 0.35, 0.04, 0.0018, 0.1630, 0.1956, 0.1455, 0.0402, nan, 0.0673, 0.0482, 1
50.0260, 0.13, 0.00, 0.34, 0.16, 0.42, 0.11, 0.46, 0.04, 0.38, 0.01, -0.00, 0.08, 0.45, 0.02, 0.37, 0.07, 0.0009, 0.2096, 0.1791, 0.0727, 0.0201, nan, 0.0336, 0.0991, 1
50.3780, 0.15, 0.00, 0.33, 0.18, 0.42, 0.10, 0.47, 0.02, 0.38, 0.06, -0.00, 0.14, 0.44, 0.01, 0.37, 0.08, 0.0004, 0.2314, 0.1755, 0.0364, 0.0850, nan, 0.0168, 0.1214, 1
50.7300, 0.15, 0.00, 0.33, 0.14, 0.43, 0.05, 0.49, 0.06, 0.38, 0.03, -0.00, 0.17, 0.44, 0.00, 0.37, 0.04, 0.0002, 0.1797, 0.0877, 0.1166, 0.0425, nan, 0.0084, 0.0607, 1
51.0820, 0.16, 0.00, 0.33, 0.17, 0.44, 0.08, 0.48, 0.08, 0.38, 0.01, -0.00, 0.09, 0.44, 0.05, 0.37, 0.07, 0.0001, 0.2164, 0.1282, 0.1521, 0.0213, nan, 0.0886, 0.1054, 1
51.4350, 0.17, 0.00, 0.33, 0.18, 0.44, 0.14, 0.47, 0.04, 0.38, 0.01, -0.00, 0.09, 0.44, 0.08, 0.38, 0.09, 0.0001, 0.2379, 0.2376, 0.0760, 0.0106, nan, 0.1318, 0.1277, 1
51.7870, 0.19, 0.00, 0.33, 0.19, 0.44, 0.12, 0.48, 0.12, 0.39, 0.00, -0.00, 0.05, 0.44, 0.09, 0.38, 0.04, 0.0000, 0.2471, 0.2047, 0.2255, 0.0053, nan, 0.1534, 0.0638, 1
52.1400, 0.21, 0.05, 0.33, 0.20, 0.44, 0.16, 0.48, 0.11, 0.41, 0.00, -0.00, 0.12, 0.45, 0.09, 0.39, 0.02, 0.0453, 0.2501, 0.2727, 0.2049, 0.0027, nan, 0.1642, 0.0319, 1
52.4920, 0.23, 0.03, 0.33, 0.15, 0.44, 0.08, 0.48, 0.15, 0.41, 0.00, -0.00, 0.11, 0.44, 0.05, 0.39, 0.01, 0.0227, 0.1891, 0.1363, 0.2931, 0.0013, nan, 0.0821, 0.0160, 1
52.8450, 0.23, 0.01, 0.33, 0.17, 0.45, 0.14, 0.49, 0.18, 0.41, 0.00, -0.00, 0.16, 0.44, 0.07, 0.40, 0.01, 0.0113, 0.2227, 0.2494, 0.3372, 0.0007, nan, 0.1285, 0.0080, 1
53.1970, 0.22, -0.04, 0.33, 0.19, 0.45, 0.12, 0.48, 0.19, 0.43, 0.00, -0.00, 0.18, 0.45, 0.09, 0.41, 0.05, -0.0365, 0.2410, 0.2138, 0.3561, 0.0003, nan, 0.1549, 0.0821, 1
53.5500, 0.23, -0.02, 0.33, 0.19, 0.46, 0.06, 0.48, 0.19, 0.45, 0.00, -0.00, 0.09, 0.47, 0.04, 0.43, 0.08, -0.0183, 0.2486, 0.1069, 0.3624, 0.0002, nan, 0.0774, 0.1286, 1
53.9020, 0.24, -0.01, 0.33, 0.15, 0.46, 0.03, 0.48, 0.15, 0.47, 0.00, -0.00, 0.14, 0.47, 0.07, 0.43, 0.04, -0.0091, 0.1852, 0.0534, 0.2734, 0.0001, nan, 0.1293, 0.0643, 1
54.2550, 0.24, -0.01, 0.33, 0.12, 0.45, 0.06, 0.48, 0.12, 0.46, 0.00, -0.00, 0.07, 0.47, 0.04, 0.42, 0.02, -0.0046, 0.1567, 0.1127, 0.2304, 0.0000, nan, 0.0647, 0.0321, 1
54.6070, 0.23, -0.00, 0.33, 0.16, 0.45, 0.08, 0.48, 0.11, 0.47, 0.00, -0.00, 0.09, 0.47, 0.07, 0.41, 0.11, -0.0023, 0.2065, 0.1454, 0.2090, 0.0000, nan, 0.1276, 0.1770, 1
54.9590, 0.23, -0.00, 0.33, 0.08, 0.45, 0.09, 0.48, 0.16, 0.47, 0.00, -0.00, 0.14, 0.48, 0.08, 0.42, 0.05, -0.0011, 0.1032, 0.1618, 0.2920, 0.0000, nan, 0.1591, 0.0885, 1
55.3110, 0.22, -0.00, 0.34, 0.04, 0.45, 0.05, 0.48, 0.18, 0.48, 0.00, -0.00, 0.12, 0.48, 0.09, 0.42, 0.03, -0.0006, 0.0516, 0.0809, 0.3335, 0.0000, nan, 0.1733, 0.0443, 1
55.6650, 0.21, -0.00, 0.33, 0.12, 0.44, 0.02, 0.48, 0.19, 0.47, 0.00, -0.00, 0.11, 0.48, 0.15, 0.42, 0.06, -0.0003, 0.1539, 0.0404, 0.3511, 0.0000, nan, 0.2773, 0.1018, 1
56.0160, 0.19, -0.00, 0.33, 0.16, 0.42, 0.01, 0.48, 0.09, 0.48, 0.00, -0.00, 0.11, 0.49, 0.07, 0.41, 0.03, -0.0001, 0.2035, 0.0202, 0.1756, 0.0000, nan, 0.1386, 0.0509, 1
56.3690, 0.19, -0.00, 0.33, 0.18, 0.41, 0.06, 0.48, 0.05, 0.49, 0.00, -0.00, 0.05, 0.49, 0.04, 0.40, 0.07, -0.0001, 0.2314, 0.0929, 0.0878, 0.0000, nan, 0.0693, 0.1020, 1
56.7210, 0.18, -0.00, 0.33, 0.19, 0.43, 0.08, 0.49, 0.07, 0.51, 0.00, -0.00, 0.08, 0.50, 0.12, 0.40, 0.03, -0.0000, 0.2423, 0.1324, 0.1423, 0.0000, nan, 0.2331, 0.0510, 1
57.0740, 0.19, -0.00, 0.33, 0.20, 0.45, 0.09, 0.51, 0.14, 0.53, 0.00, -0.00, 0.04, 0.50, 0.06, 0.39, 0.07, -0.0000, 0.2493, 0.1568, 0.2758, 0.0000, nan, 0.1165, 0.1005, 1
57.4260, 0.18, -0.00, 0.33, 0.15, 0.46, 0.04, 0.53, 0.17, 0.55, 0.00, -0.00, 0.07, 0.51, 0.08, 0.38, 0.08, -0.0000, 0.1887, 0.0784, 0.3504, 0.0000, nan, 0.1614, 0.1221, 1
