10.9160, -0.00, 0.01, 0.14, 0.12, 0.12, 0.10, 0.22, 0.13, 0.28, 0.01, -0.00, 0.13, 0.20, 0.04, 0.07, 0.09, 0.5493, 0.0639, 0.0482, 0.1123, 0.0083, nan, 0.0321, 0.0243, 1
11.2680, -0.00, 0.01, 0.15, 0.16, 0.13, 0.10, 0.22, 0.11, 0.27, 0.01, -0.00, 0.12, 0.21, 0.07, 0.08, 0.04, 0.2746, 0.0976, 0.0460, 0.0999, 0.0041, nan, 0.0614, 0.0121, 1
11.6200, -0.00, 0.00, 0.16, 0.13, 0.13, 0.15, 0.22, 0.11, 0.28, 0.00, -0.00, 0.11, 0.22, 0.04, 0.09, 0.07, 0.1373, 0.0832, 0.0777, 0.0921, 0.0021, nan, 0.0307, 0.0264, 1
11.9730, -0.00, 0.00, 0.17, 0.16, 0.13, 0.12, 0.22, 0.10, 0.27, 0.00, -0.00, 0.10, 0.21, 0.07, 0.11, 0.04, 0.0687, 0.1103, 0.0638, 0.0898, 0.0010, nan, 0.0560, 0.0132, 1
12.3260, 0.00, 0.00, 0.17, 0.18, 0.15, 0.16, 0.23, 0.10, 0.26, 0.05, -0.00, 0.15, 0.21, 0.03, 0.11, 0.02, 0.0343, 0.1223, 0.0944, 0.0887, 0.0490, nan, 0.0280, 0.0066, 1
12.6780, 0.00, 0.05, 0.17, 0.09, 0.15, 0.08, 0.22, 0.10, 0.24, 0.03, -0.00, 0.18, 0.20, 0.02, 0.10, 0.01, 0.0172, 0.0612, 0.0472, 0.0849, 0.0245, nan, 0.0140, 0.0033, 1
13.0290, 0.00, 0.03, 0.17, 0.05, 0.18, 0.04, 0.22, 0.10, 0.23, 0.06, 0.00, 0.14, 0.20, 0.06, 0.09, 0.00, 0.0086, 0.0306, 0.0236, 0.0862, 0.0529, nan, 0.0476, 0.0016, 1
13.3820, 0.00, 0.01, 0.18, 0.12, 0.18, 0.02, 0.21, 0.15, 0.21, 0.03, 0.00, 0.12, 0.20, 0.08, 0.09, 0.05, 0.0043, 0.0903, 0.0118, 0.1244, 0.0264, nan, 0.0613, 0.0180, 1
13.7340, 0.00, 0.01, 0.19, 0.16, 0.17, 0.06, 0.21, 0.13, 0.19, 0.02, 0.00, 0.16, 0.19, 0.04, 0.10, 0.03, 0.0021, 0.1201, 0.0372, 0.1028, 0.0132, nan, 0.0307, 0.0090, 1
14.0860, 0.00, 0.00, 0.19, 0.18, 0.17, 0.03, 0.21, 0.11, 0.19, 0.01, 0.00, 0.18, 0.19, 0.07, 0.10, 0.06, 0.0011, 0.1351, 0.0186, 0.0905, 0.0066, nan, 0.0528, 0.0248, 1
14.4380, 0.00, 0.00, 0.19, 0.14, 0.19, 0.07, 0.21, 0.11, 0.20, 0.05, 0.00, 0.14, 0.19, 0.08, 0.10, 0.08, 0.0005, 0.1050, 0.0484, 0.0827, 0.0439, nan, 0.0639, 0.0296, 1
14.7910, 0.00, 0.00, 0.19, 0.07, 0.19, 0.13, 0.21, 0.10, 0.21, 0.08, 0.00, 0.12, 0.19, 0.14, 0.08, 0.14, 0.0003, 0.0525, 0.0961, 0.0820, 0.0657, nan, 0.1054, 0.0398, 1
15.1440, 0.00, 0.00, 0.19, 0.09, 0.19, 0.07, 0.20, 0.05, 0.22, 0.04, 0.00, 0.11, 0.19, 0.12, 0.07, 0.12, 0.0001, 0.0638, 0.0480, 0.0410, 0.0329, nan, 0.0902, 0.0324, 1
15.4950, 0.00, 0.00, 0.20, 0.09, 0.18, 0.08, 0.18, 0.08, 0.21, 0.02, 0.00, 0.15, 0.20, 0.06, 0.05, 0.06, 0.0001, 0.0694, 0.0584, 0.0533, 0.0164, nan, 0.0451, 0.0162, 1
15.8480, 0.00, 0.00, 0.21, 0.10, 0.19, 0.14, 0.18, 0.14, 0.20, 0.01, 0.00, 0.13, 0.19, 0.08, 0.04, 0.03, 0.0000, 0.0769, 0.1073, 0.0985, 0.0082, nan, 0.0585, 0.0081, 1
16.2000, 0.00, 0.00, 0.21, 0.15, 0.19, 0.12, 0.18, 0.07, 0.19, 0.00, 0.00, 0.11, 0.19, 0.04, 0.02, 0.02, 0.0000, 0.1212, 0.0927, 0.0493, 0.0041, nan, 0.0292, 0.0040, 1
16.5520, 0.00, 0.00, 0.21, 0.17, 0.19, 0.06, 0.19, 0.08, 0.19, 0.00, -0.00, 0.06, 0.19, 0.07, 0.02, 0.06, 0.0000, 0.1419, 0.0464, 0.0653, 0.0021, nan, 0.0521, 0.0067, 1
16.9040, 0.00, 0.05, 0.21, 0.19, 0.21, 0.08, 0.21, 0.04, 0.18, 0.00, -0.00, 0.08, 0.19, 0.04, 0.01, 0.03, 0.0000, 0.1537, 0.0669, 0.0326, 0.0010, nan, 0.0261, 0.0034, 1
17.2570, 0.00, 0.03, 0.21, 0.19, 0.22, 0.14, 0.21, 0.07, 0.16, 0.00, -0.00, 0.09, 0.19, 0.12, 0.01, 0.01, 0.0000, 0.1581, 0.1256, 0.0569, 0.0005, nan, 0.0880, 0.0017, 1
17.6080, 0.00, 0.01, 0.21, 0.15, 0.22, 0.17, 0.20, 0.14, 0.14, 0.00, -0.00, 0.09, 0.20, 0.11, 0.01, 0.01, 0.0000, 0.1197, 0.1488, 0.1003, 0.0003, nan, 0.0846, 0.0008, 1
17.9600, 0.00, 0.06, 0.21, 0.12, 0.22, 0.14, 0.19, 0.17, 0.13, 0.00, -0.00, 0.05, 0.20, 0.10, 0.02, 0.05, 0.0000, 0.1020, 0.1181, 0.1220, 0.0001, nan, 0.0829, 0.0051, 1
18.3120, 0.00, 0.03, 0.21, 0.11, 0.22, 0.07, 0.19, 0.13, 0.11, 0.00, -0.00, 0.07, 0.20, 0.10, 0.03, 0.08, 0.0000, 0.0916, 0.0591, 0.0970, 0.0001, nan, 0.0821, 0.0104, 1
18.6650, -0.00, 0.01, 0.22, 0.16, 0.23, 0.03, 0.19, 0.12, 0.11, 0.00, -0.00, 0.04, 0.22, 0.05, 0.05, 0.04, 0.0000, 0.1364, 0.0295, 0.0844, 0.0000, nan, 0.0410, 0.0052, 1
19.0170, -0.00, 0.06, 0.23, 0.18, 0.25, 0.02, 0.19, 0.11, 0.10, 0.00, -0.00, 0.07, 0.23, 0.03, 0.07, 0.02, 0.0000, 0.1588, 0.0148, 0.0781, 0.0000, nan, 0.0205, 0.0026, 1
19.3690, -0.00, 0.03, 0.23, 0.19, 0.26, 0.11, 0.20, 0.15, 0.10, 0.00, -0.00, 0.08, 0.24, 0.11, 0.09, 0.06, 0.0000, 0.1685, 0.1152, 0.1188, 0.0000, nan, 0.1103, 0.0216, 1
19.7200, -0.00, 0.01, 0.23, 0.19, 0.27, 0.10, 0.20, 0.13, 0.10, 0.00, -0.00, 0.09, 0.25, 0.11, 0.11, 0.03, 0.0000, 0.1749, 0.1123, 0.1000, 0.0000, nan, 0.1036, 0.0108, 1
20.0740, 0.00, 0.01, 0.23, 0.20, 0.27, 0.15, 0.21, 0.11, 0.10, 0.00, -0.00, 0.10, 0.25, 0.10, 0.13, 0.11, 0.0000, 0.1749, 0.1593, 0.0922, 0.0000, nan, 0.1002, 0.0617, 1
20.4260, 0.02, 0.00, 0.23, 0.15, 0.27, 0.13, 0.23, 0.16, 0.12, 0.00, -0.00, 0.10, 0.25, 0.05, 0.13, 0.06, 0.0000, 0.1328, 0.1312, 0.1398, 0.0000, nan, 0.0501, 0.0308, 1
20.7780, 0.03, 0.00, 0.23, 0.17, 0.27, 0.06, 0.23, 0.18, 0.13, 0.00, -0.00, 0.10, 0.25, 0.13, 0.14, 0.13, 0.0000, 0.1570, 0.0656, 0.1621, 0.0000, nan, 0.1219, 0.0717, 1
21.1300, 0.05, 0.00, 0.23, 0.19, 0.27, 0.13, 0.24, 0.09, 0.15, 0.05, -0.00, 0.10, 0.25, 0.06, 0.13, 0.06, 0.0000, 0.1691, 0.1390, 0.0811, 0.0313, nan, 0.0610, 0.0358, 1
21.4830, 0.05, 0.00, 0.23, 0.14, 0.27, 0.12, 0.24, 0.04, 0.16, 0.03, -0.00, 0.10, 0.26, 0.08, 0.12, 0.03, 0.0000, 0.1299, 0.1195, 0.0405, 0.0156, nan, 0.0820, 0.0179, 1
21.8360, 0.04, 0.00, 0.23, 0.12, 0.26, 0.06, 0.25, 0.12, 0.19, 0.01, -0.00, 0.15, 0.26, 0.04, 0.12, 0.07, 0.0000, 0.1102, 0.0598, 0.1234, 0.0078, nan, 0.0410, 0.0340, 1
22.1880, 0.05, 0.00, 0.24, 0.11, 0.27, 0.13, 0.25, 0.11, 0.19, 0.01, -0.00, 0.12, 0.27, 0.07, 0.14, 0.03, 0.0000, 0.1051, 0.1393, 0.1086, 0.0039, nan, 0.0768, 0.0170, 1
22.5400, 0.06, 0.00, 0.26, 0.11, 0.27, 0.11, 0.24, 0.16, 0.20, 0.00, -0.00, 0.11, 0.27, 0.09, 0.13, 0.02, 0.0000, 0.1057, 0.1196, 0.1418, 0.0020, nan, 0.0899, 0.0085, 1
22.8930, 0.05, 0.00, 0.26, 0.05, 0.26, 0.06, 0.23, 0.18, 0.21, 0.00, -0.00, 0.16, 0.27, 0.04, 0.12, 0.01, 0.0000, 0.0528, 0.0598, 0.1584, 0.0010, nan, 0.0450, 0.0042, 1
23.2450, 0.04, 0.00, 0.28, 0.13, 0.27, 0.03, 0.22, 0.19, 0.21, 0.05, -0.00, 0.13, 0.26, 0.02, 0.10, 0.00, 0.0000, 0.1389, 0.0299, 0.1636, 0.0411, nan, 0.0225, 0.0021, 1
23.5970, 0.03, 0.00, 0.28, 0.11, 0.26, 0.01, 0.22, 0.19, 0.20, 0.03, 0.00, 0.11, 0.24, 0.01, 0.08, 0.00, 0.0000, 0.1241, 0.0150, 0.1693, 0.0206, nan, 0.0112, 0.0011, 1
23.9490, 0.01, 0.00, 0.28, 0.16, 0.26, 0.06, 0.22, 0.15, 0.20, 0.06, 0.00, 0.11, 0.24, 0.06, 0.09, 0.10, 0.0000, 0.1746, 0.0622, 0.1284, 0.0509, nan, 0.0541, 0.0349, 1
24.3020, 0.01, 0.00, 0.29, 0.13, 0.26, 0.08, 0.23, 0.07, 0.20, 0.03, 0.00, 0.05, 0.25, 0.03, 0.10, 0.05, 0.0000, 0.1435, 0.0811, 0.0642, 0.0255, nan, 0.0270, 0.0175, 1
24.6540, 0.02, 0.00, 0.29, 0.11, 0.27, 0.04, 0.23, 0.14, 0.18, 0.02, 0.00, 0.13, 0.27, 0.01, 0.11, 0.03, 0.0000, 0.1280, 0.0405, 0.1196, 0.0127, nan, 0.0135, 0.0087, 1
25.0060, 0.04, 0.00, 0.30, 0.11, 0.27, 0.02, 0.23, 0.12, 0.18, 0.01, 0.00, 0.16, 0.29, 0.01, 0.13, 0.06, 0.0000, 0.1249, 0.0203, 0.1035, 0.0064, nan, 0.0068, 0.0325, 1
25.3590, 0.05, 0.05, 0.31, 0.15, 0.27, 0.06, 0.24, 0.06, 0.19, 0.00, 0.00, 0.13, 0.30, 0.00, 0.15, 0.03, 0.0141, 0.1843, 0.0648, 0.0518, 0.0032, nan, 0.0034, 0.0162, 1
25.7120, 0.07, 0.03, 0.32, 0.18, 0.29, 0.08, 0.27, 0.13, 0.20, 0.00, 0.00, 0.17, 0.31, 0.00, 0.15, 0.07, 0.0070, 0.2203, 0.0918, 0.1384, 0.0016, nan, 0.0017, 0.0378, 1
26.0640, 0.07, 0.06, 0.32, 0.19, 0.30, 0.04, 0.28, 0.16, 0.22, 0.00, 0.00, 0.18, 0.30, 0.00, 0.14, 0.08, 0.0176, 0.2398, 0.0459, 0.1848, 0.0008, nan, 0.0008, 0.0439, 1
26.4160, 0.06, 0.03, 0.33, 0.14, 0.30, 0.07, 0.29, 0.13, 0.22, 0.00, -0.00, 0.14, 0.28, 0.10, 0.12, 0.09, 0.0088, 0.1840, 0.0808, 0.1518, 0.0004, nan, 0.1035, 0.0438, 1
26.7680, 0.05, 0.07, 0.33, 0.07, 0.31, 0.08, 0.30, 0.17, 0.22, 0.00, -0.00, 0.07, 0.28, 0.05, 0.11, 0.10, 0.0106, 0.0920, 0.1029, 0.1946, 0.0002, nan, 0.0518, 0.0422, 1
27.1220, 0.03, 0.03, 0.34, 0.09, 0.31, 0.09, 0.30, 0.08, 0.20, 0.00, -0.00, 0.14, 0.26, 0.08, 0.11, 0.10, 0.0053, 0.1147, 0.1092, 0.0973, 0.0001, nan, 0.0743, 0.0399, 1
27.4740, 0.01, 0.02, 0.33, 0.04, 0.31, 0.10, 0.29, 0.09, 0.19, 0.00, -0.00, 0.17, 0.26, 0.04, 0.11, 0.15, 0.0027, 0.0574, 0.1171, 0.1049, 0.0000, nan, 0.0372, 0.0652, 1
27.8260, 0.01, 0.01, 0.34, 0.12, 0.31, 0.10, 0.29, 0.15, 0.19, 0.00, -0.00, 0.18, 0.27, 0.07, 0.12, 0.07, 0.0013, 0.1646, 0.1179, 0.1634, 0.0000, nan, 0.0748, 0.0326, 1
28.1770, 0.02, 0.05, 0.35, 0.16, 0.32, 0.10, 0.28, 0.12, 0.20, 0.00, -0.00, 0.09, 0.29, 0.03, 0.13, 0.04, 0.0069, 0.2198, 0.1215, 0.1364, 0.0000, nan, 0.0374, 0.0163, 1
28.5310, 0.03, 0.03, 0.35, 0.08, 0.32, 0.05, 0.28, 0.11, 0.19, 0.05, -0.00, 0.10, 0.30, 0.02, 0.15, 0.02, 0.0035, 0.1099, 0.0607, 0.1244, 0.0359, nan, 0.0187, 0.0082, 1
28.8830, 0.03, 0.01, 0.36, 0.14, 0.31, 0.02, 0.29, 0.16, 0.20, 0.03, -0.00, 0.05, 0.31, 0.01, 0.17, 0.01, 0.0017, 0.2003, 0.0304, 0.1794, 0.0180, nan, 0.0094, 0.0041, 1
29.2340, 0.04, 0.01, 0.36, 0.12, 0.31, 0.01, 0.30, 0.08, 0.21, 0.01, -0.00, 0.02, 0.32, 0.00, 0.19, 0.00, 0.0009, 0.1720, 0.0152, 0.0897, 0.0090, nan, 0.0047, 0.0020, 1
29.5870, 0.06, 0.00, 0.37, 0.11, 0.33, 0.06, 0.31, 0.09, 0.23, 0.01, -0.00, 0.06, 0.33, 0.05, 0.21, 0.00, 0.0004, 0.1579, 0.0748, 0.1073, 0.0045, nan, 0.0711, 0.0010, 1
29.9400, 0.07, 0.00, 0.37, 0.16, 0.34, 0.08, 0.33, 0.04, 0.24, -0.05, -0.00, 0.13, 0.34, 0.08, 0.23, 0.10, 0.0002, 0.2289, 0.1015, 0.0537, -0.0493, nan, 0.1043, 0.0958, 1
30.2920, 0.09, 0.00, 0.38, 0.18, 0.35, 0.14, 0.33, 0.12, 0.26, -0.02, -0.00, 0.17, 0.33, 0.04, 0.23, 0.05, 0.0001, 0.2676, 0.1945, 0.1550, -0.0247, nan, 0.0521, 0.0479, 1
30.6440, 0.09, 0.05, 0.39, 0.09, 0.36, 0.17, 0.32, 0.11, 0.27, -0.01, -0.00, 0.13, 0.34, 0.02, 0.22, 0.08, 0.0188, 0.1338, 0.2441, 0.1368, -0.0123, nan, 0.0261, 0.0646, 1
30.9970, 0.08, 0.08, 0.39, 0.09, 0.37, 0.18, 0.31, 0.11, 0.28, -0.01, -0.00, 0.07, 0.35, 0.06, 0.21, 0.04, 0.0235, 0.1435, 0.2689, 0.1278, -0.0062, nan, 0.0849, 0.0323, 1
31.3490, 0.09, 0.04, 0.39, 0.10, 0.37, 0.19, 0.31, 0.15, 0.27, -0.00, -0.00, 0.08, 0.36, 0.08, 0.22, 0.07, 0.0117, 0.1483, 0.2829, 0.1826, -0.0031, nan, 0.1143, 0.0568, 1
31.7010, 0.10, 0.02, 0.39, 0.10, 0.38, 0.10, 0.31, 0.13, 0.28, -0.00, -0.00, 0.04, 0.35, 0.09, 0.23, 0.03, 0.0059, 0.1507, 0.1414, 0.1507, -0.0015, nan, 0.1259, 0.0284, 1
32.0540, 0.11, 0.01, 0.40, 0.15, 0.38, 0.15, 0.29, 0.16, 0.27, -0.00, -0.00, 0.02, 0.34, 0.09, 0.23, 0.07, 0.0029, 0.2316, 0.2192, 0.1847, -0.0008, nan, 0.1270, 0.0595, 1
32.4070, 0.11, 0.00, 0.40, 0.17, 0.38, 0.12, 0.29, 0.18, 0.26, -0.00, -0.00, 0.06, 0.33, 0.10, 0.24, 0.03, 0.0015, 0.2736, 0.1846, 0.2049, -0.0004, nan, 0.1276, 0.0298, 1
32.7590, 0.12, 0.05, 0.41, 0.14, 0.38, 0.11, 0.29, 0.19, 0.27, -0.00, -0.00, 0.08, 0.33, 0.10, 0.24, 0.07, 0.0273, 0.2165, 0.1673, 0.2134, -0.0002, nan, 0.1278, 0.0617, 1
33.1110, 0.14, 0.03, 0.41, 0.07, 0.39, 0.11, 0.29, 0.20, 0.28, -0.00, -0.00, 0.09, 0.33, 0.15, 0.26, 0.13, 0.0136, 0.1082, 0.1618, 0.2192, -0.0001, nan, 0.1920, 0.1356, 1
33.4630, 0.14, 0.06, 0.40, 0.13, 0.38, 0.10, 0.28, 0.15, 0.27, -0.00, -0.00, 0.15, 0.33, 0.07, 0.26, 0.07, 0.0334, 0.2072, 0.1543, 0.1643, -0.0000, nan, 0.0960, 0.0678, 1
33.8170, 0.12, 0.03, 0.40, 0.12, 0.37, 0.15, 0.27, 0.12, 0.26, -0.00, -0.00, 0.17, 0.33, 0.14, 0.26, 0.03, 0.0167, 0.1802, 0.2178, 0.1337, -0.0000, nan, 0.1761, 0.0339, 1
34.1690, 0.13, 0.02, 0.39, 0.11, 0.37, 0.08, 0.27, 0.16, 0.26, -0.00, -0.00, 0.14, 0.33, 0.07, 0.26, 0.07, 0.0083, 0.1667, 0.1089, 0.1700, -0.0000, nan, 0.0881, 0.0654, 1
34.5210, 0.12, 0.01, 0.40, 0.10, 0.37, 0.04, 0.28, 0.13, 0.25, -0.00, -0.00, 0.12, 0.32, 0.03, 0.24, 0.08, 0.0042, 0.1630, 0.0544, 0.1397, -0.0000, nan, 0.0440, 0.0764, 1
34.8740, 0.11, 0.00, 0.40, 0.15, 0.39, 0.07, 0.28, 0.07, 0.26, -0.00, -0.00, 0.11, 0.32, 0.02, 0.22, 0.09, 0.0021, 0.2409, 0.1053, 0.0698, -0.0000, nan, 0.0220, 0.0788, 1
