Voltage Range: ,0.09,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.02,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Measurement Time: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Pixel 0 V,Pixel 0 mA,Pixel 1 V,Pixel 1 mA,Pixel 2 V,Pixel 2 mA,Pixel 3 V,Pixel 3 mA,Pixel 4 V,Pixel 4 mA,Pixel 5 V,Pixel 5 mA,Pixel 6 V,Pixel 6 mA,Pixel 7 V,Pixel 7 mA,Pixel 0 PCE,Pixel 1 PCE,Pixel 2 PCE,Pixel 3 PCE,Pixel 4 PCE,Pixel 5 PCE,Pixel 6 PCE,Pixel 7 PCE,Filler Val
2.923,0.17,1.32,0.15,2.32,0.16,2.8,0.19,2.53,0.19,2.8,0.19,3.02,0.2,3.26,0.24,0.03,1.5916,2.632,3.281,3.048,3.131,3.4162,3.8291,0.1583,1
5.857,0.12,1.5,0.12,2.69,0.12,3.18,0.12,2.92,0.13,3.15,0.12,3.1,0.12,3.33,0.15,0.02,1.1863,2.0877,2.5078,2.3391,2.5287,2.4328,2.6182,0.0404,1
8.792,0.13,1.52,0.13,2.7,0.13,3.18,0.13,2.94,0.14,3.13,0.13,3.03,0.13,3.24,0.15,0.05,1.3116,2.2893,2.7453,2.5414,2.7589,2.5891,2.7651,0.0567,1
11.725,0.15,1.5,0.15,2.67,0.15,3.13,0.16,2.89,0.16,3.09,0.15,2.99,0.15,3.17,0.17,0.04,1.5064,2.6288,3.1335,2.9441,3.1817,2.9746,3.1435,0.048,1
14.659,0.18,1.52,0.18,2.64,0.18,3.11,0.18,2.81,0.18,3.01,0.18,2.93,0.18,3.11,0.19,0.07,1.754,3.0125,3.5847,3.3302,3.5723,3.3807,3.5593,0.0945,1
17.594,0.2,1.49,0.2,2.62,0.2,3.08,0.2,2.77,0.2,2.97,0.2,2.91,0.2,3.05,0.22,0.05,1.9484,3.3754,4.0412,3.6894,3.9568,3.7937,3.9528,0.0637,1
