Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Start Date: ,Apr-25-2023 15_50_01,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Volts_output,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,Pixel 2_0 V,Pixel 2_0 mA,Pixel 2_1 V,Pixel 2_1 mA,Pixel 2_2 V,Pixel 2_2 mA,Pixel 2_3 V,Pixel 2_3 mA,Pixel 2_4 V,Pixel 2_4 mA,Pixel 2_5 V,Pixel 2_5 mA,Pixel 2_6 V,Pixel 2_6 mA,Pixel 2_7 V,Pixel 2_7 mA,Pixel 3_0 V,Pixel 3_0 mA,Pixel 3_1 V,Pixel 3_1 mA,Pixel 3_2 V,Pixel 3_2 mA,Pixel 3_3 V,Pixel 3_3 mA,Pixel 3_4 V,Pixel 3_4 mA,Pixel 3_5 V,Pixel 3_5 mA,Pixel 3_6 V,Pixel 3_6 mA,Pixel 3_7 V,Pixel 3_7 mA,ARDUINOID
0.7520,1.20,0.1598,-18.1000,1.1616,-6.0250,0.1180,-18.8750,1.1627,-6.5500,0.6698,-17.5250,1.1594,-3.5750,1.1560,0.0000,1.1646,-5.6000,1.1605,-5.4000,1.1640,0.0000,1.1680,0.0750,1.1646,-6.0750,1.1574,-4.0000,1.0996,-16.5000,1.1581,-11.0750,1.1565,-4.9000,1.1404,-3.7500,1.1364,-4.3250,1.1425,-4.4500,1.1396,-5.5250,1.1351,-0.7500,1.1330,-10.2250,1.1314,-3.7000,1.1383,-3.3000,1.1564,-4.1500,1.1645,-4.8500,1.1480,0.0500,1.1554,-3.8000,1.1600,0.0000,1.1550,0.0000,1.0643,-3.3250,1.1495,-5.0000,0
1.5490,1.17,0.1578,-18.0500,1.1365,-5.1500,0.1220,-19.7250,1.1376,-5.5750,0.6688,-17.5750,1.1353,-3.0250,1.1320,0.0000,1.1395,-4.9000,1.1365,-4.7250,1.1390,0.0250,1.1440,0.0250,1.1405,-5.2750,1.1323,-3.3750,1.0996,-16.5000,1.1331,-10.5000,1.1314,-4.3000,1.1183,-3.2750,1.1134,-3.9000,1.1204,-4.1500,1.1165,-4.9750,1.1121,-0.6750,1.1090,-9.5250,1.1083,-2.9500,1.1153,-2.7500,1.1313,-3.4250,1.1424,-4.1500,1.1240,0.0500,1.1323,-3.2500,1.1380,0.0000,1.1290,0.0250,1.0493,-3.0000,1.1244,-4.3250,0
2.3450,1.14,0.1598,-18.0500,1.1124,-4.3000,0.1220,-19.6250,1.1125,-4.5500,0.6698,-17.6000,1.1103,-2.5250,1.1080,0.0000,1.1144,-4.2250,1.1124,-4.1000,1.1130,0.0250,1.1200,0.0250,1.1164,-4.4250,1.1073,-2.7500,1.1007,-16.5000,1.1070,-9.9000,1.1044,-3.7000,1.0953,-2.8250,1.0923,-3.5000,1.0964,-3.8000,1.0924,-4.4750,1.0881,-0.6250,1.0889,-8.9000,1.0852,-2.3000,1.0922,-2.2000,1.1083,-2.7750,1.1173,-3.4000,1.1000,0.1000,1.1083,-2.7000,1.1120,0.0250,1.1060,0.0000,1.0363,-2.6000,1.1014,-3.6500,0
3.1410,1.11,0.1588,-18.1500,1.0884,-3.5750,0.1220,-19.6500,1.0884,-3.6750,0.6688,-17.6000,1.0842,-2.1000,1.0840,0.0500,1.0904,-3.6250,1.0874,-3.5000,1.0890,0.0250,1.0950,0.1000,1.0914,-3.6500,1.0832,-2.2000,1.0896,-16.2000,1.0839,-9.3250,1.0803,-3.2000,1.0722,-2.4250,1.0703,-3.1000,1.0763,-3.4500,1.0724,-4.0250,1.0651,-0.6000,1.0658,-8.3500,1.0642,-1.6750,1.0702,-1.7000,1.0842,-2.1000,1.0933,-2.7250,1.0750,0.0500,1.0842,-2.1500,1.0880,0.0250,1.0800,0.0000,1.0202,-2.2000,1.0783,-2.9500,0
3.9370,1.08,0.1588,-18.0750,1.0623,-2.8250,0.1220,-19.6500,1.0643,-2.8000,0.6698,-17.6000,1.0602,-1.6500,1.0600,0.0250,1.0643,-3.0000,1.0633,-2.8750,1.0650,0.0750,1.0680,0.0750,1.0673,-2.9750,1.0582,-1.7250,1.0655,-15.2000,1.0589,-8.7000,1.0563,-2.6250,1.0522,-2.0000,1.0483,-2.6250,1.0533,-3.1250,1.0484,-3.5000,1.0440,-0.5000,1.0438,-7.7250,1.0401,-1.1000,1.0481,-1.1250,1.0601,-1.5000,1.0682,-2.1000,1.0520,0.0500,1.0602,-1.6500,1.0640,0.0500,1.0590,0.0000,1.0052,-1.9000,1.0552,-2.3000,0
