Time,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,Pixel 2_0 V,Pixel 2_0 mA,Pixel 2_1 V,Pixel 2_1 mA,Pixel 2_2 V,Pixel 2_2 mA,Pixel 2_3 V,Pixel 2_3 mA,Pixel 2_4 V,Pixel 2_4 mA,Pixel 2_5 V,Pixel 2_5 mA,Pixel 2_6 V,Pixel 2_6 mA,Pixel 2_7 V,Pixel 2_7 mA,Pixel 3_0 V,Pixel 3_0 mA,Pixel 3_1 V,Pixel 3_1 mA,Pixel 3_2 V,Pixel 3_2 mA,Pixel 3_3 V,Pixel 3_3 mA,Pixel 3_4 V,Pixel 3_4 mA,Pixel 3_5 V,Pixel 3_5 mA,Pixel 3_6 V,Pixel 3_6 mA,Pixel 3_7 V,Pixel 3_7 mA,Pixel 0_0 PCE,Pixel 0_1 PCE,Pixel 0_2 PCE,Pixel 0_3 PCE,Pixel 0_4 PCE,Pixel 0_5 PCE,Pixel 0_6 PCE,Pixel 0_7 PCE,Pixel 1_0 PCE,Pixel 1_1 PCE,Pixel 1_2 PCE,Pixel 1_3 PCE,Pixel 1_4 PCE,Pixel 1_5 PCE,Pixel 1_6 PCE,Pixel 1_7 PCE,Pixel 2_0 PCE,Pixel 2_1 PCE,Pixel 2_2 PCE,Pixel 2_3 PCE,Pixel 2_4 PCE,Pixel 2_5 PCE,Pixel 2_6 PCE,Pixel 2_7 PCE,Pixel 3_0 PCE,Pixel 3_1 PCE,Pixel 3_2 PCE,Pixel 3_3 PCE,Pixel 3_4 PCE,Pixel 3_5 PCE,Pixel 3_6 PCE,Pixel 3_7 PCE,ARDUINOID
129.8840, 0.01, 0.71, 0.78, ovf, ovf, ovf, 0.70, 3.96, ovf, ovf, ovf, 2.96, 1.02, ovf, 0.81, 2.50, -431798048.00, 2.54, ovf, ovf, -411635232.00, ovf, ovf, 3.44, -1342.80, ovf, ovf, ovf, ovf, 2.81, ovf, ovf, -1781572.37, ovf, ovf, ovf, 0.61, 2.30, -721.23, 1.34, ovf, ovf, 0.55, -20919056.00, 0.76, 3.34, ovf, 467184608.00, 0.75, ovf, 0.89, 2.49, 1.23, 0.08, 0.68, 3.08, 13.22, ovf, nan, ovf, 0.79, ovf, 0.12, 3.54, ovf, ovf, 0.0308, 18.0218, ovf, nan, -281929088.0000, ovf, -13939.0781, ovf, 0.9400, -56090.1601, 14.0629, ovf, -46889.0820, -753867.5000, 10.7611, 10.7139, ovf, ovf, ovf, ovf, -51436720.0000, ovf, ovf, ovf, 391005728.0000, ovf, 0.2450, ovf, ovf, 1.5410, 0
134.4890, 0.01, 0.70, 0.78, ovf, ovf, ovf, 0.69, 3.98, ovf, ovf, ovf, 2.94, 1.04, ovf, 0.81, 2.52, -71966344.00, 2.52, ovf, ovf, -68605872.00, ovf, ovf, 3.44, -223.28, ovf, ovf, ovf, ovf, 2.85, ovf, ovf, -296928.21, ovf, ovf, ovf, 0.61, 2.28, -119.49, 1.24, ovf, -2154658560.00, 0.55, -3486507.25, 0.75, 3.34, ovf, 77864104.00, 0.75, ovf, 0.89, 2.51, 1.20, 0.05, 0.67, 3.11, 3.01, ovf, nan, ovf, 0.79, ovf, 0.08, 3.57, ovf, ovf, 0.0269, 17.8164, ovf, nan, -46988172.0000, ovf, -2312.6176, ovf, 0.7395, -9336.8564, 13.7320, ovf, -7809.7856, -125634.6093, 10.7192, 10.5463, ovf, ovf, ovf, ovf, -8572772.0000, ovf, ovf, ovf, 65167624.0000, ovf, 0.2512, ovf, ovf, 1.5552, 0
139.0920, 0.01, 0.70, 0.78, ovf, ovf, ovf, 0.67, 4.03, ovf, ovf, ovf, 2.96, 1.05, ovf, 0.81, 2.47, -11994391.00, 2.52, ovf, ovf, -11434312.00, -3215848704.00, ovf, 3.47, -36.70, ovf, ovf, ovf, ovf, 2.88, ovf, 1673734784.00, -49487.53, ovf, ovf, ovf, 0.61, 2.30, -19.19, 1.14, ovf, -359109760.00, 0.55, -581082.81, 0.74, 3.36, ovf, 12977351.00, 0.74, ovf, 0.89, 2.52, 1.20, 0.04, 0.66, 3.09, 1.32, ovf, nan, ovf, 0.79, ovf, 0.07, 3.51, ovf, ovf, 0.0273, 17.6897, ovf, nan, -7831362.5000, ovf, -374.8741, ovf, 0.7935, -1544.7299, 13.5700, ovf, -1296.6855, -20929.2304, 10.5133, 10.4577, ovf, ovf, ovf, ovf, -1428781.6250, ovf, ovf, ovf, 10861270.0000, ovf, 0.1481, ovf, ovf, 1.5286, 0
143.6970, 0.01, 0.72, 0.78, ovf, ovf, ovf, 0.66, 3.97, ovf, ovf, ovf, 2.93, 1.06, ovf, 0.81, 2.48, -1999064.12, 2.54, ovf, ovf, -1905717.62, -535974784.00, ovf, 3.48, -5.61, ovf, ovf, ovf, ovf, 2.88, ovf, 278955808.00, -8247.43, ovf, ovf, ovf, 0.61, 2.32, -2.46, 1.07, ovf, -59851628.00, 0.55, -96845.46, 0.73, 3.36, ovf, 2162894.75, 0.73, ovf, 0.89, 2.49, 1.21, 0.04, 0.65, 3.11, 1.05, ovf, nan, ovf, 0.79, ovf, 0.07, 3.55, ovf, ovf, 0.0305, 17.1709, ovf, nan, -1305226.6250, ovf, -51.8221, -2447457280.0000, 0.6984, -246.2543, 13.2805, ovf, -211.3813, -3478.3320, 10.5803, 10.2825, ovf, ovf, ovf, ovf, -238117.0000, ovf, ovf, ovf, 1810211.8750, ovf, 0.1325, ovf, ovf, 1.5458, 0
148.3020, 0.01, 0.69, 0.78, ovf, ovf, ovf, 0.65, 4.00, ovf, ovf, ovf, 2.95, 1.07, ovf, 0.81, 2.46, -333176.71, 2.52, ovf, ovf, -317618.84, -89329128.00, ovf, 3.50, -0.44, ovf, ovf, ovf, ovf, 2.93, ovf, 46492636.00, -1374.09, ovf, ovf, ovf, 0.60, 2.35, 0.33, 0.93, ovf, -9975271.00, 0.55, -16139.21, 0.72, 3.34, ovf, 360485.21, 0.71, ovf, 0.89, 2.46, 1.22, 0.04, 0.64, 3.10, 1.01, ovf, nan, ovf, 0.79, ovf, 0.07, 3.56, ovf, ovf, 0.0279, 16.9844, ovf, nan, -217536.9375, ovf, 1.9252, -407909536.0000, 0.6758, -30.0203, 13.0927, ovf, -30.5646, -569.7470, 10.3483, 10.0501, ovf, ovf, ovf, ovf, -39673.1953, ovf, ovf, ovf, 301702.2812, ovf, 0.2403, ovf, ovf, 1.5487, 0
152.9040, 0.01, 0.70, 0.77, ovf, ovf, ovf, 0.64, 4.05, ovf, ovf, ovf, 2.96, 1.08, ovf, 0.81, 2.48, -55528.80, 2.50, ovf, ovf, -52935.75, -14888188.00, ovf, 3.50, 0.41, ovf, ovf, ovf, ovf, 2.94, ovf, 7748773.50, -228.55, ovf, ovf, ovf, 0.60, 2.33, 0.81, 0.80, ovf, -1662543.87, 0.55, -2688.18, 0.71, 3.34, ovf, 60083.56, 0.70, ovf, 0.89, 2.49, 1.23, 0.06, 0.63, 3.13, 1.02, ovf, nan, ovf, 0.79, ovf, 0.07, 3.51, ovf, ovf, 0.0264, 16.8838, ovf, nan, -36255.4531, ovf, 10.7992, -67984920.0000, 0.4798, 5.8213, 13.1080, ovf, -0.5815, -85.1474, 10.1299, 10.2010, ovf, ovf, ovf, ovf, -6599.4340, ovf, ovf, ovf, 50284.1132, ovf, 0.0401, ovf, ovf, 1.5274, 0
157.5060, 0.01, 0.72, 0.77, ovf, ovf, ovf, 0.63, 4.06, ovf, ovf, ovf, 2.94, 1.10, ovf, 0.81, 2.48, -9254.16, 2.52, ovf, ovf, -8821.93, -2481364.75, ovf, 3.53, 0.54, ovf, ovf, ovf, ovf, 2.97, ovf, 1291464.25, -37.63, ovf, ovf, ovf, 0.61, 2.30, 0.90, 0.70, ovf, -277089.21, 0.55, -446.33, 0.69, 3.36, ovf, 10016.63, 0.69, ovf, 0.89, 2.47, 1.25, 0.06, 0.61, 3.12, 1.03, ovf, nan, ovf, 0.79, ovf, 0.07, 3.52, ovf, ovf, 0.0220, 16.5675, ovf, nan, -6041.9780, ovf, 12.3620, -11330820.0000, 0.6237, 11.6728, 12.8387, ovf, 4.2441, -4.3912, 10.0574, 10.2882, ovf, ovf, ovf, ovf, -1087.2974, ovf, ovf, ovf, 8381.0908, ovf, 0.4530, ovf, ovf, 1.5311, 0
162.1060, 0.01, 0.67, 0.78, ovf, ovf, ovf, 0.62, 4.04, ovf, ovf, ovf, 2.94, 1.11, ovf, 0.81, 2.48, -1541.71, 2.52, ovf, ovf, -1469.64, -413560.78, ovf, 3.54, 0.56, ovf, ovf, ovf, ovf, 3.00, ovf, 215246.04, -5.82, ovf, ovf, ovf, 0.60, 2.33, 0.92, 0.58, ovf, -46180.08, 0.55, -72.69, 0.68, 3.36, ovf, 1672.14, 0.68, ovf, 0.89, 2.46, 1.26, 0.06, 0.60, 3.15, 1.04, ovf, nan, ovf, 0.79, ovf, 0.07, 3.49, ovf, ovf, 0.0265, 16.2191, ovf, nan, -1006.3937, ovf, 12.6335, -1888469.7500, 0.6383, 12.4325, 12.5402, ovf, 4.9082, 9.1400, 9.9552, 10.4180, ovf, ovf, ovf, ovf, -168.7974, ovf, ovf, ovf, 1397.2590, ovf, 0.1880, ovf, ovf, 1.5027, 0
166.7050, 0.01, 0.69, 0.78, ovf, ovf, ovf, 0.60, 4.07, ovf, ovf, ovf, 2.96, 1.12, ovf, 0.81, 2.43, -256.31, 2.52, -1390859136.00, ovf, -244.26, -68926.72, ovf, 3.52, 0.55, ovf, ovf, ovf, ovf, 3.00, ovf, 35876.34, -0.53, ovf, ovf, ovf, 0.60, 2.26, 0.94, 0.45, ovf, -7695.25, 0.55, -10.41, 0.67, 3.38, ovf, 281.41, 0.66, ovf, 0.89, 2.48, 1.27, 0.01, 0.59, 3.16, 1.05, ovf, nan, ovf, 0.79, ovf, 0.07, 3.48, ovf, ovf, 0.0251, 15.9932, ovf, nan, -167.0021, ovf, 12.6678, -314744.8437, 0.5460, 12.2403, 12.2216, ovf, 5.0188, 11.3953, 9.9048, 10.5075, ovf, ovf, ovf, ovf, -15.8750, ovf, ovf, ovf, 232.8765, ovf, 0.1454, ovf, ovf, 1.5126, 0
171.3060, 0.01, 0.68, 0.78, ovf, -1840793984.00, ovf, 0.59, 4.08, ovf, ovf, ovf, 2.98, 1.13, ovf, 0.81, 2.42, -42.08, 2.59, -231809856.00, ovf, -40.05, -11487.70, ovf, 3.57, 0.54, ovf, ovf, ovf, ovf, 2.98, ovf, 5981.37, 0.34, ovf, ovf, ovf, 0.61, 2.09, 0.95, 0.29, ovf, -1281.07, 0.55, -0.05, 0.66, 3.36, ovf, 49.60, 0.65, ovf, 0.89, 2.50, 1.28, 0.02, 0.58, 3.16, 1.06, ovf, nan, ovf, 0.79, ovf, 0.07, 3.48, ovf, ovf, 0.0270, 15.7253, ovf, nan, -27.2186, -3061603584.0000, 12.8508, -52457.3867, 0.5233, 12.1800, 12.1351, ovf, 4.9837, 11.6888, 9.6838, 10.7047, ovf, ovf, ovf, ovf, 9.3354, ovf, ovf, 1408176384.0000, 38.9518, ovf, 0.4867, ovf, ovf, 1.5143, 0
175.9070, 0.01, 0.68, 0.78, ovf, -306799008.00, ovf, 0.58, 4.08, ovf, ovf, ovf, 2.93, 1.14, ovf, 0.81, 2.42, -6.39, 2.61, -38634976.00, ovf, -6.02, -1914.55, ovf, 3.58, 0.53, ovf, ovf, -1190962560.00, ovf, 3.01, ovf, 998.88, 0.48, ovf, ovf, ovf, 0.60, 2.10, 0.96, 0.17, ovf, -212.06, 0.55, 1.69, 0.65, 3.38, ovf, 10.97, 0.64, -2861591296.00, 0.89, 2.48, 1.29, 0.07, 0.57, 3.23, 1.07, ovf, nan, ovf, 0.79, ovf, 0.07, 3.48, ovf, ovf, 0.0231, 15.3796, ovf, nan, -3.7901, -510267264.0000, 12.7933, -8742.7148, 0.4278, 11.9210, 11.8373, ovf, 5.0330, 11.7378, 9.4845, 10.7013, ovf, ovf, ovf, ovf, 13.4180, ovf, ovf, 234696080.0000, 7.0545, ovf, 0.4311, ovf, ovf, 1.4995, 0
180.5100, 0.01, 0.70, 0.77, -1278310144.00, -51133168.00, ovf, 0.57, 4.06, ovf, ovf, ovf, 2.94, 1.16, ovf, 0.81, 2.44, -0.44, 2.62, -6439162.50, ovf, -0.36, -319.01, ovf, 3.56, 0.51, ovf, -2437641728.00, -198493760.00, ovf, 3.00, ovf, 168.46, 0.49, ovf, ovf, ovf, 0.61, 2.20, 0.98, -0.01, ovf, -33.89, 0.55, 1.98, 0.64, 3.36, ovf, 4.53, 0.65, -476931872.00, 0.89, 2.46, 1.30, 0.04, 0.55, 3.20, 1.08, ovf, nan, ovf, 0.79, ovf, 0.07, 3.46, ovf, ovf, 0.0308, 15.0303, ovf, nan, 0.1225, -85044544.0000, 12.7723, -1456.8486, 0.4906, 11.5758, 11.5877, ovf, 5.0397, 11.7667, 9.2512, 10.8415, ovf, ovf, ovf, ovf, 13.7801, ovf, ovf, 39116024.0000, 1.4591, ovf, 0.4250, ovf, ovf, 1.5048, 0
185.1130, 0.01, 0.70, 0.77, -213051696.00, -8522195.00, ovf, 0.55, 4.08, ovf, ovf, ovf, 2.96, 1.17, ovf, 0.81, 2.42, 0.55, 2.62, -1073193.25, ovf, 0.58, -53.13, ovf, 3.59, 0.50, ovf, -406273632.00, -33082294.00, ovf, 2.98, ovf, 30.04, 0.48, ovf, ovf, ovf, 0.60, 2.22, 0.99, -0.12, ovf, -4.20, 0.55, 2.01, 0.63, 3.41, ovf, 3.44, 0.66, -79488648.00, 0.89, 2.46, 1.32, 0.07, 0.54, 3.23, 1.10, ovf, nan, ovf, 0.79, ovf, 0.07, 3.48, ovf, ovf, 0.0284, 14.7148, ovf, nan, 0.6553, -14174083.0000, 12.7803, -242.3628, 0.2469, 11.3910, 11.4038, ovf, 4.9872, 11.6684, 9.0764, 11.0794, ovf, ovf, ovf, ovf, 14.0467, ovf, ovf, 6519349.0000, 0.8151, ovf, 0.3094, ovf, 892337024.0000, 1.5130, 0
189.7160, 0.01, 0.68, 0.77, -35508616.00, -1420365.87, ovf, 0.54, 4.08, ovf, ovf, ovf, 2.96, 1.18, ovf, 0.81, 2.42, 0.72, 2.57, -178864.92, ovf, 0.72, -8.76, ovf, 3.60, 0.49, ovf, -67712272.00, -5513716.00, ovf, 2.98, ovf, 7.02, 0.47, ovf, ovf, ovf, 0.60, 2.25, 1.00, -0.30, ovf, 0.73, 0.55, 2.02, 0.63, 3.37, ovf, 3.29, 0.67, -13248108.00, 0.89, 2.48, 1.33, 0.05, 0.53, 3.22, 1.11, ovf, nan, ovf, 0.79, ovf, 0.07, 3.48, ovf, ovf, 0.0213, 14.4320, ovf, nan, 0.3655, -2362336.2500, 12.5379, -40.2188, 0.5292, 11.0946, 11.0472, ovf, 5.0040, 11.7728, 8.7957, 11.2046, ovf, ovf, ovf, -1044162880.0000, 13.8849, ovf, ovf, 1086570.2500, 0.4244, ovf, 0.0516, ovf, 148722832.0000, 1.4993, 0
194.3200, 0.01, 0.71, 0.77, -5918098.50, -236727.64, ovf, 0.53, 4.10, ovf, ovf, ovf, 2.94, 1.19, ovf, 0.81, 2.40, 0.73, 2.63, -29810.16, ovf, 0.74, -1.41, ovf, 3.60, 0.48, ovf, -11285379.00, -918953.68, ovf, 3.00, ovf, 3.25, 0.47, ovf, ovf, ovf, 0.60, 2.28, 1.01, -0.40, ovf, 1.56, 0.55, 2.07, 0.64, 3.38, ovf, 3.23, 0.69, -2208015.00, 0.89, 2.48, 1.34, 0.04, 0.52, 3.24, 1.12, ovf, nan, ovf, 0.79, ovf, 0.07, 3.48, ovf, ovf, 0.0232, 14.1587, ovf, nan, 0.5797, -393712.2187, 12.6505, -6.3578, 0.3288, 11.3108, 10.7914, ovf, 5.0088, 11.9306, 8.7489, 10.9537, ovf, ovf, ovf, -174027152.0000, 14.1616, ovf, ovf, 181106.9687, 0.3614, ovf, 0.0086, ovf, 24787156.0000, 1.4970, 0
198.9230, 0.01, 0.72, 0.77, -986347.68, -39454.60, ovf, 0.52, 4.10, ovf, ovf, ovf, 2.96, 1.20, ovf, 0.81, 2.42, 0.73, 2.67, -4967.71, ovf, 0.73, -0.15, ovf, 3.55, 0.46, ovf, -1880896.50, -153160.14, ovf, 2.95, ovf, 2.64, 0.47, ovf, ovf, ovf, 0.60, 2.25, 1.02, -0.57, ovf, 1.69, 0.54, 2.04, 0.65, 3.35, ovf, 3.24, 0.70, -368000.00, 0.89, 2.50, 1.35, 0.02, 0.51, 3.24, 1.13, ovf, nan, ovf, 0.79, ovf, 0.07, 3.46, ovf, ovf, 0.0246, 13.8820, ovf, nan, 0.7503, -65608.0546, 12.6545, -0.8044, 0.4480, 11.4194, 10.6069, ovf, 4.9264, 11.8834, 8.7917, 11.1478, ovf, ovf, ovf, -29004524.0000, 14.2557, ovf, ovf, 30196.5292, 0.2071, ovf, 0.2478, ovf, 4131200.7500, 1.4894, 0
203.5250, 0.01, 0.72, 0.77, -164389.07, -6575.76, ovf, 0.51, 4.10, ovf, ovf, ovf, 2.94, 1.20, ovf, 0.81, 2.40, 0.71, 2.73, -827.31, ovf, 0.72, 0.02, ovf, 3.51, 0.45, ovf, -313482.25, -25528.04, ovf, 2.99, ovf, 2.61, 0.47, ovf, ovf, ovf, 0.60, 2.22, 1.03, -0.68, ovf, 1.75, 0.55, 2.04, 0.66, 3.36, ovf, 3.24, 0.71, -61330.74, 0.89, 2.47, 1.36, 0.07, 0.49, 3.26, 1.14, ovf, nan, ovf, 0.79, ovf, 0.07, 3.48, -1432858752.0000, ovf, 0.0248, 13.5332, ovf, nan, 0.2558, -10924.1279, 12.7009, 0.1175, 0.3075, 11.5580, 10.3778, ovf, 5.0219, 11.9978, 8.8112, 11.1514, ovf, ovf, ovf, -4834081.0000, 14.5324, -1051653504.0000, ovf, 5044.6025, 0.6267, ovf, 0.1658, ovf, 688542.3750, 1.4802, 0
208.1280, 0.01, 0.72, 0.77, -27395.98, -1095.95, ovf, 0.49, 4.12, ovf, -1452347264.00, ovf, 2.91, 1.21, ovf, 0.81, 2.42, 0.71, 2.69, -137.24, ovf, 0.70, 0.07, ovf, 3.50, 0.44, -878982720.00, -52246.54, -4256.17, ovf, 3.00, -1957097984.00, 2.63, 0.47, ovf, ovf, ovf, 0.60, 2.24, 1.05, -0.85, ovf, 1.72, 0.55, 2.06, 0.68, 3.31, ovf, 3.24, 0.72, -10219.20, 0.89, 2.48, 1.37, 0.05, 0.48, 3.26, 1.15, ovf, nan, ovf, 0.79, ovf, 0.06, 3.46, -238809792.0000, ovf, 0.0290, 13.2438, ovf, nan, 0.7025, -1810.0408, 12.4769, 0.1034, 0.3559, 11.8087, 10.1592, ovf, 5.0118, 12.0219, 8.7515, 11.2470, ovf, ovf, ovf, -805674.2500, 14.5907, -175275600.0000, ovf, 852.7118, 0.4034, ovf, 0.2787, -3807771648.0000, 114765.8671, 1.4569, 0
212.7340, 0.01, 0.70, 0.77, -4563.78, -182.65, ovf, 0.48, 4.10, ovf, -242057872.00, -1131161216.00, 2.95, 1.22, ovf, 0.81, 2.40, 0.70, 2.75, -22.24, ovf, 0.69, 0.05, ovf, 3.47, 0.43, -146497120.00, -8707.24, -710.98, ovf, 3.00, -326183008.00, 2.59, 0.47, ovf, ovf, ovf, 0.60, 2.27, 1.06, -1.01, ovf, 1.74, 0.54, 2.04, 0.69, 3.32, ovf, 3.26, 0.73, -1700.67, 0.89, 2.43, 1.39, 0.06, 0.47, 3.26, 1.17, ovf, nan, ovf, 0.79, ovf, 0.07, 3.48, -39801636.0000, ovf, 0.0266, 12.8752, -2145107584.0000, nan, 0.7775, -291.1142, 12.5691, 0.1823, 0.2093, 11.9632, 9.9675, ovf, 5.0232, 11.7870, 8.7920, 11.3250, ovf, ovf, ovf, -134273.0312, 14.8900, -29212584.0000, ovf, 153.7742, 0.5188, ovf, 0.1735, -634628544.0000, 19136.3574, 1.4749, 0
217.3410, 0.01, 0.67, 0.77, -758.40, -30.44, ovf, 0.47, 4.13, ovf, -40342980.00, -188526864.00, 2.99, 1.22, ovf, 0.81, 2.40, 0.69, 2.77, -3.08, -2319730688.00, 0.68, 0.02, ovf, 3.48, 0.41, -24416186.00, -1450.67, -120.31, ovf, 2.98, -54363836.00, 2.66, 0.47, ovf, ovf, ovf, 0.60, 2.23, 1.07, -1.17, ovf, 1.72, 0.54, 2.04, 0.70, 3.24, -3112206080.00, 3.23, 0.74, -280.93, 0.89, 2.50, 1.40, 0.06, 0.46, 3.28, 1.18, ovf, nan, ovf, 0.79, ovf, 0.07, 3.40, -6633605.5000, 817860672.0000, 0.0246, 12.6846, -357517952.0000, nan, 0.6572, -37.9596, 12.4797, 0.1116, 0.1083, 12.2884, 9.6274, ovf, 4.9714, 11.9294, 8.7358, 11.3022, ovf, ovf, ovf, -22372.8105, 14.7744, -4868750.5000, ovf, 37.7663, 0.5417, ovf, 0.4138, -105771440.0000, 3198.1040, 1.4573, 0
221.9500, 0.01, 0.71, 0.77, -124.17, -5.06, ovf, 0.46, 4.12, ovf, -6723834.00, -31421144.00, 2.93, 1.22, ovf, 0.81, 2.40, 0.69, 2.80, 0.10, -386621792.00, 0.67, 0.04, ovf, 3.43, 0.40, -4069361.25, -241.24, -22.07, ovf, 3.00, -9060639.00, 2.64, 0.47, ovf, ovf, ovf, 0.60, 2.25, 1.08, -1.29, ovf, 1.70, 0.54, 2.04, 0.71, 3.26, -518701024.00, 3.24, 0.76, -44.30, 0.89, 2.47, 1.41, 0.08, 0.44, 3.31, 1.19, ovf, nan, ovf, 0.79, ovf, 0.06, 3.42, -1105600.8750, 136310096.0000, 0.0290, 12.2976, -59586356.0000, nan, 0.3736, 4.2224, 12.5388, 0.2582, 0.1628, 12.3729, 9.3695, ovf, 5.0034, 11.8157, 8.7265, 11.3217, ovf, ovf, ovf, -3722.7744, 15.1061, -811444.2500, ovf, 18.1427, 0.7028, ovf, 0.1987, -17628572.0000, 541.6333, 1.4392, 0
226.5570, 0.01, 0.69, 0.77, -18.49, -0.84, ovf, 0.45, 4.10, -1351821696.00, -1120644.87, -5236857.50, 2.91, 1.23, ovf, 0.81, 2.38, 0.69, 2.77, 0.62, -64436964.00, 0.66, 0.06, ovf, 3.44, 0.39, -678223.87, -39.66, -5.81, 1159437440.00, 2.98, -1510105.50, 2.64, 0.47, ovf, -1507176832.00, ovf, 0.60, 2.26, 1.09, -1.50, -1444505728.00, 1.72, 0.54, 2.04, 0.72, 3.26, -86450168.00, 3.24, 0.77, -4.88, 0.89, 2.51, 1.42, 0.06, 0.43, 3.29, 1.20, ovf, nan, ovf, 0.79, -1145860480.00, 0.06, 3.42, -184266.8281, 22718366.0000, 0.0250, 11.9166, -9931078.0000, nan, 0.4623, 11.1751, 12.3757, 0.2790, 0.2407, 12.6864, 9.0219, ovf, 4.9681, 11.7968, 8.7374, 11.2092, ovf, -739874496.0000, ovf, -614.4351, 15.3312, -135226.7656, ovf, 15.1610, 0.5807, -749248512.0000, 0.2946, -2938095.5000, 98.9653, 1.4216, 0
231.1700, 0.01, 0.70, 0.77, -0.83, -0.13, ovf, 0.43, 4.13, -225303616.00, -186780.31, -872809.06, 2.93, 1.24, ovf, 0.81, 2.40, 0.68, 2.83, 0.71, -10739494.00, 0.65, 0.04, ovf, 3.41, 0.38, -113034.35, -6.05, -3.17, 193239568.00, 3.00, -251683.62, 2.64, 0.47, -950404032.00, -251196144.00, -2730292480.00, 0.60, 2.28, 1.10, -1.65, -240750960.00, 1.72, 0.54, 2.02, 0.74, 3.24, -14408361.00, 3.24, 0.78, 1.65, 0.89, 2.49, 1.43, 0.01, 0.42, 3.30, 1.22, -1843672192.00, nan, ovf, 0.79, -190976752.00, 0.06, 3.40, -30711.1093, 3786406.2500, 0.0270, 11.6445, -1655201.1250, nan, 0.4802, 12.4114, 12.4864, 0.3600, 0.1797, 12.8216, 8.8051, ovf, 5.0159, 11.7936, 8.7772, 11.2137, ovf, -123312416.0000, ovf, -96.4466, 15.5433, -22523.8652, ovf, 14.4714, 0.0968, -124874752.0000, 0.3137, -489682.0937, 25.2044, 1.4260, 0
235.7850, 0.01, 0.72, 0.77, 2.06, -0.02, -2039696256.00, 0.42, 4.12, -37550604.00, -31136.54, -145467.54, 2.92, 1.25, 2356587008.00, 0.81, 2.40, 0.68, 2.79, 0.71, -1789915.62, 0.63, 0.04, -2053415424.00, 3.37, 0.37, -18836.08, -0.44, -3.11, 32206594.00, 3.00, -41946.69, 2.61, 0.47, -158400672.00, -41866024.00, -455048736.00, 0.60, 2.25, 1.12, -1.82, -40125160.00, 1.70, 0.54, 2.09, 0.75, 3.24, -2401392.50, 3.24, 0.79, 2.69, 0.89, 2.48, 1.44, 0.04, 0.41, 3.32, 1.23, -307278688.00, nan, ovf, 0.79, -31829458.00, 0.06, 3.38, -5118.4804, 631078.6250, 0.0252, 11.2658, -275890.0000, nan, 0.6227, 12.6279, 12.2846, 0.2142, 0.1669, 12.8933, 8.5616, -2683973120.0000, 5.0238, 11.6441, 8.7333, 11.2020, 1286811648.0000, -20552076.0000, ovf, -9.8705, 15.7474, -3740.0473, ovf, 14.3565, 0.3302, -20812450.0000, 0.1856, -81613.5312, 12.9875, 1.4195, 0
240.4020, 0.01, 0.70, 0.77, 2.56, 0.00, -339949376.00, 0.42, 4.10, -6258434.00, -5196.26, -24243.98, 2.94, 1.25, 392764512.00, 0.81, 2.38, 0.67, 2.86, 0.71, -298319.21, 0.62, 0.04, -342235904.00, 3.36, 0.36, -3136.35, 0.51, -3.27, 5367765.50, 3.00, -6990.55, 2.63, 0.47, -26400112.00, -6977670.50, -75841456.00, 0.60, 2.21, 1.13, -2.00, -6687526.50, 1.73, 0.54, 2.06, 0.75, 3.26, -400231.34, 3.22, 0.80, 2.88, 0.89, 2.48, 1.46, 0.07, 0.39, 3.30, 1.24, -51213116.00, nan, -795593280.00, 0.79, -5304907.50, 0.06, 3.36, -853.0438, 105190.9218, 0.0249, 11.1576, -46006.5078, nan, 0.3751, 12.5552, 12.4549, 0.2669, 0.1622, 13.1386, 8.3262, -447328896.0000, 5.2074, 11.7567, 8.7260, 11.1104, 214468608.0000, -3425357.5000, 3073934080.0000, 4.4323, 15.8626, -609.4968, ovf, 14.3373, 0.6884, -3468734.0000, 0.0309, -13602.1025, 10.8748, 1.4116, 0
