Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Start Date: ,Apr-25-2023 15_32_57,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Volts_output,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,Pixel 2_0 V,Pixel 2_0 mA,Pixel 2_1 V,Pixel 2_1 mA,Pixel 2_2 V,Pixel 2_2 mA,Pixel 2_3 V,Pixel 2_3 mA,Pixel 2_4 V,Pixel 2_4 mA,Pixel 2_5 V,Pixel 2_5 mA,Pixel 2_6 V,Pixel 2_6 mA,Pixel 2_7 V,Pixel 2_7 mA,Pixel 3_0 V,Pixel 3_0 mA,Pixel 3_1 V,Pixel 3_1 mA,Pixel 3_2 V,Pixel 3_2 mA,Pixel 3_3 V,Pixel 3_3 mA,Pixel 3_4 V,Pixel 3_4 mA,Pixel 3_5 V,Pixel 3_5 mA,Pixel 3_6 V,Pixel 3_6 mA,Pixel 3_7 V,Pixel 3_7 mA,ARDUINOID
0.7530,1.20,0.1598,-18.0750,1.1636,-5.6000,0.1210,-19.9750,1.1647,-6.5250,0.6828,-17.5500,1.1604,-3.6250,1.1600,0.0000,1.1646,-5.5750,1.1646,-5.7000,1.1660,0.0000,1.1720,0.0250,1.1666,-5.7000,1.1604,-4.1000,1.1126,-16.5000,1.1608,-8.0750,1.1575,-4.9000,1.1444,-3.8250,1.1404,-4.4000,1.1444,-4.3000,1.1415,-5.3750,1.1371,-0.8250,1.1369,-8.9000,1.1334,-4.0250,1.1404,-3.6500,1.1564,-4.2750,1.1675,-4.8000,1.1500,0.0750,1.1604,-4.1000,1.1630,0.0000,1.1560,0.0250,1.0844,-3.6250,1.1525,-4.8750,0
1.5490,1.17,0.1588,-18.0250,1.1405,-4.6750,0.1209,-19.6500,1.1396,-5.4500,0.6818,-17.5250,1.1353,-3.0750,1.1360,0.0000,1.1415,-4.9500,1.1375,-5.0250,1.1400,0.0250,1.1460,0.0750,1.1425,-4.8500,1.1353,-3.5000,1.1096,-16.5000,1.1358,-7.6500,1.1324,-4.4250,1.1203,-3.4500,1.1164,-4.0500,1.1214,-4.0000,1.1195,-4.9500,1.1121,-0.8000,1.1128,-8.2750,1.1113,-3.2750,1.1163,-3.0500,1.1324,-3.5750,1.1444,-4.1250,1.1240,0.0750,1.1344,-3.5000,1.1400,0.0000,1.1320,0.0000,1.0673,-3.3000,1.1264,-4.1250,0
2.3450,1.14,0.1588,-18.0750,1.1134,-3.8000,0.1200,-19.6250,1.1165,-4.4500,0.6818,-17.6000,1.1123,-2.5250,1.1090,0.0250,1.1164,-4.3000,1.1124,-4.3500,1.1160,0.0500,1.1200,0.0500,1.1164,-4.0500,1.1083,-2.8750,1.1086,-16.5000,1.1097,-7.2000,1.1064,-3.9000,1.0963,-3.0750,1.0944,-3.5750,1.1004,-3.7000,1.0965,-4.5000,1.0921,-0.7000,1.0888,-7.7000,1.0883,-2.5500,1.0932,-2.4750,1.1083,-2.8500,1.1183,-3.4000,1.1000,0.0500,1.1093,-2.9750,1.1130,0.0000,1.1080,0.0500,1.0523,-2.7750,1.1033,-3.3750,0
3.1410,1.11,0.1598,-18.0000,1.0883,-2.9750,0.1210,-19.6250,1.0914,-3.5000,0.6828,-17.5500,1.0862,-2.0000,1.0850,0.0250,1.0914,-3.7000,1.0884,-3.7750,1.0920,0.0500,1.0960,0.0000,1.0923,-3.3000,1.0842,-2.3000,1.0896,-15.9750,1.0847,-6.7500,1.0823,-3.4000,1.0753,-2.6750,1.0723,-3.2250,1.0763,-3.4250,1.0724,-4.0750,1.0681,-0.6250,1.0677,-7.2500,1.0652,-1.9250,1.0722,-2.0000,1.0842,-2.2000,1.0953,-2.7750,1.0760,0.0750,1.0852,-2.4500,1.0890,0.0500,1.0840,0.0000,1.0362,-2.3250,1.0793,-2.7250,0
3.9380,1.08,0.1588,-18.1250,1.0642,-2.2500,0.1220,-19.6500,1.0683,-2.6000,0.6818,-17.6000,1.0602,-1.5250,1.0600,0.0250,1.0673,-3.1000,1.0643,-3.1500,1.0680,0.0500,1.0700,0.0250,1.0683,-2.6000,1.0592,-1.8000,1.0655,-15.1500,1.0606,-6.2500,1.0593,-2.9000,1.0522,-2.3000,1.0483,-2.8250,1.0543,-3.1250,1.0514,-3.6250,1.0441,-0.6000,1.0447,-6.7000,1.0421,-1.2750,1.0481,-1.4750,1.0602,-1.5750,1.0722,-2.1250,1.0520,0.0000,1.0602,-1.9250,1.0640,0.0000,1.0600,0.0250,1.0202,-1.9500,1.0552,-2.1000,0
