photo__40p__p1__0.4Sun__Rv__scan0	photo__40p__p1__0.4Sun__Rv__scan0	photo__40p__p1__0.4Sun__Fw__scan0	photo__40p__p1__0.4Sun__Fw__scan0	photo__40p__p2__0.4Sun__Rv__scan0	photo__40p__p2__0.4Sun__Rv__scan0	photo__40p__p2__0.4Sun__Fw__scan0	photo__40p__p2__0.4Sun__Fw__scan0	photo__40p__p3__0.4Sun__Rv__scan0	photo__40p__p3__0.4Sun__Rv__scan0	photo__40p__p3__0.4Sun__Fw__scan0	photo__40p__p3__0.4Sun__Fw__scan0	photo__40p__p4__0.4Sun__Rv__scan0	photo__40p__p4__0.4Sun__Rv__scan0	photo__40p__p4__0.4Sun__Fw__scan0	photo__40p__p4__0.4Sun__Fw__scan0	photo__40p__p5__0.4Sun__Rv__scan0	photo__40p__p5__0.4Sun__Rv__scan0	photo__40p__p5__0.4Sun__Fw__scan0	photo__40p__p5__0.4Sun__Fw__scan0	photo__40p__p6__0.4Sun__Rv__scan0	photo__40p__p6__0.4Sun__Rv__scan0	photo__40p__p6__0.4Sun__Fw__scan0	photo__40p__p6__0.4Sun__Fw__scan0	photo__40p__p7__0.4Sun__Rv__scan0	photo__40p__p7__0.4Sun__Rv__scan0	photo__40p__p7__0.4Sun__Fw__scan0	photo__40p__p7__0.4Sun__Fw__scan0	photo__40p__p8__0.4Sun__Rv__scan0	photo__40p__p8__0.4Sun__Rv__scan0	photo__40p__p8__0.4Sun__Fw__scan0	photo__40p__p8__0.4Sun__Fw__scan0
1.398561	-0.0062656249999999995	-0.205035	-9.375e-05	1.399197	-0.014656250000000001	-0.201965	0.016578125000000003	1.39992	-0.118875	-0.201233	0.01475	1.400711	-1.1201015625	-0.199757	0.1496171875	1.401219	-19.5285703125	-0.20246	2.8376249999999996	1.400426	-109.13632031249999	-0.198717	15.5481953125	0.255885	-390.7463984375	-0.097957	151.1927578125	0.861305	-390.8489921875	-0.199482	7.1856015625000005
1.389055	0.0241953125	-0.18529	0.0047265625	1.389513	-0.0077109375	-0.187686	0.0044375000000000005	1.390476	-0.1163671875	-0.186862	0.0026015625	1.385976	-1.08453125	-0.190808	0.1456640625	1.388913	-19.334203125000002	-0.190471	2.6591875000000003	1.393099	-108.5946796875	-0.194099	15.1826328125	0.255893	-390.74214843749996	-0.106831	164.8234921875	0.86111	-390.492265625	-0.189822	7.1713359375
1.378978	-0.0018281249999999999	-0.175673	0.008	1.379709	-0.0259375	-0.178057	-0.004242187499999999	1.375557	-0.10885156249999998	-0.177621	0.0411640625	1.375497	-1.079609375	-0.176575	0.136890625	1.380677	-19.2654609375	-0.178427	2.4894218749999997	1.386149	-108.02990625	-0.186935	14.6246484375	0.255904	-390.72971875	-0.115234	177.64760937499997	0.860982	-390.50940625000004	-0.175269	7.1613125
1.36439	0.0010625	-0.166004	0.0076171875	1.360657	0.0023125	-0.168486	-0.0021171874999999997	1.36541	-0.1212890625	-0.16803	-0.0025078125	1.365654	-1.0598515625	-0.167266	0.14296875	1.364518	-19.0003359375	-0.169975	2.3842421875	1.376571	-107.286765625	-0.17482	13.6823125	0.255892	-390.74523437499994	-0.12256	188.8988359375	0.860857	-390.4967734375	-0.165715	7.1561015625
1.354665	-0.003375	-0.156099	0.008578125	1.355507	-0.00328125	-0.149336	-0.007515625	1.355686	-0.0963125	-0.153769	0.010125	1.355482	-1.0694921874999999	-0.153459	0.1149140625	1.355952	-18.9024765625	-0.15404	2.1617421875	1.364633	-106.361125	-0.165551	12.9468515625	0.255629	-390.3862109375	-0.128397	197.84677343750002	0.860723	-390.54112499999997	-0.15589	7.155718749999999
1.340096	-0.0022187500000000002	-0.141757	0.0019296874999999998	1.340867	-0.0109921875	-0.144439	0.0105078125	1.341234	-0.09621875	-0.139627	-0.003953125	1.340355	-1.0494375	-0.144144	0.117421875	1.348248	-18.7750234375	-0.145844	2.0459609375	1.352251	-105.41368750000001	-0.153737	12.041625	0.255888	-390.735109375	-0.133378	205.495703125	0.860644	-390.52619531249996	-0.141524	7.160921875
1.330031	0.004625	-0.12729	-0.0007734374999999999	1.331262	-0.022171874999999997	-0.129905	-0.00125	1.331361	-0.09409374999999999	-0.129786	0.0162890625	1.330241	-1.0615859375	-0.130133	0.107203125	1.331735	-18.542671875	-0.129762	1.8148828125	1.342179	-104.61675	-0.141829	11.086078124999998	0.255888	-390.7173828125	-0.13033	200.8327734375	0.860503	-390.5392109375	-0.131897	7.1495468749999995
1.320146	0.01359375	-0.122769	-0.013109375	1.321661	-0.013015625	-0.120421	-0.0132109375	1.316623	-0.0941953125	-0.120274	0.011757812500000001	1.320069	-1.0509765625	-0.116222	0.0779921875	1.319544	-18.397765624999998	-0.121575	1.6932265625	1.329571	-103.6437734375	-0.130011	10.184515625	0.255845	-390.72634374999996	-0.12538	193.22540625	0.860434	-390.53225000000003	-0.117398	7.1646875
1.305676	0.0029921874999999996	-0.102132	0.0077109375	1.302387	-0.0035703124999999997	-0.105589	0.0081953125	1.306803	-0.09853125	-0.105621	0.0161953125	1.305202	-1.0164609375	-0.106937	0.0882109375	1.307564	-18.203015625	-0.109315	1.528953125	1.317098	-102.663078125	-0.120558	9.4439453125	0.255914	-390.7288515625	-0.1197	184.5563515625	0.860284	-390.54220312499996	-0.107443	7.1480078124999995
1.295532	-0.008390625	-0.097452	-0.0127265625	1.297681	-0.010218749999999999	-0.091025	-0.0023125	1.292197	-0.084359375	-0.095673	0.0062656249999999995	1.295144	-1.026390625	-0.097419	0.07028125	1.299351	-18.1043828125	-0.096895	1.39765625	1.306947	-101.87675	-0.106422	8.3511171875	0.255649	-390.37320312500003	-0.11354	175.0860859375	0.8602	-390.5445078125	-0.093081	7.16034375
