27.6290, 0.08, 3.93, 0.10, 4.17, 0.08, 3.82, 0.07, 3.31, 0.19, 3.56, 0.07, 3.73, 0.08, 3.93, 0.09, 4.10, 1.9538, 2.3351, 1.7813, nan, 3.8819, 1.5211, 1.8396, 2.1719, 0
30.3930, 0.08, 3.88, 0.10, 4.17, 0.08, 3.83, 0.07, 3.33, 0.25, 3.49, 0.12, 3.73, 0.08, 3.93, 0.09, 4.13, 1.9318, 2.3339, 1.7865, nan, 5.1089, 2.6492, 1.7437, 2.1823, 0
33.1580, 0.08, 3.85, 0.10, 4.17, 0.08, 3.83, 0.07, 3.33, 0.32, 3.47, 0.18, 3.68, 0.12, 3.88, 0.08, 4.13, 1.9140, 2.3337, 1.7660, nan, 6.4719, 3.9221, 2.6270, 1.9912, 0
35.9220, 0.08, 3.89, 0.09, 4.19, 0.08, 3.78, 0.07, 3.33, 0.34, 3.47, 0.25, 3.62, 0.17, 3.87, 0.13, 4.08, 1.9344, 2.3226, 1.7376, nan, 6.8127, 5.2778, 3.9580, 3.0406, 0
38.6860, 0.08, 3.77, 0.10, 4.15, 0.08, 3.80, 0.07, 3.31, 0.34, 3.49, 0.31, 3.56, 0.24, 3.82, 0.19, 4.02, 1.8772, 2.3168, 1.7640, nan, 6.9275, 6.5312, 5.3472, 4.4094, 0
41.4500, 0.08, 3.79, 0.09, 4.19, 0.08, 3.80, 0.07, 3.28, 0.34, 3.50, 0.38, 3.56, 0.30, 3.75, 0.25, 3.98, 1.8879, 2.3192, 1.7269, nan, 6.9359, 7.9804, 6.6899, 5.8368, 0
44.2150, 0.08, 3.80, 0.10, 4.15, 0.08, 3.77, 0.07, 3.22, 0.34, 3.47, 0.45, 3.52, 0.37, 3.76, 0.32, 3.92, 1.8906, 2.3161, 1.7060, nan, 6.9287, 9.2288, 8.1990, 7.3025, 0
46.9790, 0.08, 3.82, 0.09, 4.16, 0.08, 3.77, 0.07, 3.28, 0.34, 3.47, 0.52, 3.48, 0.44, 3.74, 0.38, 3.88, 1.8819, 2.2808, 1.7000, nan, 6.9066, 10.5082, 9.5905, 8.7065, 0
49.7440, 0.08, 3.86, 0.09, 4.14, 0.08, 3.74, 0.07, 3.24, 0.34, 3.47, 0.58, 3.47, 0.51, 3.74, 0.45, 3.82, 1.8921, 2.2580, 1.6657, nan, 6.9214, 11.8844, 11.0540, 10.0968, 0
52.5080, 0.07, 3.81, 0.09, 4.14, 0.08, 3.74, 0.07, 3.24, 0.34, 3.47, 0.60, 3.47, 0.57, 3.71, 0.52, 3.76, 1.6471, 2.2281, 1.6572, nan, 6.8844, 12.2080, 12.4700, 11.4211, 0
55.2730, 0.12, 3.80, 0.09, 4.13, 0.08, 3.71, 0.07, 3.21, 0.34, 3.49, 0.60, 3.44, 0.64, 3.63, 0.59, 3.74, 2.5649, 2.2448, 1.6442, nan, 6.9658, 12.1999, 13.5743, 12.8242, 0
58.0380, 0.18, 3.73, 0.08, 4.13, 0.07, 3.73, 0.07, 3.20, 0.34, 3.47, 0.61, 3.46, 0.71, 3.61, 0.65, 3.71, 3.8437, 2.0553, 1.6299, nan, 6.9362, 12.2869, 14.9051, 14.1923, 0
60.8030, 0.24, 3.73, 0.13, 4.06, 0.08, 3.73, 0.07, 3.20, 0.34, 3.44, 0.61, 3.49, 0.77, 3.60, 0.72, 3.68, 5.2642, 3.0590, 1.6484, nan, 6.8788, 12.4179, 16.2924, 15.4656, 0
63.5680, 0.31, 3.71, 0.19, 4.01, 0.07, 3.73, 0.07, 3.20, 0.34, 3.46, 0.61, 3.50, 0.84, 3.60, 0.78, 3.62, 6.6868, 4.4374, 1.6310, nan, 6.9144, 12.4304, 17.7362, 16.6013, 0
66.3320, 0.37, 3.60, 0.25, 3.98, 0.07, 3.73, 0.07, 3.18, 0.34, 3.47, 0.61, 3.47, 0.86, 3.70, 0.85, 3.55, 7.8519, 5.9369, 1.6267, nan, 6.9030, 12.3648, 18.5810, 17.7058, 0
69.0970, 0.44, 3.60, 0.32, 3.89, 0.07, 3.66, 0.07, 3.17, 0.34, 3.47, 0.61, 3.49, 0.86, 3.73, 0.92, 3.49, 9.2346, 7.2776, 1.5930, nan, 6.9205, 12.4374, 18.7923, 18.7212, 0
71.8630, 0.51, 3.55, 0.39, 3.87, 0.07, 3.66, 0.07, 3.22, 0.34, 3.47, 0.61, 3.50, 0.86, 3.73, 0.98, 3.37, 10.5016, 8.7910, 1.5955, nan, 6.9248, 12.4556, 18.8451, 19.4020, 0
74.6280, 0.57, 3.49, 0.45, 3.84, 0.07, 3.69, 0.07, 3.18, 0.34, 3.47, 0.61, 3.50, 0.86, 3.73, 1.00, 3.39, 11.6794, 10.1874, 1.6069, nan, 6.9259, 12.4601, 18.8802, 19.8673, 0
77.3930, 0.64, 3.47, 0.52, 3.76, 0.07, 3.70, 0.06, 3.19, 0.34, 3.44, 0.61, 3.50, 0.86, 3.73, 1.00, 3.42, 12.9896, 11.4657, 1.6099, nan, 6.8356, 12.4612, 18.8452, 20.1499, 0
80.1570, 0.70, 3.42, 0.59, 3.72, 0.07, 3.70, 0.07, 3.17, 0.34, 3.41, 0.61, 3.47, 0.86, 3.76, 1.00, 3.46, 14.0797, 12.7463, 1.6106, nan, 6.8037, 12.3522, 18.9621, 20.3478, 0
82.9220, 0.77, 3.40, 0.65, 3.68, 0.07, 3.65, 0.07, 3.17, 0.34, 3.43, 0.61, 3.49, 0.86, 3.76, 1.01, 3.46, 15.3485, 14.0730, 1.5890, nan, 6.8457, 12.3929, 18.9695, 20.4176, 0
85.6880, 0.84, 3.35, 0.72, 3.62, 0.07, 3.64, 0.06, 3.17, 0.34, 3.46, 0.61, 3.50, 0.86, 3.74, 1.01, 3.49, 16.4104, 15.2618, 1.5837, nan, 6.9061, 12.4444, 18.8894, 20.6030, 0
88.4530, 0.90, 3.24, 0.79, 3.48, 0.07, 3.63, 0.06, 3.12, 0.34, 3.46, 0.61, 3.47, 0.86, 3.76, 1.01, 3.47, 17.1106, 16.0415, 1.5823, nan, 6.9009, 12.3683, 18.9959, 20.4814, 0
91.2180, 0.87, 3.41, 0.85, 3.29, 0.07, 3.61, 0.06, 3.10, 0.34, 3.44, 0.61, 3.49, 0.86, 3.72, 1.01, 3.47, 17.3536, 16.4339, 1.5711, nan, 6.8506, 12.4382, 18.7695, 20.4510, 0
93.9830, 0.91, 3.28, 0.92, 3.15, 0.07, 3.60, 0.06, 3.13, 0.34, 3.46, 0.61, 3.47, 0.86, 3.73, 1.01, 3.47, 17.4823, 16.9465, 1.5683, nan, 6.8871, 12.3668, 18.8175, 20.4434, 0
96.7480, 0.97, 3.12, 0.89, 3.36, 0.07, 3.65, 0.06, 3.08, 0.34, 3.44, 0.61, 3.47, 0.86, 3.73, 1.00, 3.47, 17.7352, 17.4283, 1.5893, nan, 6.8261, 12.3489, 18.8514, 20.4009, 0
99.5140, 0.94, 3.38, 0.83, 3.52, 0.07, 3.64, 0.06, 3.10, 0.34, 3.44, 0.61, 3.47, 0.86, 3.73, 1.00, 3.47, 18.5661, 17.0576, 1.5838, nan, 6.8310, 12.3444, 18.8160, 20.4106, 0
102.2790, 0.98, 3.14, 0.86, 3.38, 0.07, 3.63, 0.06, 3.07, 0.34, 3.41, 0.61, 3.47, 0.86, 3.73, 1.00, 3.47, 18.0061, 17.0720, 1.4972, nan, 6.8027, 12.3433, 18.8510, 20.3724, 0
105.0440, 0.94, 3.34, 0.82, 3.54, 0.12, 3.56, 0.06, 3.12, 0.34, 3.45, 0.61, 3.44, 0.86, 3.76, 1.01, 3.44, 18.3425, 17.0662, 2.4595, nan, 6.8751, 12.2540, 19.0081, 20.2761, 0
107.8090, 0.98, 3.21, 0.86, 3.39, 0.18, 3.44, 0.06, 3.08, 0.34, 3.41, 0.61, 3.46, 0.86, 3.76, 1.01, 3.46, 18.3860, 17.0742, 3.6378, nan, 6.8137, 12.3208, 19.0037, 20.3794, 0
110.5740, 0.94, 3.38, 0.82, 3.55, 0.25, 3.43, 0.06, 3.07, 0.34, 3.40, 0.61, 3.47, 0.86, 3.74, 1.01, 3.47, 18.5530, 17.0878, 4.9473, nan, 6.7983, 12.3374, 18.8979, 20.4052, 0
113.3400, 0.98, 3.19, 0.86, 3.39, 0.31, 3.36, 0.06, 3.04, 0.34, 3.38, 0.61, 3.44, 0.86, 3.74, 1.01, 3.47, 18.2934, 17.0796, 6.1538, nan, 6.7249, 12.2127, 18.8714, 20.4320, 0
116.1050, 0.94, 3.37, 0.82, 3.57, 0.38, 3.34, 0.06, 3.09, 0.39, 3.29, 0.61, 3.46, 0.86, 3.73, 1.01, 3.47, 18.5298, 17.2078, 7.4320, nan, 7.4952, 12.2901, 18.8649, 20.4183, 0
118.8710, 0.98, 3.22, 0.86, 3.42, 0.45, 3.28, 0.06, 3.12, 0.45, 3.25, 0.61, 3.47, 0.86, 3.73, 1.01, 3.47, 18.4327, 17.2572, 8.5909, nan, 8.6137, 12.3297, 18.8413, 20.4352, 0
121.6360, 0.94, 3.35, 0.82, 3.55, 0.51, 3.22, 0.06, 3.06, 0.47, 3.29, 0.61, 3.47, 0.86, 3.71, 1.01, 3.44, 18.4491, 17.1335, 9.6807, nan, 9.0322, 12.3193, 18.6871, 20.2919, 0
124.4010, 0.98, 3.19, 0.86, 3.39, 0.58, 3.18, 0.06, 3.06, 0.47, 3.32, 0.61, 3.47, 0.86, 3.73, 1.01, 3.46, 18.2306, 17.0910, 10.8024, nan, 9.2063, 12.3371, 18.7969, 20.4036, 0
127.1660, 0.94, 3.40, 0.82, 3.55, 0.65, 3.12, 0.06, 3.07, 0.47, 3.33, 0.61, 3.47, 0.86, 3.71, 1.01, 3.47, 18.6493, 17.0921, 11.8323, nan, 9.2498, 12.3212, 18.7197, 20.4113, 0
129.9320, 0.93, 3.40, 0.86, 3.39, 0.71, 3.11, 0.06, 3.04, 0.47, 3.33, 0.61, 3.47, 0.86, 3.73, 1.01, 3.44, 18.4636, 17.0806, 12.9804, nan, 9.2607, 12.2969, 18.8051, 20.2860, 0
132.6970, 0.97, 3.22, 0.82, 3.55, 0.78, 3.05, 0.06, 3.06, 0.47, 3.33, 0.61, 3.47, 0.86, 3.73, 1.01, 3.39, 18.3975, 17.0894, 13.9051, nan, 9.2439, 12.3315, 18.7827, 19.9399, 0
135.4630, 0.94, 3.41, 0.86, 3.39, 0.84, 2.96, 0.06, 3.12, 0.47, 3.33, 0.61, 3.44, 0.86, 3.73, 1.00, 3.37, 18.6504, 17.0800, 14.6272, nan, 9.2397, 12.2511, 18.8427, 19.8143, 0
138.2270, 0.98, 3.25, 0.92, 3.25, 0.91, 2.87, 0.06, 3.03, 0.47, 3.36, 0.61, 3.46, 0.86, 3.71, 1.00, 3.37, 18.5707, 17.5405, 15.2743, nan, 9.3082, 12.2998, 18.7530, 19.8228, 0
140.9930, 0.94, 3.41, 0.89, 3.41, 0.88, 3.12, 0.06, 3.03, 0.47, 3.34, 0.61, 3.47, 0.86, 3.73, 1.01, 3.42, 18.6937, 17.7048, 16.0391, nan, 9.2558, 12.3322, 18.8134, 20.1592, 0
143.7580, 0.98, 3.18, 0.93, 3.20, 0.92, 2.95, 0.06, 3.01, 0.47, 3.33, 0.61, 3.49, 0.86, 3.73, 1.00, 3.43, 18.1645, 17.4203, 15.9006, nan, 9.2622, 12.4293, 18.8066, 20.1830, 0
146.5240, 0.94, 3.37, 0.89, 3.40, 0.88, 3.14, 0.06, 3.05, 0.47, 3.33, 0.61, 3.47, 0.86, 3.73, 1.00, 3.46, 18.4977, 17.6748, 16.1581, nan, 9.2443, 12.3442, 18.8705, 20.3563, 0
149.2890, 0.98, 3.19, 0.93, 3.25, 0.92, 3.01, 0.06, 2.99, 0.47, 3.28, 0.61, 3.42, 0.86, 3.71, 1.01, 3.44, 18.2794, 17.6892, 16.2037, nan, 9.1008, 12.1653, 18.7389, 20.2722, 0
152.0540, 0.94, 3.37, 0.89, 3.41, 0.88, 3.23, 0.06, 3.00, 0.47, 3.30, 0.66, 3.35, 0.86, 3.73, 1.01, 3.36, 18.4858, 17.7420, 16.6345, nan, 9.1540, 12.8997, 18.8099, 19.7897, 0
154.8190, 0.98, 3.19, 0.93, 3.25, 0.92, 3.01, 0.06, 2.95, 0.47, 3.32, 0.67, 3.41, 0.86, 3.73, 1.01, 3.36, 18.2765, 17.6873, 16.1861, nan, 9.2368, 13.3791, 18.8276, 19.8362, 0
157.5850, 0.94, 3.37, 0.89, 3.39, 0.88, 3.15, 0.06, 2.94, 0.47, 3.31, 0.67, 3.43, 0.86, 3.73, 1.01, 3.39, 18.5452, 17.6135, 16.2295, nan, 9.1685, 13.4990, 18.8320, 19.9946, 0
160.3500, 0.98, 3.14, 0.93, 3.25, 0.92, 2.99, 0.06, 2.98, 0.47, 3.30, 0.67, 3.41, 0.86, 3.71, 1.01, 3.37, 18.0009, 17.6551, 16.0848, nan, 9.1709, 13.4103, 18.7285, 19.9069, 0
