Voltage Range: ,0.09,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.02,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Measurement Time: ,15,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Pixel 0 V,Pixel 0 mA,Pixel 1 V,Pixel 1 mA,Pixel 2 V,Pixel 2 mA,Pixel 3 V,Pixel 3 mA,Pixel 4 V,Pixel 4 mA,Pixel 5 V,Pixel 5 mA,Pixel 6 V,Pixel 6 mA,Pixel 7 V,Pixel 7 mA,Pixel 0 PCE,Pixel 1 PCE,Pixel 2 PCE,Pixel 3 PCE,Pixel 4 PCE,Pixel 5 PCE,Pixel 6 PCE,Pixel 7 PCE,Filler Val
2.9240, 0.17, 1.38, 0.16, 2.43, 0.17, 2.98, 0.19, 2.40, 0.18, 2.73, 0.19, 3.18, 0.20, 3.36, 0.25, 0.04, 1.6981, 2.7722, 3.5734, 2.8627, 2.8873, 3.4964, 3.9100, 0.1518, 1
5.8570, 0.12, 1.53, 0.12, 2.81, 0.12, 3.40, 0.12, 2.80, 0.13, 2.94, 0.12, 3.23, 0.13, 3.46, 0.15, 0.02, 1.2160, 2.1700, 2.7036, 2.2225, 2.3390, 2.5176, 2.7295, 0.0394, 1
8.7910, 0.13, 1.56, 0.13, 2.85, 0.13, 3.42, 0.13, 2.83, 0.14, 2.91, 0.13, 3.22, 0.13, 3.43, 0.15, 0.02, 1.3389, 2.4427, 2.9672, 2.4739, 2.5754, 2.7343, 2.9278, 0.0232, 1
11.7250, 0.15, 1.56, 0.15, 2.84, 0.15, 3.40, 0.16, 2.77, 0.16, 2.90, 0.15, 3.17, 0.15, 3.39, 0.17, 0.02, 1.5624, 2.7944, 3.4102, 2.8039, 2.9923, 3.1383, 3.3719, 0.0231, 1
