Voltage Range: ,0.09,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.02,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Measurement Time: ,10,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Pixel 0 V,Pixel 0 mA,Pixel 1 V,Pixel 1 mA,Pixel 2 V,Pixel 2 mA,Pixel 3 V,Pixel 3 mA,Pixel 4 V,Pixel 4 mA,Pixel 5 V,Pixel 5 mA,Pixel 6 V,Pixel 6 mA,Pixel 7 V,Pixel 7 mA,Pixel 0 PCE,Pixel 1 PCE,Pixel 2 PCE,Pixel 3 PCE,Pixel 4 PCE,Pixel 5 PCE,Pixel 6 PCE,Pixel 7 PCE,Filler Val
2.9230, 0.11, 1.75, 0.12, 1.72, 0.11, 2.07, 0.13, 2.25, 0.13, 2.37, 0.12, 2.28, 0.19, 3.75, -128942.45, 0.11, 1.5737, 1.5764, 2673.3723, -1320209.1250, -138745.9531, 1.7913, 15.1434, 0.1796, 1
5.8580, 0.13, 2.09, 0.13, 1.97, 0.11, 2.41, 0.14, 2.49, 0.14, 2.36, 0.13, 2.28, 0.12, 2.32, -21490.30, 0.03, 1.8348, 1.7079, 447.0442, -220032.9531, -23122.5449, 1.9390, 3.6831, 0.0445, 1
8.7920, 0.15, 2.08, 0.15, 2.01, 0.11, 2.55, 0.16, 2.53, 0.16, 2.31, 0.15, 2.20, 0.11, 2.02, -3581.59, 0.07, 2.0909, 1.9924, 76.0492, -36669.9609, -3851.7233, 2.1758, 1.7247, 0.0741, 1
11.7270, 0.18, 2.11, 0.17, 1.97, 0.11, 2.44, 0.18, 2.42, 0.18, 2.27, 0.17, 2.17, 0.13, 2.02, -596.78, 0.05, 2.4440, 2.2185, 14.1212, -6109.2485, -639.6614, 2.4606, 1.6956, 0.0514, 1
