Voltage Range: 0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
44.616,0.64,2,0.64,1.8,0.62,2.2,0.58,2.1,0.95,0,0.62,2,0.92,-0.6,0.88,0.1,9.9967,8.9412,10.7212,9.5778,0,9.6845,-4.3128,0.6906,1
47.092,0.66,2,0.64,1.7,0.6,2.2,0.56,2.2,0.95,0.1,0.6,2.1,0.92,-0.5,0.88,0.1,10.3094,8.4446,10.3773,9.69,0.7438,9.8405,-3.6096,0.6906,1
49.568,0.64,2.1,0.62,1.8,0.62,2.2,0.54,2.3,0.95,0.1,0.6,2,0.92,-0.7,0.88,0.1,10.4966,8.66,10.7212,9.771,0.7438,9.3719,-5.0535,0.6906,1
52.044,0.64,2.1,0.6,1.9,0.62,2.2,0.54,2.2,0.96,0.1,0.58,2.1,0.92,-0.6,0.86,0.1,10.4966,8.8442,10.7214,9.3462,0.7469,9.5122,-4.3128,0.675,1
54.52,0.66,2,0.58,1.9,0.62,2.2,0.56,2.1,0.95,0,0.56,2,0.92,-0.6,0.86,0.2,10.3094,8.5472,10.7214,9.2497,0,8.7467,-4.3315,1.35,1
56.996,0.64,2,0.58,1.9,0.6,2.2,0.58,2.1,0.93,0,0.58,2,0.92,-0.6,0.86,0.1,9.9967,8.5472,10.3775,9.578,0,9.0594,-4.3128,0.675,1
59.472,0.66,2,0.56,1.9,0.58,2.3,0.58,2.1,0.95,0.1,0.6,1.9,0.92,-0.6,0.86,0.1,10.3094,8.2503,10.4898,9.578,0.7437,8.9034,-4.3128,0.675,1
61.948,0.64,2,0.54,1.9,0.58,2.2,0.56,2.1,0.96,0,0.62,1.9,0.92,-0.6,0.86,0.1,9.9967,8.0127,10.0337,9.1841,0,9.2003,-4.3315,0.675,1
64.424,0.62,2.1,0.56,1.9,0.6,2.1,0.54,2.2,0.93,0.1,0.62,1.9,0.92,-0.7,0.86,0.1,10.1684,8.2503,9.9059,9.3462,0.7281,9.2005,-5.0316,0.675,1
66.9,0.6,2.1,0.56,1.9,0.58,2.2,0.54,2.1,0.96,0,0.6,2,0.92,-0.7,0.88,0.1,9.7747,8.2503,10.0337,8.9216,0,9.372,-5.0535,0.6906,1
69.376,0.62,2,0.56,1.8,0.56,2.2,0.52,2.2,0.93,0.1,0.6,1.9,0.92,-0.7,0.9,0.1,9.6844,7.8162,9.69,9.0025,0.7281,8.9033,-5.0535,0.7031,1
71.852,0.64,2,0.58,1.7,0.54,2.3,0.5,2.3,0.95,0,0.62,1.8,0.92,-0.6,0.9,0.1,9.9969,7.6477,9.7709,9.0521,0,8.7161,-4.3128,0.7031,1
74.328,0.62,2,0.56,1.8,0.54,2.2,0.5,2.3,0.93,0.1,0.64,1.8,0.9,-0.4,0.9,0.1,9.6842,7.8162,9.3462,9.0523,0.7281,8.9975,-2.8251,0.7031,1
76.804,0.64,2,0.58,1.7,0.56,2.2,0.5,2.3,0.93,0.1,0.62,1.9,0.92,-0.7,0.9,0.1,9.9969,7.6476,9.69,9.0523,0.7281,9.2003,-5.0535,0.7062,1
79.28,0.64,2,0.6,1.7,0.54,2.2,0.5,2.2,0.96,0,0.64,1.8,0.9,-0.3,0.9,0.1,9.9969,7.9134,9.346,8.6587,0,8.9975,-2.1188,0.7062,1
81.756,0.64,2,0.58,1.8,0.56,2.1,0.48,2.3,0.95,0.1,0.64,1.8,0.9,-0.3,0.9,0.1,9.9969,8.0975,9.2497,8.6927,0.7438,8.9975,-2.1095,0.7062,1
84.232,0.64,2,0.58,1.8,0.58,2.1,0.46,2.3,0.95,0.1,0.66,1.7,0.9,-0.4,0.9,0.1,9.9969,8.0976,9.5778,8.3332,0.7438,8.7632,-2.8126,0.7031,1
86.708,0.64,2,0.58,1.8,0.56,2.2,0.46,2.3,0.98,0,0.64,1.8,0.9,-0.4,0.9,0.1,9.9969,8.1537,9.6901,8.3334,0,8.9973,-2.8251,0.7031,1
89.184,0.62,2,0.58,1.8,0.56,2.2,0.48,2.1,0.97,0,0.64,1.8,0.9,-0.4,0.9,0.1,9.6844,8.0975,9.6901,7.937,0,8.9975,-2.8251,0.7031,1
91.66,0.64,1.9,0.58,1.8,0.56,2.2,0.5,2.2,0.97,0,0.62,1.8,0.92,-0.7,0.88,0.1,9.497,8.0975,9.69,8.6587,0,8.66,-5.0317,0.6906,1
94.136,0.66,1.9,0.58,1.7,0.54,2.2,0.5,2.2,0.97,0,0.6,1.9,0.92,-0.7,0.9,0.1,9.7941,7.6477,9.3462,8.6587,0,8.9034,-5.0316,0.7062,1
96.612,0.64,2,0.6,1.7,0.52,2.2,0.5,2.2,0.97,0,0.62,1.8,0.92,-0.7,0.9,0,9.9969,7.9134,9.0025,8.6587,0,8.7162,-5.0317,0,1
99.088,0.64,1.9,0.58,1.8,0.54,2.1,0.48,2.3,0.98,0,0.64,1.8,0.92,-0.8,0.9,0.2,9.497,8.0975,8.9216,8.6927,0,8.9976,-5.7754,1.4125,1
101.564,0.62,2,0.58,1.7,0.56,2.1,0.48,2.2,0.98,0,0.62,1.9,0.92,-0.7,0.88,0,9.6844,7.6477,9.2497,8.3148,0,9.2005,-5.0316,0,1
104.04,0.64,1.9,0.6,1.7,0.58,2.1,0.5,2.1,0.97,0,0.62,1.8,0.92,-0.7,0.88,0.1,9.4378,7.9134,9.5778,8.2651,0,8.7162,-5.0317,0.6906,1
106.516,0.66,1.9,0.6,1.7,0.58,2.1,0.48,2.3,0.97,0,0.64,1.7,0.92,-0.7,0.88,0,9.7941,7.9134,9.578,8.6929,0,8.4976,-5.0317,0,1
108.992,0.66,1.8,0.58,1.7,0.58,2,0.48,2.3,0.98,0,0.66,1.7,0.94,-1.1,0.88,0.1,9.2786,7.7009,9.1219,8.6929,0,8.7634,-8.0792,0.6875,1
111.468,0.64,1.9,0.6,1.7,0.56,2.1,0.48,2.2,0.95,0,0.64,1.8,0.92,-0.8,0.88,0.1,9.497,7.9135,9.2495,8.315,0,8.9975,-5.7505,0.6906,1
113.944,0.66,1.9,0.6,1.7,0.54,2.2,0.5,2.1,0.95,0,0.62,1.9,0.94,-1.1,0.88,0.1,9.7942,7.9134,9.3462,8.2653,0,9.2005,-8.0792,0.6906,1
116.42,0.66,1.9,0.6,1.7,0.54,2.2,0.52,2.1,0.95,0,0.62,1.8,0.94,-1.1,0.88,0.1,9.7942,7.9134,9.3462,8.5278,0,8.7161,-8.0792,0.6906,1
118.896,0.66,1.9,0.6,1.7,0.54,2.2,0.52,2.1,0.95,0,0.6,1.9,0.94,-1.1,0.88,0.1,9.7347,7.9134,9.3464,8.5934,0,8.9033,-8.0791,0.6906,1
121.372,0.64,2,0.58,1.7,0.54,2.1,0.5,2.2,0.95,0,0.58,2,0.94,-1.1,0.88,0.1,9.997,7.6476,8.9216,8.6587,0,9.0594,-8.0791,0.6906,1
