Voltage Range: 0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: 0.02,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: 5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: 100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Pixel 0 V,Pixel 0 mA,Pixel 1 V,Pixel 1 mA,Pixel 2 V,Pixel 2 mA,Pixel 3 V,Pixel 3 mA,Pixel 4 V,Pixel 4 mA,Pixel 5 V,Pixel 5 mA,Pixel 6 V,Pixel 6 mA,Pixel 7 V,Pixel 7 mA,Pixel 0 PCE,Pixel 1 PCE,Pixel 2 PCE,Pixel 3 PCE,Pixel 4 PCE,Pixel 5 PCE,Pixel 6 PCE,Pixel 7 PCE,Filler Val
2.524,0.9,0.3,0.9,0.1,0.9,0.1,0.9,-0.4,0.9,0.1,0.89,0,0.06,2.8,0.88,0.1,2.0999,0.7031,0.7031,-2.8126,0.7,0,1.3064,0.6906,1
5,0.88,0.6,0.88,0.4,0.88,0.4,0.88,-0.1,0.9,0.2,0.88,0.3,0.88,0,0.86,0.1,4.1059,2.7499,2.7624,-0.6875,1.4,2.0531,0,0.675,1
7.476,0.86,0.9,0.86,0.6,0.86,0.7,0.86,0.2,0.9,0.1,0.86,0.5,0.88,0,0.84,0.1,6.0182,4.0123,4.7246,1.35,0.7,3.3436,0,0.6594,1
9.952,0.84,1,0.84,0.7,0.84,0.9,0.84,0.5,0.92,0.1,0.84,0.8,0.88,0.1,0.84,0.1,6.5304,4.5934,5.9337,3.2811,0.7156,5.2246,0.6906,0.6594,1
12.428,0.82,1.3,0.82,0.9,0.82,1.2,0.82,0.7,0.91,0.2,0.82,1,0.9,-0.2,0.84,0.1,8.2862,5.7369,7.6865,4.5059,1.425,6.3742,-1.4125,0.6594,1
14.904,0.8,1.4,0.8,1.1,0.8,1.4,0.8,0.8,0.92,0.1,0.8,1.2,0.9,-0.2,0.82,0.1,8.7046,6.8398,8.7485,4.9994,0.7156,7.4615,-1.4125,0.6437,1
17.38,0.78,1.6,0.78,1.2,0.78,1.5,0.78,1.1,0.91,0.1,0.78,1.3,0.9,-0.3,0.82,0.1,9.698,7.2739,9.1389,6.7023,0.7125,7.8799,-2.1188,0.6437,1
19.856,0.76,1.7,0.78,1.2,0.76,1.7,0.76,1.2,0.93,0,0.76,1.4,0.9,-0.2,0.8,0.1,10.0384,7.274,10.0915,7.1238,0,8.2671,-1.4125,0.6281,1
22.332,0.74,1.8,0.76,1.3,0.74,1.8,0.74,1.4,0.95,0.1,0.74,1.6,0.9,-0.2,0.8,0.1,10.4036,7.6768,10.4598,8.136,0.7438,9.198,-1.4125,0.6281,1
24.808,0.72,2,0.74,1.4,0.72,1.9,0.72,1.6,0.95,0,0.72,1.7,0.9,-0.2,0.82,0.1,11.247,8.0485,10.7441,9.048,0,9.5071,-1.4125,0.6437,1
27.284,0.7,2,0.72,1.5,0.7,2,0.7,1.7,0.93,0.1,0.7,1.8,0.9,-0.2,0.82,0.1,10.9344,8.3889,10.9344,9.2945,0.7281,9.8412,-1.4125,0.6437,1
29.76,0.68,2.1,0.7,1.6,0.68,2.1,0.68,1.8,0.94,0.1,0.68,1.8,0.9,-0.2,0.82,0.1,11.1528,8.698,11.2184,9.56,0.7312,9.5037,-1.4125,0.6437,1
32.236,0.66,2.1,0.7,1.6,0.66,2.1,0.66,1.9,0.93,0.1,0.66,2,0.9,-0.2,0.84,0.1,10.8247,8.6981,10.8903,9.7941,0.7281,10.3095,-1.4125,0.6594,1
34.712,0.64,2.2,0.7,1.6,0.64,2.3,0.64,2.1,0.93,0.1,0.66,1.9,0.9,-0.3,0.84,0.1,10.9962,8.698,11.5679,10.4969,0.7281,9.7941,-2.1188,0.6594,1
37.188,0.62,2.2,0.7,1.5,0.64,2.2,0.64,2,0.93,0.1,0.64,2,0.9,-0.3,0.86,0.1,10.6525,8.1545,11.065,10.0594,0.7281,9.9969,-2.1094,0.675,1
39.664,0.6,2.2,0.68,1.6,0.62,2.2,0.62,2,0.93,0.1,0.62,2,0.9,-0.3,0.86,0.1,10.3085,8.448,10.6525,9.7469,0.7281,9.6844,-2.1094,0.675,1
42.14,0.62,2.1,0.66,1.7,0.64,2.1,0.6,2.1,0.95,0.1,0.64,1.9,0.92,-0.6,0.88,0.1,10.1684,8.7102,10.5622,9.9059,0.7438,9.4972,-4.3128,0.6906,1
