14.6610, 0.15, 0.11, 0.20, 0.12, 0.13, 0.14, 0.16, 0.13, 0.16, 0.10, 0.20, 0.04, 0.12, 0.12, 0.18, 0.10, 0.1152, 0.1539, 0.1213, 0.1300, 0.1014, 0.0556, 0.0977, 0.1170, 1
17.5950, 0.18, 0.12, 0.22, 0.15, 0.15, 0.12, 0.18, 0.12, 0.16, 0.03, 0.18, 0.09, 0.15, 0.12, 0.20, 0.12, 0.1379, 0.2215, 0.1223, 0.1409, 0.0341, 0.1056, 0.1163, 0.1507, 1
20.5290, 0.18, 0.10, 0.22, 0.13, 0.18, 0.14, 0.20, 0.12, 0.14, 0.04, 0.20, 0.07, 0.17, 0.10, 0.22, 0.12, 0.1219, 0.1838, 0.1589, 0.1589, 0.0359, 0.0832, 0.1157, 0.1725, 1
23.4630, 0.20, 0.10, 0.21, 0.14, 0.20, 0.14, 0.21, 0.12, 0.12, 0.07, 0.22, 0.06, 0.19, 0.10, 0.24, 0.12, 0.1323, 0.1843, 0.1822, 0.1608, 0.0555, 0.0873, 0.1266, 0.1912, 1
26.3970, 0.23, 0.12, 0.20, 0.16, 0.23, 0.12, 0.23, 0.15, 0.14, 0.03, 0.20, 0.04, 0.22, 0.12, 0.27, 0.12, 0.1720, 0.2057, 0.1804, 0.2289, 0.0243, 0.0583, 0.1659, 0.2100, 1
29.3310, 0.25, 0.12, 0.20, 0.13, 0.25, 0.12, 0.23, 0.11, 0.12, 0.07, 0.18, 0.09, 0.22, 0.10, 0.29, 0.12, 0.1943, 0.1655, 0.1957, 0.1637, 0.0541, 0.1071, 0.1474, 0.2287, 1
32.2640, 0.27, 0.12, 0.22, 0.12, 0.25, 0.14, 0.25, 0.10, 0.09, 0.05, 0.16, 0.08, 0.24, 0.10, 0.30, 0.10, 0.2126, 0.1745, 0.2258, 0.1653, 0.0288, 0.0856, 0.1584, 0.2001, 1
35.1980, 0.26, 0.09, 0.24, 0.12, 0.25, 0.12, 0.27, 0.12, 0.11, 0.07, 0.18, 0.05, 0.26, 0.12, 0.30, 0.10, 0.1453, 0.1916, 0.2033, 0.2093, 0.0548, 0.0528, 0.2014, 0.1948, 1
38.1320, 0.27, 0.10, 0.23, 0.14, 0.28, 0.12, 0.30, 0.15, 0.09, 0.05, 0.20, 0.09, 0.29, 0.10, 0.32, 0.12, 0.1753, 0.2033, 0.2156, 0.2974, 0.0284, 0.1187, 0.1940, 0.2418, 1
41.0660, 0.29, 0.10, 0.23, 0.12, 0.30, 0.14, 0.30, 0.14, 0.11, 0.01, 0.20, 0.07, 0.31, 0.10, 0.32, 0.10, 0.1907, 0.1807, 0.2656, 0.2798, 0.0047, 0.0854, 0.2047, 0.2148, 1
43.9990, 0.32, 0.12, 0.25, 0.15, 0.30, 0.12, 0.30, 0.14, 0.09, 0.03, 0.22, 0.06, 0.34, 0.10, 0.34, 0.10, 0.2427, 0.2473, 0.2411, 0.2763, 0.0206, 0.0877, 0.2190, 0.2233, 1
46.9330, 0.32, 0.12, 0.25, 0.16, 0.32, 0.12, 0.30, 0.14, 0.11, 0.06, 0.24, 0.06, 0.36, 0.10, 0.36, 0.12, 0.2524, 0.2579, 0.2532, 0.2757, 0.0404, 0.0959, 0.2344, 0.2778, 1
49.8670, 0.33, 0.12, 0.25, 0.13, 0.35, 0.14, 0.32, 0.12, 0.13, 0.03, 0.27, 0.09, 0.36, 0.12, 0.37, 0.10, 0.2540, 0.2060, 0.3104, 0.2584, 0.0218, 0.1644, 0.2766, 0.2468, 1
52.8010, 0.30, 0.09, 0.27, 0.14, 0.33, 0.12, 0.35, 0.12, 0.16, 0.04, 0.27, 0.07, 0.37, 0.09, 0.35, 0.10, 0.1725, 0.2427, 0.2642, 0.2712, 0.0385, 0.1165, 0.2049, 0.2286, 1
55.7340, 0.28, 0.11, 0.29, 0.14, 0.35, 0.12, 0.37, 0.12, 0.18, 0.04, 0.25, 0.08, 0.36, 0.11, 0.37, 0.12, 0.2090, 0.2665, 0.2722, 0.2889, 0.0465, 0.1277, 0.2716, 0.2787, 1
58.6670, 0.30, 0.10, 0.32, 0.12, 0.35, 0.14, 0.37, 0.14, 0.20, 0.02, 0.27, 0.05, 0.37, 0.12, 0.37, 0.10, 0.1968, 0.2538, 0.3115, 0.3325, 0.0301, 0.0812, 0.2838, 0.2470, 1
61.6010, 0.28, 0.12, 0.30, 0.12, 0.35, 0.12, 0.39, 0.12, 0.23, 0.02, 0.30, 0.07, 0.37, 0.09, 0.39, 0.12, 0.2135, 0.2366, 0.2806, 0.3148, 0.0300, 0.1432, 0.2056, 0.2979, 1
64.5350, 0.30, 0.12, 0.32, 0.14, 0.35, 0.14, 0.42, 0.12, 0.25, 0.00, 0.30, 0.11, 0.39, 0.11, 0.39, 0.12, 0.2319, 0.2837, 0.3139, 0.3269, 0.0050, 0.2181, 0.2890, 0.3059, 1
