Voltage Range: ,0.4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Volts_output,Pixel 0 V,Pixel 0 mA,Pixel 1 V,Pixel 1 mA,Pixel 2 V,Pixel 2 mA,Pixel 3 V,Pixel 3 mA,Pixel 4 V,Pixel 4 mA,Pixel 5 V,Pixel 5 mA,Pixel 6 V,Pixel 6 mA,Pixel 7 V,Pixel 7 mA,Time
0.40,0.4210,0.1000,0.4320,0.0500,0.4240,0.0750,0.4240,0.0250,0.4280,0.0000,0.4230,0.0250,0.4260,0.0500,0.4270,0.0000,0.6080
0.37,0.3900,0.0750,0.4010,0.0500,0.3940,0.0500,0.3950,0.0250,0.4000,0.0000,0.3920,0.0500,0.3970,0.0750,0.3960,0.0250,1.2170
0.34,0.3600,0.1000,0.3690,0.0500,0.3640,0.0500,0.3640,0.0250,0.3680,0.0250,0.3640,0.0000,0.3680,0.0500,0.3680,0.0500,1.8260
0.31,0.3300,0.1000,0.3400,0.0750,0.3330,0.1000,0.3320,0.0250,0.3400,0.0000,0.3320,0.0000,0.3360,0.0500,0.3360,0.0250,2.4350
0.28,0.3000,0.0250,0.3090,0.0500,0.3040,0.0500,0.3030,0.0250,0.3080,0.0250,0.3030,0.0250,0.3080,0.0000,0.3080,0.0000,3.0440
0.25,0.2720,0.1000,0.2800,0.0500,0.2760,0.1000,0.2730,0.0750,0.2800,0.0000,0.2740,0.0000,0.2760,0.0500,0.2780,0.0750,3.6530
0.22,0.2430,0.1000,0.2490,0.0250,0.2460,0.1000,0.2440,0.0750,0.2500,0.0000,0.2440,0.0000,0.2480,0.1000,0.2480,0.0000,4.2620
0.19,0.2120,0.1000,0.2200,0.0500,0.2160,0.0750,0.2150,0.0250,0.2210,0.0000,0.2160,0.0500,0.2200,0.0250,0.2190,0.0250,4.8710
