19.4490, 0.14, 6.07, 0.04, 1.71, 0.00, 0.09, 0.41, 5.25, ovf, 0.00, ovf, ovf, ovf, ovf, 0.35, ovf, 3.2111, ovf, ovf, ovf, 0.0002, 0.1536, ovf, ovf, 0
20.8390, 0.14, 5.98, 0.04, 1.85, 0.00, 0.10, 0.45, 5.23, ovf, 0.00, ovf, ovf, ovf, ovf, 0.34, ovf, 3.1658, ovf, ovf, ovf, 0.0001, 0.1705, ovf, ovf, 0
22.2280, 0.14, 5.99, 0.04, 1.93, 0.00, 0.15, 0.49, 5.16, ovf, 0.05, ovf, ovf, ovf, ovf, 0.31, ovf, 3.1696, ovf, ovf, ovf, 0.1032, 0.1884, ovf, ovf, 0
23.6180, 0.13, 6.00, 0.04, 1.91, 0.00, 0.17, 0.53, 5.13, ovf, 0.03, ovf, ovf, ovf, ovf, 0.28, ovf, 3.1248, ovf, ovf, ovf, 0.0516, 0.0942, ovf, ovf, 0
25.0090, 0.13, 5.95, 0.04, 1.91, 0.00, 0.14, 0.57, 5.07, ovf, 0.01, ovf, ovf, ovf, ovf, 0.24, ovf, 3.1229, ovf, ovf, ovf, 0.0258, 0.2830, 3765709312.0000, ovf, 0
26.3980, 0.13, 5.87, 0.04, 1.85, 0.00, 0.17, 0.61, 5.03, ovf, 0.01, ovf, ovf, ovf, ovf, 0.25, ovf, 3.0049, ovf, ovf, ovf, 0.0129, 0.1415, 1882854656.0000, ovf, 0
27.7900, 0.13, 5.89, 0.03, 1.88, 0.00, 0.13, 0.65, 4.97, ovf, 0.00, ovf, ovf, ovf, ovf, 0.23, ovf, 2.9705, ovf, ovf, ovf, 0.0064, 0.1895, 941427328.0000, ovf, 0
29.1800, 0.13, 5.84, 0.04, 1.89, 0.00, 0.12, 0.69, 4.98, ovf, 0.05, ovf, ovf, ovf, ovf, 0.24, ovf, 2.9286, ovf, ovf, ovf, 0.1454, 0.2213, 470713664.0000, ovf, 0
30.5700, 0.13, 5.82, 0.03, 1.84, 0.00, 0.16, 0.73, 4.94, ovf, 0.03, ovf, ovf, ovf, ovf, 0.22, ovf, 2.9077, ovf, ovf, ovf, 0.0727, 0.3778, 235356832.0000, ovf, 0
31.9620, 0.13, 5.86, 0.03, 1.87, -0.00, 0.18, 0.77, 4.87, ovf, 0.01, ovf, ovf, ovf, ovf, 0.20, ovf, 2.9222, ovf, ovf, ovf, 0.0364, 0.3311, 117678416.0000, ovf, 0
33.3520, 0.13, 5.83, 0.03, 1.94, -0.00, 0.14, 0.81, 4.84, ovf, 0.06, ovf, ovf, ovf, ovf, 0.16, ovf, 2.9045, ovf, ovf, ovf, 0.1682, 0.3156, 58839208.0000, ovf, 0
34.7430, 0.13, 5.77, 0.03, 1.87, -0.00, 0.17, 0.85, 4.72, ovf, 0.03, ovf, ovf, ovf, ovf, 0.12, ovf, 2.8708, ovf, ovf, ovf, 0.0841, 0.1578, 29419604.0000, ovf, 0
36.1320, 0.13, 5.78, 0.03, 1.88, -0.00, 0.18, 0.89, 4.66, ovf, 0.01, ovf, ovf, ovf, ovf, 0.08, ovf, 2.8786, ovf, ovf, ovf, 0.0420, 0.2445, 14709803.0000, ovf, 0
37.5230, 0.13, 5.74, 0.03, 1.94, -0.00, 0.19, 0.89, 4.78, ovf, 0.01, ovf, ovf, ovf, ovf, 0.09, ovf, 2.8578, ovf, ovf, ovf, 0.0210, 0.4691, 7354903.0000, ovf, 0
38.9140, 0.13, 5.72, 0.03, 1.92, -0.00, 0.10, 0.91, 4.69, ovf, 0.00, ovf, ovf, ovf, ovf, 0.07, ovf, 2.8476, ovf, ovf, ovf, 0.0105, 0.4002, 3677452.2500, ovf, 0
40.3040, 0.13, 5.71, 0.03, 1.96, -0.00, 0.10, 0.90, 4.74, ovf, 0.05, ovf, ovf, ovf, ovf, 0.07, ovf, 2.8423, ovf, ovf, ovf, 0.1631, 0.2001, 1838727.5000, ovf, 0
41.6950, 0.13, 5.76, 0.03, 1.88, -0.00, 0.05, 0.91, 4.67, ovf, 0.03, ovf, ovf, ovf, ovf, 0.10, ovf, 2.8646, ovf, ovf, ovf, 0.0815, 0.1000, 919364.9375, ovf, 0
43.0840, 0.13, 5.78, 0.03, 1.89, -0.00, 0.07, 0.90, 4.74, ovf, 0.01, ovf, ovf, ovf, ovf, 0.09, ovf, 2.8760, ovf, ovf, ovf, 0.0408, 0.0500, 459683.6562, ovf, 0
44.4750, 0.13, 5.79, 0.03, 1.90, -0.00, 0.14, 0.92, 4.67, ovf, 0.01, ovf, ovf, ovf, ovf, 0.11, ovf, 2.8362, ovf, ovf, ovf, 0.0204, 0.0250, 229843.0468, ovf, 0
45.8650, 0.12, 5.74, 0.03, 1.85, -0.00, 0.12, 0.94, 4.58, ovf, 0.05, ovf, ovf, ovf, ovf, 0.14, ovf, 2.7931, ovf, ovf, ovf, 0.1836, 0.0125, 114922.6718, ovf, 0
47.2560, 0.12, 5.67, 0.04, 1.87, -0.00, 0.16, 0.94, 4.64, ovf, 0.03, ovf, ovf, ovf, ovf, 0.13, ovf, 2.7029, ovf, ovf, ovf, 0.0918, 0.1875, 57462.5312, ovf, 0
48.6470, 0.12, 5.74, 0.03, 1.89, -0.00, 0.18, 0.95, 4.57, ovf, 0.01, ovf, ovf, ovf, ovf, 0.11, ovf, 2.7044, ovf, ovf, ovf, 0.0459, 0.0938, 28732.4433, ovf, 0
50.0360, 0.12, 5.77, 0.04, 1.89, -0.00, 0.14, 0.94, 4.69, ovf, -0.04, ovf, ovf, ovf, ovf, 0.08, ovf, 2.7052, ovf, ovf, ovf, -0.1427, 0.0469, 14367.3945, ovf, 0
51.4270, 0.12, 5.73, 0.03, 1.85, -0.00, 0.07, 0.96, 4.64, ovf, -0.02, ovf, ovf, ovf, ovf, 0.08, ovf, 2.7260, ovf, ovf, ovf, -0.0713, 0.3703, 7184.8730, ovf, 0
52.8170, 0.12, 5.67, 0.03, 1.92, -0.00, 0.08, 0.94, 4.72, ovf, 0.04, ovf, ovf, ovf, ovf, 0.06, ovf, 2.6694, ovf, ovf, ovf, 0.1300, 0.5164, 3593.6340, ovf, 0
54.2070, 0.12, 5.63, 0.03, 1.86, -0.00, 0.09, 0.95, 4.66, ovf, 0.02, ovf, ovf, ovf, ovf, 0.03, ovf, 2.6849, ovf, ovf, ovf, 0.0650, 0.4160, 1798.0142, ovf, 0
55.5970, 0.12, 5.62, 0.04, 1.88, -0.00, 0.10, 0.94, 4.73, ovf, 0.01, ovf, ovf, ovf, ovf, 0.02, ovf, 2.7363, ovf, -3886735616.0000, ovf, 0.0325, 0.5393, 900.1826, ovf, 0
56.9880, 0.12, 5.61, 0.04, 1.89, -0.00, 0.10, 0.92, 4.77, ovf, 0.00, ovf, ovf, ovf, ovf, 0.01, ovf, 2.6744, ovf, -1943367808.0000, ovf, 0.0162, 0.4431, 451.2669, ovf, 0
58.3790, 0.12, 5.55, 0.03, 1.90, -0.00, 0.10, 0.92, 4.73, ovf, 0.00, ovf, ovf, ovf, ovf, 0.02, ovf, 2.6203, ovf, -971683904.0000, ovf, 0.0081, 0.2215, 226.8090, ovf, 0
59.7700, 0.12, 5.58, 0.03, 1.90, -0.00, 0.10, 0.94, 4.67, ovf, 0.00, ovf, ovf, ovf, ovf, 0.06, ovf, 2.6164, ovf, -485841952.0000, ovf, 0.0041, 0.1108, 114.5801, ovf, 0
61.1610, 0.12, 5.59, 0.03, 1.90, -0.00, 0.10, 0.98, 4.53, ovf, 0.00, ovf, ovf, ovf, ovf, 0.09, ovf, 2.6146, ovf, -242920976.0000, ovf, 0.0020, 0.4491, 58.4656, ovf, 0
62.5520, 0.12, 5.59, 0.03, 1.90, -0.00, 0.10, 0.97, 4.67, ovf, 0.00, ovf, ovf, ovf, ovf, 0.13, ovf, 2.6575, ovf, -121460488.0000, ovf, 0.0010, 0.4293, 30.3663, ovf, 0
63.9430, 0.12, 5.60, 0.03, 1.95, -0.00, 0.10, 0.99, 4.53, ovf, -0.05, ovf, ovf, ovf, ovf, 0.17, ovf, 2.6351, ovf, -60730244.0000, ovf, -0.1807, 0.2146, 16.3588, ovf, 0
65.3350, 0.12, 5.55, 0.03, 1.92, -0.00, 0.10, 1.02, 4.47, 3470191360.00, -0.02, ovf, ovf, ovf, ovf, 0.17, ovf, 2.6006, ovf, -30365122.0000, ovf, -0.0904, 0.3120, 9.3549, ovf, 0
66.7260, 0.12, 5.52, 0.03, 1.91, -0.00, 0.05, 1.05, 4.38, 1735095680.00, -0.01, ovf, 4124802304.00, ovf, ovf, 0.19, ovf, 2.5834, ovf, -15182561.0000, ovf, -0.0452, 0.1560, 5.8530, ovf, 0
68.1190, 0.12, 5.46, 0.03, 1.91, -0.00, 0.02, 1.05, 4.49, 867547840.00, -0.01, ovf, 2062401152.00, ovf, ovf, 0.18, ovf, 2.5515, ovf, -7591280.5000, ovf, -0.0226, 0.0780, 4.1022, ovf, 0
69.5120, 0.12, 5.53, 0.03, 1.95, -0.00, 0.01, 1.07, 4.35, 433773920.00, -0.00, ovf, 1031200576.00, ovf, ovf, 0.15, ovf, 2.5821, ovf, -3795640.2500, ovf, -0.0113, 0.0390, 3.1846, ovf, 0
70.9040, 0.12, 5.57, 0.03, 1.93, -0.00, 0.01, 1.06, 4.47, 216886960.00, -0.00, 3905360640.00, 515600288.00, ovf, ovf, 0.16, ovf, 2.5974, ovf, -1897820.1250, ovf, -0.0056, 0.2086, 2.7678, ovf, 0
72.2980, 0.12, 5.48, 0.03, 1.86, -0.00, 0.00, 1.07, 4.44, 108443480.00, 0.05, 1952680320.00, 257800144.00, ovf, ovf, 0.14, ovf, 2.5585, ovf, -948910.0625, ovf, 0.1941, 0.3012, 2.4551, ovf, 0
73.6910, 0.12, 5.49, 0.03, 1.93, -0.00, 0.00, 1.06, 4.52, 54221740.00, 0.02, 976340160.00, 128900072.00, ovf, ovf, 0.11, ovf, 2.5623, ovf, -474455.0312, ovf, 0.0970, 0.1506, 2.3408, ovf, 0
75.0830, 0.12, 5.45, 0.03, 1.92, -0.00, 0.05, 1.08, 4.46, 27110870.00, 0.01, 488170080.00, 64450036.00, ovf, ovf, 0.12, ovf, 2.4989, ovf, -237227.5156, ovf, 0.0485, 0.0753, 2.3462, ovf, 0
76.4760, 0.12, 5.52, 0.03, 1.91, -0.00, 0.03, 1.10, 4.33, 13555435.00, 0.01, 244085040.00, 32225018.00, ovf, ovf, 0.14, ovf, 2.5558, ovf, -118613.7578, ovf, 0.0243, 0.4470, 2.2848, ovf, 0
77.8700, 0.12, 5.56, 0.03, 1.95, -0.00, 0.06, 1.14, 4.26, 6777718.50, 0.05, 122042520.00, 16112509.00, ovf, ovf, 0.18, ovf, 2.5845, ovf, -59306.8789, ovf, 0.2090, 0.2235, 2.1932, ovf, 0
79.2610, 0.12, 5.48, 0.03, 1.88, -0.00, 0.08, 1.13, 4.38, 3388859.75, 0.03, 61021260.00, 8056254.50, ovf, ovf, 0.21, ovf, 2.5100, ovf, -29653.4394, ovf, 0.1045, 0.1118, 2.2098, ovf, 0
80.6550, 0.12, 5.44, 0.03, 1.89, -0.00, 0.14, 1.11, 4.49, 1694430.37, 0.01, 30510630.00, 4028127.25, 3923770368.00, ovf, 0.25, ovf, 2.4725, ovf, -14826.7197, ovf, 0.0523, 0.0559, 2.1963, ovf, 0
82.0470, 0.12, 5.37, 0.03, 1.84, -0.00, 0.17, 1.12, 4.45, 847215.68, 0.01, 15255315.00, 2014063.62, 1961885184.00, ovf, 0.25, ovf, 2.4729, ovf, -7413.3598, ovf, 0.0261, 0.2483, 2.2113, ovf, 0
83.4410, 0.12, 5.49, 0.03, 1.82, -0.00, 0.14, 1.10, 4.47, 423608.28, 0.00, 7627658.50, 1007031.93, 980942592.00, ovf, 0.27, ovf, 2.5430, ovf, -3706.6799, ovf, 0.0131, 0.5804, 2.1565, ovf, 0
84.8340, 0.12, 5.49, 0.03, 1.86, -0.00, 0.17, 1.08, 4.54, 211804.57, 0.00, 3813829.75, 503516.03, 490471296.00, ovf, 0.30, ovf, 2.5548, ovf, -1853.3399, ovf, 0.0065, 0.5261, 2.0479, ovf, 0
86.2270, 0.12, 5.50, 0.03, 1.93, -0.00, 0.13, 1.04, 4.62, 105902.71, 0.00, 1906915.37, 251758.10, 245235648.00, ovf, 0.29, ovf, 2.5169, ovf, -926.6700, ovf, 0.0033, 0.7193, 2.1562, ovf, 0
87.6200, 0.12, 5.55, 0.03, 1.92, -0.00, 0.12, 1.05, 4.56, 52951.80, 0.00, 953458.31, 125879.10, 122617824.00, ovf, 0.31, ovf, 2.5648, ovf, -463.3350, ovf, 0.0016, 0.5956, 2.6165, ovf, 0
89.0130, 0.12, 5.52, 0.03, 1.86, -0.00, 0.11, 1.07, 4.48, 26476.37, 0.00, 476729.71, 62939.65, 61308912.00, ovf, 0.34, ovf, 2.5657, ovf, -231.6675, ovf, 0.0008, 0.7540, 3.2158, ovf, 0
90.4060, 0.12, 5.51, 0.03, 1.83, -0.00, 0.10, 1.06, 4.54, 13238.63, 0.05, 238365.42, 31469.88, 30654456.00, ovf, 0.37, ovf, 2.5660, ovf, -115.8338, ovf, 0.1754, 0.5973, 3.8687, ovf, 0
91.7990, 0.12, 5.46, 0.03, 1.86, -0.00, 0.10, 1.04, 4.57, 6619.74, -0.02, 119183.26, 15734.94, 15327228.00, ovf, 0.41, ovf, 2.5428, ovf, -57.9169, ovf, -0.0779, 0.2987, 4.5858, ovf, 0
93.1920, 0.12, 5.53, 0.03, 1.83, -0.00, 0.05, 1.00, 4.63, 3310.28, -0.01, 59592.15, 7867.52, 7663614.00, ovf, 0.45, ovf, 2.5780, ovf, -28.9584, ovf, -0.0390, 0.3540, 4.9443, ovf, 0
94.5830, 0.12, 5.51, 0.03, 1.87, -0.00, 0.03, 1.01, 4.52, 1655.52, -0.01, 29796.58, 3933.76, 3831807.00, ovf, 0.49, ovf, 2.5723, ovf, -14.4792, ovf, -0.0195, 0.1770, 5.0705, ovf, 0
95.9760, 0.12, 5.46, 0.03, 1.83, -0.00, 0.11, 0.99, 4.56, 828.12, -0.00, 14898.81, 1966.88, 1915903.75, ovf, 0.53, ovf, 2.5460, ovf, -7.2396, ovf, -0.0097, 0.0885, 5.1865, ovf, 0
97.3690, 0.12, 5.43, 0.03, 1.87, -0.00, 0.11, 1.00, 4.53, 414.45, 0.05, 7449.95, 983.49, 957952.00, ovf, 0.57, ovf, 2.4907, ovf, -3.6198, ovf, 0.1451, 0.2568, 5.2445, ovf, 0
98.7610, 0.12, 5.36, 0.03, 1.83, -0.00, 0.15, 1.03, 4.46, 207.63, 0.02, 3725.54, 491.74, 478976.12, ovf, 0.61, ovf, 2.4413, ovf, -1.8099, ovf, 0.0726, 0.1284, 5.2736, ovf, 0
100.1540, 0.12, 5.43, 0.03, 1.77, -0.00, 0.13, 1.02, 4.58, 104.24, 0.06, 1863.31, 245.97, 239488.18, ovf, 0.65, ovf, 2.4602, ovf, -0.9050, ovf, 0.2019, 0.4892, 5.2882, ovf, 0
101.5460, 0.12, 5.47, 0.03, 1.78, -0.00, 0.11, 1.03, 4.49, 52.57, 0.03, 932.22, 123.09, 119744.24, ovf, 0.69, ovf, 2.4712, ovf, -0.4525, ovf, 0.1010, 0.6852, 5.2955, ovf, 0
102.9380, 0.12, 5.38, 0.03, 1.79, -0.00, 0.11, 1.02, 4.60, 26.71, 0.02, 466.65, 61.64, 59872.25, ovf, 0.73, ovf, 2.4301, ovf, -0.2262, ovf, 0.0505, 0.7676, 5.2461, ovf, 0
104.3310, 0.12, 5.34, 0.03, 1.80, -0.00, 0.05, 1.04, 4.50, 13.80, 0.06, 233.85, 30.87, 29936.26, ovf, 0.77, ovf, 2.4519, ovf, -0.1131, ovf, 0.1987, 0.5885, 5.2744, ovf, 0
105.7220, 0.12, 5.32, 0.03, 1.85, -0.00, 0.08, 1.02, 4.55, 7.32, 0.03, 117.47, 15.54, 14968.27, ovf, 0.81, ovf, 2.4220, ovf, -0.0566, ovf, 0.0993, 0.7192, 5.2886, ovf, 0
107.1150, 0.12, 5.26, 0.03, 1.82, -0.00, 0.09, 1.00, 4.62, 4.07, 0.01, 59.30, 7.77, 7484.27, ovf, 0.85, ovf, 2.3853, ovf, -0.0283, ovf, 0.0497, 0.3596, 5.2566, ovf, 0
108.5070, 0.11, 5.33, 0.03, 1.81, -0.00, 0.04, 1.01, 4.56, 2.46, 0.01, 30.23, 3.88, 3742.27, ovf, 0.89, ovf, 2.3682, ovf, -0.0141, ovf, 0.0248, 0.1798, 5.2267, ovf, 0
109.8980, 0.11, 5.27, 0.03, 1.81, -0.00, 0.07, 0.99, 4.63, 1.63, 0.00, 15.72, 1.94, 1871.27, ovf, 0.93, ovf, 2.3161, ovf, -0.0071, ovf, 0.0124, 0.0899, 5.2647, ovf, 0
111.2910, 0.11, 5.28, 0.03, 1.80, -0.00, 0.09, 1.00, 4.57, 1.24, 0.00, 8.49, 1.07, 935.77, ovf, 0.97, ovf, 2.3118, ovf, -0.0035, ovf, 0.0062, 0.5340, 5.2837, ovf, 0
112.6820, 0.11, 5.34, 0.03, 1.80, -0.00, 0.04, 0.98, 4.68, 1.03, -0.05, 4.85, 0.59, 468.02, ovf, 1.01, ovf, 2.3316, ovf, -0.0018, ovf, -0.1547, 0.5029, 5.2402, ovf, 0
114.0740, 0.11, 5.42, 0.03, 1.80, -0.00, 0.02, 0.96, 4.64, 0.90, -0.02, 3.01, 0.29, 234.15, ovf, 1.05, ovf, 2.3632, ovf, -0.0009, ovf, -0.0774, 0.2515, 5.2184, ovf, 0
115.4660, 0.11, 5.31, 0.03, 1.80, -0.00, 0.06, 0.96, 4.52, 0.85, -0.01, 2.11, 0.15, 117.21, ovf, 1.09, ovf, 2.3137, ovf, -0.0004, ovf, -0.0387, 0.1257, 5.2606, ovf, 0
116.8580, 0.11, 5.31, 0.03, 1.85, -0.00, 0.03, 0.98, 4.51, 0.85, -0.01, 1.68, 0.17, 58.74, ovf, 1.13, ovf, 2.3109, ovf, -0.0002, -3120753152.0000, -0.0193, 0.5519, 5.2817, ovf, 0
118.2510, 0.11, 5.35, 0.03, 1.83, -0.00, 0.07, 1.02, 4.46, 0.83, -0.00, 1.44, 0.14, 29.51, ovf, 1.17, ovf, 2.3310, ovf, -0.0001, -1560376576.0000, -0.0097, 0.5119, 5.2922, ovf, 0
119.6440, 0.11, 5.33, 0.03, 1.81, -0.00, 0.08, 1.01, 4.53, 0.80, -0.00, 1.31, 0.12, 14.89, ovf, 1.21, ovf, 2.3193, ovf, -0.0001, -780188288.0000, -0.0048, 0.4841, 5.2975, ovf, 0
121.0360, 0.11, 5.36, 0.03, 1.81, -0.00, 0.14, 0.99, 4.61, 0.76, -0.00, 1.26, 0.11, 7.58, 3685609472.00, 1.25, ovf, 2.2508, ovf, -0.0000, -390094144.0000, -0.0024, 0.4780, 5.3002, -2997711104.0000, 0
122.4310, 0.11, 5.28, 0.03, 1.80, -0.00, 0.17, 0.96, 4.66, 0.73, -0.00, 1.25, 0.15, 3.93, 1842804736.00, 1.29, -3131924224.00, 2.2980, ovf, -0.0000, -195047072.0000, -0.0012, 0.7265, 5.2484, -1498855552.0000, 0
123.8270, 0.13, 5.24, 0.03, 1.85, -0.00, 0.09, 0.96, 4.58, 0.69, -0.00, 1.23, 0.13, 2.10, 921402368.00, 1.33, -1565962112.00, 2.7281, -2617071104.0000, -0.0000, -97523528.0000, -0.0006, 0.5992, 5.2226, -749427776.0000, 0
125.2220, 0.16, 5.12, 0.03, 1.88, -0.00, 0.09, 0.99, 4.49, 0.69, -0.00, 1.24, 0.11, 1.19, 460701184.00, 1.37, -782981056.00, 3.2342, -1308535552.0000, -0.0000, -48761752.0000, -0.0003, 0.5433, 5.2096, -374713888.0000, 0
126.6190, 0.20, 5.06, 0.03, 1.84, -0.00, 0.15, 1.02, 4.39, 0.71, -0.00, 1.26, 0.11, 0.73, 230350592.00, 1.41, -391490528.00, 3.8779, -654267776.0000, -0.0000, -24380870.0000, -0.0002, 0.5232, 5.2563, -187356944.0000, 0
128.0150, 0.21, 5.03, 0.03, 1.82, -0.00, 0.12, 1.01, 4.50, 0.70, -0.00, 1.30, 0.15, 0.50, 115175296.00, 1.45, -195745264.00, 4.1997, -327133888.0000, -0.0000, -12190425.0000, -0.0001, 0.7804, 5.2267, -93678472.0000, 0
129.4120, 0.22, 5.02, 0.03, 1.86, -0.00, 0.11, 1.03, 4.45, 0.71, -0.00, 1.29, 0.18, 0.39, 57587648.00, 1.49, -97872632.00, 4.3997, -163566944.0000, -0.0000, -6095203.5000, -0.0000, 0.8933, 5.1587, -46839236.0000, 0
130.8070, 0.23, 5.06, 0.03, 1.88, -0.00, 0.11, 1.06, 4.37, 0.74, -0.00, 1.31, 0.14, 0.33, 28793828.00, 1.53, -48936316.00, 4.5058, -81783472.0000, -0.0000, -3047593.0000, -0.0000, 0.7060, 5.2308, -23419618.0000, 0
132.2030, 0.23, 5.03, 0.03, 1.84, -0.00, 0.10, 1.09, 4.24, 0.77, -0.00, 1.34, 0.12, 0.30, 14396916.00, 1.57, -24468158.00, 4.5134, -40891736.0000, -0.0000, -1523787.3750, -0.0000, 0.6202, 5.2668, -11709809.0000, 0
133.5990, 0.23, 5.01, 0.03, 1.87, -0.00, 0.10, 1.09, 4.32, 0.77, -0.00, 1.33, 0.06, 0.29, 7198460.00, 1.57, -12234079.00, 4.5175, -20445868.0000, -0.0000, -761884.2500, -0.0000, 0.3101, 5.2318, -5854904.0000, 0
134.9940, 0.23, 5.06, 0.03, 1.83, -0.00, 0.10, 1.11, 4.26, 0.79, -0.00, 1.31, 0.08, 0.28, 3599232.50, 1.59, -6117039.50, 4.5646, -10222934.0000, -0.0000, -380932.8750, -0.0000, 0.4066, 5.1614, -2927451.5000, 0
136.3900, 0.23, 5.08, 0.03, 1.87, -0.00, 0.10, 1.14, 4.23, 0.82, -0.00, 1.32, 0.09, 0.28, 1799618.75, 1.62, -3058519.75, 4.6273, -5111467.0000, -0.0000, -190456.8593, -0.0000, 0.4627, 5.1260, -1463725.0000, 0
137.7860, 0.23, 5.04, 0.03, 1.83, -0.00, 0.05, 1.13, 4.31, 0.81, -0.00, 1.30, 0.04, 0.27, 899811.75, 1.61, -1529259.87, 4.5744, -2555733.5000, -0.0000, -95218.7343, -0.0000, 0.2313, 5.1084, -731861.9375, 0
139.1820, 0.23, 5.02, 0.03, 1.87, -0.00, 0.08, 1.15, 4.21, 0.83, -0.00, 1.28, 0.07, 0.27, 449908.31, 1.63, -764629.81, 4.5479, -1277866.7500, -0.0000, -47600.0195, -0.0000, 0.3594, 5.1526, -365930.2812, 0
140.5770, 0.23, 5.06, 0.03, 1.83, -0.00, 0.04, 1.14, 4.30, 0.82, -0.00, 1.28, 0.14, 0.27, 224956.56, 1.66, -382314.78, 4.5799, -638933.1875, -0.0000, -23790.3222, -0.0000, 0.6828, 5.1218, -182964.4687, 0
141.9730, 0.23, 5.03, 0.03, 1.82, -0.00, 0.12, 1.12, 4.45, 0.84, 0.05, 1.30, 0.12, 0.27, 112480.78, 1.69, -191157.29, 4.5507, -319466.4687, -0.0000, -11885.3535, 0.1672, 0.6008, 5.2125, -91481.5625, 0
