13.4110, 0.47, 1.90, 0.00, -2.02, 0.00, -1.99, -0.00, 0.02, 0.04, 2.32, 0.48, 0.01, 0.48, 2.05, 0.47, 1.75, 6.3617, -0.0029, -0.0028, -0.0000, nan, 0.0341, 6.9905, 5.8338, 0
16.7690, 0.63, 1.79, 0.00, -2.09, 0.00, -2.07, -0.00, 0.02, 0.04, 2.31, 0.64, 0.07, 0.64, 1.93, 0.63, 1.66, 8.0604, -0.0031, -0.0031, -0.0000, nan, 0.3420, 8.8300, 7.4192, 0
20.1260, 0.80, 1.66, 0.00, -2.02, 0.00, -2.01, -0.00, 0.06, 0.04, 2.32, 0.80, 0.13, 0.66, 2.08, 0.79, 1.61, 9.4071, -0.0029, -0.0028, -0.0000, nan, 0.7723, 9.7811, 9.0364, 0
23.4820, 0.81, 1.89, 0.00, -2.08, 0.00, -2.08, -0.00, 0.02, 0.04, 2.31, 0.97, 0.11, 0.66, 2.14, 0.81, 1.84, 10.8912, -0.0031, -0.0031, -0.0000, nan, 0.7702, 10.1038, 10.5420, 0
26.8400, 0.81, 1.97, 0.00, -2.12, 0.00, -2.09, -0.00, 0.03, 0.04, 2.31, 0.98, 0.10, 0.66, 2.19, 0.81, 1.91, 11.4041, -0.0032, -0.0031, -0.0000, nan, 0.7064, 10.2816, 10.9923, 0
30.1980, 0.81, 1.99, 0.00, -2.10, 0.00, -2.09, -0.00, 0.03, 0.04, 2.31, 0.83, 0.15, 0.66, 2.20, 0.81, 1.95, 11.4930, -0.0031, -0.0031, -0.0000, nan, 0.8577, 10.3350, 11.1900, 0
33.5540, 0.81, 2.01, 0.00, -2.12, 0.00, -2.10, -0.00, 0.00, 0.04, 2.32, 0.97, 0.11, 0.66, 2.20, 0.81, 1.97, 11.6113, -0.0031, -0.0031, -0.0000, nan, 0.7777, 10.3455, 11.3125, 0
36.9120, 0.81, 2.02, 0.00, -2.09, 0.00, -2.09, -0.00, 0.02, 0.04, 2.30, 0.83, 0.14, 0.66, 2.19, 0.81, 2.02, 11.6694, -0.0031, -0.0031, -0.0000, nan, 0.8122, 10.3095, 11.5849, 0
40.2700, 0.81, 2.06, 0.00, -2.10, 0.00, -2.09, -0.00, 0.04, 0.04, 2.31, 0.97, 0.10, 0.66, 2.20, 0.81, 2.04, 11.8903, -0.0031, -0.0031, -0.0000, nan, 0.7102, 10.3262, 11.7141, 0
43.6260, 0.81, 2.03, 0.00, -2.12, 0.00, -2.09, -0.00, 0.03, 0.04, 2.31, 0.83, 0.14, 0.66, 2.23, 0.81, 2.05, 11.7527, -0.0032, -0.0031, -0.0000, nan, 0.8052, 10.4614, 11.7781, 0
46.9840, 0.81, 2.06, 0.00, -2.10, 0.00, -2.08, -0.00, 0.01, 0.04, 2.32, 0.97, 0.12, 0.66, 2.21, 0.81, 2.05, 11.9032, -0.0031, -0.0031, -0.0000, nan, 0.8368, 10.3999, 11.7839, 0
50.3420, 0.81, 2.09, 0.00, -2.10, 0.00, -2.09, -0.00, 0.03, 0.04, 2.31, 0.83, 0.16, 0.66, 2.22, 0.81, 2.05, 12.0691, -0.0031, -0.0031, -0.0000, nan, 0.9232, 10.4369, 11.7844, 0
53.6980, 0.81, 2.07, 0.00, -2.08, 0.00, -2.09, -0.00, 0.01, 0.04, 2.31, 0.82, 0.15, 0.66, 2.21, 0.81, 2.07, 11.9790, -0.0031, -0.0031, -0.0000, nan, 0.8782, 10.3860, 11.8941, 0
57.0560, 0.81, 2.07, 0.00, -2.10, 0.00, -2.09, -0.00, 0.01, 0.04, 2.33, 0.97, 0.12, 0.66, 2.22, 0.81, 2.04, 11.9655, -0.0031, -0.0031, -0.0000, nan, 0.8435, 10.4126, 11.7422, 0
60.4130, 0.81, 2.09, 0.00, -2.10, 0.00, -2.08, -0.00, 0.01, 0.04, 2.30, 0.83, 0.17, 0.66, 2.20, 0.81, 2.08, 12.0694, -0.0031, -0.0031, -0.0000, nan, 0.9752, 10.3696, 11.9374, 0
63.7710, 0.81, 2.09, 0.00, -2.10, 0.00, -2.08, -0.00, 0.01, 0.04, 2.30, 0.82, 0.13, 0.66, 2.24, 0.81, 2.08, 12.0842, -0.0031, -0.0031, -0.0000, nan, 0.7770, 10.5253, 11.9552, 0
67.1280, 0.81, 2.08, 0.00, -2.09, 0.00, -2.08, -0.00, 0.06, 0.04, 2.31, 0.97, 0.11, 0.66, 2.22, 0.81, 2.06, 12.0330, -0.0031, -0.0031, -0.0000, nan, 0.7703, 10.4310, 11.8522, 0
70.4850, 0.81, 2.10, 0.00, -2.09, 0.00, -2.06, -0.00, 0.03, 0.04, 2.31, 0.83, 0.14, 0.66, 2.22, 0.81, 2.09, 12.1334, -0.0031, -0.0030, -0.0000, nan, 0.8109, 10.4170, 11.9997, 0
73.8430, 0.81, 2.08, 0.00, -2.09, 0.00, -2.07, -0.00, 0.02, 0.04, 2.29, 0.97, 0.11, 0.66, 2.21, 0.81, 2.08, 12.0320, -0.0031, -0.0031, -0.0000, nan, 0.7737, 10.3956, 11.9608, 0
77.1990, 0.81, 2.10, 0.00, -2.11, 0.00, -2.09, -0.00, 0.01, 0.04, 2.30, 0.83, 0.16, 0.66, 2.24, 0.81, 2.08, 12.1333, -0.0031, -0.0031, -0.0000, nan, 0.9175, 10.5163, 11.9573, 0
80.5560, 0.81, 2.09, 0.00, -2.09, 0.00, -2.08, -0.00, 0.03, 0.04, 2.31, 0.82, 0.16, 0.66, 2.23, 0.81, 2.09, 12.0846, -0.0031, -0.0030, -0.0000, nan, 0.9303, 10.4733, 12.0092, 0
83.9140, 0.81, 2.10, 0.00, -2.07, 0.00, -2.07, -0.00, 0.02, 0.04, 2.32, 0.82, 0.16, 0.66, 2.22, 0.81, 2.10, 12.1435, -0.0031, -0.0031, -0.0000, nan, 0.9317, 10.4322, 12.0662, 0
87.2700, 0.81, 2.09, 0.00, -2.09, 0.00, -2.09, -0.00, 0.01, 0.04, 2.28, 0.82, 0.17, 0.66, 2.20, 0.81, 2.10, 12.0963, -0.0031, -0.0031, -0.0000, nan, 0.9844, 10.3486, 12.0768, 0
90.6280, 0.81, 2.10, 0.00, -2.10, 0.00, -2.06, -0.00, 0.04, 0.04, 2.31, 0.82, 0.14, 0.66, 2.22, 0.81, 2.09, 12.1445, -0.0031, -0.0030, -0.0000, nan, 0.8310, 10.4265, 12.0201, 0
93.9850, 0.81, 2.10, 0.00, -2.09, 0.00, -2.06, -0.00, 0.04, 0.04, 2.30, 0.97, 0.09, 0.66, 2.20, 0.81, 2.09, 12.1489, -0.0031, -0.0030, -0.0000, nan, 0.6483, 10.3368, 12.0149, 0
97.3420, 0.81, 2.07, 0.00, -2.08, 0.00, -2.04, -0.00, 0.04, 0.04, 2.31, 0.83, 0.14, 0.66, 2.24, 0.81, 2.08, 11.9809, -0.0031, -0.0030, -0.0000, nan, 0.8518, 10.5109, 11.9622, 0
100.6990, 0.81, 2.09, 0.00, -2.09, 0.00, -2.09, -0.00, 0.01, 0.04, 2.31, 0.97, 0.12, 0.66, 2.24, 0.81, 2.09, 12.0815, -0.0031, -0.0031, -0.0000, nan, 0.8408, 10.5265, 12.0097, 0
104.0570, 0.81, 2.09, 0.00, -2.09, 0.00, -2.06, -0.00, 0.03, 0.04, 2.29, 0.83, 0.15, 0.66, 2.20, 0.81, 2.09, 12.0799, -0.0031, -0.0031, -0.0000, nan, 0.8707, 10.3515, 12.0140, 0
107.4130, 0.81, 2.11, 0.00, -2.08, 0.00, -2.07, -0.00, 0.04, 0.04, 2.29, 0.82, 0.16, 0.66, 2.21, 0.81, 2.09, 12.1959, -0.0030, -0.0030, -0.0000, nan, 0.9254, 10.3782, 12.0143, 0
110.7710, 0.81, 2.10, 0.00, -2.09, 0.00, -2.05, -0.00, 0.01, 0.04, 2.30, 0.82, 0.14, 0.66, 2.21, 0.81, 2.09, 12.1428, -0.0031, -0.0030, -0.0000, nan, 0.8250, 10.3863, 12.0144, 0
114.1280, 0.81, 2.09, 0.00, -2.07, 0.00, -2.05, -0.00, 0.02, 0.04, 2.30, 0.97, 0.11, 0.66, 2.23, 0.81, 2.10, 12.0854, -0.0031, -0.0030, -0.0000, nan, 0.7750, 10.4666, 12.0667, 0
117.4850, 0.81, 2.09, 0.00, -2.08, 0.00, -2.06, -0.00, 0.00, 0.04, 2.30, 0.83, 0.13, 0.66, 2.20, 0.81, 2.08, 12.0856, -0.0031, -0.0031, -0.0000, nan, 0.7579, 10.3575, 11.9723, 0
120.8420, 0.81, 2.09, 0.00, -2.09, 0.00, -2.06, -0.00, 0.01, 0.04, 2.30, 0.97, 0.10, 0.66, 2.21, 0.81, 2.09, 12.0856, -0.0031, -0.0030, -0.0000, nan, 0.7050, 10.3788, 12.0106, 0
124.2000, 0.81, 2.10, 0.00, -2.07, 0.00, -2.05, -0.00, 0.03, 0.04, 2.31, 0.83, 0.15, 0.66, 2.22, 0.81, 2.08, 12.1382, -0.0031, -0.0030, -0.0000, nan, 0.9101, 10.4233, 11.9618, 0
127.5560, 0.81, 2.10, 0.00, -2.08, 0.00, -2.03, -0.00, 0.02, 0.04, 2.29, 0.82, 0.14, 0.66, 2.24, 0.81, 2.10, 12.1430, -0.0031, -0.0030, -0.0000, nan, 0.8231, 10.5131, 12.0673, 0
130.9140, 0.81, 2.10, 0.00, -2.08, 0.00, -2.04, -0.00, 0.05, 0.04, 2.30, 0.97, 0.12, 0.66, 2.23, 0.81, 2.09, 12.1434, -0.0031, -0.0030, -0.0000, nan, 0.8385, 10.4838, 12.0192, 0
134.2710, 0.81, 2.08, 0.00, -2.06, 0.00, -2.03, -0.00, 0.05, 0.04, 2.31, 0.83, 0.16, 0.66, 2.22, 0.81, 2.08, 12.0384, -0.0030, -0.0029, -0.0000, nan, 0.9242, 10.4448, 11.9626, 0
137.6280, 0.81, 2.09, 0.00, -2.06, 0.00, -2.06, -0.00, 0.01, 0.04, 2.27, 0.82, 0.16, 0.66, 2.20, 0.81, 2.09, 12.0759, -0.0030, -0.0030, -0.0000, nan, 0.9320, 10.3669, 12.0097, 0
140.9850, 0.81, 2.10, 0.00, -2.08, 0.00, -2.05, -0.00, 0.00, 0.04, 2.27, 0.82, 0.15, 0.66, 2.21, 0.81, 2.11, 12.1319, -0.0031, -0.0030, -0.0000, nan, 0.8785, 10.3853, 12.1185, 0
144.3420, 0.81, 2.10, 0.00, -2.06, 0.00, -2.03, -0.00, 0.03, 0.04, 2.29, 0.97, 0.11, 0.66, 2.21, 0.81, 2.08, 12.1478, -0.0031, -0.0030, -0.0000, nan, 0.7799, 10.3927, 11.9770, 0
147.7000, 0.81, 2.08, 0.00, -2.01, 0.00, -2.03, -0.00, 0.04, 0.04, 2.29, 0.83, 0.13, 0.66, 2.21, 0.81, 2.09, 12.0388, -0.0029, -0.0029, -0.0000, nan, 0.7584, 10.3993, 12.0110, 0
151.0560, 0.81, 2.09, 0.00, -2.06, 0.00, -2.06, -0.00, 0.02, 0.04, 2.29, 0.97, 0.11, 0.66, 2.21, 0.81, 2.09, 12.0760, -0.0030, -0.0030, -0.0000, nan, 0.7689, 10.4056, 12.0141, 0
154.4130, 0.81, 2.10, 0.00, -2.04, 0.00, -2.05, -0.00, 0.03, 0.04, 2.26, 0.83, 0.12, 0.66, 2.21, 0.81, 2.09, 12.1319, -0.0030, -0.0030, -0.0000, nan, 0.7054, 10.4002, 12.0144, 0
157.7710, 0.81, 2.09, 0.00, -2.08, 0.00, -2.02, -0.00, 0.01, 0.04, 2.28, 0.97, 0.11, 0.66, 2.21, 0.81, 2.09, 12.0845, -0.0031, -0.0029, -0.0000, nan, 0.7641, 10.3940, 12.0144, 0
161.1270, 0.81, 2.08, 0.00, -2.07, 0.00, -2.03, -0.00, 0.01, 0.04, 2.29, 1.13, 0.01, 0.66, 2.21, 0.81, 2.09, 12.0435, -0.0030, -0.0030, -0.0000, nan, 0.0695, 10.3994, 12.0144, 0
164.4840, 0.81, 2.09, 0.00, -2.02, 0.00, -2.02, -0.00, 0.04, 0.04, 2.27, 1.00, 0.09, 0.66, 2.21, 0.81, 2.09, 12.0872, -0.0030, -0.0029, -0.0000, nan, 0.6424, 10.3826, 12.0144, 0
167.8420, 0.81, 2.08, 0.00, -2.06, 0.00, -2.02, -0.00, 0.04, 0.04, 2.28, 0.84, 0.16, 0.66, 2.20, 0.81, 2.09, 12.0278, -0.0030, -0.0029, -0.0000, nan, 0.9572, 10.3385, 12.0144, 0
171.1990, 0.81, 2.09, 0.00, -2.04, 0.00, -2.07, -0.00, 0.03, 0.04, 2.26, 0.82, 0.12, 0.66, 2.21, 0.81, 2.10, 12.0804, -0.0030, -0.0030, -0.0000, nan, 0.7222, 10.3773, 12.0666, 0
174.5560, 0.81, 2.10, 0.00, -2.00, 0.00, -2.02, -0.00, 0.05, 0.04, 2.28, 0.97, 0.12, 0.66, 2.21, 0.81, 2.08, 12.1377, -0.0029, -0.0029, -0.0000, nan, 0.8293, 10.3865, 11.9669, 0
177.9140, 0.81, 2.09, 0.00, -2.01, 0.00, -2.03, -0.00, 0.03, 0.04, 2.26, 0.83, 0.17, 0.66, 2.22, 0.81, 2.08, 12.0850, -0.0029, -0.0029, -0.0000, nan, 0.9751, 10.4527, 11.9578, 0
181.2710, 0.81, 2.09, 0.00, -2.06, 0.00, -2.02, -0.00, 0.05, 0.04, 2.27, 0.82, 0.14, 0.66, 2.21, 0.81, 2.10, 12.0856, -0.0030, -0.0029, -0.0000, nan, 0.8287, 10.3820, 12.0615, 0
184.6280, 0.81, 2.11, 0.00, -2.03, 0.00, -2.01, -0.00, 0.05, 0.04, 2.25, 0.97, 0.11, 0.66, 2.19, 0.81, 2.09, 12.1853, -0.0030, -0.0029, -0.0000, nan, 0.7753, 10.3129, 12.0187, 0
