photo__0p__p1__Dark__Rv__scan0	photo__0p__p1__Dark__Rv__scan0	photo__0p__p1__Dark__Fw__scan0	photo__0p__p1__Dark__Fw__scan0	photo__0p__p2__Dark__Rv__scan0	photo__0p__p2__Dark__Rv__scan0	photo__0p__p2__Dark__Fw__scan0	photo__0p__p2__Dark__Fw__scan0	photo__0p__p3__Dark__Rv__scan0	photo__0p__p3__Dark__Rv__scan0	photo__0p__p3__Dark__Fw__scan0	photo__0p__p3__Dark__Fw__scan0	photo__0p__p4__Dark__Rv__scan0	photo__0p__p4__Dark__Rv__scan0	photo__0p__p4__Dark__Fw__scan0	photo__0p__p4__Dark__Fw__scan0	photo__0p__p5__Dark__Rv__scan0	photo__0p__p5__Dark__Rv__scan0	photo__0p__p5__Dark__Fw__scan0	photo__0p__p5__Dark__Fw__scan0	photo__0p__p6__Dark__Rv__scan0	photo__0p__p6__Dark__Rv__scan0	photo__0p__p6__Dark__Fw__scan0	photo__0p__p6__Dark__Fw__scan0	photo__0p__p7__Dark__Rv__scan0	photo__0p__p7__Dark__Rv__scan0	photo__0p__p7__Dark__Fw__scan0	photo__0p__p7__Dark__Fw__scan0	photo__0p__p8__Dark__Rv__scan0	photo__0p__p8__Dark__Rv__scan0	photo__0p__p8__Dark__Fw__scan0	photo__0p__p8__Dark__Fw__scan0
0.831832	-9.375e-05	0.363472	-0.01484375	0.834683	-0.0122421875	0.361598	-0.018031250000000002	0.832468	-0.06401562499999999	0.366061	-0.0087734375	0.834324	-0.6551171875	0.366923	-0.2873046875	0.83589	-11.62025	0.362757	-5.0478046875	0.8452	-65.8573359375	0.353105	-27.4593515625	0.255759	-390.66010156249996	0.240668	-367.82471875	0.859821	-387.5886328125	0.363344	-0.211046875
0.821254	-0.0136875	0.3778	0.013109375	0.819889	0.00675	0.376029	-0.0031796875000000002	0.821946	-0.0705703125	0.375434	-0.0275703125	0.824453	-0.6518359374999999	0.376166	-0.27728125000000003	0.823639	-11.473898437499999	0.374759	-5.199843749999999	0.83587	-65.1260546875	0.365242	-28.4091953125	0.255736	-390.6438046875	0.251846	-385.0164921875	0.859155	-384.7079609375	0.376813	-0.30600781250000003
0.811448	-0.007421875	0.387297	-0.005976562499999999	0.809713	-0.008484374999999999	0.390853	-0.0037578125	0.807335	-0.041453125	0.389538	-0.0295	0.809819	-0.644125	0.385322	-0.30417968749999996	0.815354	-11.3565625	0.38708	-5.410593749999999	0.821645	-64.0267734375	0.377474	-29.3837265625	0.255736	-390.632546875	0.255643	-390.84378125	0.858312	-381.1332265625	0.385823	-0.3602890625
0.797226	-0.00665625	0.397388	0.0143671875	0.800062	-0.004625	0.40067	0.0026015625	0.797549	-0.0637265625	0.39909	-0.032875	0.795186	-0.6046874999999999	0.399	-0.317484375	0.799151	-11.11659375	0.399686	-5.5680390625000005	0.812282	-63.2687890625	0.389545	-30.3263359375	0.255739	-390.6416796875	0.25566	-390.84098437499995	0.857255	-376.78896093749995	0.398509	-0.5047109375
0.78709	-0.0019296874999999998	0.416263	0.009546875	0.784949	-0.0178359375	0.410001	-0.0053984375	0.787671	-0.0675859375	0.408277	-0.0456015625	0.78541	-0.6283124999999999	0.41283	-0.3315546875	0.790812	-11.0147890625	0.407617	-5.667437499999999	0.798269	-62.181273437499996	0.399602	-31.098882812499998	0.255684	-390.6524765625	0.255624	-390.8191015625	0.854291	-364.2913671875	0.411312	-0.6536640625
0.772773	0.02265625	0.421158	-0.0013515625	0.775051	-0.013015625	0.424689	-0.0007734374999999999	0.773008	-0.0658515625	0.427164	-0.040874999999999995	0.775726	-0.593890625	0.422256	-0.3321328125	0.774635	-10.7794453125	0.42441	-5.897187499999999	0.788709	-61.45471875	0.411538	-32.0274140625	0.255694	-390.6444765625	0.25564	-390.848203125	0.851072	-350.9913203125	0.423476	-0.82875
0.762986	-0.0149453125	0.435661	-0.0144609375	0.76004	-0.010023437500000001	0.434343	-0.0161015625	0.763229	-0.056398437499999995	0.431991	-0.029890625	0.765777	-0.6257109375	0.435744	-0.343609375	0.766576	-10.672234375	0.432442	-6.004203125	0.774608	-60.34203125	0.423699	-32.9908515625	0.255703	-390.6493046875	0.255642	-390.82893749999994	0.847572	-336.8751796875	0.431015	-0.9846484375000001
0.748208	-0.011953124999999998	0.44541	0.0018281249999999999	0.75526	-0.0099296875	0.448733	0.0047265625	0.753434	-0.058234375	0.446179	-0.0428046875	0.746183	-0.58415625	0.444893	-0.35026562499999997	0.749978	-10.43053125	0.444947	-6.2043515625	0.762704	-59.4263203125	0.435929	-33.930859375	0.255678	-390.6415078125	0.255629	-390.83027343749995	0.843756	-321.87090624999996	0.442617	-1.2198906250000001
0.743083	-0.0081953125	0.464992	0.01234375	0.735082	-0.013015625	0.458217	-0.0132109375	0.738579	-0.055054687500000005	0.460311	-0.0393359375	0.741345	-0.5823203125	0.458981	-0.3475625	0.741669	-10.337882812499998	0.4574	-6.3799140625	0.751172	-58.506750000000004	0.447757	-34.85303125	0.255703	-390.646890625	0.255669	-390.8213984375	0.8397	-306.5206953125	0.456795	-1.6097812500000002
0.728768	0.008390625	0.469613	-0.0025078125	0.730083	-0.003953125	0.472964	0.0224609375	0.728619	-0.072890625	0.474268	-0.0392421875	0.726501	-0.5828984374999999	0.467791	-0.38834375	0.733855	-10.21428125	0.469951	-6.5365859375	0.741774	-57.7661171875	0.457156	-35.5987734375	0.25569	-390.6353359375	0.255638	-390.82919531249996	0.835356	-290.706171875	0.467476	-1.92909375
0.714063	-0.0088671875	0.479317	0.014171875	0.715404	-0.005109374999999999	0.482506	-0.0058828125	0.714059	-0.0573671875	0.479175	-0.040296875	0.716816	-0.556390625	0.486356	-0.3641484375	0.71716	-9.9858828125	0.478053	-6.6642343749999995	0.727347	-56.6752265625	0.471266	-36.6975703125	0.25571	-390.64796875	0.255657	-390.83528125	0.830709	-274.45066406250004	0.477248	-2.30953125
0.704027	-0.0170625	0.493636	-0.0103125	0.700223	0.0064609375000000005	0.492474	-0.00578125	0.703831	-0.060546875	0.493304	-0.027765625	0.702239	-0.5466484375	0.490928	-0.37561718749999995	0.704492	-9.8051171875	0.494572	-6.8920546875	0.715561	-55.7276015625	0.480826	-37.4399375	0.255651	-390.6540234375	0.255666	-390.8413671875	0.825624	-257.4241640625	0.486525	-2.69903125
0.689525	-0.001640625	0.508034	0.0019296874999999998	0.695206	-0.002703125	0.506883	-0.009546875	0.689308	-0.0511953125	0.507346	-0.0420390625	0.692545	-0.5345	0.504713	-0.3880546875	0.692428	-9.6308046875	0.502914	-6.990296875	0.703693	-54.82345312499999	0.494927	-38.5355546875	0.255671	-390.657515625	0.255649	-390.82285156250003	0.820063	-239.9205234375	0.498436	-3.297359375
0.679962	0.0189921875	0.518182	0.0081015625	0.680503	0.0025078125	0.521546	-0.003953125	0.679501	-0.0495546875	0.517561	-0.028828125	0.678129	-0.5109765625	0.518556	-0.4077265625	0.68412	-9.539117187499999	0.51923	-7.2318984375	0.694009	-54.0594921875	0.504504	-39.299328124999995	0.25567	-390.67686718749997	0.255644	-390.808390625	0.814017	-221.964421875	0.509469	-3.9084140625
0.669876	0.0143671875	0.532958	-0.0078125	0.665605	-0.0078125	0.526522	-0.00453125	0.669692	-0.048781250000000005	0.531912	-0.048203125	0.667913	-0.5157031249999999	0.53258	-0.40338281249999997	0.667622	-9.28921875	0.527673	-7.34084375	0.679719	-52.9476796875	0.518514	-40.38125	0.255681	-390.6733203125	0.25563	-390.8396171875	0.807456	-203.698640625	0.522299	-4.7733203125
0.655173	0.0048203125	0.542449	0.0058828125	0.655647	-0.0006718750000000001	0.540847	-0.0106015625	0.654765	-0.0660390625	0.541984	-0.0381796875	0.658477	-0.49931249999999994	0.541642	-0.4337578125	0.659452	-9.1843203125	0.535842	-7.4638671875	0.670166	-52.18034375	0.528139	-41.13403125	0.255695	-390.67803125	0.255676	-390.81994531249995	0.800274	-185.3227578125	0.531995	-5.515874999999999
0.645376	0.009734375	0.552469	0.0025078125	0.645728	0.0069453125	0.55612	0.00328125	0.644939	-0.051289062499999996	0.551467	-0.050710937500000004	0.643653	-0.5243828125	0.551225	-0.40724218749999996	0.647008	-9.0030703125	0.552239	-7.6716328124999995	0.655629	-51.074890625	0.542114	-42.2267578125	0.255631	-390.666859375	0.255643	-390.83103125	0.792107	-166.1837890625	0.541197	-6.267117187499999
0.630538	-0.0136875	0.562035	0.00328125	0.630678	-0.00675	0.565677	-0.01590625	0.634858	-0.062085937499999994	0.566704	-0.030367187499999997	0.634042	-0.4792578125	0.565174	-0.4508203125	0.634568	-8.838687499999999	0.564541	-7.8574140625	0.64605	-50.330890624999995	0.551645	-42.9605390625	0.255641	-390.7023359375	0.255675	-390.8023046875	0.783033	-147.01734375	0.552103	-7.293414062499999
0.62086	0.0024140625	0.581781	-0.0111875	0.620774	-0.0086796875	0.576239	0.01821875	0.620504	-0.0392421875	0.576333	-0.0372109375	0.619467	-0.48224999999999996	0.580172	-0.44821875	0.626429	-8.707085937499999	0.576938	-8.0360625	0.631874	-49.2233125	0.565657	-44.0780390625	0.255661	-390.682078125	0.255672	-390.82632031249994	0.772136	-126.9074140625	0.562064	-8.354226562500001
0.61127	-0.012531249999999999	0.586752	0.006171875	0.610959	-0.009546875	0.591	-0.0056875	0.610422	-0.05428125	0.591158	-0.028828125	0.609521	-0.47434375	0.584762	-0.453421875	0.609906	-8.4925703125	0.585212	-8.1398046875	0.62218	-48.472851562500004	0.57733	-44.980546875	0.255618	-390.7048359375	0.255633	-390.8072265625	0.760043	-107.728140625	0.573494	-9.691734375
0.596485	0.00790625	0.601466	0.0010625	0.596002	-0.012921875000000001	0.600961	-0.007132812499999999	0.59601	-0.052929687499999996	0.60068	-0.0496484375	0.599625	-0.47203125	0.604949	-0.44792968749999995	0.597714	-8.324625000000001	0.59768	-8.311609375000002	0.61065	-47.5609921875	0.589359	-45.8825703125	0.255618	-390.711796875	0.255666	-390.8166875	0.745753	-88.881578125	0.582211	-10.8445234375
0.586537	0.0053046875	0.610964	-0.0105078125	0.586032	-0.0073281250000000004	0.611024	-0.0076171875	0.581129	-0.0551484375	0.610608	-0.05659375	0.584998	-0.43520312499999997	0.609527	-0.4755	0.589411	-8.215773437500001	0.6097	-8.4728125	0.598631	-46.6451875	0.598644	-46.6316875	0.255605	-390.71534375	0.255629	-390.81167968750003	0.728113	-70.36070312499999	0.593779	-12.53953125
0.571915	-0.006171875	0.625699	0.0026015625	0.571104	-0.0049140625	0.625904	0.0013515625	0.576509	-0.0427109375	0.625224	-0.041453125	0.570152	-0.4603671875	0.624125	-0.482921875	0.576956	-8.0277734375	0.626171	-8.7198125	0.58444	-45.524406250000006	0.612727	-47.7453359375	0.255605	-390.7228828125	0.255632	-390.7987578125	0.706064	-52.952015625	0.603082	-14.031109375
0.562334	0.0013515625	0.635924	-0.01234375	0.561054	-0.0077109375	0.635856	9.375e-05	0.561878	-0.0376953125	0.640113	-0.060742187499999996	0.565314	-0.4401171875	0.638929	-0.4991171875	0.56065	-7.7913749999999995	0.634306	-8.825867187499998	0.57512	-44.789460937499996	0.622477	-48.468125	0.255629	-390.7349296875	0.255653	-390.806265625	0.676286	-36.67559375	0.613164	-15.841710937499998
0.547209	0.0072343749999999995	0.650501	-0.0103125	0.551256	-0.02603125	0.650483	-9.375e-05	0.551979	-0.037890625	0.645142	-0.031625	0.550776	-0.41996875	0.64843	-0.5158984375	0.552113	-7.6796328124999995	0.642384	-8.9527421875	0.561133	-43.682953125	0.636653	-49.618890625	0.255591	-390.721890625	0.255634	-390.79625	0.634876	-22.468820312499997	0.622691	-17.767328125
0.542637	0.000578125	0.660413	-0.002703125	0.536245	-0.0106015625	0.660488	-9.375e-05	0.537096	-0.04646875	0.659867	-0.057265624999999994	0.536675	-0.43770312499999997	0.658334	-0.51290625	0.540128	-7.5086953124999996	0.659024	-9.173523437499998	0.551722	-42.9763515625	0.646343	-50.3544140625	0.255592	-390.7362734375	0.255637	-390.80096875	0.578626	-11.4775625	0.632802	-19.9926953125
0.523063	0.003375	0.670104	-0.005015625	0.526424	0.002890625	0.670516	0.0024140625	0.522301	-0.0271875	0.674548	-0.07259375	0.527537	-0.4140859375	0.67296	-0.525828125	0.527692	-7.3467265625	0.667162	-9.2811171875	0.53762	-41.8673359375	0.660605	-51.47056249999999	0.255595	-390.73405468749996	0.255616	-390.81560937499995	0.515755	-4.911859375	0.642021	-22.3095546875
0.513539	0.021015625	0.684748	0.0172578125	0.516811	-0.0024140625	0.685153	-0.00038281249999999996	0.517427	-0.053890625	0.679551	-0.046859374999999995	0.513852	-0.3816953125	0.682917	-0.545203125	0.519515	-7.222164062499999	0.683533	-9.521953125	0.528099	-41.135093749999996	0.670318	-52.2179453125	0.255604	-390.73705468749995	0.255635	-390.80385156250003	0.51335	-4.7265625	0.650643	-24.671046875000002
0.503111	-0.018320312499999998	0.694343	-0.0155234375	0.502272	0.0081015625	0.695414	-0.0008671875	0.502598	-0.0342265625	0.698996	-0.06276562499999999	0.504543	-0.39046875	0.692751	-0.5395156249999999	0.503215	-6.9925078124999995	0.69177	-9.639578125	0.514049	-40.0180703125	0.682321	-53.15053125	0.255591	-390.73597656249996	0.255692	-390.8080078125	0.508411	-4.3544140625	0.659336	-27.376156249999998
0.493736	0.026898437499999997	0.709103	0.0088671875	0.492479	-0.0056875	0.705262	-0.0022187500000000002	0.488457	-0.054859374999999995	0.704116	-0.0411640625	0.490852	-0.38689843749999997	0.707102	-0.5555234375	0.495048	-6.883859374999999	0.704145	-9.8064609375	0.504561	-39.29546875	0.694253	-54.0878359375	0.255629	-390.736765625	0.25567	-390.8000078125	0.497668	-3.69178125	0.668343	-30.4491640625
0.474383	-0.009156250000000001	0.714105	0.011570312499999999	0.477994	0.0065546875	0.720258	-0.0009609375000000001	0.479008	-0.0364453125	0.718932	-0.051	0.477176	-0.37725781249999996	0.722036	-0.5615	0.478429	-6.66046875	0.71672	-9.976242187499999	0.490347	-38.171507812499996	0.70858	-55.2079453125	0.255595	-390.756703125	0.255682	-390.804921875	0.486544	-3.0565234375	0.676518	-33.6157890625
0.469632	-0.009351562499999999	0.733403	0.0024140625	0.463557	0.0154296875	0.729704	-0.011375	0.469621	-0.03846875	0.733532	-0.0630546875	0.468108	-0.3550859375	0.726916	-0.5657421874999999	0.470171	-6.55278125	0.728867	-10.1381171875	0.480809	-37.44775	0.71801	-55.932953125	0.255605	-390.76028125	0.255651	-390.787375	0.474342	-2.5128593749999997	0.685336	-37.419210937500004
0.455141	0.0041484375	0.738425	-0.004625	0.458442	-0.0206328125	0.740379	0.0056875	0.455422	-0.020437499999999997	0.738429	-0.054757812499999996	0.458641	-0.38825	0.74645	-0.587046875	0.45785	-6.373359375	0.741228	-10.313781249999998	0.466607	-36.3265859375	0.729952	-56.87421875	0.255616	-390.738890625	0.25565	-390.79430468749996	0.461613	-1.9998593749999998	0.69259	-40.875648437500004
0.445312	-0.0171640625	0.758087	-0.0078125	0.443901	-0.00790625	0.760012	-0.0103125	0.44608	-0.0302734375	0.758585	-0.051289062499999996	0.440574	-0.34611718750000003	0.751021	-0.59765625	0.445516	-6.174656249999999	0.749515	-10.4397890625	0.457255	-35.6113125	0.74202	-57.830999999999996	0.255607	-390.7402265625	0.255685	-390.768953125	0.451337	-1.6699374999999999	0.700314	-45.021234375
0.430635	-0.0076171875	0.76787	-0.010890625000000001	0.429742	-0.0090625	0.76505	-0.0138828125	0.427238	-0.0161015625	0.763324	-0.06334375	0.435869	-0.3541171875	0.765906	-0.6047890625	0.432592	-6.033312499999999	0.765869	-10.6735859375	0.443198	-34.48744531249999	0.753745	-58.7185625	0.255591	-390.75969531249996	0.255641	-390.787375	0.437287	-1.2659765625	0.717675	-56.0418046875
0.416567	0.0088671875	0.777836	0.0179296875	0.419851	0.0056875	0.775233	-0.002796875	0.422549	-0.036921875	0.778052	-0.0648828125	0.41747	-0.3149765625	0.780755	-0.6154921875	0.420834	-5.857171875	0.774102	-10.7669140625	0.433775	-33.775929687499996	0.765556	-59.6425703125	0.255608	-390.752484375	0.255667	-390.760078125	0.422046	-0.9383671874999999	0.731596	-67.1574375
0.411591	0.0109921875	0.787244	-0.0044375000000000005	0.405425	-0.016296875000000002	0.790184	0.008484374999999999	0.408351	-0.022078125	0.787618	-0.0630546875	0.413047	-0.3229765625	0.78545	-0.6092187499999999	0.412157	-5.7452421875	0.790205	-11.014109374999999	0.418877	-32.5970078125	0.777178	-60.545171874999994	0.255617	-390.7618203125	0.255635	-390.768953125	0.410349	-0.7259765625	0.743268	-78.4225078125
0.397147	-0.0161953125	0.802117	-0.0002890625	0.40069	-0.0002890625	0.799745	-0.008484374999999999	0.394255	-0.026125000000000002	0.80728	-0.060640625	0.394566	-0.3071640625	0.805034	-0.6335156249999999	0.39603	-5.499390625	0.798373	-11.1161171875	0.409079	-31.8525234375	0.788905	-61.462523437499996	0.255626	-390.7616171875	0.255669	-390.756234375	0.397554	-0.57278125	0.753028	-89.42302343749999
0.382344	-0.00578125	0.811906	-0.010023437500000001	0.381229	-0.0026015625	0.814946	-0.0036640625000000002	0.384496	-0.0257421875	0.812127	-0.07192187500000001	0.385363	-0.3252890625	0.814921	-0.6539609375000001	0.387671	-5.399125	0.810784	-11.2905234375	0.394522	-30.699640625	0.800635	-62.385367187499995	0.255568	-390.760859375	0.255662	-390.75449218750003	0.385144	-0.41446875	0.762187	-101.25403125
0.37299	-0.0098359375	0.826815	0.0010625	0.376296	0.000578125	0.82492	-0.0098359375	0.375157	-0.0419375	0.822137	-0.068453125	0.371724	-0.275546875	0.824556	-0.6531875	0.375128	-5.225484375	0.823216	-11.4575078125	0.384855	-29.94734375	0.812443	-63.30928125	0.255589	-390.755859375	0.255667	-390.7394453125	0.376289	-0.35431250000000003	0.770162	-112.87765625
0.358358	-0.000484375	0.836587	-0.0144609375	0.357108	-0.0018281249999999999	0.839892	-0.002890625	0.360954	-0.0264140625	0.837319	-0.0541796875	0.362415	-0.2766015625	0.834371	-0.6569453125	0.362859	-5.046640625	0.834917	-11.63953125	0.372566	-28.991617187499997	0.824198	-64.23540625	0.255599	-390.7534375	0.255674	-390.7504453125	0.363003	-0.2645546875	0.777763	-125.3288671875
0.348826	-0.0023125	0.846387	0.01484375	0.347068	-0.0065546875	0.849587	0.0063593750000000004	0.346941	-0.0238125	0.851564	-0.07886718749999999	0.348685	-0.2669609375	0.849312	-0.6664921874999999	0.350532	-4.8553671875	0.847763	-11.80034375	0.360417	-28.0543125	0.836002	-65.1624921875	0.255603	-390.753328125	0.25565	-390.7508203125	0.344852	-0.168046875	0.78486	-138.0798359375
0.339178	-0.0149453125	0.860776	-0.005203125	0.337412	-0.0184140625	0.86	-0.019859375	0.337486	-0.018609375	0.856268	-0.054757812499999996	0.339387	-0.2752578125	0.858874	-0.6608046875	0.338162	-4.705445312499999	0.855728	-11.923171875	0.34808	-27.08653125	0.847835	-66.07725	0.255567	-390.7546953125	0.255662	-390.7224765625	0.340254	-0.1346875	0.791722	-151.60092187499998
0.324685	-0.0026015625	0.875671	0.0109921875	0.327767	-0.0036640625000000002	0.869632	-0.013109375	0.328125	-0.035476562499999996	0.875603	-0.0782890625	0.325413	-0.2494140625	0.873881	-0.7011953125	0.329973	-4.5991015625	0.872042	-12.1521484375	0.335962	-26.149515625	0.859457	-66.9800390625	0.255593	-390.76065625	0.2557	-390.7320234375	0.326047	-0.103546875	0.797902	-164.9723828125
0.314935	-0.00125	0.880285	-9.375e-05	0.313088	-0.010218749999999999	0.883717	0.0008671875	0.31383	-0.0284375	0.885054	-0.0575546875	0.311827	-0.2581875	0.883368	-0.6852890625	0.313449	-4.360875	0.880127	-12.2734375	0.326289	-25.40184375	0.871149	-67.87059375	0.25559	-390.7433125	0.255667	-390.71621875	0.312196	-0.0681640625	0.803841	-178.72728125
0.300442	-0.0077109375	0.895108	-0.0228515625	0.298788	0.0038593749999999995	0.898429	0.0014453125	0.29969	-0.0275703125	0.894923	-0.080984375	0.302827	-0.22521875	0.897434	-0.660125	0.305088	-4.2492265625	0.892842	-12.4095703125	0.314162	-24.41903125	0.882719	-68.79257031249999	0.25557	-390.76665625	0.255708	-390.72209375	0.302617	-0.044640625	0.809575	-193.1990703125
0.291091	0.009351562499999999	0.909504	0.0065546875	0.293884	-0.002890625	0.907809	0.0022187500000000002	0.290239	-0.028734375	0.904553	-0.07780468750000001	0.293752	-0.2261796875	0.906042	-0.7113203125	0.288695	-4.0072343749999995	0.904599	-12.591781249999999	0.302071	-23.4951171875	0.894631	-69.7022109375	0.255589	-390.77570312499995	0.255667	-390.6986640625	0.288437	-0.0258359375	0.815044	-207.9163359375
0.276034	-0.0026015625	0.919212	-0.016875	0.27952	0.0010625	0.917192	-0.0021171874999999997	0.280414	-0.023523437499999997	0.923674	-0.08946875	0.275069	-0.213453125	0.919912	-0.73821875	0.280346	-3.8920234375	0.917041	-12.7736171875	0.289769	-22.551734375	0.906465	-70.632578125	0.255582	-390.78825	0.255704	-390.70928906250003	0.278741	-0.0241953125	0.820334	-222.98483593749998
0.266608	0.002890625	0.934239	0.004046875	0.264868	0.0062656249999999995	0.931604	-0.004046875	0.266332	-0.0343203125	0.928581	-0.086484375	0.265998	-0.20960156249999998	0.929217	-0.7124765625	0.271861	-3.7854921875	0.92929	-12.9418515625	0.277883	-21.611632812499998	0.918374	-71.56940625	0.255605	-390.76095312499996	0.255708	-390.68528125	0.269083	-0.0218828125	0.825517	-238.74170312500002
0.257072	-0.010796875	0.943698	0.0044375000000000005	0.255032	-0.0124375	0.9412	-0.014078125	0.252223	-0.0177421875	0.943253	-0.0676796875	0.25555	-0.209890625	0.942689	-0.754125	0.255473	-3.5718437499999998	0.941474	-13.1068125	0.26609	-20.674703124999997	0.930449	-72.51596875	0.255391	-390.44528906249997	0.255663	-390.6817890625	0.254246	-0.018125	0.83052	-254.85991406250002
0.24249	-0.004242187499999999	0.953684	-0.0056875	0.240622	-0.010703124999999999	0.9555	0.007421875	0.242932	-0.009351562499999999	0.952794	-0.0891796875	0.240237	-0.1813515625	0.952017	-0.7410156250000001	0.243255	-3.3835546874999998	0.953753	-13.294812499999999	0.254334	-19.7759609375	0.942493	-73.444796875	0.25469	-389.38102343749995	0.255718	-390.67765625	0.239703	-0.0211171875	0.835537	-271.89674218749997
0.228133	-0.0058828125	0.963635	0.00453125	0.230872	0.0022187500000000002	0.965265	-0.011085937499999999	0.233551	-0.030367187499999997	0.967349	-0.058328125	0.235206	-0.18732812499999998	0.965858	-0.7610703125	0.234921	-3.2483828125	0.962075	-13.3905546875	0.245043	-19.035140624999997	0.954648	-74.392515625	0.253822	-388.0096796875	0.255703	-390.674859375	0.230216	-0.0020234375	0.840288	-288.8912265625
0.218509	0.002703125	0.978097	0.00790625	0.220307	-0.0256484375	0.979841	0.0002890625	0.21944	-0.0264140625	0.976624	-0.07500781249999999	0.214399	-0.1677578125	0.97992	-0.7732187500000001	0.217868	-3.0226875	0.978556	-13.63321875	0.230896	-17.934124999999998	0.966866	-75.3260703125	0.252009	-385.30910156249996	0.255705	-390.6677265625	0.220105	-0.0274765625	0.844971	-306.4989296875
0.208914	0.0006718750000000001	0.993011	0.0015390624999999998	0.205479	-0.015234375	0.989234	-0.0086796875	0.204342	-0.0053046875	0.991225	-0.0698984375	0.204555	-0.16322656249999998	0.98887	-0.798671875	0.209735	-2.9063125	0.986694	-13.742359375000001	0.218974	-17.020046875	0.978729	-76.27696875	0.249987	-382.1924921875	0.25573	-390.6580703125	0.205252	0.02371875	0.84971	-325.1448515625
0.193675	-0.0056875	1.002565	0.0158125	0.19558	0.0076171875	1.00377	0.011953124999999998	0.199287	-0.0161953125	1.000741	-0.09159375	0.19955	-0.1435546875	1.003011	-0.7700390625	0.197825	-2.7296875	0.9993	-13.8949765625	0.207165	-16.1088671875	0.988243	-77.0227109375	0.24754	-378.3943828125	0.255709	-390.6641484375	0.195341	-0.005203125	0.854305	-344.11653125000004
0.183715	0.019859375	1.012322	-0.0098359375	0.180387	-0.0024140625	1.013283	-0.028632812499999997	0.179354	-0.019375	1.015173	-0.08580468749999999	0.178789	-0.14615625	1.012047	-0.7868124999999999	0.184881	-2.5572109375	1.011122	-14.0891484375	0.197637	-15.328515625	1.002955	-78.15256249999999	0.244589	-373.9258125	0.255718	-390.64785156249997	0.185594	-0.0024140625	0.858839	-363.60210156249997
0.173978	-0.008289062500000001	1.027181	0.0078125	0.170495	-0.0087734375	1.023262	0.0037578125	0.169124	-0.028921875	1.024867	-0.0833984375	0.174158	-0.12909375	1.021185	-0.80484375	0.172248	-2.3844453125	1.023861	-14.2494765625	0.183478	-14.2443671875	1.012429	-78.88325781249999	0.235989	-360.760578125	0.255724	-390.640921875	0.170577	0.021789062499999998	0.8632	-382.9312890625
0.15855	0.0104140625	1.036867	-0.0002890625	0.160366	-0.018320312499999998	1.037153	-0.00453125	0.164496	-0.009546875	1.039446	-0.0710546875	0.158634	-0.12041406249999999	1.039518	-0.8062890625	0.163912	-2.251296875	1.036042	-14.401421875	0.173793	-13.5051875	1.026844	-80.01599218749999	0.227364	-347.5296796875	0.255774	-390.656265625	0.160734	0.0029921874999999996	0.864702	-390.484546875
0.148625	-0.0023125	1.046415	-0.0076171875	0.150312	-0.0075234375	1.051759	-0.0053984375	0.144251	-0.009734375	1.048733	-0.079734375	0.148442	-0.130640625	1.048815	-0.8085078124999999	0.151236	-2.1140078124999997	1.048369	-14.614109375	0.159676	-12.3823828125	1.036328	-80.75671874999999	0.219266	-335.0701875	0.255726	-390.65046874999996	0.146116	0.0105078125	0.864532	-390.4979375
0.133884	-0.0170625	1.061324	0.0023125	0.135331	0.0086796875	1.061385	-0.0126328125	0.139455	-0.011859375	1.058454	-0.07934375	0.132995	-0.1185859375	1.057898	-0.8443671875	0.138531	-1.9193515625	1.056625	-14.719679687500001	0.150251	-11.6565	1.048678	-81.7197734375	0.210747	-321.975125	0.255759	-390.62934375000003	0.136074	-0.005015625	0.864356	-390.51770312499997
0.123573	0.0154296875	1.075959	-0.009351562499999999	0.125082	-0.016390625	1.070808	-0.0092578125	0.124174	-0.0070390625	1.072636	-0.10374218749999999	0.128025	-0.11145312499999999	1.076352	-0.829421875	0.126151	-1.737234375	1.072916	-14.926765625	0.136224	-10.561554687500001	1.060607	-82.6619921875	0.201905	-308.445453125	0.25574	-390.63059374999995	0.126003	-0.0161015625	0.864249	-390.52553125
0.11353	-0.00125	1.080698	0.001734375	0.110032	0.007132812499999999	1.085124	-0.0160078125	0.109108	-0.014265624999999999	1.086946	-0.09149218749999999	0.11298	-0.0709609375	1.080971	-0.8441796874999999	0.113307	-1.5588749999999998	1.08105	-15.0587578125	0.124052	-9.60515625	1.072709	-83.58108593749999	0.192974	-294.80046875	0.255745	-390.6199140625	0.111234	-0.011664062499999999	0.864059	-390.5293671875
0.103413	-0.0008671875	1.100779	0.0063593750000000004	0.099782	0.0053984375	1.094739	0.00115625	0.104139	0.0002890625	1.096777	-0.09486718749999999	0.097414	-0.084359375	1.095068	-0.846203125	0.104648	-1.4696953125	1.093398	-15.2241953125	0.114319	-8.810828124999999	1.084582	-84.5253359375	0.184413	-281.6870078125	0.255742	-390.6234609375	0.101503	0.000484375	0.863941	-390.54220312499996
0.083509	0.0047265625	1.110157	-9.375e-05	0.089737	0.0022187500000000002	1.109268	-0.00115625	0.089057	-0.0126328125	1.106304	-0.0907265625	0.092624	-0.0614140625	1.108334	-0.8889140624999999	0.087755	-1.2116953125	1.105762	-15.4046796875	0.10189	-7.884890625	1.096656	-85.4663046875	0.174978	-267.17395312499997	0.255734	-390.63300781249995	0.091885	0.011953124999999998	0.863826	-390.5389140625
