photo__60p__p1__0.6Sun__Rv__scan0	photo__60p__p1__0.6Sun__Rv__scan0	photo__60p__p1__0.6Sun__Fw__scan0	photo__60p__p1__0.6Sun__Fw__scan0	photo__60p__p2__0.6Sun__Rv__scan0	photo__60p__p2__0.6Sun__Rv__scan0	photo__60p__p2__0.6Sun__Fw__scan0	photo__60p__p2__0.6Sun__Fw__scan0	photo__60p__p3__0.6Sun__Rv__scan0	photo__60p__p3__0.6Sun__Rv__scan0	photo__60p__p3__0.6Sun__Fw__scan0	photo__60p__p3__0.6Sun__Fw__scan0	photo__60p__p4__0.6Sun__Rv__scan0	photo__60p__p4__0.6Sun__Rv__scan0	photo__60p__p4__0.6Sun__Fw__scan0	photo__60p__p4__0.6Sun__Fw__scan0	photo__60p__p5__0.6Sun__Rv__scan0	photo__60p__p5__0.6Sun__Rv__scan0	photo__60p__p5__0.6Sun__Fw__scan0	photo__60p__p5__0.6Sun__Fw__scan0	photo__60p__p6__0.6Sun__Rv__scan0	photo__60p__p6__0.6Sun__Rv__scan0	photo__60p__p6__0.6Sun__Fw__scan0	photo__60p__p6__0.6Sun__Fw__scan0	photo__60p__p7__0.6Sun__Rv__scan0	photo__60p__p7__0.6Sun__Rv__scan0	photo__60p__p7__0.6Sun__Fw__scan0	photo__60p__p7__0.6Sun__Fw__scan0	photo__60p__p8__0.6Sun__Rv__scan0	photo__60p__p8__0.6Sun__Rv__scan0	photo__60p__p8__0.6Sun__Fw__scan0	photo__60p__p8__0.6Sun__Fw__scan0
1.398418	0.0014453125	-0.199557	0.0066484375	1.399199	-0.0132109375	-0.202123	0.006171875	1.40049	-0.1011328125	-0.196516	0.0212109375	1.400935	-1.108921875	-0.199737	0.1586796875	1.401038	-19.5207578125	-0.202672	2.8396484374999997	1.400627	-109.183171875	-0.194012	15.1939140625	0.255962	-390.7802421875	-0.090272	139.34953124999998	0.862221	-390.838453125	-0.196709	10.670289062499998
1.393332	-0.0098359375	-0.184991	-0.0001953125	1.389536	-0.011375	-0.187468	0.016578125000000003	1.385535	-0.1208984375	-0.191708	0.0090625	1.386073	-1.0641875	-0.190319	0.155015625	1.389058	-19.345390625	-0.190385	2.6716249999999997	1.393327	-108.6159921875	-0.191613	14.9982109375	0.255971	-390.79459375	-0.099729	153.89521875	0.861973	-390.4596640625	-0.192318	10.6669140625
1.373419	-0.0047265625	-0.180068	0.0013515625	1.379724	-0.0201484375	-0.178281	0.00328125	1.375904	-0.0996875	-0.177362	0.010796875	1.375463	-1.0933046875	-0.181095	0.16696875	1.380911	-19.2109921875	-0.178223	2.494046875	1.386256	-108.069625	-0.184676	14.445343750000001	0.255691	-390.43614843750004	-0.107851	166.3032734375	0.861844	-390.49130468749996	-0.177917	10.6624765625
1.368818	-0.0076171875	-0.165339	0.016390625	1.360697	0.0007734374999999999	-0.168532	0.0065546875	1.365601	-0.11820312499999999	-0.167866	0.02621875	1.365542	-1.0797109375	-0.162488	0.130046875	1.364581	-19.000140624999997	-0.170196	2.3711328125	1.376648	-107.31260156249999	-0.177197	13.852265625	0.255974	-390.778875	-0.115721	178.35434375	0.861724	-390.4868515625	-0.163038	10.6721171875
1.354569	0.0064609375000000005	-0.155975	-0.0020234375	1.355758	-0.015132812499999999	-0.149308	0.008390625	1.355792	-0.1056640625	-0.153612	0.026609375	1.350268	-1.06659375	-0.157961	0.112984375	1.356413	-18.899296874999997	-0.154134	2.1505625	1.365099	-106.40132812499999	-0.165545	12.9513828125	0.255717	-390.442203125	-0.1226	188.9165703125	0.861609	-390.49717968749997	-0.158336	10.6537109375
1.339746	-0.019085937499999997	-0.141434	0.015132812499999999	1.341131	-0.004242187499999999	-0.144601	-0.0037578125	1.341223	-0.1164609375	-0.139574	0.0103125	1.345652	-1.0408515624999999	-0.144116	0.12493749999999999	1.344153	-18.736648437499998	-0.145729	2.051171875	1.35258	-105.4001875	-0.153661	12.0226328125	0.255963	-390.7782109375	-0.127777	196.868484375	0.861495	-390.5065234375	-0.138692	10.64725
1.329982	-0.004046875	-0.132204	-0.0136875	1.331517	-0.0007734374999999999	-0.12998	-0.0030859375	1.331573	-0.0936171875	-0.134639	0.00684375	1.330038	-1.0549296875	-0.130225	0.0923515625	1.332008	-18.550765625	-0.133789	1.8660781249999998	1.339792	-104.447359375	-0.141843	11.1183671875	0.255715	-390.4412421875	-0.130578	201.1643046875	0.861413	-390.52215624999997	-0.128835	10.667296875
1.315595	0.0075234375	-0.116714	0.00125	1.31694	-0.01590625	-0.120216	0.011953124999999998	1.316731	-0.104796875	-0.120632	0.00684375	1.315057	-1.038828125	-0.11611	0.09794531249999999	1.323707	-18.4389296875	-0.121609	1.694671875	1.329879	-103.65321875	-0.132463	10.384546875	0.255946	-390.7660703125	-0.125645	193.559828125	0.861252	-390.51327343749995	-0.119318	10.6621875
1.310517	0.001734375	-0.107071	-0.0188984375	1.307253	-0.008	-0.105663	0.015132812499999999	1.302019	-0.105375	-0.105538	0.0020234375	1.305304	-1.0038359374999999	-0.111588	0.09196874999999999	1.30745	-18.220460937499997	-0.109466	1.5428359374999998	1.317205	-102.6575859375	-0.120565	9.438640625	0.255944	-390.76578125	-0.119979	184.9035	0.86113	-390.5137421875	-0.109833	10.637125000000001
1.295926	0.014078125	-0.096648	0.0132109375	1.292973	0.00453125	-0.096375	0.0036640625000000002	1.297406	-0.09882031250000001	-0.095362	0.016578125000000003	1.295171	-1.0148281250000002	-0.097692	0.074328125	1.29514	-18.041328125	-0.097501	1.3524375	1.307144	-101.865953125	-0.106286	8.329523437499999	0.255714	-390.4359453125	-0.114051	175.8231796875	0.861022	-390.5402578125	-0.09523	10.6431015625
1.281066	-0.0008671875	-0.082045	-0.0006718750000000001	1.282898	-0.034515625	-0.085881	0.008	1.28269	-0.0984375	-0.080825	0.0087734375	1.279638	-1.0117421875000001	-0.078984	0.062468749999999997	1.287096	-17.92525	-0.08499	1.1897109375	1.291721	-100.69253124999999	-0.096783	7.6022578124999995	0.255924	-390.75073437500004	-0.107358	165.60771875	0.860915	-390.54904687500004	-0.085552	10.6550546875
1.27152	0.0025078125	-0.072206	-0.0144609375	1.273432	-0.01928125	-0.070834	0.026703125	1.27264	-0.0983359375	-0.070853	0.0019296874999999998	1.274732	-0.9993984375	-0.073888	0.0729765625	1.274682	-17.7644375	-0.072193	1.0052890625000002	1.281745	-99.87998437499999	-0.082433	6.47665625	0.255907	-390.74919531250004	-0.101083	155.95371875	0.860821	-390.5355390625	-0.070916	10.6430078125
1.256736	0.0023125	-0.056947	0.011570312499999999	1.259121	-0.0127265625	-0.061051	-0.017351562499999997	1.258024	-0.096890625	-0.060553	0.012046875	1.259816	-0.9774140625	-0.060048	0.035960937500000005	1.258578	-17.5423046875	-0.063775	0.873796875	1.271523	-99.0969296875	-0.073093	5.7433125	0.255975	-390.762203125	-0.09465	146.11703125	0.860701	-390.54796874999994	-0.06109	10.6441640625
1.246851	0.0098359375	-0.05204	0.0009609375000000001	1.249636	-0.003375	-0.04559	0.009640625	1.248054	-0.0938046875	-0.050602	0.0090625	1.244485	-0.985421875	-0.049558	0.041453125	1.250265	-17.415140625	-0.050914	0.7337265625	1.258788	-98.11497656249999	-0.061139	4.831921875	0.255696	-390.3881328125	-0.08768	135.42862499999998	0.860623	-390.5482578125	-0.046701	10.64725
1.237292	-0.0241953125	-0.037	0.0066484375	1.23521	0.010125	-0.035842	-0.012531249999999999	1.23344	-0.1030625	-0.036088	-0.002796875	1.239763	-0.965171875	-0.034351	0.0406796875	1.237647	-17.24815625	-0.038198	0.544578125	1.245988	-97.143828125	-0.049517	3.8944921875	0.255937	-390.75449218750003	-0.080419	124.247875	0.860512	-390.54587499999997	-0.03707	10.665375
1.227775	0.018507812499999998	-0.022045	0.00896875	1.225244	-0.011859375	-0.025775	-0.0060703125	1.228434	-0.10865625	-0.02574	-0.001640625	1.219461	-0.9442499999999999	-0.029155	0.033257812500000004	1.229511	-17.118390625	-0.025514	0.36209375	1.235963	-96.339953125	-0.037874	2.982328125	0.255931	-390.748609375	-0.073178	113.177515625	0.860413	-390.5539609375	-0.027178	10.6355859375
1.208113	0.00453125	-0.016833	0.00453125	1.210868	-0.00559375	-0.010701	0.0065546875	1.213794	-0.0976640625	-0.010878	0.011570312499999999	1.21487	-0.93625	-0.008618	0.008484374999999999	1.213178	-16.8933671875	-0.017144	0.2341640625	1.223572	-95.3578125	-0.02572	2.0727656249999997	0.25591	-390.7483203125	-0.065897	102.013640625	0.860335	-390.575265625	-0.012504	10.627968749999999
1.203184	0.0015390624999999998	0.002913	-0.0018281249999999999	1.20097	-0.018125	-0.005582	-0.008390625	1.199441	-0.0829140625	-0.00089	0.0054921875	1.19907	-0.9382734374999999	-0.003741	-0.0081015625	1.204581	-16.7900078125	-0.004385	0.07278124999999999	1.210893	-94.3758671875	-0.013775	1.1071875	0.255928	-390.7414765625	-0.058145	90.1134375	0.86023	-390.58318749999995	-0.002615	10.6401171875
1.188334	-0.0122421875	0.008086	9.375e-05	1.191256	-0.014171875	0.009637	0.0054921875	1.184566	-0.09746874999999999	0.009094	0.006171875	1.18903	-0.9295	0.011393	-0.0206328125	1.188207	-16.5487890625	0.008289	-0.1196484375	1.20089	-93.59965625	-0.001605	0.18971875	0.255706	-390.39054687500004	-0.05	77.6676953125	0.860151	-390.5872265625	0.011813	10.6338203125
1.178284	-0.023234375	0.023199	-0.00453125	1.176995	-0.005109374999999999	0.024463	0.0086796875	1.179624	-0.079828125	0.019179	0.00038281249999999996	1.17897	-0.9145546875	0.021719	0.0022187500000000002	1.179981	-16.444859375	0.021006	-0.2809453125	1.188745	-92.6274453125	0.008034	-0.591578125	0.255937	-390.7290546875	-0.042013	65.4016484375	0.86008	-390.5903125	0.021674	10.6106484375
1.163762	-0.040007812499999997	0.032841	-0.0114765625	1.162143	0.013015625	0.034715	-0.009640625	1.164965	-0.08464843749999999	0.034354	-0.0036640625000000002	1.163682	-0.9127265625	0.031687	-0.032203125	1.167655	-16.260710937499997	0.033645	-0.47385937499999997	1.176735	-91.71134375	0.022998	-1.7501562499999999	0.255675	-390.39950781249996	-0.034041	53.201148437499995	0.859991	-390.5869375	0.031603	10.629320312499999
