Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Start Date: ,Apr-25-2023 15_14_00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Volts_output,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,Pixel 2_0 V,Pixel 2_0 mA,Pixel 2_1 V,Pixel 2_1 mA,Pixel 2_2 V,Pixel 2_2 mA,Pixel 2_3 V,Pixel 2_3 mA,Pixel 2_4 V,Pixel 2_4 mA,Pixel 2_5 V,Pixel 2_5 mA,Pixel 2_6 V,Pixel 2_6 mA,Pixel 2_7 V,Pixel 2_7 mA,Pixel 3_0 V,Pixel 3_0 mA,Pixel 3_1 V,Pixel 3_1 mA,Pixel 3_2 V,Pixel 3_2 mA,Pixel 3_3 V,Pixel 3_3 mA,Pixel 3_4 V,Pixel 3_4 mA,Pixel 3_5 V,Pixel 3_5 mA,Pixel 3_6 V,Pixel 3_6 mA,Pixel 3_7 V,Pixel 3_7 mA,ARDUINOID
0.7530,1.20,0.1578,-18.1000,1.1684,-4.3500,0.1200,-19.6500,1.1685,-5.2000,0.7248,-17.5500,1.1643,-2.8250,1.1640,0.0250,1.1696,-5.7500,1.1676,-5.7750,1.1680,0.0750,1.1750,0.0500,1.1725,-5.0750,1.1634,-3.8250,1.1376,-16.5000,1.1646,-6.2000,1.1605,-5.2000,1.1524,-4.0500,1.1484,-4.1500,1.1524,-4.0250,1.1485,-5.4250,1.1441,-0.8750,1.1447,-6.9500,1.1413,-3.1000,1.1483,-2.9000,1.1613,-3.4000,1.1724,-3.9750,1.1520,0.0500,1.1623,-3.3750,1.1670,0.0000,1.1600,0.0250,1.1444,-3.6000,1.1563,-3.2250,0
1.5490,1.17,0.1578,-18.1750,1.1444,-3.5000,0.1180,-19.5750,1.1444,-4.2000,0.7237,-17.5000,1.1402,-2.2750,1.1390,0.0000,1.1445,-5.0000,1.1425,-5.0250,1.1440,0.0500,1.1480,0.0250,1.1464,-4.2000,1.1393,-3.1250,1.1356,-16.5000,1.1406,-5.6750,1.1365,-4.5250,1.1284,-3.5750,1.1244,-3.7000,1.1294,-3.7000,1.1275,-4.9750,1.1211,-0.8000,1.1206,-6.4000,1.1182,-2.4000,1.1252,-2.3500,1.1373,-2.6750,1.1483,-3.3000,1.1300,0.0250,1.1403,-2.8000,1.1420,0.0250,1.1360,0.0500,1.1204,-3.5250,1.1323,-3.2000,0
2.3450,1.14,0.1578,-18.1000,1.1163,-2.6500,0.1180,-19.6000,1.1193,-3.1750,0.7218,-17.5250,1.1132,-1.7000,1.1150,0.0000,1.1204,-4.2750,1.1164,-4.3250,1.1200,0.0500,1.1240,0.0250,1.1213,-3.4250,1.1123,-2.5500,1.1176,-15.7500,1.1145,-5.1500,1.1094,-3.9250,1.1043,-3.1000,1.1003,-3.2750,1.1073,-3.3750,1.1044,-4.4250,1.0991,-0.7000,1.0966,-5.7500,1.0962,-1.7000,1.1002,-1.7750,1.1122,-2.0000,1.1243,-2.6250,1.1040,0.0750,1.1122,-2.2500,1.1170,0.0250,1.1120,0.0250,1.0954,-3.5000,1.1063,-3.2000,0
3.1410,1.11,0.1578,-18.1250,1.0922,-1.9000,0.1180,-19.6000,1.0952,-2.2500,0.7228,-17.5750,1.0891,-1.2750,1.0890,0.0250,1.0954,-3.6000,1.0934,-3.7000,1.0960,0.0250,1.1000,0.0750,1.0963,-2.6750,1.0882,-1.9500,1.0945,-14.9000,1.0895,-4.6000,1.0873,-3.3500,1.0803,-2.6500,1.0783,-2.8500,1.0843,-3.0000,1.0804,-3.9750,1.0761,-0.6750,1.0755,-5.2250,1.0721,-1.0250,1.0771,-1.2750,1.0881,-1.3500,1.1002,-1.9000,1.0790,0.0750,1.0882,-1.7750,1.0920,-0.0250,1.0880,0.0250,1.0723,-3.5000,1.0813,-3.2000,0
3.9380,1.08,0.1578,-18.1250,1.0681,-1.2000,0.1180,-19.5750,1.0701,-1.4500,0.7238,-17.5500,1.0641,-0.8000,1.0640,0.0500,1.0703,-2.9250,1.0683,-3.1000,1.0700,0.0750,1.0730,0.0500,1.0722,-1.9250,1.0641,-1.4250,1.0694,-13.9750,1.0644,-4.1000,1.0603,-2.8250,1.0582,-2.1750,1.0562,-2.4750,1.0603,-2.7000,1.0584,-3.5000,1.0521,-0.6000,1.0515,-4.7000,1.0480,-0.4750,1.0551,-0.8000,1.0641,-0.7500,1.0741,-1.3000,1.0560,0.0250,1.0641,-1.2000,1.0680,0.0500,1.0640,0.0000,1.0483,-3.4250,1.0573,-3.2000,0
