D1__testMartin__p1__1.0Sun__Rv__scan0	D1__testMartin__p1__1.0Sun__Rv__scan0	D1__testMartin__p1__1.0Sun__Fw__scan0	D1__testMartin__p1__1.0Sun__Fw__scan0	D1__testMartin__p2__1.0Sun__Rv__scan0	D1__testMartin__p2__1.0Sun__Rv__scan0	D1__testMartin__p2__1.0Sun__Fw__scan0	D1__testMartin__p2__1.0Sun__Fw__scan0	D1__testMartin__p3__1.0Sun__Rv__scan0	D1__testMartin__p3__1.0Sun__Rv__scan0	D1__testMartin__p3__1.0Sun__Fw__scan0	D1__testMartin__p3__1.0Sun__Fw__scan0	D1__testMartin__p4__1.0Sun__Rv__scan0	D1__testMartin__p4__1.0Sun__Rv__scan0	D1__testMartin__p4__1.0Sun__Fw__scan0	D1__testMartin__p4__1.0Sun__Fw__scan0	D1__testMartin__p5__1.0Sun__Rv__scan0	D1__testMartin__p5__1.0Sun__Rv__scan0	D1__testMartin__p5__1.0Sun__Fw__scan0	D1__testMartin__p5__1.0Sun__Fw__scan0	D1__testMartin__p6__1.0Sun__Rv__scan0	D1__testMartin__p6__1.0Sun__Rv__scan0	D1__testMartin__p6__1.0Sun__Fw__scan0	D1__testMartin__p6__1.0Sun__Fw__scan0	D1__testMartin__p7__1.0Sun__Rv__scan0	D1__testMartin__p7__1.0Sun__Rv__scan0	D1__testMartin__p7__1.0Sun__Fw__scan0	D1__testMartin__p7__1.0Sun__Fw__scan0	D1__testMartin__p8__1.0Sun__Rv__scan0	D1__testMartin__p8__1.0Sun__Rv__scan0	D1__testMartin__p8__1.0Sun__Fw__scan0	D1__testMartin__p8__1.0Sun__Fw__scan0
0.873224	-0.00675	0.326684	-0.01928125	0.868099	0.00684375	0.331174	0.0149453125	0.875971	10.088664062500001	0.328367	18.2635625	0.872323	-0.00328125	0.328646	0.0044375000000000005	0.870826	0.0136875	0.328185	-0.0029921874999999996	0.874936	11.605015625	0.330007	19.186406249999997	0.876714	9.9443359375	0.330945	18.1256875	0.869103	0.0054921875	0.328382	-0.0122421875
0.858439	-0.0128203125	0.341222	-0.019085937499999997	0.857523	-0.0026015625	0.340846	0.008390625	0.862653	10.5608828125	0.341937	18.1599140625	0.857457	0.0056875	0.337906	0.001734375	0.856097	0.0008671875	0.337943	0.0001953125	0.865165	11.965109374999999	0.33956	19.1804296875	0.863714	10.4448046875	0.340135	18.0710234375	0.859037	-0.0009609375000000001	0.34329	0.011953124999999998
0.843884	0.004046875	0.35601	-0.005015625	0.842823	-0.013789062500000001	0.350704	-0.009734375	0.852073	10.906226562499999	0.351052	18.088765625	0.847454	-0.0106015625	0.356732	0.019765625000000002	0.845975	-0.007132812499999999	0.357501	-0.0020234375	0.852201	12.4928671875	0.353864	19.09125	0.850158	10.8909921875	0.354691	17.9893671875	0.84373	0.0056875	0.352837	0.00346875
0.834023	-0.011570312499999999	0.360943	-0.0015390624999999998	0.838003	-0.011085937499999999	0.365246	-0.0047265625	0.83835	11.342296874999999	0.364534	17.9809765625	0.83302	0.0109921875	0.361314	-0.0069453125	0.836287	0.018507812499999998	0.362407	-0.0069453125	0.838657	12.9864921875	0.363616	19.0746640625	0.839872	11.2220703125	0.364176	17.95340625	0.834193	0.028632812499999997	0.36251	-0.0167734375
0.818806	-0.0021171874999999997	0.379972	-0.025453125	0.823047	-0.0069453125	0.379888	-0.002796875	0.827616	11.633843749999999	0.378196	17.85159375	0.817897	-0.014265624999999999	0.375269	0.002890625	0.821667	0.0056875	0.377023	0.02159375	0.825042	13.466906250000001	0.37781	19.0107421875	0.829472	11.5500625	0.373694	17.890062500000003	0.824515	0.002890625	0.376782	0.0014453125
0.814088	-0.008578125	0.389807	0.009640625	0.808648	0.0191875	0.384619	-0.00125	0.813234	12.043304687500001	0.387275	17.781499999999998	0.813294	0.0038593749999999995	0.389272	-0.009351562499999999	0.806808	-0.0077109375	0.38678	0.018703124999999998	0.818094	13.68884375	0.387454	18.9748828125	0.815593	11.9561484375	0.392601	17.78815625	0.80975	-0.002890625	0.391683	-0.014171875
0.799569	0.0144609375	0.39948	0.0022187500000000002	0.798308	-0.01234375	0.399529	0.0037578125	0.802186	12.336679687499998	0.396131	17.70225	0.798133	-0.01128125	0.398867	-0.0041484375	0.801804	0.0022187500000000002	0.401244	0.0132109375	0.804256	14.117875	0.401435	18.9063359375	0.801262	12.3309921875	0.397262	17.748625	0.799733	-0.017453125	0.401272	0.0252578125
0.784701	-0.009640625	0.409212	0.0024140625	0.783723	0.000578125	0.41388	-0.022078125	0.790976	12.58475	0.414077	17.539703125	0.788299	-0.017640625	0.412773	-0.005015625	0.7871	-0.0128203125	0.415657	0.002890625	0.790081	14.508828124999999	0.410801	18.858703125	0.790729	12.613765625000001	0.41134	17.6887578125	0.785282	0.006171875	0.410936	-0.0077109375
0.775038	-0.0090625	0.42368	-0.0053046875	0.778742	0.008390625	0.423852	-0.0072343749999999995	0.779843	12.85653125	0.422885	17.459203125	0.773858	-0.005203125	0.422125	-0.005109374999999999	0.772594	0.0103125	0.420275	-0.00346875	0.779153	14.804804687499999	0.424792	18.7879375	0.77979	12.900007812499998	0.425103	17.5561875	0.775605	0.0106015625	0.420884	0.017640625
0.760437	0.005976562499999999	0.43838	0.0035703124999999997	0.763794	-0.005015625	0.438501	-0.002796875	0.768434	13.121078124999999	0.431883	17.372140625	0.763503	-0.00125	0.435709	0.0	0.762529	-0.026703125	0.434976	0.0063593750000000004	0.768302	15.090187499999999	0.434235	18.726625	0.768762	13.152031249999999	0.434945	17.520421875	0.760964	-0.0149453125	0.435221	0.005203125
0.755397	0.005203125	0.447843	0.0047265625	0.749188	0.01475	0.448176	-0.004242187499999999	0.753146	13.43615625	0.449421	17.204671875	0.749151	-0.0021171874999999997	0.449499	-0.029601562499999998	0.753051	-0.0023125	0.449526	-0.0122421875	0.753469	15.4399609375	0.448174	18.649492187499998	0.752926	13.405109375	0.447915	17.427867187500002	0.751229	0.0038593749999999995	0.449587	0.0038593749999999995
0.740569	0.0018281249999999999	0.457557	0.020539062499999997	0.738851	-0.0031796875000000002	0.457626	-0.0021171874999999997	0.741583	13.667351562499999	0.458299	17.1330390625	0.739173	0.0179296875	0.458916	-0.007421875	0.738219	-0.007132812499999999	0.459349	0.007421875	0.746133	15.5846796875	0.457112	18.5956015625	0.74177	13.667640624999999	0.456466	17.3863125	0.741444	-0.011953124999999998	0.4594	-0.0171640625
0.726017	-0.005976562499999999	0.471809	0.001734375	0.728972	-0.009734375	0.472561	0.0228515625	0.729804	13.90028125	0.466391	17.0627578125	0.72928	-0.0081015625	0.468336	-0.0023125	0.728496	-0.0020234375	0.469333	0.0062656249999999995	0.731217	15.9090078125	0.471062	18.514515624999998	0.734058	13.8033828125	0.469351	17.279875	0.727062	0.0078125	0.468985	0.008578125
0.716698	0.0062656249999999995	0.481634	-0.018796875	0.714431	0.0155234375	0.482045	-0.0015390624999999998	0.721894	14.0350625	0.482972	16.8713828125	0.719406	0.0109921875	0.482311	0.00115625	0.718924	0.0088671875	0.483182	0.003375	0.719954	16.1327734375	0.479922	18.44934375	0.718523	14.10640625	0.482354	17.166015625	0.71698	0.0035703124999999997	0.483398	-0.00346875
0.701533	0.015328125000000001	0.49584	-0.0212109375	0.704032	-0.005203125	0.497094	0.017546875	0.706162	14.337890625	0.491309	16.794734374999997	0.699751	-0.0053984375	0.496188	-0.005015625	0.704192	0.001734375	0.498162	0.0009609375000000001	0.708422	16.356640624999997	0.493713	18.363632812499997	0.706388	14.275703125	0.490866	17.1123125	0.702918	-0.0025078125	0.498196	0.008289062500000001
0.696679	-0.009351562499999999	0.506182	0.0128203125	0.694206	-0.0019296874999999998	0.506554	0.0106015625	0.693898	14.5103671875	0.503795	16.647515625	0.694868	0.0126328125	0.505558	0.019765625000000002	0.689599	-0.0056875	0.503134	0.01234375	0.692546	16.619359375	0.50711	18.194046875	0.694754	14.5084375	0.507735	16.935203124999997	0.692665	-0.02025	0.503047	-0.0132109375
0.681852	0.0031796875000000002	0.520728	0.006171875	0.679485	-0.010796875	0.5164	0.0075234375	0.686139	14.6416796875	0.516589	16.5248828125	0.679794	-0.010796875	0.514705	-0.00328125	0.684557	-0.003375	0.522477	-0.0081953125	0.684909	16.7468203125	0.516133	18.1606875	0.686264	14.6219140625	0.516321	16.87465625	0.683207	-0.0064609375000000005	0.517651	0.005015625
0.667382	-0.0160078125	0.525579	-0.016875	0.669631	0.0135	0.53124	0.0111875	0.670417	14.897265625	0.528808	16.371585937499997	0.670121	0.0010625	0.533633	-0.0171640625	0.669869	0.0008671875	0.527299	-0.0212109375	0.668441	16.983703124999998	0.528479	18.056078125	0.670727	14.878945312499999	0.524892	16.790687499999997	0.668624	-0.0001953125	0.532012	0.0014453125
0.657633	0.006171875	0.545067	0.010796875	0.654636	-0.007421875	0.540469	-0.023140624999999998	0.658614	15.0833359375	0.541065	16.25878125	0.655419	-0.0035703124999999997	0.542752	-0.014078125	0.655078	0.0006718750000000001	0.542458	0.026898437499999997	0.66027	17.0898515625	0.5413	17.90596875	0.658228	15.052296875	0.541599	16.626398437499997	0.658928	-0.0053984375	0.542533	-0.0099296875
0.642945	0.010125	0.554976	-0.021984375	0.644871	-0.002796875	0.555658	0.0044375000000000005	0.650526	15.174734375	0.549601	16.137593749999997	0.645741	0.016875	0.552461	0.0023125	0.64527	0.018703124999999998	0.552321	0.0072343749999999995	0.648061	17.259437499999997	0.553763	17.78921875	0.646443	15.2121484375	0.550367	16.54734375	0.644095	0.0098359375	0.556589	-0.0024140625
0.633279	0.00115625	0.564793	-0.0013515625	0.635195	-0.0015390624999999998	0.565197	-0.021500000000000002	0.634821	15.4234765625	0.565628	15.934171875	0.635717	0.0030859375	0.561604	-0.0056875	0.630861	0.0135	0.566873	0.008390625	0.635712	17.39315625	0.56223	17.7018671875	0.638075	15.3146328125	0.567091	16.3765	0.63464	-0.0063593750000000004	0.561642	0.00328125
0.623474	-0.000484375	0.574664	0.0053046875	0.625132	-0.010796875	0.575433	-0.0250703125	0.626762	15.516421875	0.573986	15.856078124999998	0.621012	0.005203125	0.581303	-0.0177421875	0.625985	-0.0086796875	0.576627	-0.007421875	0.627563	17.527078125000003	0.575074	17.5438515625	0.62615	15.471492187499999	0.57429	16.2141484375	0.620107	-0.0049140625	0.576648	0.0314296875
0.608877	0.0037578125	0.594041	-0.0106015625	0.605147	-0.008289062500000001	0.590526	-0.013015625	0.610867	15.733632812499998	0.586022	15.688031250000002	0.611065	-0.0069453125	0.586187	-0.009546875	0.606058	0.0007734374999999999	0.591401	0.011664062499999999	0.610923	17.6919375	0.587315	17.391328125	0.609852	15.661226562499998	0.586889	16.07878125	0.610197	-0.0062656249999999995	0.590795	-0.001640625
0.599047	-0.00665625	0.599024	0.015234375	0.600376	-0.0002890625	0.600687	0.0127265625	0.602368	15.813554687499998	0.598117	15.5303046875	0.596218	-0.0124375	0.601035	0.011570312499999999	0.601528	0.00896875	0.601036	-0.00453125	0.598187	17.8343359375	0.599511	17.2096875	0.601666	15.747031250000001	0.598817	15.902062500000001	0.600439	-0.00790625	0.600661	-0.0072343749999999995
0.584257	0.0043359375	0.613725	0.00038281249999999996	0.58549	0.0020234375	0.615568	0.0041484375	0.586034	16.032796875000003	0.613889	15.299203125	0.58611	0.0099296875	0.616119	0.0150390625	0.587053	0.04078125	0.611048	0.006171875	0.589304	17.880609375	0.611636	17.055046875	0.589128	15.88403125	0.610967	15.745875	0.585917	-0.0073281250000000004	0.614959	0.0077109375
0.574423	-0.0060703125	0.623242	0.01571875	0.575638	-0.0031796875000000002	0.624882	-0.033164062499999994	0.577859	16.124484375	0.62202	15.191992187499999	0.576337	0.014656250000000001	0.620897	0.0136875	0.571593	-0.010125	0.625677	-0.010023437500000001	0.576787	18.032367187499997	0.619691	16.936171875	0.576849	16.0182421875	0.622347	15.555171875000001	0.576066	-0.0014453125	0.624873	-0.0058828125
0.565041	-0.0041484375	0.637956	-0.018125	0.560816	0.0194765625	0.635135	0.0007734374999999999	0.565463	16.2622578125	0.630153	15.081125	0.561975	0.011375	0.640549	0.003953125	0.562101	0.0076171875	0.635344	0.011765625	0.56352	18.123375	0.635454	16.685499999999998	0.564307	16.163625	0.630615	15.4676328125	0.561258	-0.014078125	0.63449	0.011085937499999999
0.550069	0.011765625	0.647931	0.0047265625	0.550765	-0.0126328125	0.644802	0.006171875	0.553186	16.41371875	0.645641	14.8255390625	0.552516	0.001640625	0.645647	0.0109921875	0.552321	-0.0133046875	0.649856	0.007132812499999999	0.551054	18.235406249999997	0.643657	16.552164062499997	0.551633	16.274304687500003	0.646605	15.2348984375	0.551953	-0.005109374999999999	0.649031	0.0009609375000000001
0.539911	-0.008289062500000001	0.657508	-0.0136875	0.541175	0.019085937499999997	0.664586	0.0076171875	0.540424	16.541265624999998	0.657395	14.6404296875	0.538114	-0.0087734375	0.660095	-0.0031796875000000002	0.537272	-0.0015390624999999998	0.65954	0.00790625	0.542161	18.3194765625	0.658899	16.2622578125	0.543308	16.3459375	0.654278	15.124601562499999	0.537512	0.00038281249999999996	0.6592	0.0111875
0.525662	0.0056875	0.672595	0.01484375	0.526221	-0.01128125	0.669553	0.00578125	0.528173	16.6863671875	0.669185	14.4232109375	0.528814	-0.00675	0.670095	0.00665625	0.527415	-0.01571875	0.669562	0.002703125	0.528885	18.387929687499998	0.666842	16.1247734375	0.530321	16.446210937500002	0.669215	14.7877421875	0.527371	0.004046875	0.673346	-0.00578125
0.516265	-0.0126328125	0.681984	-0.00115625	0.516461	0.0196640625	0.684333	0.0122421875	0.5198	16.7594453125	0.680732	14.236367187499999	0.514637	-0.0145546875	0.684647	0.0	0.51769	0.0035703124999999997	0.683967	-0.00115625	0.515932	18.4887734375	0.681682	15.7907109375	0.513672	16.647609375000002	0.680615	14.579203125000001	0.517758	0.00675	0.683062	-0.0024140625
0.505845	-0.00346875	0.696816	-0.007132812499999999	0.501642	-0.0021171874999999997	0.694173	0.000484375	0.502778	16.9444609375	0.692181	14.0330390625	0.505393	-0.024875	0.694695	0.017640625	0.50315	-0.0139765625	0.698962	0.0024140625	0.507139	18.5378515625	0.689498	15.6590078125	0.504658	16.713265625000002	0.692492	14.349460937499998	0.503177	-0.0139765625	0.69264	-0.011570312499999999
0.491211	-0.016679687500000002	0.706814	-0.0006718750000000001	0.491988	0.0206328125	0.709221	-0.011375	0.494067	17.0073203125	0.70409	13.8198671875	0.491453	-0.001640625	0.709157	-0.017546875	0.493345	-0.008	0.704063	-0.010218749999999999	0.492902	18.63840625	0.704081	15.29534375	0.49634	16.771015625	0.703802	14.122117187499999	0.48853	-0.0018281249999999999	0.707263	-0.015328125000000001
0.48211	0.02728125	0.721337	-0.019765625000000002	0.481778	-0.013109375	0.7191	-0.005203125	0.48592	17.1052734375	0.715414	13.553875	0.482296	0.0056875	0.719342	0.0136875	0.478785	0.0069453125	0.7184	0.0060703125	0.478973	18.703867187500002	0.714849	15.083625	0.478958	16.914765625	0.715093	13.856890625	0.483436	-0.01128125	0.722012	0.0072343749999999995
0.467087	0.0048203125	0.731244	0.0010625	0.467558	0.0038593749999999995	0.728875	-0.01128125	0.469202	17.2796796875	0.727024	13.333765625	0.46849	-0.0073281250000000004	0.728901	0.0025078125	0.468828	-0.013398437499999999	0.733209	-0.016484375	0.469476	18.77771875	0.72575	14.788226562499998	0.470393	16.978882812499997	0.726532	13.6023671875	0.469158	0.002890625	0.726835	0.002703125
0.457709	0.009640625	0.740867	0.0008671875	0.457551	-0.009156250000000001	0.743982	-0.0019296874999999998	0.456723	17.376765624999997	0.738497	13.0840625	0.45903	-0.0077109375	0.743679	-0.016296875000000002	0.454516	0.000578125	0.743084	-0.008578125	0.455514	18.834984374999998	0.739266	14.3887890625	0.46199	17.06371875	0.741497	13.302140625	0.454467	0.013789062500000001	0.74116	-0.0184140625
0.44258	-0.011953124999999998	0.750681	0.0036640625000000002	0.443481	0.0256484375	0.753858	0.0015390624999999998	0.448086	17.4470546875	0.753398	12.717312499999998	0.440762	0.00328125	0.753734	-0.0020234375	0.444986	-0.0069453125	0.75241	-0.0002890625	0.446143	18.885890625	0.749979	14.1118046875	0.444598	17.1805703125	0.748972	13.121664062499999	0.444845	0.008	0.755989	0.00790625
0.433222	-0.0056875	0.770219	-0.014171875	0.433399	0.0018281249999999999	0.763913	-0.0015390624999999998	0.434547	17.5610078125	0.760925	12.5643046875	0.435804	0.0049140625	0.768429	-0.0104140625	0.4352	0.0171640625	0.767341	-0.018031250000000002	0.431637	18.926968749999997	0.760768	13.8175546875	0.436335	17.2579921875	0.762924	12.7203984375	0.435278	-0.00346875	0.765683	0.013015625
0.418725	0.0013515625	0.775421	-0.0049140625	0.423792	-0.00125	0.783726	0.0009609375000000001	0.420847	17.7096796875	0.775536	12.162656250000001	0.421882	-0.009734375	0.77862	0.0230390625	0.420487	0.025164062499999997	0.777266	0.0036640625000000002	0.42227	18.978156249999998	0.774481	13.357382812500001	0.417611	17.382554687499997	0.773281	12.434828125	0.420885	0.014265624999999999	0.780149	-0.005203125
0.414037	-0.0038593749999999995	0.789807	-0.0121484375	0.409411	0.0122421875	0.788545	0.0073281250000000004	0.412037	17.7545078125	0.783099	12.0056015625	0.407932	-0.01821875	0.788269	0.00125	0.410776	0.007421875	0.787026	0.0049140625	0.412685	19.000625	0.784802	13.0288125	0.413508	17.428828125	0.783762	12.1130078125	0.406046	-0.0043359375	0.789945	-0.0019296874999999998
0.394478	0.0018281249999999999	0.799656	-0.013398437499999999	0.394659	0.0065546875	0.798538	0.0020234375	0.398717	17.8835078125	0.797187	11.574453125	0.398561	-0.0155234375	0.798289	0.0195703125	0.395795	-0.0078125	0.806847	0.012921875000000001	0.394026	19.103203125	0.795089	12.7034296875	0.399459	17.5253359375	0.797173	11.6748203125	0.401362	0.0088671875	0.799655	0.0024140625
0.389979	-0.0188984375	0.814521	0.009351562499999999	0.389604	-0.0133046875	0.813161	-0.0053984375	0.385098	17.988976562500003	0.811246	11.140796875	0.384829	0.007132812499999999	0.817809	-0.014265624999999999	0.386315	-0.0065546875	0.81147	-0.0077109375	0.388924	19.114484375	0.808182	12.20209375	0.385342	17.5976484375	0.808358	11.4342734375	0.381938	-0.000484375	0.81458	-0.008
0.370555	0.00453125	0.829193	-0.012531249999999999	0.370124	0.005109374999999999	0.82831	0.0109921875	0.375999	18.061671875000002	0.818418	10.9452734375	0.375212	0.0077109375	0.823012	-0.0054921875	0.37623	0.002703125	0.826341	-0.011859375	0.374466	19.14109375	0.818439	11.8338984375	0.371221	17.6965625	0.821463	10.956460937500001	0.376981	-0.0001953125	0.823997	-0.008289062500000001
0.361084	0.015617187499999999	0.83407	0.0078125	0.360638	0.0099296875	0.833087	0.0029921874999999996	0.362094	18.180359375	0.831919	10.467171875	0.365972	-0.0063593750000000004	0.837425	-0.0014453125	0.357123	0.002890625	0.836029	-0.014265624999999999	0.360106	19.21590625	0.831379	11.3166484375	0.361752	17.744093749999998	0.831303	10.604171875	0.362418	0.00578125	0.838867	-0.009546875
0.351303	0.016390625	0.848533	0.001640625	0.350647	0.0114765625	0.852466	-0.0024140625	0.353114	18.2384921875	0.845238	10.003046874999999	0.347371	0.0092578125	0.847798	0.001640625	0.352338	0.015132812499999999	0.845488	-0.0230390625	0.350868	19.233453125	0.841207	10.922421875	0.352658	17.830671875	0.840731	10.201367187499999	0.347721	-0.011859375	0.84901	0.010125
0.341431	-0.0021171874999999997	0.858387	0.010218749999999999	0.340834	-0.0178359375	0.857564	-0.011664062499999999	0.335054	18.3982421875	0.855533	9.6534609375	0.342393	-0.0098359375	0.862547	0.0072343749999999995	0.337408	0.0015390624999999998	0.860506	-0.0010625	0.336037	19.27809375	0.853742	10.3837734375	0.338293	17.8853359375	0.853803	9.731937499999999	0.343094	-0.0014453125	0.859056	0.0081015625
0.326867	-0.0031796875000000002	0.873038	-0.01821875	0.326058	0.007421875	0.872898	0.0030859375	0.330199	18.408945312500002	0.865298	9.2733125	0.328572	0.012531249999999999	0.872445	-0.000484375	0.328244	0.011085937499999999	0.875313	0.0025078125	0.331076	19.283875	0.866367	9.832109375	0.328802	17.945882812500003	0.865805	9.152703125	0.323759	0.008390625	0.873717	-0.0018281249999999999
0.312379	0.0177421875	0.887826	0.0031796875000000002	0.316291	-0.00115625	0.882224	-0.0020234375	0.316895	18.52059375	0.87813	8.734953125	0.314293	-0.00896875	0.882287	0.021015625	0.318152	-0.016679687500000002	0.884858	0.01571875	0.316814	19.315789062500002	0.878618	9.257015625	0.314392	18.04075	0.878233	8.6180078125	0.313696	-0.0138828125	0.883276	-0.027671875
0.302351	0.0007734374999999999	0.892705	0.002796875	0.301831	0.008289062500000001	0.89651	-0.014171875	0.303128	18.6036953125	0.890493	8.1941796875	0.300189	0.0035703124999999997	0.896587	-0.008289062500000001	0.298763	-0.00038281249999999996	0.894593	0.011664062499999999	0.30231	19.35396875	0.890815	8.6650546875	0.304997	18.085195312499998	0.887138	8.191671875	0.303945	-0.0273828125	0.893842	0.0053046875
0.292781	-0.002703125	0.907577	-0.01128125	0.292001	0.0179296875	0.911096	-0.001640625	0.289507	18.72459375	0.899967	7.7685234375	0.295699	0.00346875	0.905953	-0.00038281249999999996	0.293929	-0.0122421875	0.90431	0.0128203125	0.287752	19.391765625	0.900007	8.239007812499999	0.290945	18.15721875	0.901738	7.49703125	0.29439	-0.010703124999999999	0.908358	-0.0036640625000000002
0.283615	-0.0069453125	0.922072	0.014656250000000001	0.282318	-0.0048203125	0.915555	-0.019765625000000002	0.28042	18.792859375	0.911771	7.2091484375	0.277447	0.010218749999999999	0.91972	-0.000578125	0.279388	0.008484374999999999	0.923273	0.0021171874999999997	0.282764	19.379515625	0.912031	7.59315625	0.281465	18.24003125	0.910735	7.0500703125	0.275043	0.0006718750000000001	0.918094	-0.025546875
0.264005	-0.0099296875	0.931861	-0.003375	0.262643	-0.011859375	0.930365	0.0128203125	0.271114	18.8611171875	0.923683	6.598382812500001	0.267499	0.0015390624999999998	0.929368	-0.008484374999999999	0.269195	-0.011570312499999999	0.928081	0.01590625	0.268428	19.4366875	0.923627	7.0172890625	0.267213	18.291328125	0.92129	6.433999999999999	0.270698	0.023140624999999998	0.933087	-0.0135
0.254125	-0.0014453125	0.941201	-0.00665625	0.257877	-0.00125	0.944676	-0.0090625	0.25741	18.9464375	0.935261	6.002851562499999	0.25711	-0.003953125	0.943286	-0.00665625	0.25521	-0.0024140625	0.942452	-0.001640625	0.253975	19.462046875	0.935311	6.3721015625	0.257636	18.3562109375	0.934081	5.623859374999999	0.255593	-0.018507812499999998	0.943418	0.026320312499999998
0.244878	0.028632812499999997	0.956272	-0.0073281250000000004	0.243253	-0.0211171875	0.954462	0.00346875	0.24357	19.0447578125	0.946192	5.369812499999999	0.241634	-0.010796875	0.952273	9.375e-05	0.240609	-0.0109921875	0.957041	0.013398437499999999	0.244263	19.47925	0.946533	5.743601562499999	0.243194	18.4128046875	0.943845	4.9001015625	0.245977	0.0054921875	0.957962	0.00684375
0.234825	-0.0133046875	0.966126	0.0073281250000000004	0.233667	0.0135	0.968895	-0.0256484375	0.234622	19.1076484375	0.957261	4.74584375	0.231417	0.0058828125	0.971353	0.0160078125	0.235938	0.008578125	0.966783	0.0301796875	0.229437	19.503734375	0.958101	5.0907968750000006	0.228915	18.490828125	0.953996	3.8846015625	0.231259	-0.0022187500000000002	0.962804	-0.0044375000000000005
0.22033	0.0049140625	0.97582	-0.0078125	0.21815	-0.0070390625	0.978731	0.009156250000000001	0.220606	19.2050234375	0.970501	3.8922187499999996	0.221074	-0.016484375	0.975867	-0.0043359375	0.220241	-0.0013515625	0.97639	-0.0026015625	0.224687	19.5088125	0.968714	4.474054687500001	0.224043	18.504578125000002	0.968827	3.2116484374999996	0.215882	-0.010703124999999999	0.977478	-9.375e-05
0.205684	-0.0087734375	0.990585	0.0076171875	0.208372	0.0105078125	0.988554	0.0150390625	0.207367	19.285625	0.981077	3.2291953125	0.210874	0.0072343749999999995	0.99008	0.005015625	0.205405	0.011085937499999999	0.99056	0.005976562499999999	0.205252	19.531828125	0.982021	3.655234375	0.209853	18.5708125	0.980436	2.6614296875	0.210669	-0.008	0.992534	0.0015390624999999998
0.20062	0.022078125	1.005157	-0.0041484375	0.198238	-0.0078125	1.00301	0.0029921874999999996	0.1978	19.3563203125	0.991477	2.541203125	0.189765	-0.0158125	0.999743	-0.0064609375000000005	0.20003	-0.0236171875	1.000051	-0.021789062499999998	0.200802	19.5519453125	0.9926	3.01940625	0.195522	18.637046875	0.990337	1.6052499999999998	0.196191	-0.0077109375	1.002398	0.0179296875
0.18577	0.0053046875	1.0149	0.0054921875	0.183445	0.0177421875	1.012388	-0.0087734375	0.188526	19.4145859375	1.003844	1.66425	0.190263	0.0022187500000000002	1.013284	-0.010023437500000001	0.180189	0.0063593750000000004	1.014592	-0.00675	0.18156	19.57871875	1.003029	2.342890625	0.185741	18.659734375	1.001849	0.7178749999999999	0.186026	0.0007734374999999999	1.017053	-0.0188984375
0.170776	0.003953125	1.02487	0.0007734374999999999	0.173474	-0.005203125	1.02718	0.0087734375	0.170338	19.5368046875	1.01381	0.9428984375	0.169741	0.0036640625000000002	1.02747	0.008	0.175165	0.0133046875	1.029145	-0.001640625	0.176705	19.568078125	1.016093	1.5139453125	0.171414	18.7229765625	1.011287	-0.0150390625	0.171027	-0.0072343749999999995	1.02222	0.0167734375
0.160574	0.0044375000000000005	1.034786	0.0054921875	0.163632	0.015234375	1.036841	0.014265624999999999	0.160904	19.582820312499997	1.025886	0.0122421875	0.159386	-0.008289062500000001	1.036879	0.003375	0.159827	-0.0020234375	1.033817	-0.0064609375000000005	0.163061	19.612820312500002	1.026238	0.8301015625	0.161606	18.7624375	1.024657	-1.1264687500000001	0.161106	-0.0088671875	1.036621	-0.003953125
0.150488	-0.0021171874999999997	1.049312	-0.0077109375	0.148435	-0.0064609375000000005	1.046126	-0.0023125	0.151715	19.626726562499996	1.037617	-0.904046875	0.149291	0.013398437499999999	1.04596	-0.0139765625	0.149848	0.018703124999999998	1.048417	-0.0124375	0.148818	19.623140625	1.039106	-0.024390625000000003	0.151867	18.792546875	1.034638	-2.1580703125	0.151267	-0.01484375	1.051487	-0.0070390625
0.135496	0.017351562499999997	1.063989	0.0060703125	0.133246	-0.011765625	1.065753	-0.0076171875	0.138279	19.7428984375	1.049306	-1.8467578125000002	0.138892	-0.005976562499999999	1.064395	-0.011664062499999999	0.1398	0.0171640625	1.062733	-0.00684375	0.135027	19.6668125	1.049241	-0.7026484375000001	0.136978	18.841234375000003	1.046964	-3.02046875	0.136633	0.008289062500000001	1.061589	-0.009734375
0.125424	0.0178359375	1.073731	0.0077109375	0.128158	0.010890625000000001	1.070594	0.005015625	0.129404	19.7813046875	1.058527	-2.5877734375	0.123379	-0.0060703125	1.069079	-0.014171875	0.124581	0.0019296874999999998	1.072151	-0.0092578125	0.130033	19.6396953125	1.061802	-1.56803125	0.12226	18.8932890625	1.059288	-4.2708203125	0.126606	0.0030859375	1.071328	-0.0007734374999999999
0.1152	-0.0026015625	1.083631	0.0072343749999999995	0.113275	0.0058828125	1.084926	-0.0037578125	0.115999	19.86528125	1.071862	-3.7817265625000003	0.118457	0.00578125	1.083508	0.009546875	0.114604	-0.0053046875	1.086846	0.004046875	0.111483	19.6797734375	1.074096	-2.448359375	0.117622	18.909265625	1.069706	-5.3593046875	0.117059	0.0138828125	1.086181	-0.0029921874999999996
