11.8440, -0.00, 0.00, 0.01, 0.12, 6778391.00, 0.13, ovf, 0.09, -0.10, 0.00, ovf, ovf, ovf, -6223923.50, ovf, 0.01, ovf, 0.0029, ovf, -0.0000, ovf, nan, ovf, 0.0023, 1
12.1930, -0.00, 0.00, 0.01, 0.11, 3389195.50, 0.16, ovf, 0.05, -0.05, 0.00, ovf, ovf, ovf, -3111961.75, ovf, 0.00, ovf, 0.0030, ovf, -0.0000, ovf, nan, ovf, 0.0012, 1
12.5430, -0.00, 0.05, 0.01, 0.11, 1694597.75, 0.18, ovf, 0.02, -0.02, 0.00, ovf, ovf, ovf, -1555980.87, ovf, 0.00, ovf, 0.0031, ovf, -0.0000, ovf, nan, ovf, 0.0006, 1
12.8920, -0.00, 0.03, 0.01, 0.10, 847298.87, 0.09, ovf, 0.06, -0.01, 0.05, ovf, ovf, ovf, -777990.43, ovf, 0.05, ovf, 0.0031, ovf, -0.0000, ovf, nan, ovf, 0.0253, 1
13.2410, -0.00, 0.01, 0.01, 0.10, 423649.43, 0.15, ovf, 0.08, 0.00, 0.03, ovf, ovf, ovf, -388995.21, ovf, 0.03, ovf, 0.0031, ovf, -0.0000, ovf, nan, ovf, 0.0126, 1
13.5910, -0.00, 0.01, 0.00, 0.10, 211824.71, 0.12, ovf, 0.04, 0.00, 0.01, ovf, ovf, ovf, -194497.56, ovf, 0.01, ovf, 0.0031, ovf, -0.0000, ovf, nan, ovf, 0.0063, 1
13.9400, -0.00, 0.00, 0.01, 0.10, 105912.36, 0.11, ovf, 0.07, 0.01, 0.06, ovf, ovf, ovf, -97248.74, ovf, 0.01, ovf, 0.0031, ovf, -0.0000, ovf, nan, ovf, 0.0032, 1
14.2890, 0.00, 0.00, 0.01, 0.15, 52956.18, 0.06, ovf, 0.14, 0.01, 0.08, ovf, ovf, ovf, -48624.37, ovf, 0.00, ovf, 0.0047, ovf, -0.0000, ovf, nan, ovf, 0.0016, 1
14.6380, 0.00, 0.05, 0.01, 0.18, 26478.09, 0.08, ovf, 0.17, 0.01, 0.04, ovf, ovf, ovf, -24312.18, ovf, 0.00, ovf, 0.0039, ovf, -0.0000, ovf, nan, ovf, 0.0008, 1
14.9870, -0.00, 0.03, 0.01, 0.14, 13239.04, 0.09, ovf, 0.13, 0.01, 0.02, ovf, ovf, ovf, -12156.09, ovf, 0.05, ovf, 0.0035, ovf, -0.0000, ovf, nan, ovf, 0.0207, 1
15.3370, -0.00, 0.01, 0.01, 0.17, 6619.52, 0.09, -3011186176.00, 0.12, 0.00, 0.01, ovf, ovf, ovf, -6078.05, ovf, 0.08, ovf, 0.0033, ovf, -0.0000, ovf, nan, ovf, 0.0354, 1
15.6870, -0.00, 0.06, 0.00, 0.13, 3309.76, 0.10, -1505593088.00, 0.16, 0.00, 0.00, ovf, ovf, ovf, -3039.02, ovf, 0.04, ovf, 0.0032, ovf, -0.0000, ovf, nan, ovf, 0.0177, 1
16.0370, -0.00, 0.03, 0.00, 0.17, 1654.88, 0.15, -752796544.00, 0.18, 0.01, 0.00, ovf, ovf, ovf, -1519.46, ovf, 0.02, ovf, 0.0016, ovf, -0.0000, ovf, nan, ovf, 0.0088, 1
16.3860, -0.00, 0.01, 0.00, 0.08, 827.44, 0.17, -376398272.00, 0.19, 0.01, 0.00, ovf, ovf, ovf, -759.73, ovf, 0.01, ovf, 0.0008, ovf, -0.0000, ovf, nan, ovf, 0.0044, 1
16.7360, -0.00, 0.06, 0.00, 0.09, 413.72, 0.14, -188199136.00, 0.14, 0.01, 0.00, ovf, ovf, ovf, -379.82, ovf, 0.00, ovf, 0.0020, ovf, -0.0000, ovf, nan, -3526127104.0000, 0.0022, 1
17.0870, -0.00, 0.03, 0.00, 0.15, 206.86, 0.17, -94099568.00, 0.07, 0.01, 0.05, ovf, ovf, ovf, -189.91, ovf, 0.00, ovf, 0.0025, ovf, -0.0000, ovf, nan, -1763063552.0000, 0.0011, 1
17.4370, -0.00, 0.01, 0.01, 0.12, 103.43, 0.08, -47049784.00, 0.14, 0.01, 0.03, ovf, ovf, ovf, -94.95, ovf, 0.00, ovf, 0.0028, ovf, -0.0000, ovf, nan, -881531776.0000, 0.0006, 1
17.7880, -0.00, 0.01, 0.01, 0.11, 51.72, 0.09, -23524892.00, 0.17, 0.01, 0.01, ovf, ovf, ovf, -47.43, ovf, 0.00, ovf, 0.0030, ovf, -0.0000, ovf, nan, -440765888.0000, 0.0003, 1
18.1380, -0.00, 0.00, 0.01, 0.11, 25.86, 0.10, -11762446.00, 0.13, 0.01, 0.06, ovf, ovf, ovf, -23.71, ovf, 0.05, ovf, 0.0030, ovf, -0.0000, ovf, nan, -220382944.0000, 0.0251, 1
18.4880, -0.00, 0.00, 0.01, 0.10, 12.93, 0.15, -5881223.00, 0.17, 0.01, 0.03, ovf, ovf, 4294731776.00, -11.86, ovf, 0.03, ovf, 0.0031, ovf, -0.0000, ovf, nan, -110191472.0000, 0.0126, 1
18.8400, -0.00, 0.05, 0.01, 0.15, 6.46, 0.12, -2940611.50, 0.18, 0.01, 0.01, ovf, ovf, 2147365888.00, -5.93, ovf, 0.06, ovf, 0.0031, ovf, -0.0000, ovf, nan, -55095736.0000, 0.0313, 1
19.1900, -0.00, 0.03, 0.01, 0.13, 3.23, 0.11, -1470305.75, 0.14, 0.01, 0.01, ovf, ovf, 1073682944.00, -2.96, 3675646976.00, 0.03, ovf, 0.0031, ovf, -0.0000, ovf, nan, -27547868.0000, 0.0156, 1
19.5420, -0.00, 0.01, 0.00, 0.11, 1.62, 0.16, -735152.87, 0.07, 0.01, -0.05, ovf, ovf, 536841472.00, -1.38, 1837823488.00, 0.02, ovf, 0.0016, ovf, -0.0000, ovf, nan, -13773934.0000, 0.0078, 1
19.8930, -0.00, 0.06, 0.00, 0.16, 0.81, 0.13, -367576.43, 0.14, 0.01, 0.08, ovf, ovf, 268420736.00, -0.64, 918911744.00, 0.01, ovf, 0.0023, ovf, -0.0000, ovf, nan, -6886967.0000, 0.0039, 1
20.2450, -0.00, 0.03, 0.00, 0.08, 0.40, 0.11, -183788.21, 0.12, 0.01, 0.04, ovf, ovf, 134210368.00, -0.32, 459455872.00, 0.00, ovf, 0.0012, ovf, -0.0000, ovf, nan, -3443483.5000, 0.0020, 1
20.5960, -0.00, 0.01, 0.00, 0.04, 0.20, 0.16, -91894.11, 0.16, 0.01, 0.02, -3342018304.00, ovf, 67105184.00, -0.11, 229727936.00, 0.00, ovf, 0.0006, ovf, -0.0000, ovf, nan, -1721741.7500, 0.0010, 1
20.9480, -0.00, 0.06, 0.01, 0.07, 0.10, 0.13, -45947.05, 0.13, 0.01, 0.01, -1671009152.00, ovf, 33552592.00, 0.04, 114863968.00, 0.00, ovf, 0.0018, ovf, -0.0000, ovf, nan, -860870.6875, 0.0005, 1
21.3000, -0.00, 0.03, 0.01, 0.08, 0.05, 0.16, -22973.53, 0.11, 0.00, 0.00, -835504576.00, ovf, 16776296.00, 0.07, 57431984.00, 0.05, ovf, 0.0025, ovf, -0.0000, ovf, nan, -430435.3437, 0.0299, 1
21.6530, -0.00, 0.01, 0.01, 0.04, 0.03, 0.13, -11486.76, 0.16, 0.00, 0.00, -417752288.00, ovf, 8388148.00, 0.04, 28715992.00, 0.03, ovf, 0.0012, ovf, -0.0000, ovf, nan, -215217.6718, 0.0150, 1
22.0040, -0.00, 0.01, 0.01, 0.02, 0.01, 0.07, -5743.38, 0.13, 0.01, 0.00, -208876144.00, ovf, 4194074.00, 0.07, 14357996.00, 0.06, ovf, 0.0006, -2756606464.0000, -0.0000, ovf, nan, -107608.8046, 0.0356, 1
22.3570, -0.00, 0.05, 0.01, 0.11, 0.01, 0.08, -2871.69, 0.06, 0.01, 0.00, -104438072.00, ovf, 2097037.00, 0.08, 7178998.00, 0.03, ovf, 0.0019, -1378303232.0000, -0.0000, ovf, nan, -53804.3632, 0.0178, 1
22.7090, -0.00, 0.03, 0.00, 0.16, 0.00, 0.04, -1435.85, 0.08, 0.01, 0.05, -52219036.00, ovf, 1048518.62, 0.09, 3589499.00, 0.02, ovf, 0.0025, -689151616.0000, -0.0000, ovf, nan, -26902.1523, 0.0089, 1
23.0620, -0.00, 0.01, 0.01, 0.13, 0.00, 0.07, -717.92, 0.14, 0.00, 0.08, -26109518.00, ovf, 524259.37, 0.05, 1794749.50, 0.01, ovf, 0.0028, -344575808.0000, -0.0000, ovf, nan, -13451.0761, 0.0045, 1
23.4140, -0.00, 0.06, 0.01, 0.16, 0.00, 0.09, -358.96, 0.12, 0.00, 0.04, -13054759.00, ovf, 262129.75, 0.07, 897374.87, 0.00, ovf, 0.0030, -172287904.0000, -0.0000, ovf, nan, -6725.5156, 0.0022, 1
23.7660, -0.00, 0.03, 0.00, 0.18, 0.00, 0.09, -179.48, 0.16, 0.00, 0.02, -6527379.50, ovf, 131064.94, 0.09, 448687.50, 0.05, ovf, 0.0015, -86143952.0000, -0.0000, ovf, nan, -3362.7331, 0.0308, 1
24.1180, -0.00, 0.01, 0.00, 0.14, 0.00, 0.10, -89.74, 0.08, 0.01, 0.06, -3263689.75, ovf, 65532.54, 0.14, 224343.81, 0.08, ovf, 0.0007, -43071976.0000, -0.0000, ovf, nan, -1681.3085, 0.0435, 1
24.4700, -0.00, 0.06, 0.00, 0.12, 0.00, 0.15, -44.87, 0.09, 0.01, 0.03, -1631844.87, ovf, 32766.33, 0.12, 112171.99, 0.04, ovf, 0.0019, -21535988.0000, -0.0000, ovf, nan, -840.6294, 0.0218, 1
24.8210, -0.00, 0.03, 0.01, 0.06, 0.00, 0.07, -22.44, 0.15, 0.01, 0.01, -815922.43, ovf, 16383.24, 0.16, 56086.06, 0.02, ovf, 0.0010, -10767994.0000, -0.0000, ovf, nan, -420.2600, 0.0109, 1
25.1720, -0.00, 0.01, 0.01, 0.08, 0.00, 0.14, -11.22, 0.12, 0.01, 0.01, -407961.21, ovf, 8191.70, 0.18, 28043.12, 0.01, ovf, 0.0020, -5383997.0000, -0.0000, ovf, nan, -210.0659, 0.0054, 1
25.5230, -0.00, 0.06, 0.01, 0.04, -0.00, 0.07, -5.61, 0.06, 0.01, 0.00, -203980.60, ovf, 4095.95, 0.14, 14021.65, 0.00, ovf, 0.0010, -2691998.5000, -0.0000, ovf, nan, -104.9955, 0.0027, 1
