Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Start Date: ,Apr-25-2023 15_07_59,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Volts_output,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,Pixel 2_0 V,Pixel 2_0 mA,Pixel 2_1 V,Pixel 2_1 mA,Pixel 2_2 V,Pixel 2_2 mA,Pixel 2_3 V,Pixel 2_3 mA,Pixel 2_4 V,Pixel 2_4 mA,Pixel 2_5 V,Pixel 2_5 mA,Pixel 2_6 V,Pixel 2_6 mA,Pixel 2_7 V,Pixel 2_7 mA,Pixel 3_0 V,Pixel 3_0 mA,Pixel 3_1 V,Pixel 3_1 mA,Pixel 3_2 V,Pixel 3_2 mA,Pixel 3_3 V,Pixel 3_3 mA,Pixel 3_4 V,Pixel 3_4 mA,Pixel 3_5 V,Pixel 3_5 mA,Pixel 3_6 V,Pixel 3_6 mA,Pixel 3_7 V,Pixel 3_7 mA,ARDUINOID
0.7490,1.20,0.1458,-18.2000,1.1965,-5.2000,0.1090,-19.6000,1.1986,-6.2000,0.7378,-17.5000,1.1953,-3.3750,1.1930,0.0000,1.2004,-4.1000,1.2020,0.0250,1.2030,0.0750,1.2080,0.0500,1.2040,0.0750,1.1980,0.0750,1.2040,0.1000,1.2000,0.0500,1.1960,0.0250,1.1960,0.0000,1.1940,0.0250,1.1980,0.0250,1.1960,0.0500,1.1890,0.0250,1.1920,0.0000,1.1880,0.0000,1.1950,0.0000,1.1960,0.0000,1.2080,0.0250,1.1880,0.0500,1.1970,0.0000,1.2020,0.0250,1.1960,0.0000,1.1880,0.0500,1.1920,0.0750,0
1.5420,1.17,0.1458,-18.1500,1.1694,-4.3000,0.1070,-19.5250,1.1725,-5.0500,0.7378,-17.5500,1.1673,-2.8000,1.1660,0.0000,1.1723,-3.3750,1.1730,0.0250,1.1720,0.0000,1.1800,0.0500,1.1780,0.0500,1.1680,0.0500,1.1760,0.1000,1.1720,0.0250,1.1670,0.0250,1.1680,0.0250,1.1650,0.0000,1.1710,0.0250,1.1680,0.0750,1.1600,0.0750,1.1620,0.0000,1.1600,0.0500,1.1680,0.0000,1.1690,0.0000,1.1800,0.0000,1.1600,0.0500,1.1690,0.0000,1.1730,0.0000,1.1670,0.0000,1.1600,0.0250,1.1640,0.0500,0
2.3330,1.14,0.1458,-18.1500,1.1403,-3.4000,0.1080,-19.5750,1.1434,-4.0000,0.7368,-17.5250,1.1372,-2.2500,1.1360,0.0500,1.1443,-2.8000,1.1440,0.0000,1.1440,0.0250,1.1500,0.0000,1.1480,0.0750,1.1400,0.0250,1.1480,0.1000,1.1410,0.0000,1.1370,0.0500,1.1400,0.0750,1.1360,0.0250,1.1400,0.0250,1.1400,0.1000,1.1320,0.0000,1.1320,0.0000,1.1300,0.0500,1.1360,0.0000,1.1400,0.0250,1.1510,0.0500,1.1320,0.0500,1.1410,0.0250,1.1440,0.0000,1.1360,0.0000,1.1300,0.0500,1.1330,0.0750,0
3.1260,1.11,0.1448,-18.2750,1.1133,-2.6750,0.1070,-19.4750,1.1153,-3.1250,0.7348,-17.5500,1.1092,-1.8000,1.1090,0.0250,1.1162,-2.4500,1.1150,0.0250,1.1160,0.0250,1.1200,0.0500,1.1200,0.0000,1.1120,0.0500,1.1190,0.0750,1.1120,0.0500,1.1090,0.0500,1.1100,0.0250,1.1080,0.0250,1.1120,0.0000,1.1100,0.0750,1.1040,0.0500,1.1050,0.0000,1.1000,0.0500,1.1080,0.0000,1.1120,0.0500,1.1200,0.0250,1.1030,0.0750,1.1120,0.0250,1.1160,0.0000,1.1090,0.0250,1.1010,0.0250,1.1040,0.0500,0
3.9190,1.08,0.1458,-18.2250,1.0842,-2.0500,0.1069,-19.5000,1.0872,-2.3750,0.7338,-17.5500,1.0801,-1.3750,1.0800,0.0250,1.0882,-2.0250,1.0870,0.0500,1.0880,0.0750,1.0920,0.0750,1.0910,0.0250,1.0820,0.0500,1.0900,0.0500,1.0840,0.0500,1.0800,0.0500,1.0840,0.0250,1.0800,0.0000,1.0850,0.0500,1.0830,0.0750,1.0760,0.0500,1.0760,0.0000,1.0730,0.0250,1.0790,0.0000,1.0830,0.0750,1.0930,0.0000,1.0750,0.0250,1.0840,0.0500,1.0870,0.0000,1.0810,0.0000,1.0760,0.0000,1.0780,0.0750,0
