Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Start Date: ,Apr-25-2023 15_30_43,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Volts_output,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,Pixel 2_0 V,Pixel 2_0 mA,Pixel 2_1 V,Pixel 2_1 mA,Pixel 2_2 V,Pixel 2_2 mA,Pixel 2_3 V,Pixel 2_3 mA,Pixel 2_4 V,Pixel 2_4 mA,Pixel 2_5 V,Pixel 2_5 mA,Pixel 2_6 V,Pixel 2_6 mA,Pixel 2_7 V,Pixel 2_7 mA,Pixel 3_0 V,Pixel 3_0 mA,Pixel 3_1 V,Pixel 3_1 mA,Pixel 3_2 V,Pixel 3_2 mA,Pixel 3_3 V,Pixel 3_3 mA,Pixel 3_4 V,Pixel 3_4 mA,Pixel 3_5 V,Pixel 3_5 mA,Pixel 3_6 V,Pixel 3_6 mA,Pixel 3_7 V,Pixel 3_7 mA,ARDUINOID
0.7530,1.20,0.1598,-18.0750,1.1616,-6.2500,0.1178,-17.1000,1.1617,-7.2500,0.6888,-17.4500,1.1594,-4.0750,1.1570,0.0500,1.1636,-6.2000,1.1616,-6.2000,1.1640,0.0000,1.1690,0.0250,1.1646,-6.4500,1.1565,-4.6250,1.0956,-16.4750,1.1588,-8.0000,1.1565,-5.3000,1.1414,-4.0250,1.1374,-4.4250,1.1424,-4.4750,1.1395,-5.3250,1.1361,-0.9000,1.1358,-8.2750,1.1315,-4.6250,1.1394,-4.0250,1.1555,-4.7500,1.1645,-5.0750,1.1480,0.0250,1.1564,-4.4000,1.1600,0.0000,1.1550,0.0000,1.1104,-4.4000,1.1495,-5.0000,0
1.5490,1.17,0.1588,-18.2250,1.1365,-4.9750,0.1220,-19.6250,1.1376,-6.0000,0.6858,-17.5500,1.1333,-3.3250,1.1320,0.0250,1.1375,-5.5000,1.1365,-5.5500,1.1370,0.0500,1.1440,0.1000,1.1405,-5.3750,1.1324,-3.8500,1.0946,-16.5000,1.1328,-8.3250,1.1285,-4.9250,1.1174,-3.7250,1.1144,-4.2250,1.1194,-4.3000,1.1165,-5.2500,1.1111,-0.8000,1.1098,-8.0750,1.1084,-3.5750,1.1163,-3.2750,1.1314,-3.8250,1.1404,-4.3000,1.1220,0.0750,1.1314,-3.7250,1.1360,0.0000,1.1280,0.0250,1.0924,-3.7000,1.1244,-4.4500,0
2.3450,1.14,0.1578,-18.0750,1.1124,-3.8750,0.1220,-19.6500,1.1125,-4.7250,0.6838,-17.5750,1.1083,-2.6500,1.1080,0.0500,1.1135,-4.7250,1.1115,-4.7250,1.1120,0.0500,1.1170,0.0500,1.1144,-4.3250,1.1073,-3.1250,1.0966,-16.5250,1.1088,-8.1250,1.1044,-4.3000,1.0953,-3.2500,1.0924,-3.8000,1.0964,-4.0750,1.0925,-4.9000,1.0881,-0.7500,1.0878,-7.7250,1.0843,-2.6750,1.0923,-2.6000,1.1053,-2.9750,1.1174,-3.5250,1.0970,0.0250,1.1083,-3.1250,1.1120,0.0500,1.1040,0.0500,1.0733,-3.1250,1.1004,-3.7750,0
3.1420,1.11,0.1598,-18.0500,1.0883,-2.9750,0.1210,-19.5750,1.0884,-3.6500,0.6818,-17.6250,1.0842,-2.1000,1.0840,0.0250,1.0894,-3.9750,1.0874,-4.0250,1.0880,0.0750,1.0940,0.0250,1.0913,-3.4750,1.0822,-2.4750,1.0876,-16.2750,1.0848,-7.8250,1.0804,-3.7000,1.0723,-2.8250,1.0713,-3.5000,1.0754,-3.8250,1.0714,-4.4750,1.0681,-0.6750,1.0647,-7.2500,1.0632,-1.9500,1.0682,-2.0000,1.0842,-2.2250,1.0923,-2.8750,1.0720,0.0500,1.0843,-2.5000,1.0870,0.0000,1.0800,0.0000,1.0533,-2.5250,1.0763,-3.1000,0
3.9370,1.08,0.1578,-18.1000,1.0632,-2.1750,0.1190,-19.6500,1.0643,-2.7000,0.6798,-17.5000,1.0592,-1.6000,1.0600,0.0000,1.0653,-3.2750,1.0633,-3.3250,1.0640,0.0500,1.0680,0.0500,1.0653,-2.7250,1.0562,-1.8750,1.0645,-15.5000,1.0587,-7.4000,1.0553,-3.1750,1.0492,-2.3750,1.0483,-3.0250,1.0523,-3.4500,1.0484,-4.0000,1.0441,-0.6250,1.0447,-6.7750,1.0401,-1.2750,1.0481,-1.4500,1.0582,-1.6000,1.0682,-2.2000,1.0510,0.0750,1.0602,-1.9500,1.0630,0.0000,1.0560,0.0250,1.0342,-2.0500,1.0543,-2.5500,0
