230.2310, 1.06, ovf, 0.75, 0.84, 1.06, ovf, ovf, 0.82, 1.86, -0.02, 1.80, ovf, 1.04, ovf, 1.06, -0.95, ovf, ovf, ovf, ovf, 0.99, 524744352.00, 68.19, -20.66, 1.85, 93.71, 1.05, -4.15, 1.05, 0.12, 0.70, 1.00, ovf, 1.01, 1.04, ovf, ovf, -21.22, 1.04, 525048832.00, ovf, 1.86, 0.01, 557718912.00, 0.39, ovf, 74901.09, ovf, 0.47, ovf, ovf, ovf, 0.24, ovf, 0.01, -21.33, ovf, 0.00, 0.58, ovf, 0.99, 2378093312.00, 1.84, ovf, -8.1267, 4.0772, ovf, 2.4763, -0.2414, -233.4732, -9.8110, -6.5063, 2.1370, ovf, 0.7913, -160.4258, 0.8495, -28.3973, 0.7960, 4.5648, 1.9492, -9.2294, -236.2926, 152001.0468, 2.9028, -1.9120, 3.2340, 4.5546, 13.8391, 24.9119, ovf, ovf, nan, 15.6106, 0.7532, 0.4256, 0
236.8450, 1.06, ovf, 0.76, 0.76, 1.06, ovf, ovf, 1.02, 1.92, -0.02, 1.81, 1471235584.00, 1.05, ovf, 1.06, -1.01, ovf, ovf, ovf, ovf, 1.05, 87457392.00, 12.37, -20.64, 1.91, 15.65, 1.05, -4.26, 1.09, 0.10, 0.69, 0.93, ovf, 1.78, 1.04, ovf, ovf, -21.19, 1.04, 87508136.00, ovf, 1.74, 0.01, 92953152.00, 0.40, ovf, 12483.95, ovf, 0.47, ovf, ovf, ovf, 0.18, ovf, 0.01, -21.27, ovf, 0.03, 0.58, ovf, 0.93, 396348896.00, 1.89, ovf, -8.0260, 3.7365, ovf, 2.7820, -0.2501, -235.2458, -9.8113, -6.9286, 2.3148, ovf, 1.0485, -161.3456, 0.5582, -29.1523, 0.7321, 4.2139, 2.8403, -9.9227, -237.0857, 25334.2968, 2.0946, -1.7526, 3.1263, 4.0863, 14.9010, 22.5912, ovf, ovf, nan, 16.6530, 0.9245, 0.2777, 0
243.4600, 1.06, ovf, 0.71, 0.86, 1.06, ovf, ovf, 0.89, 1.98, -0.04, 1.82, 245205936.00, 1.05, 4237183744.00, 1.06, -0.95, -1301178624.00, ovf, ovf, 4261503232.00, 1.05, 14576232.00, 3.05, -20.62, 1.97, 2.64, 1.05, -4.21, 1.15, 0.10, 0.64, 1.09, ovf, 1.53, 1.04, ovf, ovf, -21.15, 1.04, 14584689.00, ovf, 2.04, 0.01, 15492176.00, 0.45, ovf, 2081.04, ovf, 0.47, 1000141376.00, ovf, ovf, 0.12, ovf, 0.01, -21.23, ovf, 0.01, 0.58, ovf, 0.87, 66058148.00, 1.95, 1039147584.00, -8.0197, 3.9682, ovf, 2.3893, -0.4729, -237.1916, -9.9249, -6.5407, 1.9653, ovf, 0.8622, -159.5758, 0.5227, -28.8215, 0.7538, 4.5616, 2.3993, -9.4652, -239.9619, 4223.0620, 1.7056, -1.9089, 2.9496, 4.7297, 13.9900, 23.1685, ovf, ovf, nan, 16.3283, 0.9025, 0.0463, 0
250.0780, 1.06, ovf, 0.65, 0.88, 1.06, ovf, ovf, 1.00, 2.04, -0.02, 1.83, 40867640.00, 1.05, 706197312.00, 1.06, -0.94, -216863104.00, ovf, ovf, 710250560.00, 1.01, 2429372.00, 1.50, -20.59, 2.03, 0.49, 1.05, -4.10, 1.21, 0.05, 0.64, 1.08, ovf, 1.27, 1.04, ovf, ovf, -21.17, 1.04, 2430781.50, ovf, 2.06, 0.01, 2582011.25, 0.41, ovf, 347.22, ovf, 0.47, 166690224.00, 3167637760.00, ovf, 0.07, ovf, 0.01, -21.37, ovf, 0.00, 0.58, ovf, 0.91, 11009691.00, 2.01, 173191264.00, -8.0082, 3.7317, ovf, 2.3632, -0.3012, -238.5581, -9.7167, -6.4760, 1.9967, ovf, 0.7937, -159.3809, 0.7507, -28.0814, 0.3913, 4.4721, 2.3690, -9.4009, -242.1994, 704.6369, 0.9621, -1.8465, 2.7821, 4.7869, 13.7337, 22.7579, ovf, ovf, nan, 16.5865, 0.7499, 0.4463, 0
256.6950, 1.06, ovf, 0.60, 0.96, 1.06, ovf, ovf, 0.92, 2.10, -0.02, 1.84, 6811257.50, 1.05, 117699552.00, 1.06, -0.99, -36143852.00, ovf, ovf, 118375096.00, 0.95, 404895.40, 1.24, -20.63, 2.09, 0.10, 1.06, -4.10, 1.18, 0.06, 0.64, 1.10, ovf, 0.60, 1.05, ovf, ovf, -21.36, 1.05, 405130.25, ovf, 2.16, 0.01, 430317.65, 0.35, ovf, 58.26, ovf, 0.47, 27781704.00, 527939616.00, 1808957568.00, 0.06, ovf, 0.00, -3.58, 3049303040.00, 0.00, 0.58, ovf, 0.88, 1834948.50, 2.08, 28865210.00, -8.2678, 3.7485, ovf, 2.4173, -0.2799, -238.7086, -10.0613, -6.8351, 1.9332, ovf, 0.9505, -160.0926, 0.3538, -28.1789, 0.4459, 4.5547, 1.2812, -9.7617, -247.2843, 118.1207, 0.6021, -1.7416, 2.8403, 4.9178, 13.1182, 22.6184, 3507823616.0000, 3485067520.0000, nan, 15.9899, 1.0677, 0.5291, 0
263.3150, 1.07, ovf, 0.59, 0.91, 1.07, ovf, ovf, 0.99, 2.16, -0.02, 1.84, 1135192.87, 1.05, 19616592.00, 1.06, -1.00, -6023975.50, ovf, ovf, 19729182.00, 0.99, 67482.68, 1.20, -20.66, 2.15, 0.07, 1.06, -4.12, 1.12, 0.06, 0.64, 1.10, ovf, 1.12, 1.05, ovf, ovf, -21.18, 1.05, 67521.81, ovf, 2.06, 0.01, 71702.00, 0.30, ovf, 10.10, ovf, 0.42, 4630288.00, 87989936.00, 301492928.00, 0.06, ovf, 0.00, -0.60, 508217184.00, 0.03, 0.58, ovf, 0.87, 305824.90, 2.14, 4810868.50, -8.5475, 3.4920, ovf, 2.3294, -0.2826, -239.4193, -10.0046, -6.8902, 2.1424, ovf, 0.9204, -160.5220, 0.7636, -28.3098, 0.4353, 4.5631, 2.1827, -10.1437, -245.0570, 20.3691, 0.5068, -1.9085, 2.6608, 4.8463, 12.7011, 20.7559, 584637312.0000, 580844608.0000, nan, 16.6263, 0.9321, 0.3220, 0
269.9330, 1.07, ovf, 0.64, 0.89, 1.06, ovf, ovf, 0.91, 2.22, -0.04, 1.84, 189182.06, 1.05, 3269430.00, 1.06, -1.02, -1003995.43, ovf, ovf, 3288197.00, 1.00, 11247.27, 1.20, -20.64, 2.21, 0.08, 1.06, -4.15, 1.07, 0.11, 0.64, 1.12, ovf, 1.59, 1.05, ovf, ovf, -21.15, 1.05, 11253.72, ovf, 2.03, 0.01, 11932.73, 0.33, ovf, 2.07, ovf, 0.41, 771718.56, 14664989.00, 50248820.00, 0.06, ovf, 0.00, -0.13, 84702864.00, 0.04, 0.58, ovf, 0.92, 50970.94, 2.20, 801811.43, -8.3577, 3.6680, ovf, 2.4071, -0.5315, -239.3897, -10.1092, -7.0193, 2.2606, ovf, 1.1331, -160.7334, 1.0913, -28.5792, 0.7590, 4.6390, 2.5416, -10.3340, -245.4205, 3.9625, 0.5045, -1.7520, 2.9252, 4.7204, 12.8106, 21.3301, 97439552.0000, 96807432.0000, nan, 16.8775, 0.9595, 0.2938, 0
276.5510, 1.07, ovf, 0.59, 0.90, 1.06, ovf, -1352344320.00, 0.77, 2.28, -0.02, 1.83, 31513.73, 1.05, 544903.75, 1.06, -1.00, -167331.95, ovf, ovf, 548032.81, 1.00, 1874.64, 1.20, -20.67, 2.27, 0.05, 1.06, -4.26, 1.05, 0.12, 0.64, 1.07, ovf, 1.21, 1.05, ovf, ovf, -21.12, 1.05, 1875.74, ovf, 2.09, 0.01, 1971.21, 0.39, ovf, 0.73, ovf, 0.41, 128623.60, 2444165.75, 8374807.50, 0.06, ovf, 0.00, -0.02, 14117144.00, 0.02, 0.58, ovf, 0.97, 8495.27, 2.26, 133635.29, -8.4469, 3.4744, ovf, 2.3056, -0.3370, -237.9558, -10.1267, -6.9256, 2.2787, ovf, 0.8420, -161.1162, 0.6767, -29.2940, 0.8109, 4.4397, 2.2636, -9.9172, -246.2918, 1.4562, 0.5212, -1.9079, 3.0804, 4.7989, 12.4077, 20.9655, 16239925.0000, 16134572.0000, nan, 16.6048, 0.9073, 0.7880, 0
283.1700, 1.07, ovf, 0.64, 0.92, 1.06, ovf, -225390720.00, 0.83, 2.34, -0.02, 1.84, 5235.67, 1.05, 90816.03, 1.06, -0.98, -27888.08, ovf, ovf, 91338.85, 0.95, 312.56, 1.20, -20.66, 2.33, 0.06, 1.06, -4.26, 1.10, 0.10, 0.64, 1.08, -1377721600.00, 1.42, 1.05, 1379787776.00, ovf, -21.19, 1.05, 312.77, ovf, 2.10, 0.01, 310.95, 0.35, ovf, 0.51, ovf, 0.41, 21440.92, 407361.46, 1395805.62, 0.06, ovf, 0.00, -0.07, 2352858.25, 0.04, 0.58, ovf, 0.93, 1416.01, 2.32, 22272.60, -8.4618, 3.8088, ovf, 2.2687, -0.3109, -238.4100, -10.3578, -6.7949, 2.2088, ovf, 0.8575, -161.0502, 0.8737, -29.3354, 0.7367, 4.4800, 2.2771, -9.9612, -248.5993, 1.2646, 0.5126, -1.6585, 3.0389, 4.7694, 11.8669, 20.6983, 2706655.0000, 2689095.2500, nan, 15.9300, 0.9554, 0.8892, 0
289.7870, 1.07, ovf, 0.64, 0.97, 1.06, ovf, -37565120.00, 1.04, 2.39, -0.02, 1.84, 855.91, 1.05, 15134.80, 1.06, -1.00, -4647.38, ovf, ovf, 15223.19, 0.90, 52.19, 1.19, -20.61, 2.39, 0.06, 1.06, -4.31, 1.16, 0.08, 0.64, 1.08, -229620272.00, 1.75, 1.05, 229964624.00, ovf, -21.15, 1.05, 52.23, ovf, 2.15, 0.01, 34.26, 0.29, 3396380928.00, 0.47, ovf, 0.36, 3577.10, 67894.08, 232638.85, 0.05, ovf, 0.00, -0.01, 392144.03, 0.01, 0.58, ovf, 0.88, 236.17, 2.37, 3712.10, -8.4642, 4.0624, 1092295808.0000, 2.4586, -0.3127, -240.0035, -9.9462, -6.8883, 2.1071, ovf, 0.7179, -159.9344, 0.9258, -29.6493, 0.6301, 4.4867, 2.1785, -9.4060, -249.1286, 0.8925, 0.5138, -1.8906, 2.9326, 4.8156, 10.2554, 21.1291, 451110.1562, 448182.5625, nan, 15.3136, 1.1019, 0.1482, 0
296.4060, 1.07, ovf, 0.65, 0.94, 1.06, ovf, -6260853.50, 1.31, 2.45, -0.05, 1.84, 126.05, 1.05, 2521.33, 1.06, -1.07, -773.98, ovf, ovf, 2537.25, 0.94, 8.83, 1.19, -20.65, 2.45, 0.06, 1.06, -4.28, 1.17, 0.10, 0.69, 0.95, -38270044.00, 1.68, 1.05, 38327436.00, ovf, -21.12, 1.10, 8.80, ovf, 2.04, 0.01, -11.91, 0.29, 566063488.00, 0.51, ovf, 0.35, 599.95, 11316.17, 38777.79, 0.05, 1746669696.00, 0.00, -0.02, 65358.21, 0.03, 0.53, ovf, 0.87, 39.53, 2.43, 618.72, -8.5751, 3.9730, 182049312.0000, 2.6045, -0.8552, -238.3775, -9.4149, -7.3643, 2.3281, ovf, 0.9389, -160.4058, 0.9543, -29.4723, 0.7394, 4.2213, 2.5227, -9.4214, -249.5718, 0.8691, 0.4363, -1.8417, 3.1986, 4.3721, 10.3684, 21.5244, 75185.8671, 74697.0937, nan, 14.0106, 1.1263, 0.5549, 0
303.0240, 1.07, ovf, 0.70, 0.87, 1.06, ovf, -1043475.56, 1.47, 2.51, -0.03, 1.83, 4.34, 1.05, 419.11, 1.06, -1.08, -128.46, 1723106176.00, ovf, 422.92, 0.94, 1.59, 1.19, -20.61, 2.50, 0.04, 1.06, -4.16, 1.12, 0.10, 0.65, 0.94, -6378340.50, 2.25, 1.05, 6387906.00, ovf, -21.10, 1.15, 1.57, ovf, 1.96, 0.01, -19.57, 0.28, 94343912.00, 0.57, ovf, 0.35, 103.98, 1886.57, 6467.18, 0.05, 291111616.00, 0.00, -0.00, 10893.91, 0.01, 0.48, ovf, 0.87, 6.74, 2.49, 103.17, -8.3674, 3.9540, 30341550.0000, 2.8548, -0.4165, -237.7756, -9.2123, -7.4436, 2.6211, ovf, 0.8731, -159.7385, 0.7049, -28.6402, 0.7248, 3.9588, 2.7620, -9.8730, -247.3439, 0.9037, 0.4245, -1.8310, 3.1743, 3.6865, 10.8854, 21.4951, 12531.8515, 12449.5156, nan, 13.1690, 1.0361, 0.9071, 0
309.6420, 1.07, ovf, 0.75, 0.73, 1.07, ovf, -173912.34, 1.39, 2.57, -0.05, 1.83, -15.94, 1.05, 68.75, 1.06, -1.03, -20.87, 287184352.00, ovf, 70.50, 0.99, 0.40, 1.19, -20.65, 2.56, 0.06, 1.06, -4.16, 1.06, 0.08, 0.59, 1.01, -1063056.75, 2.51, 1.05, 1064649.62, ovf, -21.15, 1.16, 0.34, ovf, 1.79, 0.01, -20.83, 0.33, 15723985.00, 0.53, ovf, 0.35, 21.50, 315.02, 1081.68, 0.06, 48518604.00, 0.00, -0.03, 1816.53, 0.02, 0.47, ovf, 0.92, 1.24, 2.55, 17.19, -8.3276, 3.5572, 5056919.0000, 2.7030, -0.9100, -237.6758, -9.0645, -7.1115, 2.5304, ovf, 1.0158, -160.2845, 0.9550, -28.6342, 0.5776, 3.8696, 2.9905, -10.3020, -245.4435, 0.7813, 0.3980, -1.7365, 3.2035, 3.9005, 11.3946, 21.2442, 2089.6264, 2074.9194, nan, 13.8032, 0.8763, 0.1512, 0
316.2580, 1.07, ovf, 0.71, 0.89, 1.07, ovf, -28985.09, 1.15, 2.63, -0.03, 1.84, -19.31, 1.05, 10.36, 1.06, -1.00, -2.94, 47864060.00, ovf, 11.77, 1.00, 0.15, 1.19, -20.64, 2.62, -0.01, 1.06, -4.11, 1.10, 0.11, 0.58, 1.13, -177175.87, 1.73, 1.05, 177440.43, ovf, -21.13, 1.21, 0.16, ovf, 2.08, 0.01, -21.09, 0.39, 2620665.25, 0.47, ovf, 0.35, 7.20, 53.14, 184.21, 0.05, 8086438.00, 0.00, -0.04, 303.63, 0.00, 0.47, 739626176.00, 0.88, 0.31, 2.61, 2.88, -8.4419, 4.1101, 842814.2500, 2.5695, -0.4381, -239.6282, -9.0398, -6.9410, 2.2362, ovf, 0.7130, -160.0663, -0.1268, -28.2710, 0.8187, 4.2891, 2.5542, -9.5696, -246.8500, 0.9271, 0.5191, -1.9082, 3.3485, 4.7128, 10.2141, 23.2351, 349.1796, 345.8199, nan, 13.0521, 0.7117, 0.3096, 0
322.8750, 1.07, ovf, 0.71, 0.85, 1.06, ovf, -4830.50, 1.26, 2.69, -0.05, 1.83, -19.88, 1.05, 0.63, 1.06, -1.07, 0.10, 7977343.50, ovf, 2.04, 0.95, 0.14, 1.19, -20.64, 2.68, 0.02, 1.06, -4.09, 1.11, 0.10, 0.63, 0.97, -29529.06, 1.71, 1.05, 29572.17, ovf, -21.10, 1.22, 0.13, ovf, 1.98, 0.01, -21.13, 0.40, 436778.71, 0.46, ovf, 0.35, 5.15, 9.50, 34.70, 0.05, 1347742.12, 0.00, -0.02, 51.48, 0.05, 0.51, 123271032.00, 0.92, 0.15, 2.67, 0.50, -8.4609, 3.9003, 140463.5937, 3.2993, -0.9522, -238.3324, -9.0357, -7.3684, 2.5084, ovf, 0.8365, -160.2976, 0.2705, -28.0958, 0.7390, 3.9659, 3.1689, -10.0175, -246.3378, 0.9514, 0.4169, -1.6615, 3.6263, 3.8898, 10.7818, 23.9659, 59.0541, 57.6366, nan, 13.6902, 0.7217, 0.3422, 0
329.4900, 1.07, ovf, 0.75, 0.81, 1.06, ovf, -804.74, 0.99, 2.75, -0.03, 1.84, -19.96, 1.05, -1.38, 1.06, -0.99, 0.60, 1329557.75, ovf, 0.42, 1.00, 0.12, 1.19, -20.69, 2.73, 0.02, 1.06, -4.08, 1.11, 0.08, 0.68, 1.01, -4921.26, 1.28, 1.05, 4927.53, -1016301632.00, -21.12, 1.22, 0.10, ovf, 2.10, 0.01, -21.11, 0.45, 72797.36, 0.41, 1399116800.00, 0.35, 4.46, 2.28, 9.42, 0.05, 224626.35, 0.00, -0.00, 9.46, 0.01, 0.57, 20545172.00, 0.88, 0.19, 2.72, 0.10, -8.4641, 3.9658, 23404.3554, 2.6545, -0.4582, -239.7376, -11.6592, -6.8687, 2.3216, ovf, 0.7925, -159.7362, 0.3430, -28.0845, 0.6044, 4.5120, 2.4649, -9.6311, -246.5399, 0.8226, 0.5182, -1.8924, 3.2755, 4.5842, 10.0179, 23.6260, 10.7830, 9.6061, nan, 15.0665, 1.0630, 0.3539, 0
336.1060, 1.07, ovf, 0.76, 0.82, 1.07, ovf, -133.83, 1.30, 2.80, -0.04, 1.83, -19.94, 1.05, -1.33, 1.06, -1.05, 0.73, 221593.35, ovf, 0.15, 0.95, 0.15, 1.19, -20.65, 2.79, 0.00, 1.06, -4.18, 1.16, 0.08, 0.69, 0.89, -820.01, 1.93, 1.05, 820.07, -169383600.00, -21.12, 1.17, 0.12, ovf, 1.87, 0.01, -21.12, 0.46, 12133.91, 0.40, 233186128.00, 0.35, 4.69, 1.07, 5.40, 0.05, 37440.13, 0.00, -0.02, 2.45, 0.02, 0.63, 3424199.25, 0.87, 0.18, 2.78, 0.02, -8.2333, 4.0560, 3895.0603, 3.0685, -0.6873, -237.9277, -9.4723, -7.2412, 2.4503, ovf, 0.9524, -159.7061, 0.0572, -28.7711, 0.6075, 3.9990, 3.0907, -9.6741, -246.6668, 0.8954, 0.3861, -1.8410, 3.5796, 3.8254, 10.7316, 24.6511, 2.6178, 1.6010, nan, 15.7333, 1.0256, 0.0590, 0
342.7220, 1.02, -963316736.00, 0.71, 0.87, 1.07, ovf, -22.01, 1.12, 2.86, -0.02, 1.85, -19.96, 1.05, -1.29, 1.06, -1.01, 0.76, 36932.60, ovf, 0.08, 0.95, 0.14, 1.18, -20.66, 2.85, 0.00, 1.06, -4.18, 1.22, 0.11, 0.74, 0.93, -136.47, 1.67, 1.05, 135.53, -28230600.00, -21.10, 1.17, 0.10, ovf, 2.11, 0.01, -21.10, 0.46, 2023.18, 0.45, 38864356.00, 0.35, 4.42, 0.82, 5.12, 0.05, 6242.62, 0.00, -0.00, 1.29, 0.04, 0.64, 570703.12, 0.92, 0.16, 2.84, 0.00, -3.9973, 4.0443, 643.1636, 2.6013, -0.4265, -239.8171, -8.8796, -6.9626, 2.2281, ovf, 0.8764, -159.1126, 0.0095, -28.7526, 0.9012, 4.5093, 2.6230, -9.4655, -246.0339, 0.7815, 0.5026, -1.7401, 3.1782, 4.8508, 10.1223, 25.2455, 1.3526, 0.2668, nan, 16.1916, 0.9751, 0.0098, 0
349.3370, 0.96, -160552784.00, 0.71, 0.79, 1.07, ovf, -3.32, 1.14, 2.87, -0.05, 1.83, -19.98, 1.05, -1.38, 1.06, -1.05, 0.71, 6155.90, ovf, 0.06, 0.99, 0.12, 1.18, -20.64, 2.91, 0.02, 1.06, -4.15, 1.23, 0.07, 0.70, 0.94, -22.50, 1.73, 1.05, 21.30, -4705098.00, -21.12, 1.12, 0.13, ovf, 1.84, 0.01, -21.08, 0.46, 338.08, 0.51, 6477392.50, 0.35, 4.77, 0.78, 4.60, 0.06, 1043.05, 0.00, -0.00, 1.09, 0.02, 0.69, 95120.53, 0.88, 0.13, 2.90, 0.00, 0.0525, 3.6596, 101.7591, 2.9907, -1.0070, -237.8179, -9.4654, -7.2615, 2.5051, ovf, 0.7992, -158.7069, 0.3188, -28.5201, 0.5497, 4.3005, 3.2451, -10.3481, -244.1981, 0.9714, 0.4146, -1.8126, 3.1698, 4.3840, 10.9608, 22.9849, 1.1751, 0.0445, nan, 17.9036, 0.7281, 0.0016, 0
355.9520, 0.90, -26758798.00, 0.66, 0.92, 1.07, ovf, -0.16, 1.11, 2.93, -0.03, 1.83, -19.95, 1.05, -1.35, 1.06, -1.06, 0.71, 1026.43, ovf, 0.08, 0.95, 0.15, 1.19, -20.64, 2.92, 0.00, 1.06, -4.16, 1.28, 0.08, 0.70, 0.89, -3.50, 1.52, 1.05, 2.42, -784181.50, -21.14, 1.11, 0.14, ovf, 1.94, 0.01, -21.13, 0.51, 57.23, 0.52, 1079566.37, 0.35, 4.51, 0.72, 5.23, 0.05, 176.24, 0.00, -0.00, 1.06, 0.04, 0.69, 15856.45, 0.92, 0.15, 2.86, 0.00, 2.6101, 3.9100, 11.0624, 3.3338, -0.4866, -238.2153, -9.2208, -7.3114, 2.4798, ovf, 0.9525, -159.2655, 0.0531, -28.6149, 0.6499, 4.0393, 2.9290, -9.4648, -246.6550, 1.0030, 0.4089, -1.8285, 3.5090, 4.0133, 10.3315, 24.4747, 1.0031, 0.0074, nan, 16.7361, 0.9255, 0.0003, 0
362.5670, 0.84, -4459799.50, 0.70, 0.94, 1.07, ovf, 0.37, 0.92, 2.94, -0.07, 1.84, -19.96, 1.05, -1.46, 1.06, -1.04, 0.70, 171.47, -919694400.00, 0.06, 0.94, 0.14, 1.19, -20.69, 2.87, 0.00, 1.06, -4.18, 1.24, 0.10, 0.65, 1.06, -0.34, 1.22, 1.05, -0.73, -130695.42, -21.16, 1.11, 0.12, 3375915008.00, 2.07, 0.01, -21.12, 0.52, 10.27, 0.47, 179929.06, 0.35, 4.25, 0.76, 5.06, 0.05, 31.97, 0.00, -0.02, 1.05, 0.02, 0.65, 2646.01, 0.93, 0.16, 2.81, -0.02, 3.5884, 4.2496, -3.3599, 2.8202, -1.3556, -239.6057, -9.9786, -7.2046, 2.2403, ovf, 0.8754, -159.7453, 0.0089, -28.7630, 0.7750, 4.4825, 2.3603, -9.3232, -246.6166, 0.8870, 0.4846, -1.8296, 3.0593, 4.7525, 9.7503, 25.1127, 1.0696, 0.0012, nan, 16.3583, 0.9584, -0.3031, 0
369.1820, 0.78, -743299.00, 0.70, 0.84, 1.07, ovf, 0.41, 1.10, 2.89, -0.08, 1.83, -20.01, 1.05, -1.38, 1.06, -1.07, 0.75, 29.06, -153282400.00, 0.04, 0.99, 0.14, 1.18, -20.67, 2.82, 0.00, 1.06, -4.23, 1.18, 0.10, 0.69, 0.93, 0.14, 1.94, 1.05, -1.36, -21781.09, -21.14, 1.11, 0.12, 562652480.00, 1.83, 0.02, -21.12, 0.52, 2.48, 0.51, 29989.11, 0.35, 4.84, 0.77, 4.59, 0.05, 7.86, 0.00, -0.02, 1.05, 0.00, 0.69, 444.33, 0.88, 0.19, 2.85, 0.01, 4.6184, 3.8470, -5.5323, 3.0272, -1.4744, -238.0931, -9.4204, -7.4123, 2.7696, ovf, 0.9079, -159.2084, 0.0015, -29.1323, 0.7635, 4.1450, 3.0995, -9.9890, -244.8551, 0.8681, 0.3893, -2.1050, 3.0934, 3.9704, 11.1282, 22.9820, 1.0845, 0.0002, nan, 17.8385, 1.1024, 0.2594, 0
375.7970, 0.77, -123882.47, 0.66, 0.92, 1.02, -779882496.00, 0.46, 1.00, 2.93, -0.05, 1.84, -19.97, 1.05, -1.38, 1.06, -1.08, 0.76, 5.23, -25547066.00, 0.04, 1.00, 0.17, 1.18, -20.64, 2.86, 0.02, 1.06, -4.19, 1.17, 0.13, 0.65, 1.00, 0.22, 1.69, 1.05, -1.36, -3628.68, -21.14, 1.11, 0.14, 93775416.00, 1.97, 0.01, -21.12, 0.47, 1.38, 0.47, 4999.45, 0.35, 4.37, 0.72, 5.35, 0.05, 3.73, 0.00, -0.02, 1.05, 0.02, 0.69, 77.04, 0.87, 0.17, 2.90, 0.02, 4.2834, 3.9412, -5.5016, 3.0269, -0.8827, -239.0646, -9.4414, -7.4516, 2.3578, ovf, 1.1310, -158.3642, 0.3112, -28.8310, 1.0147, 4.2231, 2.6503, -9.3924, -246.9467, 0.9853, 0.4289, -1.9676, 3.4054, 4.4877, 10.0539, 25.0371, 1.0070, 0.0000, nan, 16.4841, 0.9379, 0.3594, 0
382.4140, 0.72, -20646.30, 0.65, 0.82, 0.96, -129980416.00, 0.47, 0.97, 2.98, -0.06, 1.83, -19.98, 1.05, -1.38, 1.06, -1.05, 0.71, 1.37, -4257842.50, 0.04, 1.00, 0.18, 1.18, -20.59, 2.81, 0.05, 1.06, -4.25, 1.17, 0.12, 0.69, 0.97, 0.19, 2.38, 1.05, -1.46, -603.31, -21.16, 1.11, 0.12, 15629236.00, 1.80, 0.01, -21.12, 0.46, 1.08, 0.51, 834.33, 0.35, 4.75, 0.71, 4.76, 0.06, 3.24, 0.00, -0.00, 1.06, 0.04, 0.65, 16.54, 0.92, 0.14, 2.86, 0.00, 4.3364, 3.4690, -3.7900, 2.9790, -1.1221, -237.7805, -9.4449, -7.2279, 2.6761, -3729310720.0000, 1.1682, -158.2870, 0.9644, -29.2395, 0.9316, 4.3283, 2.9326, -9.9812, -244.2749, 0.8845, 0.3987, -1.8533, 3.0957, 4.4370, 10.9111, 22.0443, 1.1306, 0.0000, nan, 18.1152, 0.8605, 0.0599, 0
389.0300, 0.76, -3440.37, 0.70, 0.92, 0.90, -21663402.00, 0.52, 0.81, 2.95, -0.04, 1.84, -20.00, 1.05, -1.48, 1.06, -1.01, 0.75, 0.63, -709639.43, 0.06, 1.00, 0.15, 1.18, -20.62, 2.76, 0.03, 1.06, -4.34, 1.22, 0.09, 0.69, 1.01, 0.23, 1.70, 1.05, -1.38, -99.06, -21.13, 1.06, 0.15, 2604872.75, 2.05, 0.01, -21.19, 0.41, 1.21, 0.52, 140.24, 0.35, 4.26, 0.76, 5.01, 0.05, 3.07, 0.00, -0.02, 1.06, 0.02, 0.64, 5.96, 0.93, 0.16, 2.81, 0.00, 4.1567, 4.1762, -2.8479, 2.7508, -0.8245, -240.0196, -10.1430, -6.9604, 2.4334, -621551808.0000, 0.9567, -158.3514, 0.4586, -29.8628, 0.6886, 4.5724, 2.5184, -9.3968, -246.2888, 1.0568, 0.4845, -1.8401, 3.1953, 4.7693, 9.8073, 24.8321, 1.0160, 0.0000, nan, 16.3113, 0.9486, 0.0100, 0
395.6440, 0.72, -572.56, 0.70, 0.79, 0.84, -3610567.00, 0.48, 0.97, 2.89, -0.04, 1.83, -19.98, 1.05, -1.35, 1.06, -1.05, 0.71, 0.60, -118272.12, 0.08, 1.00, 0.17, 1.18, -20.64, 2.80, 0.04, 1.06, -4.44, 1.23, 0.10, 0.74, 0.89, 0.19, 2.37, 1.05, -1.48, -15.03, -21.15, 1.05, 0.08, 434145.46, 1.79, 0.01, -21.16, 0.40, 1.24, 0.57, 24.21, 0.35, 4.76, 0.77, 4.63, 0.06, 3.08, 0.00, -0.04, 1.06, 0.02, 0.69, 4.34, 0.88, 0.18, 2.75, 0.03, 4.5548, 3.6051, -1.5559, 3.0361, -0.7624, -237.9391, -9.2196, -7.2612, 2.6918, -103591968.0000, 1.1391, -159.1172, 0.6853, -30.5402, 0.7809, 4.2819, 2.8904, -10.1090, -244.6241, 0.5173, 0.3961, -1.8346, 3.2120, 3.9453, 10.9673, 23.1872, 1.1141, 0.0000, nan, 17.9243, 1.0055, 0.5954, 0
