Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Volts_output,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,Pixel 2_0 V,Pixel 2_0 mA,Pixel 2_1 V,Pixel 2_1 mA,Pixel 2_2 V,Pixel 2_2 mA,Pixel 2_3 V,Pixel 2_3 mA,Pixel 2_4 V,Pixel 2_4 mA,Pixel 2_5 V,Pixel 2_5 mA,Pixel 2_6 V,Pixel 2_6 mA,Pixel 2_7 V,Pixel 2_7 mA,Pixel 3_0 V,Pixel 3_0 mA,Pixel 3_1 V,Pixel 3_1 mA,Pixel 3_2 V,Pixel 3_2 mA,Pixel 3_3 V,Pixel 3_3 mA,Pixel 3_4 V,Pixel 3_4 mA,Pixel 3_5 V,Pixel 3_5 mA,Pixel 3_6 V,Pixel 3_6 mA,Pixel 3_7 V,Pixel 3_7 mA,ARDUINOID
0.7530,1.20,1.1757,-7.2000,1.1664,-3.8500,1.1768,-7.7750,1.1661,-10.9250,1.1641,-11.0000,1.1646,-6.2500,1.1571,-11.1000,1.1677,-6.4500,1.1667,-6.5500,1.1690,0.0250,1.1735,-4.7250,1.1716,-5.9250,1.1640,0.0750,1.1720,0.0750,1.1661,-1.0250,1.1606,-5.6750,1.1537,-6.7500,1.1487,-6.6000,1.1537,-7.2250,1.1550,0.0500,1.1486,-5.8000,0.0177,-17.4750,1.1445,-4.7500,1.1526,-6.3500,1.1543,-2.6000,1.1634,-3.8250,1.1443,-3.3500,0.0138,-17.7750,1.1087,-17.0000,1.1507,-7.5250,1.1450,0.0000,1.1480,0.0250,0
1.5500,1.17,1.1496,-6.0750,1.1423,-3.3000,1.1497,-6.9500,1.1410,-10.1250,1.1390,-10.0500,1.1395,-5.3750,1.1330,-10.2750,1.1446,-6.1250,1.1436,-5.5500,1.1440,0.0000,1.1484,-4.0250,1.1465,-5.0750,1.1400,0.1000,1.1450,0.0750,1.1401,-1.0000,1.1345,-4.7000,1.1306,-5.9000,1.1266,-5.8750,1.1326,-6.4000,1.1310,0.0500,1.1235,-4.9000,0.0178,-17.5500,1.1204,-4.0500,1.1286,-5.5750,1.1292,-2.1000,1.1403,-3.3000,1.1203,-2.6250,0.0138,-17.8000,1.0977,-17.0500,1.1257,-7.2250,1.1200,0.0500,1.1240,0.0750,0
2.3470,1.14,1.1245,-5.1000,1.1163,-2.8500,1.1246,-6.1500,1.1150,-10.0500,1.1139,-9.1500,1.1134,-4.5000,1.1090,-9.8500,1.1176,-5.6250,1.1165,-4.6250,1.1200,0.0000,1.1233,-3.4000,1.1214,-4.2500,1.1130,0.1000,1.1200,0.1000,1.1161,-0.8000,1.1104,-3.8750,1.1065,-5.0750,1.1035,-5.1500,1.1085,-5.4750,1.1050,0.0500,1.1004,-4.1000,0.0178,-17.5500,1.0963,-3.3750,1.1035,-4.8500,1.1042,-1.6250,1.1133,-2.7250,1.0962,-2.0500,0.0138,-17.7750,1.0917,-17.0500,1.1007,-6.9750,1.0960,0.0000,1.1000,0.0750,0
3.1420,1.11,1.1004,-4.1750,1.0922,-2.3500,1.0995,-5.3750,1.0920,-10.6500,1.0918,-8.1750,1.0884,-3.6750,1.0849,-9.5000,1.0945,-5.0250,1.0924,-3.8750,1.0960,0.0500,1.0993,-2.8250,1.0964,-3.4750,1.0880,0.0500,1.0960,0.0500,1.0921,-0.6750,1.0883,-3.1250,1.0834,-4.2000,1.0805,-4.5000,1.0865,-4.5250,1.0840,0.0750,1.0763,-3.3000,0.0177,-17.5250,1.0733,-2.7250,1.0804,-4.0250,1.0801,-1.2000,1.0902,-2.2750,1.0712,-1.5750,0.0148,-17.7750,1.0817,-16.6250,1.0787,-6.5500,1.0710,0.0500,1.0760,0.0500,0
3.9400,1.08,1.0763,-3.3750,1.0682,-1.9250,1.0755,-4.7000,1.0679,-9.1500,1.0687,-7.2500,1.0643,-2.9000,1.0609,-8.7250,1.0695,-4.7250,1.0683,-3.1250,1.0710,0.0750,1.0732,-2.3500,1.0723,-2.8250,1.0640,0.1000,1.0720,0.1000,1.0671,-0.6000,1.0612,-2.4500,1.0603,-3.4000,1.0564,-3.7750,1.0614,-3.7750,1.0600,0.1000,1.0523,-2.5250,0.0178,-17.5000,1.0492,-2.0500,1.0563,-3.4000,1.0561,-0.9000,1.0682,-1.9250,1.0471,-1.1500,0.0138,-17.7750,1.0576,-15.8500,1.0566,-6.2250,1.0480,0.0500,1.0520,0.1000,0
