Voltage Range: ,0.09,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.02,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Measurement Time: ,120,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Pixel 0_0 PCE,Pixel 0_1 PCE,Pixel 0_2 PCE,Pixel 0_3 PCE,Pixel 0_4 PCE,Pixel 0_5 PCE,Pixel 0_6 PCE,Pixel 0_7 PCE,Pixel 1_0 PCE,Pixel 1_1 PCE,Pixel 1_2 PCE,Pixel 1_3 PCE,Pixel 1_4 PCE,Pixel 1_5 PCE,Pixel 1_6 PCE,Pixel 1_7 PCE,Pixel 2_0 PCE,Pixel 2_1 PCE,Pixel 2_2 PCE,Pixel 2_3 PCE,Pixel 2_4 PCE,Pixel 2_5 PCE,Pixel 2_6 PCE,Pixel 2_7 PCE,Pixel 3_0 PCE,Pixel 3_1 PCE,Pixel 3_2 PCE,Pixel 3_3 PCE,Pixel 3_4 PCE,Pixel 3_5 PCE,Pixel 3_6 PCE,Pixel 3_7 PCE,ARDUINOID
12.7910, ovf, 0.0533, 0.0356, 0.0611, 0.0000, ovf, ovf, ovf, ovf, ovf, 0.0240, ovf, ovf, ovf, 0.0469, 0.0547, 0.0240, ovf, 0.0370, ovf, 0.0000, ovf, 0.0228, 0.0000, 0.0344, ovf, 0.0417, -1.3547, ovf, ovf, ovf, ovf, 0
25.5920, ovf, 0.0532, 0.0153, 0.0289, 0.0000, ovf, ovf, ovf, ovf, ovf, 0.0420, ovf, ovf, ovf, 0.0172, 0.0253, 0.0139, ovf, 0.0353, ovf, 0.0354, ovf, 0.0455, 0.0250, 0.0146, ovf, 0.0382, -1.3972, ovf, ovf, ovf, ovf, 0
38.3940, ovf, 0.0417, 0.0296, 0.0329, -0.0068, ovf, ovf, ovf, ovf, ovf, 0.0216, ovf, ovf, ovf, 0.0435, 0.0157, 0.0242, ovf, 0.0205, ovf, 0.0153, ovf, 0.0492, 0.0042, 0.0113, ovf, 0.0376, -1.6077, ovf, ovf, ovf, ovf, 0
