Voltage Range: ,0.09,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.02,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Measurement Time: ,120,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Pixel 0_0 PCE,Pixel 0_1 PCE,Pixel 0_2 PCE,Pixel 0_3 PCE,Pixel 0_4 PCE,Pixel 0_5 PCE,Pixel 0_6 PCE,Pixel 0_7 PCE,Pixel 1_0 PCE,Pixel 1_1 PCE,Pixel 1_2 PCE,Pixel 1_3 PCE,Pixel 1_4 PCE,Pixel 1_5 PCE,Pixel 1_6 PCE,Pixel 1_7 PCE,Pixel 2_0 PCE,Pixel 2_1 PCE,Pixel 2_2 PCE,Pixel 2_3 PCE,Pixel 2_4 PCE,Pixel 2_5 PCE,Pixel 2_6 PCE,Pixel 2_7 PCE,Pixel 3_0 PCE,Pixel 3_1 PCE,Pixel 3_2 PCE,Pixel 3_3 PCE,Pixel 3_4 PCE,Pixel 3_5 PCE,Pixel 3_6 PCE,Pixel 3_7 PCE,ARDUINOID
12.7910, ovf, -2.5349, 0.0479, 0.0359, -0.0125, ovf, ovf, ovf, ovf, ovf, ovf, 0.0359, ovf, ovf, ovf, 0.0000, 0.0370, 0.0229, ovf, 0.0443, ovf, -1.2433, ovf, 0.0228, 0.0000, 0.0583, ovf, -1.2671, 0.0000, ovf, ovf, ovf, 0
25.5920, ovf, -0.3683, 0.0549, 0.0435, -0.0120, ovf, ovf, ovf, ovf, ovf, ovf, 0.0435, ovf, ovf, ovf, 0.0328, 0.0551, 0.0215, ovf, 0.0490, ovf, -1.2718, ovf, 0.0288, 0.0089, 0.0467, ovf, -1.4811, 0.0115, ovf, ovf, ovf, 0
38.3940, ovf, -0.0291, 0.0654, 0.0260, -0.0020, ovf, ovf, ovf, ovf, ovf, ovf, 0.0432, ovf, ovf, ovf, 0.0388, 0.0384, 0.0124, ovf, 0.0415, ovf, -1.5469, ovf, 0.0048, 0.0109, 0.0255, ovf, -1.6094, 0.0248, ovf, ovf, ovf, 0
