0.51,0.5397,3.3000,0.5398,2.2750,0.5450,0.2500,0.5437,2.4750,0.5437,2.9500,0.5387,2.7500,0.5369,1.3500,0.5407,2.7000,14.9480
0.48,0.5107,3.3750,0.5098,2.3500,0.5160,0.3000,0.5117,2.6750,0.5127,3.0250,0.5097,2.8500,0.5079,1.3500,0.5107,2.7250,15.5710
0.45,0.4797,3.3250,0.4798,2.5750,0.4860,0.2750,0.4837,2.7750,0.4837,3.2000,0.4797,2.8750,0.4759,1.4250,0.4807,2.6750,16.1940
0.42,0.4517,3.5000,0.4508,2.5750,0.4560,0.3250,0.4517,2.8000,0.4557,3.3500,0.4497,2.9000,0.4469,1.4750,0.4517,2.7750,16.8170
0.39,0.4226,3.5500,0.4197,2.5500,0.4280,0.3000,0.4237,2.9500,0.4237,3.2750,0.4197,3.0750,0.4158,1.4250,0.4217,2.8750,17.4390
0.36,0.3917,3.5750,0.3877,2.7250,0.3940,0.4000,0.3917,3.0500,0.3937,3.2500,0.3897,3.0750,0.3838,1.5250,0.3917,2.8250,18.0620
0.33,0.3596,3.5750,0.3577,2.7750,0.3640,0.4000,0.3607,3.0250,0.3637,3.4750,0.3577,3.1000,0.3558,1.5750,0.3597,2.8250,18.6860
0.30,0.3316,3.7250,0.3297,2.7500,0.3320,0.4750,0.3317,3.0000,0.3337,3.5500,0.3277,3.1000,0.3258,1.5500,0.3297,2.9750,19.3080
0.27,0.3016,3.7000,0.2997,2.7500,0.3040,0.5000,0.3037,3.1500,0.3037,3.4750,0.2997,3.3250,0.2958,1.6000,0.2997,3.0250,19.9310
0.24,0.2716,3.6000,0.2697,2.9250,0.2719,0.5750,0.2737,3.2000,0.2756,3.6000,0.2707,3.2750,0.2668,1.6000,0.2707,2.9000,20.5530
0.21,0.2416,3.7500,0.2397,2.8250,0.2429,0.6000,0.2437,3.1250,0.2436,3.6500,0.2397,3.1750,0.2358,1.6250,0.2397,2.9750,21.1770
0.18,0.2116,3.8250,0.2077,2.8000,0.2119,0.6750,0.2147,3.2500,0.2156,3.5750,0.2087,3.3750,0.2038,1.5750,0.2097,3.1500,21.8000
0.15,0.1826,3.7500,0.1797,2.9250,0.1829,0.7500,0.1837,3.4250,0.1846,3.5250,0.1797,3.3750,0.1758,1.6000,0.1797,3.0500,22.4220
0.12,0.1526,3.7000,0.1507,3.0500,0.1519,0.8000,0.1557,3.3250,0.1556,3.6250,0.1497,3.3000,0.1478,1.7250,0.1517,3.0500,23.0450
0.09,0.1236,3.8500,0.1197,2.8750,0.1209,0.9500,0.1237,3.2000,0.1246,3.6500,0.1197,3.3250,0.1168,1.5750,0.1197,3.1500,23.6670
0.06,0.0926,3.9750,0.0917,3.0250,0.0919,1.0250,0.0957,3.3750,0.0956,3.6000,0.0897,3.5250,0.0878,1.6250,0.0907,3.1250,24.2900
0.03,0.0636,3.7500,0.0597,3.1000,0.0639,1.0750,0.0637,3.4500,0.0706,3.6500,0.0607,3.3750,0.0568,1.6500,0.0607,3.0750,24.9130
0.00,0.0686,3.7000,0.0527,2.9250,0.0319,1.1750,0.0577,3.3750,0.0686,3.7500,0.0637,3.3000,0.0288,1.7000,0.0557,3.1250,25.5350
-0.03,0.0706,3.9250,0.0567,2.9750,0.0199,1.2250,0.0667,3.3500,0.0696,3.5750,0.0677,3.5000,0.0288,1.5500,0.0577,3.1750,26.1580
0.03,0.0656,3.6250,0.0577,3.0750,0.0209,1.2000,0.0637,3.3500,0.0756,3.7500,0.0657,3.2750,0.0308,1.7000,0.0557,3.0000,0.6230
0.06,0.0696,3.7750,0.0517,2.9000,0.0319,1.2000,0.0597,3.3250,0.0696,3.7750,0.0647,3.4250,0.0288,1.6250,0.0547,3.1000,1.2460
0.09,0.0656,3.8250,0.0597,2.9000,0.0609,1.1000,0.0637,3.3000,0.0686,3.6250,0.0647,3.5000,0.0568,1.6000,0.0617,3.1250,1.8680
0.12,0.0926,3.7250,0.0917,3.0000,0.0919,1.0250,0.0947,3.3000,0.0956,3.6000,0.0917,3.3500,0.0878,1.6500,0.0907,2.9500,2.4910
0.15,0.1226,3.7500,0.1197,2.9000,0.1209,0.9750,0.1237,3.2750,0.1256,3.7750,0.1197,3.3000,0.1158,1.6250,0.1197,2.9500,3.1130
