Volts_output,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,Pixel 2_0 V,Pixel 2_0 mA,Pixel 2_1 V,Pixel 2_1 mA,Pixel 2_2 V,Pixel 2_2 mA,Pixel 2_3 V,Pixel 2_3 mA,Pixel 2_4 V,Pixel 2_4 mA,Pixel 2_5 V,Pixel 2_5 mA,Pixel 2_6 V,Pixel 2_6 mA,Pixel 2_7 V,Pixel 2_7 mA,Pixel 3_0 V,Pixel 3_0 mA,Pixel 3_1 V,Pixel 3_1 mA,Pixel 3_2 V,Pixel 3_2 mA,Pixel 3_3 V,Pixel 3_3 mA,Pixel 3_4 V,Pixel 3_4 mA,Pixel 3_5 V,Pixel 3_5 mA,Pixel 3_6 V,Pixel 3_6 mA,Pixel 3_7 V,Pixel 3_7 mA,Time
0.93,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,5.4580
0.90,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,6.0040
0.87,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,6.5500
0.84,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,7.0960
0.81,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,7.6420
0.78,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1880
0.75,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.7340
0.72,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,9.2800
0.69,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,9.8260
0.66,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0031,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,10.3720
0.63,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,10.9180
0.60,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,11.4640
0.57,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,12.0100
0.54,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,12.5560
0.51,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,13.1020
0.48,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,13.6480
0.45,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,14.1940
0.42,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,14.7400
0.39,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,15.2860
0.36,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,15.8320
0.33,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,16.3780
0.30,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,16.9240
0.27,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,17.4700
0.24,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,18.0160
0.21,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,18.5620
0.18,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,19.1080
0.15,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,19.6540
0.12,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,20.2000
0.09,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,20.7460
0.06,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,21.2920
0.03,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,21.8380
0.00,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,22.3840
-0.03,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,22.9290
0.03,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.5625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.5440
0.06,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,1.0900
0.09,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-307.4625,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,8.1941,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,0.0041,-409.9500,1.6360
