Voltage Range: ,0.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.02,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Measurement Time: ,10080,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Pixel 0 V,Pixel 0 mA,Pixel 1 V,Pixel 1 mA,Pixel 2 V,Pixel 2 mA,Pixel 3 V,Pixel 3 mA,Pixel 4 V,Pixel 4 mA,Pixel 5 V,Pixel 5 mA,Pixel 6 V,Pixel 6 mA,Pixel 7 V,Pixel 7 mA,Pixel 0 PCE,Pixel 1 PCE,Pixel 2 PCE,Pixel 3 PCE,Pixel 4 PCE,Pixel 5 PCE,Pixel 6 PCE,Pixel 7 PCE,Filler Val
330.6040, 0.80, 2.93, 0.79, 1.95, 0.78, 0.18, 1.52, 1.75, 0.80, 2.65, 0.80, 2.40, 0.79, 1.20, 0.82, 2.30, 18.3059, 12.2599, 1.2889, 20.5678, 14.8316, 12.2759, 6.0825, 12.2574, 1
333.5400, 0.83, 3.34, 0.81, 2.32, 0.81, 0.23, 0.96, 2.23, 0.82, 3.01, 0.81, 2.63, 0.81, 1.30, 0.82, 2.62, 18.6457, 12.6439, 1.2825, 14.0386, 16.1683, 13.8368, 6.8222, 13.9161, 1
336.4750, 0.84, 3.34, 0.79, 2.45, 0.84, 0.22, 0.86, 2.22, 0.82, 2.97, 0.79, 2.77, 0.79, 1.45, 0.82, 2.67, 18.3228, 12.7602, 1.2221, 12.4928, 15.8710, 14.2847, 7.4567, 14.1800, 1
339.4110, 0.84, 3.26, 0.77, 2.58, 0.82, 0.24, 0.84, 2.20, 0.82, 2.94, 0.77, 2.85, 0.77, 1.42, 0.82, 2.58, 17.8135, 12.9564, 1.2714, 12.1243, 15.7327, 14.2311, 7.1214, 13.6930, 1
342.3470, 0.84, 3.19, 0.75, 2.60, 0.80, 0.26, 0.84, 2.20, 0.80, 3.14, 0.75, 3.01, 0.78, 1.35, 0.82, 2.58, 17.4556, 12.6152, 1.3358, 12.0822, 16.3636, 14.6098, 6.9088, 13.7005, 1
345.2820, 0.84, 3.22, 0.72, 2.67, 0.78, 0.26, 0.84, 2.13, 0.80, 3.06, 0.72, 3.07, 0.77, 1.41, 0.82, 2.58, 17.5781, 12.5445, 1.3127, 11.6904, 15.8638, 14.4481, 7.0301, 13.7018, 1
348.2180, 0.84, 3.14, 0.70, 2.64, 0.75, 0.26, 0.84, 2.16, 0.80, 2.99, 0.72, 2.98, 0.78, 1.43, 0.82, 2.53, 17.1300, 12.0556, 1.2750, 11.8084, 15.5214, 13.9146, 7.3205, 13.4364, 1
351.1540, 0.84, 3.07, 0.72, 2.57, 0.77, 0.24, 0.84, 2.11, 0.78, 3.18, 0.70, 3.13, 0.81, 1.29, 0.82, 2.49, 16.7952, 11.9833, 1.2187, 11.5807, 16.0819, 14.2185, 6.7646, 13.2153, 1
354.0890, 0.82, 3.28, 0.70, 2.66, 0.79, 0.24, 0.84, 2.05, 0.77, 3.08, 0.68, 3.22, 0.79, 1.33, 0.82, 2.50, 17.4912, 12.1017, 1.2406, 11.2512, 15.5049, 14.1621, 6.8494, 13.2669, 1
357.0250, 0.82, 3.25, 0.68, 2.71, 0.82, 0.24, 0.84, 2.08, 0.77, 3.05, 0.67, 3.14, 0.81, 1.36, 0.82, 2.45, 17.2532, 11.9186, 1.2755, 11.3974, 15.3250, 13.6910, 7.1260, 13.0099, 1
359.9600, 0.82, 3.21, 0.65, 2.72, 0.80, 0.27, 0.84, 2.11, 0.77, 3.09, 0.65, 3.22, 0.79, 1.41, 0.82, 2.44, 17.0366, 11.5448, 1.4230, 11.6055, 15.5464, 13.6669, 7.2579, 12.9672, 1
362.8960, 0.82, 3.25, 0.67, 2.69, 0.78, 0.25, 0.84, 2.04, 0.77, 3.05, 0.63, 3.25, 0.77, 1.47, 0.82, 2.42, 17.2661, 11.6787, 1.2434, 11.1731, 15.3319, 13.3085, 7.3366, 12.8715, 1
365.8320, 0.82, 3.16, 0.65, 2.76, 0.79, 0.24, 0.84, 2.06, 0.77, 3.01, 0.64, 3.11, 0.78, 1.38, 0.82, 2.42, 16.7586, 11.7031, 1.2447, 11.2745, 15.1285, 13.0280, 7.0301, 12.8556, 1
368.7670, 0.82, 3.13, 0.67, 2.58, 0.82, 0.24, 0.84, 2.06, 0.77, 3.02, 0.63, 3.23, 0.77, 1.43, 0.82, 2.37, 16.6003, 11.1959, 1.2762, 11.2747, 15.1784, 13.2020, 7.1388, 12.5874, 1
371.7030, 0.82, 3.17, 0.65, 2.73, 0.84, 0.22, 0.84, 2.03, 0.77, 3.02, 0.60, 3.27, 0.74, 1.47, 0.82, 2.45, 16.8393, 11.5651, 1.2210, 11.1092, 15.1868, 12.8714, 7.1308, 12.9958, 1
374.6380, 0.82, 3.13, 0.63, 2.82, 0.82, 0.22, 0.84, 2.05, 0.77, 3.00, 0.62, 3.13, 0.76, 1.43, 0.82, 2.39, 16.6136, 11.5378, 1.1832, 11.2727, 15.1045, 12.6222, 7.0848, 12.6992, 1
377.5740, 0.82, 3.07, 0.64, 2.67, 0.80, 0.25, 0.84, 2.01, 0.77, 3.05, 0.60, 3.24, 0.78, 1.37, 0.82, 2.37, 16.3106, 11.2005, 1.3211, 11.0344, 15.3421, 12.7099, 6.9882, 12.5614, 1
