Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Volts_output,Pixel 0 V,Pixel 0 mA,Pixel 1 V,Pixel 1 mA,Pixel 2 V,Pixel 2 mA,Pixel 3 V,Pixel 3 mA,Pixel 4 V,Pixel 4 mA,Pixel 5 V,Pixel 5 mA,Pixel 6 V,Pixel 6 mA,Pixel 7 V,Pixel 7 mA,Time
1.20,1.2220,0.1000,1.2240,0.0750,1.2210,0.1000,1.2250,0.0500,1.2190,0.1000,1.2160,0.0750,1.2220,0.1000,1.2240,0.0000,0.5930
1.17,1.1920,0.1000,1.1950,0.0500,1.1920,0.1000,1.1970,0.1000,1.1880,0.0500,1.1850,0.0750,1.1920,0.1000,1.1960,0.0250,1.1870
1.14,1.1630,0.1250,1.1640,0.0750,1.1620,0.1000,1.1670,0.1000,1.1580,0.0750,1.1550,0.1000,1.1620,0.1000,1.1640,0.0500,1.7810
1.11,1.1320,0.1000,1.1340,0.0750,1.1320,0.1000,1.1360,0.0750,1.1280,0.0750,1.1250,0.1000,1.1320,0.1000,1.1350,0.0000,2.3750
1.08,1.1020,0.1000,1.1040,0.1000,1.1040,0.1000,1.1070,0.0750,1.0980,0.0500,1.0960,0.0750,1.1040,0.1000,1.1070,0.0250,2.9690
1.05,1.0720,0.1250,1.0730,0.1000,1.0760,0.0750,1.0770,0.0750,1.0680,0.0750,1.0680,0.0500,1.0730,0.1000,1.0770,0.0250,3.5630
1.02,1.0440,0.1250,1.0420,0.0750,1.0440,0.1000,1.0480,0.0750,1.0400,0.0750,1.0380,0.1000,1.0440,0.0750,1.0470,0.0250,4.1570
0.99,1.0130,0.1250,1.0140,0.0750,1.0160,0.1250,1.0170,0.1000,1.0100,0.1000,1.0080,0.1000,1.0160,0.1000,1.0160,0.0500,4.7510
0.96,0.9840,0.1250,0.9840,0.1000,0.9880,0.1000,0.9880,0.0750,0.9800,0.1000,0.9790,0.1000,0.9850,0.1500,0.9870,0.0750,5.3450
0.93,0.9560,0.1250,0.9540,0.1000,0.9570,0.1000,0.9600,0.1000,0.9520,0.1000,0.9510,0.1000,0.9560,0.1000,0.9580,0.1000,5.9390
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
0.90,0.9250,0.1250,0.9250,0.1000,0.9280,0.1500,0.9300,0.1000,0.9210,0.1000,0.9200,0.1000,0.9280,0.0750,0.9280,0.1000,6.5330
0.87,0.8960,0.1000,0.8950,0.1000,0.8990,0.1000,0.9000,0.0500,0.8910,0.0750,0.8920,0.1000,0.8980,0.1250,0.8970,0.0750,7.1270
0.84,0.8650,0.1500,0.8640,0.1000,0.8680,0.0750,0.8710,0.0750,0.8600,0.0750,0.8620,0.0750,0.8680,0.1000,0.8680,0.1000,7.7210
0.81,0.8360,0.1500,0.8360,0.1000,0.8400,0.1000,0.8400,0.1000,0.8320,0.1250,0.8330,0.1000,0.8400,0.1000,0.8400,0.1000,8.3150
0.78,0.8050,0.1000,0.8050,0.1000,0.8080,0.1250,0.8090,0.1000,0.8020,0.1000,0.8040,0.1000,0.8080,0.0750,0.8100,0.1000,8.9090
0.75,0.7760,0.1750,0.7740,0.0750,0.7770,0.1000,0.7790,0.0500,0.7710,0.1000,0.7720,0.1000,0.7780,0.1000,0.7800,0.0500,9.5030
0.72,0.7450,0.1250,0.7440,0.1000,0.7480,0.1000,0.7480,0.1000,0.7400,0.1000,0.7430,0.1000,0.7480,0.0750,0.7500,0.0750,10.0970
0.69,0.7160,0.1750,0.7160,0.0750,0.7200,0.0750,0.7200,0.0750,0.7120,0.1000,0.7150,0.0750,0.7190,0.0500,0.7200,0.0500,10.6910
0.66,0.6870,0.1750,0.6850,0.1000,0.6880,0.1000,0.6880,0.0750,0.6840,0.1000,0.6850,0.1000,0.6880,0.0500,0.6920,0.0500,11.2850
0.63,0.6560,0.2000,0.6560,0.0500,0.6600,0.1000,0.6600,0.1000,0.6530,0.0750,0.6560,0.0500,0.6600,0.0750,0.6620,0.0250,11.8790
0.60,0.6270,0.1750,0.6240,0.1000,0.6280,0.1000,0.6320,0.0750,0.6210,0.0750,0.6280,0.0750,0.6310,0.0500,0.6320,0.0250,12.4730
