Voltage Range: 1.2, , 
Voltage Step Size: 0.01, , 
Voltage Read Count: 10, , 
Volts_output,Volts Pixel 1,Current Pixel 1
0.2,0.2,0.1
0.2,0.2,0.1
0.2,0.2,0
0.2,0.2,0.1
0.2,0.2,0.1
0.2,0.2,0.1
0.19,0.192,0.1
0.19,0.192,0
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0
0.19,0.192,0.1
0.18,0.18,0
0.18,0.18,0.1
0.18,0.18,0.1
0.18,0.18,0
0.18,0.18,0.1
0.18,0.18,0.1
0.18,0.18,0
0.18,0.184,0.1
0.18,0.18,0.1
0.18,0.18,0.1
0.18,0.18,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.2
0.17,0.172,0
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0
0.17,0.172,0.1
0.17,0.172,0.1
0.16,0.164,0
0.16,0.16,0.1
0.16,0.16,0.1
0.16,0.16,0
0.16,0.16,0.1
0.16,0.16,0.1
0.16,0.16,0.1
0.16,0.16,0.1
0.16,0.164,0.1
0.16,0.16,0.1
0.16,0.16,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.14,0.14,0.1
0.14,0.14,0.1
0.14,0.14,0.1
0.14,0.14,0.1
0.14,0.14,0.1
0.14,0.144,0.1
0.14,0.144,0.1
0.14,0.14,0.1
0.14,0.14,0.1
0.14,0.14,0.1
0.14,0.14,0.1
0.13,0.128,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0
0.13,0.132,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.12,0
0.12,0.124,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0
0.11,0.112,0.1
0.11,0.112,0
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.1,0.104,0.1
0.1,0.104,0.1
0.1,0.104,0.1
0.1,0.104,0.1
0.1,0.1,0.1
0.1,0.104,0.1
0.1,0.104,0.1
0.1,0.104,0.1
0.1,0.104,0.1
0.1,0.104,0.1
0.1,0.1,0.1
0.09,0.092,0.1
0.09,0.092,0
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.092,0
0.09,0.092,0.1
0.09,0.092,0.1
0.08,0.08,0.1
0.08,0.08,0.1
0.08,0.08,0.1
0.08,0.08,0.1
0.08,0.08,0.1
0.08,0.08,0
0.08,0.08,0.1
0.08,0.08,0.1
0.08,0.08,0.1
0.08,0.08,0.1
0.08,0.08,0.1
0.07,0.072,0.1
0.07,0.072,0.1
0.07,0.068,0.1
0.07,0.072,0
0.07,0.072,0.1
0.07,0.072,0.1
0.07,0.072,0.1
0.07,0.072,0.1
0.07,0.072,0
0.07,0.072,0.1
0.07,0.072,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.06,0
0.06,0.064,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.04,0.04,0.1
0.04,0.04,0.1
0.04,0.044,0.1
0.04,0.04,0.1
0.04,0.04,0.1
0.04,0.044,0.1
0.04,0.04,0
0.04,0.04,0.1
0.04,0.04,0.1
0.04,0.044,0.1
0.04,0.044,0.1
0.03,0.032,0.1
0.03,0.028,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0
0.03,0.028,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.01,0.012,0.1
0.01,0.012,0
0.01,0.012,0.1
0.01,0.012,0.1
0.01,0.012,0.1
0.01,0.012,0
0.01,0.012,0.1
0.01,0.012,0.1
0.01,0.012,0.1
0.01,0.012,0.1
0.01,0.012,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0,0.004,0.1
0.01,0.012,0.1
0.01,0.012,0.1
0.01,0.012,0
0.01,0.012,0.1
0.01,0.012,0.1
0.01,0.012,0.1
0.01,0.012,0
0.01,0.012,0.1
0.01,0.012,0.1
0.01,0.012,0.1
0.01,0.012,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.02,0.02,0.1
0.03,0.032,0.2
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.03,0.032,0.1
0.04,0.04,0.1
0.04,0.044,0.1
0.04,0.04,0.1
0.04,0.044,0.1
0.04,0.044,0.2
0.04,0.04,0.1
0.04,0.04,0.1
0.04,0.04,0.1
0.04,0.044,0.1
0.04,0.04,0.1
0.04,0.04,0.1
0.05,0.052,0.1
0.05,0.052,0
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0.1
0.05,0.052,0
0.05,0.052,0.1
0.05,0.052,0.1
0.06,0.064,0.1
0.06,0.06,0.1
0.06,0.064,0.1
0.06,0.064,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.06,0.1
0.06,0.064,0.1
0.07,0.072,0
0.07,0.072,0.1
0.07,0.072,0.1
0.07,0.072,0.1
0.07,0.072,0
0.07,0.072,0.1
0.07,0.072,0.1
0.07,0.072,0.1
0.07,0.072,0.1
0.07,0.072,0.1
0.07,0.072,0.1
0.08,0.084,0.1
0.08,0.08,0.1
0.08,0.084,0.1
0.08,0.08,0.1
0.08,0.084,0.1
0.08,0.08,0.1
0.08,0.084,0.1
0.08,0.084,0.1
0.08,0.084,0.1
0.08,0.084,0.1
0.08,0.08,0.1
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.088,0.1
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.092,0.1
0.09,0.092,0
0.09,0.092,0.1
0.1,0.104,0.1
0.1,0.104,0.1
0.1,0.1,0.1
0.1,0.1,0.1
0.1,0.104,0.1
0.1,0.1,0.1
0.1,0.104,0.1
0.1,0.104,0.1
0.1,0.104,0
0.1,0.104,0.1
0.1,0.1,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0.1
0.11,0.112,0
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.124,0.1
0.12,0.124,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.12,0.1
0.12,0.124,0.1
0.12,0.12,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0.1
0.13,0.132,0
0.13,0.132,0.1
0.13,0.132,0
0.14,0.14,0.1
0.14,0.14,0.1
0.14,0.14,0
0.14,0.14,0.1
0.14,0.14,0.1
0.14,0.14,0.1
0.14,0.144,0.1
0.14,0.14,0.1
0.14,0.14,0.1
0.14,0.144,0.1
0.14,0.14,0.1
0.15,0.152,0.1
0.15,0.148,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.15,0.152,0.1
0.16,0.16,0.1
0.16,0.164,0.1
0.16,0.164,0.1
0.16,0.16,0
0.16,0.16,0.1
0.16,0.16,0.1
0.16,0.16,0.1
0.16,0.16,0.1
0.16,0.164,0
0.16,0.16,0.1
0.16,0.16,0
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0.1
0.17,0.172,0
0.18,0.18,0.1
0.18,0.18,0.1
0.18,0.18,0.1
0.18,0.18,0.1
0.18,0.18,0.1
0.18,0.18,0.1
0.18,0.18,0.1
0.18,0.18,0.1
0.18,0.184,0.1
0.18,0.18,0
0.18,0.18,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.19,0.192,0.1
0.2,0.2,0.1
0.2,0.2,0.1
0.2,0.2,0.1
0.2,0.2,0.1
0.2,0.2,0.1
0.2,0.2,0.1
0.2,0.204,0.1
0.2,0.2,0.1
0.2,0.2,0.1
0.2,0.2,0.1
0.2,0.204,0.1
0.21,0.212,0.1
0.21,0.212,0.1
0.21,0.208,0.1
0.21,0.212,0
0.21,0.212,0.1
0.21,0.212,0.1
0.21,0.212,0.1
0.21,0.212,0.1
0.21,0.212,0.1
0.21,0.212,0.1
0.21,0.212,0.1
0.22,0.22,0.1
0.22,0.22,0
0.22,0.22,0
0.22,0.22,0.1
0.22,0.22,0.1
0.22,0.22,0.1
0.22,0.22,0.1
0.22,0.22,0.1
0.22,0.22,0
0.22,0.224,0.1
0.22,0.22,0.1
0.23,0.232,0.1
0.23,0.232,0.1
0.23,0.232,0.1
0.23,0.232,0.1
0.23,0.228,0.1
0.23,0.232,0.1
0.23,0.232,0.1
0.23,0.232,0.1
0.23,0.232,0.1
0.23,0.232,0.1
0.23,0.232,0.1
0.24,0.24,0.1
0.24,0.244,0.1
0.24,0.24,0.1
0.24,0.24,0.1
0.24,0.244,0.1
0.24,0.24,0.1
0.24,0.24,0.1
0.24,0.24,0.1
0.24,0.24,0.1
0.24,0.24,0.1
0.24,0.244,0.1
0.25,0.252,0.1
0.25,0.252,0.1
0.25,0.252,0.1
0.25,0.252,0.1
0.25,0.252,0.1
0.25,0.252,0.1
0.25,0.252,0.1
0.25,0.252,0.1
0.25,0.252,0.1
0.25,0.252,0.1
0.25,0.252,0
0.26,0.26,0.1
0.26,0.26,0.1
0.26,0.264,0.1
0.26,0.26,0.1
0.26,0.26,0
0.26,0.26,0
0.26,0.26,0.1
0.26,0.26,0.1
0.26,0.26,0.1
0.26,0.26,0.1
0.26,0.26,0.1
0.27,0.272,0.1
0.27,0.272,0.1
0.27,0.272,0.1
0.27,0.272,0.1
0.27,0.272,0.1
0.27,0.272,0
0.27,0.272,0.1
0.27,0.272,0.1
0.27,0.272,0.1
0.27,0.272,0.1
0.27,0.272,0
0.28,0.28,0.1
0.28,0.28,0.1
0.28,0.28,0.1
0.28,0.284,0.1
0.28,0.284,0.1
0.28,0.28,0.1
0.28,0.28,0.1
0.28,0.28,0.1
0.28,0.284,0
0.28,0.28,0.1
0.28,0.284,0.1
0.29,0.292,0.1
0.29,0.292,0.1
0.29,0.292,0
0.29,0.292,0.1
0.29,0.292,0.1
0.29,0.292,0.1
0.29,0.292,0
0.29,0.292,0
0.29,0.292,0.1
0.29,0.292,0.1
0.29,0.292,0.1
0.3,0.3,0.1
0.3,0.304,0
0.3,0.304,0.1
0.3,0.304,0.1
0.3,0.3,0.1
0.3,0.3,0.1
0.3,0.3,0.1
0.3,0.304,0.1
0.3,0.304,0.1
0.3,0.3,0
0.3,0.3,0.1
0.31,0.312,0.1
0.31,0.312,0.1
0.31,0.312,0.1
0.31,0.312,0.1
0.31,0.312,0.1
0.31,0.312,0.1
0.31,0.312,0.1
0.31,0.312,0.1
0.31,0.312,0.1
0.31,0.312,0.1
0.31,0.312,0.1
0.32,0.32,0.1
0.32,0.32,0.1
0.32,0.32,0.1
0.32,0.32,0.1
0.32,0.32,0
0.32,0.32,0.1
0.32,0.32,0
0.32,0.32,0.1
0.32,0.324,0.1
0.32,0.32,0.1
0.32,0.32,0.1
0.33,0.332,0.1
0.33,0.332,0
0.33,0.332,0
0.33,0.332,0.1
0.33,0.332,0.1
0.33,0.332,0.1
0.33,0.332,0
0.33,0.332,0.1
0.33,0.332,0.1
0.33,0.332,0.1
0.33,0.332,0.1
0.34,0.34,0.1
0.34,0.34,0.1
0.34,0.34,0.1
0.34,0.34,0.1
0.34,0.34,0.1
0.34,0.34,0.1
0.34,0.34,0.1
0.34,0.34,0.1
0.34,0.34,0
0.34,0.34,0.1
0.34,0.34,0.1
0.35,0.352,0.1
0.35,0.352,0.1
0.35,0.352,0.1
0.35,0.352,0
0.35,0.352,0.1
0.35,0.352,0.1
0.35,0.352,0.1
0.35,0.352,0.1
0.35,0.352,0.1
0.35,0.352,0.1
0.35,0.348,0.1
0.36,0.36,0
0.36,0.36,0.1
0.36,0.36,0.1
0.36,0.36,0.1
0.36,0.36,0.1
0.36,0.36,0.1
0.36,0.36,0.1
0.36,0.364,0
0.36,0.36,0.1
0.36,0.36,0.1
0.36,0.36,0.1
0.37,0.372,0.1
0.37,0.372,0
0.37,0.372,0
0.37,0.372,0.1
0.37,0.372,0.1
0.37,0.372,0.1
0.37,0.372,0.1
0.37,0.372,0
0.37,0.372,0.1
0.37,0.372,0.1
0.37,0.372,0.1
0.38,0.38,0.1
0.38,0.384,0.1
0.38,0.38,0.1
0.38,0.38,0.1
0.38,0.38,0.1
0.38,0.38,0.1
0.38,0.38,0.1
0.38,0.38,0.1
0.38,0.38,0
0.38,0.38,0.1
0.38,0.38,0.1
0.39,0.392,0.1
0.39,0.392,0.1
0.39,0.392,0.1
0.39,0.392,0.1
0.39,0.388,0.1
0.39,0.392,0.1
0.39,0.392,0.1
0.39,0.392,0.1
0.39,0.392,0.1
0.39,0.392,0.1
0.39,0.392,0.1
0.4,0.404,0.1
0.4,0.4,0.1
0.4,0.404,0.1
0.4,0.4,0
0.4,0.4,0.1
0.4,0.4,0.1
0.4,0.4,0.1
0.4,0.4,0
0.4,0.404,0.1
0.4,0.404,0
0.4,0.4,0.1
0.41,0.412,0.1
0.41,0.412,0
0.41,0.412,0
0.41,0.412,0.1
0.41,0.412,0
0.41,0.412,0.1
0.41,0.412,0
0.41,0.412,0.1
0.41,0.412,0.1
0.41,0.412,0.1
0.41,0.412,0.1
0.42,0.42,0.1
0.42,0.42,0.1
0.42,0.42,0.1
0.42,0.42,0.1
0.42,0.42,0.1
0.42,0.424,0.1
0.42,0.424,0.1
0.42,0.424,0.1
0.42,0.42,0.1
0.42,0.42,0.1
0.42,0.42,0.1
0.43,0.432,0.1
0.43,0.432,0.1
0.43,0.432,0.1
0.43,0.432,0.1
0.43,0.432,0.1
0.43,0.432,0
0.43,0.432,0
0.43,0.432,0.1
0.43,0.432,0.1
0.43,0.432,0.1
0.43,0.432,0.1
0.44,0.444,0.1
0.44,0.44,0
0.44,0.444,0.1
0.44,0.44,0.1
0.44,0.444,0.1
0.44,0.44,0.1
0.44,0.44,0
0.44,0.44,0.1
0.44,0.44,0.1
0.44,0.44,0.1
0.44,0.444,0
0.45,0.452,0.1
0.45,0.452,0.1
0.45,0.452,0.1
0.45,0.452,0.1
0.45,0.452,0
0.45,0.452,0.1
0.45,0.452,0.1
0.45,0.452,0.1
0.45,0.452,0.1
0.45,0.452,0.1
0.45,0.452,0.1
0.46,0.46,0.1
0.46,0.46,0.1
0.46,0.46,0.1
0.46,0.46,0
0.46,0.464,0
0.46,0.464,0
0.46,0.464,0
0.46,0.46,0.1
0.46,0.46,0
0.46,0.46,0.1
0.46,0.464,0.1
0.47,0.472,0.1
0.47,0.472,0.1
0.47,0.472,0.1
0.47,0.472,0.1
0.47,0.472,0
0.47,0.472,0.1
0.47,0.472,0.1
0.47,0.472,0.1
0.47,0.472,0
0.47,0.472,0.1
0.47,0.472,0.1
0.48,0.484,0.1
0.48,0.484,0.1
0.48,0.484,0.1
0.48,0.484,0.1
0.48,0.48,0
0.48,0.484,0.1
0.48,0.48,0
0.48,0.48,0.1
0.48,0.48,0.1
0.48,0.484,0.1
0.48,0.48,0.1
0.49,0.492,0
0.49,0.492,0.1
0.49,0.492,0.1
0.49,0.492,0.1
0.49,0.492,0
0.49,0.492,0
0.49,0.492,0.1
0.49,0.492,0.1
0.49,0.492,0.1
0.49,0.492,0
0.49,0.492,0
0.5,0.504,0.1
0.5,0.504,0.1
0.5,0.504,0
0.5,0.504,0
0.5,0.504,0.1
0.5,0.504,0.1
0.5,0.5,0.1
0.5,0.504,0.1
0.5,0.504,0
0.5,0.504,0.1
0.5,0.504,0.1
0.51,0.512,0.1
0.51,0.512,0
0.51,0.512,0.1
0.51,0.512,0.1
0.51,0.512,0.1
0.51,0.512,0.1
0.51,0.512,0.1
0.51,0.512,0.1
0.51,0.512,0.1
0.51,0.512,0.1
0.51,0.512,0.1
0.52,0.52,0
0.52,0.524,0.1
0.52,0.524,0.1
0.52,0.524,0.1
0.52,0.524,0.1
0.52,0.524,0.1
0.52,0.52,0.1
0.52,0.524,0.1
0.52,0.524,0
0.52,0.524,0.1
0.52,0.524,0.1
0.53,0.532,0.1
0.53,0.532,0
0.53,0.532,0.1
0.53,0.532,0
0.53,0.532,0.1
0.53,0.532,0.1
0.53,0.532,0.1
0.53,0.532,0.1
0.53,0.532,0.1
0.53,0.532,0.1
0.53,0.532,0.1
0.54,0.54,0
0.54,0.544,0.1
0.54,0.544,0.1
0.54,0.544,0.1
0.54,0.544,0.1
0.54,0.544,0
0.54,0.544,0.1
0.54,0.54,0
0.54,0.54,0.1
0.54,0.544,0.1
0.54,0.544,0
0.55,0.552,0.1
0.55,0.552,0
0.55,0.552,0.1
0.55,0.552,0.1
0.55,0.552,0.1
0.55,0.552,0.1
0.55,0.552,0.1
0.55,0.552,0.1
0.55,0.552,0.1
0.55,0.552,0.1
0.55,0.552,0.1
0.56,0.564,0.1
0.56,0.56,0.1
0.56,0.56,0.1
0.56,0.56,0.1
0.56,0.56,0.1
0.56,0.564,0
0.56,0.56,0.1
0.56,0.56,0
0.56,0.564,0.1
0.56,0.56,0.1
0.56,0.56,0.1
0.57,0.572,0.1
0.57,0.572,0.1
0.57,0.572,0.1
0.57,0.572,0.1
0.57,0.572,0.1
0.57,0.572,0.1
0.57,0.572,0.1
0.57,0.572,0.1
0.57,0.572,0.1
0.57,0.576,0
0.57,0.572,0
0.58,0.58,0.1
0.58,0.584,0.1
0.58,0.58,0.1
0.58,0.584,0.1
0.58,0.58,0
0.58,0.584,0.1
0.58,0.584,0.1
0.58,0.58,0.1
0.58,0.584,0.1
0.58,0.58,0
0.58,0.58,0
0.59,0.592,0.1
0.59,0.592,0.1
0.59,0.592,0.1
0.59,0.592,0.1
0.59,0.592,0.1
0.59,0.592,0.1
0.59,0.592,0.1
0.59,0.592,0
0.59,0.592,0.1
0.59,0.592,0.1
0.59,0.592,0.1
0.6,0.6,0.1
0.6,0.6,0.1
0.6,0.604,0.1
0.6,0.604,0.1
0.6,0.6,0.1
0.6,0.604,0.1
0.6,0.6,0.1
0.6,0.604,0.1
0.6,0.6,0.1
0.6,0.6,0.1
0.6,0.6,0.1
0.61,0.612,0
0.61,0.612,0.1
0.61,0.612,0.1
0.61,0.612,0.1
0.61,0.612,0.1
0.61,0.612,0
0.61,0.612,0.1
0.61,0.612,0.1
0.61,0.612,0.1
0.61,0.612,0
0.61,0.612,0.1
0.62,0.624,0.1
0.62,0.62,0.1
0.62,0.624,0.1
0.62,0.62,0.1
0.62,0.624,0.1
0.62,0.62,0.1
0.62,0.62,0.1
0.62,0.624,0.1
0.62,0.62,0.1
0.62,0.624,0.1
0.62,0.62,0.1
0.63,0.632,0.1
0.63,0.632,0.1
0.63,0.632,0.1
0.63,0.632,0.1
0.63,0.632,0.1
0.63,0.632,0.1
0.63,0.632,0.1
0.63,0.632,0.1
0.63,0.632,0.1
0.63,0.632,0.1
0.63,0.632,0.1
0.64,0.64,0.1
0.64,0.644,0.1
0.64,0.644,0.1
0.64,0.644,0.1
0.64,0.64,0
0.64,0.644,0.1
0.64,0.64,0.1
0.64,0.64,0
0.64,0.644,0.1
0.64,0.644,0.1
0.64,0.644,0.1
0.65,0.652,0.1
0.65,0.652,0.1
0.65,0.652,0.1
0.65,0.652,0.1
0.65,0.652,0.1
0.65,0.652,0.1
0.65,0.652,0.1
0.65,0.652,0.1
0.65,0.652,0.1
0.65,0.652,0.1
0.65,0.652,0.1
0.66,0.66,0.1
0.66,0.664,0.1
0.66,0.66,0.1
0.66,0.66,0.1
0.66,0.66,0.1
0.66,0.66,0.1
0.66,0.664,0.1
0.66,0.66,0.1
0.66,0.664,0.1
0.66,0.664,0.1
0.66,0.664,0.1
0.67,0.672,0.1
0.67,0.672,0.1
0.67,0.672,0.1
0.67,0.672,0.1
0.67,0.672,0.1
0.67,0.672,0.1
0.67,0.672,0.1
0.67,0.672,0.1
0.67,0.672,0.1
0.67,0.672,0.1
0.67,0.672,0
0.68,0.684,0.1
0.68,0.684,0.1
0.68,0.684,0.1
0.68,0.68,0.1
0.68,0.684,0.1
0.68,0.684,0.1
0.68,0.684,0.1
0.68,0.68,0.1
0.68,0.68,0.1
0.68,0.684,0.1
0.68,0.684,0.1
0.69,0.692,0.1
0.69,0.692,0.1
0.69,0.692,0.1
0.69,0.692,0.1
0.69,0.692,0.1
0.69,0.692,0.1
0.69,0.692,0.1
0.69,0.692,0.2
0.69,0.692,0.1
0.69,0.692,0.1
0.69,0.692,0.1
0.7,0.704,0.1
0.7,0.7,0.1
0.7,0.704,0.1
0.7,0.7,0.1
0.7,0.7,0.1
0.7,0.704,0.1
0.7,0.704,0.1
0.7,0.7,0.2
0.7,0.704,0.1
0.7,0.7,0.1
0.7,0.704,0.1
0.71,0.712,0
0.71,0.712,0.1
0.71,0.712,0.1
0.71,0.712,0.1
0.71,0.712,0.1
0.71,0.712,0.1
0.71,0.712,0.1
0.71,0.712,0.1
0.71,0.712,0.1
0.71,0.712,0.1
0.71,0.712,0.1
0.72,0.724,0.1
0.72,0.72,0.1
0.72,0.724,0.1
0.72,0.72,0.1
0.72,0.72,0.1
0.72,0.724,0.1
0.72,0.724,0.1
0.72,0.724,0.1
0.72,0.72,0.1
0.72,0.72,0.1
0.72,0.724,0.1
0.73,0.732,0.1
0.73,0.732,0.1
0.73,0.732,0.1
0.73,0.732,0.1
0.73,0.732,0
0.73,0.732,0.1
0.73,0.732,0.1
0.73,0.732,0.1
0.73,0.732,0.1
0.73,0.732,0.1
0.73,0.732,0.2
0.74,0.74,0.1
0.74,0.74,0.1
0.74,0.74,0.1
0.74,0.74,0.1
0.74,0.74,0.1
0.74,0.74,0.1
0.74,0.74,0.1
0.74,0.74,0.1
0.74,0.74,0.1
0.74,0.74,0.1
0.74,0.74,0.1
0.75,0.752,0.1
0.75,0.752,0.1
0.75,0.752,0.1
0.75,0.752,0.1
0.75,0.752,0.1
0.75,0.752,0.1
0.75,0.752,0.1
0.75,0.752,0.1
0.75,0.752,0.1
0.75,0.752,0.1
0.75,0.752,0.1
0.76,0.764,0.1
0.76,0.764,0.1
0.76,0.76,0.1
0.76,0.764,0.1
0.76,0.764,0.1
0.76,0.764,0.1
0.76,0.764,0.1
0.76,0.76,0.1
0.76,0.764,0.1
0.76,0.76,0.1
0.76,0.76,0.1
0.77,0.772,0.1
0.77,0.772,0.1
0.77,0.772,0.1
0.77,0.772,0
0.77,0.772,0.1
0.77,0.772,0.1
0.77,0.772,0.1
0.77,0.772,0.1
0.77,0.772,0.1
0.77,0.772,0.1
0.77,0.772,0.1
0.78,0.78,0.1
0.78,0.78,0.1
0.78,0.784,0.1
0.78,0.784,0.1
0.78,0.78,0.1
0.78,0.78,0.1
0.78,0.784,0.1
0.78,0.78,0.1
0.78,0.784,0.1
0.78,0.784,0.1
0.78,0.78,0.1
0.79,0.792,0.1
0.79,0.796,0.1
0.79,0.792,0.1
0.79,0.792,0.1
0.79,0.792,0.1
0.79,0.792,0.1
0.79,0.792,0
0.79,0.792,0.1
0.79,0.792,0.1
0.79,0.792,0.1
0.79,0.792,0.1
0.8,0.8,0.1
0.8,0.804,0.1
0.8,0.8,0.1
0.8,0.804,0.1
0.8,0.804,0.1
0.8,0.804,0.1
0.8,0.804,0.1
0.8,0.804,0.1
0.8,0.804,0
0.8,0.804,0.1
0.8,0.804,0.1
0.81,0.812,0.1
0.81,0.816,0.1
0.81,0.812,0.1
0.81,0.812,0.1
0.81,0.812,0
0.81,0.816,0
0.81,0.816,0.1
0.81,0.812,0.1
0.81,0.812,0.1
0.81,0.812,0.1
0.81,0.816,0.1
0.82,0.824,0
0.82,0.824,0.1
0.82,0.824,0.1
0.82,0.824,0.1
0.82,0.824,0.1
0.82,0.824,0.1
0.82,0.824,0.1
0.82,0.824,0.1
0.82,0.824,0.1
0.82,0.824,0.1
0.82,0.824,0.1
0.83,0.832,0.1
0.83,0.836,0
0.83,0.832,0.1
0.83,0.832,0.1
0.83,0.832,0
0.83,0.832,0.1
0.83,0.832,0.1
0.83,0.832,0.1
0.83,0.836,0.1
0.83,0.836,0.1
0.83,0.836,0
0.84,0.844,0.1
0.84,0.844,0
0.84,0.844,0.1
0.84,0.844,0.1
0.84,0.844,0.1
0.84,0.844,0.1
0.84,0.844,0
0.84,0.844,0.1
0.84,0.844,0.1
0.84,0.844,0.1
0.84,0.844,0.1
0.85,0.852,0.1
0.85,0.852,0.1
0.85,0.852,0
0.85,0.852,0.1
0.85,0.852,0.1
0.85,0.856,0.1
0.85,0.852,0.1
0.85,0.852,0.1
0.85,0.852,0
0.85,0.852,0
0.85,0.856,0.1
0.86,0.864,0.1
0.86,0.864,0
0.86,0.864,0
0.86,0.864,0
0.86,0.864,0.1
0.86,0.864,0
0.86,0.864,0
0.86,0.864,0
0.86,0.864,0
0.86,0.864,0.1
0.86,0.864,0
0.87,0.876,0
0.87,0.876,0.1
0.87,0.872,0.1
0.87,0.876,0.1
0.87,0.872,0
0.87,0.872,0
0.87,0.872,0
