Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Volts_output,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,Pixel 2_0 V,Pixel 2_0 mA,Pixel 2_1 V,Pixel 2_1 mA,Pixel 2_2 V,Pixel 2_2 mA,Pixel 2_3 V,Pixel 2_3 mA,Pixel 2_4 V,Pixel 2_4 mA,Pixel 2_5 V,Pixel 2_5 mA,Pixel 2_6 V,Pixel 2_6 mA,Pixel 2_7 V,Pixel 2_7 mA,Pixel 3_0 V,Pixel 3_0 mA,Pixel 3_1 V,Pixel 3_1 mA,Pixel 3_2 V,Pixel 3_2 mA,Pixel 3_3 V,Pixel 3_3 mA,Pixel 3_4 V,Pixel 3_4 mA,Pixel 3_5 V,Pixel 3_5 mA,Pixel 3_6 V,Pixel 3_6 mA,Pixel 3_7 V,Pixel 3_7 mA,ARDUINOID
0.7540,1.20,1.1637,-6.6500,1.1583,-3.3500,1.1657,-6.8250,1.1571,-11.9250,1.1550,-10.1250,1.1515,-5.4500,1.1481,-10.6500,1.1588,-8.3250,1.1547,-7.0250,1.1600,0.0250,1.1645,-4.7750,1.1616,-6.2000,1.1560,0.1000,1.1620,0.0500,1.1571,-1.4750,1.1536,-6.0000,1.1456,-6.3250,1.1436,-6.0000,1.1487,-6.7750,1.1470,0.0750,1.1406,-5.7500,0.0178,-17.6000,1.1364,-4.1750,1.1446,-5.8000,1.1453,-3.0000,1.1555,-4.5250,1.1364,-3.9000,0.0158,-17.7750,1.1007,-17.0500,1.1428,-8.4750,1.1380,0.0500,1.1420,0.0750,0
1.5490,1.17,1.1446,-5.9750,1.1403,-2.9500,1.1456,-6.1750,1.1371,-11.7750,1.1359,-9.3250,1.1335,-4.8500,1.1290,-10.2000,1.1408,-7.9250,1.1366,-6.4250,1.1400,0.0500,1.1444,-4.3500,1.1436,-5.6250,1.1360,0.1000,1.1430,0.0500,1.1371,-1.3000,1.1315,-5.2750,1.1266,-5.6000,1.1235,-5.3000,1.1286,-5.9750,1.1280,0.0500,1.1205,-4.9000,0.0178,-17.6250,1.1184,-3.6000,1.1245,-5.1750,1.1243,-2.5250,1.1364,-3.9500,1.1163,-3.2250,0.0138,-17.7750,1.1027,-17.0250,1.1208,-8.0250,1.1170,0.0250,1.1200,0.0250,0
2.3460,1.14,1.1215,-5.0250,1.1143,-2.5250,1.1205,-5.5000,1.1149,-9.5750,1.1129,-8.5250,1.1114,-4.1000,1.1060,-9.7000,1.1148,-7.6500,1.1136,-5.5000,1.1160,0.0250,1.1204,-3.8000,1.1175,-4.7750,1.1120,0.0750,1.1160,0.1000,1.1121,-1.1250,1.1075,-4.6000,1.1045,-4.6250,1.1015,-4.6000,1.1055,-5.1000,1.1040,0.0250,1.0964,-4.1250,0.0178,-17.5250,1.0963,-2.9000,1.1004,-4.4750,1.1012,-2.0500,1.1123,-3.3000,1.0923,-2.5750,0.0148,-17.7250,1.0997,-17.0500,1.0987,-7.4250,1.0930,0.0000,1.0960,0.0250,0
3.1430,1.11,1.0974,-4.2000,1.0912,-2.1750,1.0985,-4.8750,1.0899,-9.3000,1.0888,-7.9000,1.0883,-3.3000,1.0810,-9.4000,1.0927,-7.1500,1.0905,-4.6250,1.0930,0.0750,1.0963,-3.2250,1.0934,-4.1250,1.0880,0.0750,1.0960,0.1000,1.0881,-0.9500,1.0844,-3.8750,1.0814,-3.7750,1.0774,-4.1000,1.0844,-4.2250,1.0810,0.0500,1.0763,-3.4000,0.0178,-17.6250,1.0722,-2.4000,1.0774,-3.7250,1.0792,-1.6000,1.0883,-2.7500,1.0682,-2.0500,0.0138,-17.7500,1.0806,-16.3500,1.0767,-6.9750,1.0680,0.0250,1.0730,0.0250,0
3.9390,1.08,1.0734,-3.4000,1.0672,-1.7000,1.0734,-4.2000,1.0648,-8.2250,1.0687,-7.0000,1.0623,-2.5250,1.0569,-9.1000,1.0686,-6.3500,1.0674,-3.9250,1.0690,0.0500,1.0723,-2.6500,1.0694,-3.5500,1.0630,0.1000,1.0710,0.1250,1.0631,-0.8000,1.0603,-3.0500,1.0563,-2.9000,1.0553,-3.4000,1.0603,-3.3500,1.0580,0.0250,1.0522,-2.5500,0.0178,-17.6250,1.0482,-1.8000,1.0553,-3.0500,1.0521,-1.2250,1.0642,-2.2250,1.0482,-1.5500,0.0138,-17.8000,1.0576,-15.7750,1.0527,-6.4750,1.0450,0.1000,1.0490,0.1000,0
