197.2010, 6.96, -23.06, 6.91, ovf, 5.97, -4.29, ovf, 3.46, 6.33, ovf, 6.88, -30.91, 6.88, -47.08, 5.73, 2.22, 5.57, 4.52, ovf, 0.38, 6.31, ovf, -1150983.12, ovf, 6.24, ovf, -5983224.00, ovf, 6.40, ovf, 6.85, -29.96, 6.86, ovf, 6.85, 65545360.00, 5.58, 3.39, 6.23, ovf, 6.20, -11.70, 0.08, nan, 6.79, nan, 6.21, nan, 6.87, nan, ovf, nan, -77117.75, nan, 0.07, nan, 6.25, nan, ovf, nan, 6.18, nan, ovf, nan, -3377678848.0000, ovf, -4.5169, 2.9717, 0.5086, -27.9565, -45.9179, 2.5635, 4.3391, -947.9572, 0.8424, -136.7542, 0.9953, -114.2547, 0.4730, -26.1151, ovf, ovf, 3.6046, 0.8123, 3108603.0000, ovf, -329.3686, ovf, ovf, 22.9813, ovf, -1.7259, 0.2298, 22.8655, 0.9186, 0.5604, 0
205.2680, 6.73, -16.44, 6.69, ovf, 5.99, -4.32, ovf, 2.68, 6.33, ovf, 6.66, -25.45, 6.66, -42.15, 5.63, 2.87, 5.58, 3.65, ovf, 0.16, 6.32, ovf, -191825.26, ovf, 6.25, ovf, -997198.37, ovf, 6.30, ovf, 6.62, -24.39, 6.65, ovf, 6.64, 10924191.00, 5.59, 3.47, 6.25, ovf, 6.22, -11.35, 0.10, nan, 6.58, nan, 6.22, nan, 6.66, nan, ovf, nan, -12847.51, nan, 0.07, nan, 6.25, nan, 1715369600.00, nan, 6.19, nan, ovf, nan, -562946432.0000, ovf, -4.6369, 3.7295, 0.4275, -38.5659, -58.6500, 2.2511, 4.5525, -157.6132, 0.9388, -143.3787, 0.9544, -130.2178, 0.7575, -37.2196, ovf, ovf, 3.4245, 0.9244, 518089.6562, ovf, -66.7968, ovf, ovf, 24.2409, ovf, -1.6494, 0.2643, 22.1579, 0.8234, 0.7684, 0
213.3340, 6.97, -23.24, 6.92, ovf, 5.98, -4.32, ovf, 3.25, 6.33, ovf, 6.90, -31.14, 6.90, -49.22, 5.61, 2.38, 5.57, 4.41, ovf, 0.53, 6.31, ovf, -31965.55, ovf, 6.23, ovf, -166194.12, 2678699264.00, 6.26, ovf, 6.87, -30.37, 6.87, ovf, 6.87, 1820652.00, 5.58, 3.28, 6.24, ovf, 6.21, -11.39, 0.08, nan, 6.81, nan, 6.20, nan, 6.89, nan, ovf, nan, -2135.52, nan, 0.07, nan, 6.25, nan, 285894944.00, nan, 6.18, nan, ovf, nan, -93824416.0000, ovf, -4.6731, 2.8907, 0.4150, -30.7017, -50.7999, 2.9141, 3.6888, -26.1486, 0.8424, -140.7065, 1.0637, -118.9969, 0.8075, -29.2822, ovf, ovf, 3.5029, 0.7192, 86337.6953, ovf, -17.6360, ovf, ovf, 24.3142, ovf, -1.7337, 0.3831, 21.9828, 0.6971, 0.6906, 0
221.4010, 6.74, -16.27, 6.70, ovf, 5.99, -4.42, ovf, 2.34, 6.34, ovf, 6.67, -25.99, 6.66, -43.20, 5.61, 2.80, 5.58, 3.83, ovf, 0.59, 6.32, ovf, -5322.35, ovf, 6.25, ovf, -27693.49, 446449888.00, 6.27, ovf, 6.62, -24.36, 6.64, ovf, 6.64, 303404.15, 5.59, 3.55, 6.25, ovf, 6.22, -11.50, 0.09, nan, 6.58, nan, 6.22, nan, 6.65, nan, ovf, nan, -350.47, nan, 0.07, nan, 6.25, nan, 47649156.00, nan, 6.19, nan, ovf, nan, -15637425.0000, ovf, -4.6723, 3.5004, 0.2978, -38.8978, -61.4747, 2.4101, 4.4416, -3.7263, 0.8248, -144.2189, 1.1908, -127.9625, 0.5867, -37.7704, ovf, ovf, 3.3076, 0.9089, 14378.9599, ovf, -14.8491, ovf, ovf, 23.9063, ovf, -1.6518, 0.2899, 22.2201, 0.6745, 0.7901, 0
229.4670, 6.97, -22.91, 6.93, ovf, 5.98, -4.24, ovf, 3.19, 6.33, ovf, 6.90, -31.63, 6.90, -48.20, 5.59, 2.27, 5.57, 4.54, ovf, 0.30, 6.31, ovf, -881.75, ovf, 6.24, ovf, -4609.77, 74408216.00, 6.25, ovf, 6.86, -30.46, 6.87, ovf, 6.87, 50521.46, 5.57, 3.29, 6.23, ovf, 6.20, -11.52, 0.09, nan, 6.81, nan, 6.20, nan, 6.88, nan, ovf, nan, -52.69, nan, 0.07, nan, 6.25, nan, 7941532.00, nan, 6.18, nan, ovf, nan, -2606252.7500, ovf, -4.7874, 2.5250, 0.1642, -31.3914, -52.1095, 2.8370, 3.8723, -0.0195, 1.1661, -141.2139, 1.3287, -117.3025, 0.6655, -29.2386, -823657344.0000, ovf, 3.5823, 0.8296, 2385.6911, ovf, -8.8599, ovf, ovf, 23.7869, ovf, -1.6373, 0.1613, 22.1203, 0.6723, 0.8082, 0
237.5340, 6.74, -16.22, 6.69, ovf, 5.99, -4.81, ovf, 2.63, 6.34, ovf, 6.66, -25.47, 6.67, -41.83, 5.61, 2.68, 5.58, 3.86, ovf, 0.15, 6.31, ovf, -141.72, ovf, 6.25, ovf, -762.77, 12401284.00, 6.27, ovf, 6.63, -24.28, 6.65, ovf, 6.64, 8382.64, 5.58, 3.15, 6.25, ovf, 6.22, -11.42, 0.09, nan, 6.58, nan, 6.22, nan, 6.64, nan, ovf, nan, -3.33, nan, 0.07, nan, 6.25, nan, 1323593.87, nan, 6.19, nan, ovf, nan, -434401.1250, ovf, -4.5815, 3.4394, 0.2565, -39.5151, -60.1847, 2.2936, 4.5763, 0.2488, 0.8782, -143.8506, 1.1240, -135.2310, 0.5630, -37.8652, -137276288.0000, ovf, 3.3187, 0.9268, 386.8543, ovf, -13.2546, ovf, ovf, 23.8051, ovf, -1.6387, 0.0269, 22.4679, 0.8949, 0.4722, 0
245.6000, 6.43, -8.30, 6.37, ovf, 6.01, -4.60, ovf, 2.14, 6.36, ovf, 6.35, -18.35, 6.35, -32.87, 5.63, 2.65, 5.60, 4.04, ovf, 0.32, 6.33, ovf, -18.64, ovf, 6.27, ovf, -121.87, 2066805.87, 6.28, ovf, 6.31, -17.15, 6.34, ovf, 6.33, 1366.71, 5.61, 3.22, 6.27, ovf, 6.24, -12.20, 0.08, nan, 6.27, nan, 6.23, nan, 6.34, nan, ovf, nan, 4.63, nan, 0.07, nan, 6.27, nan, 220604.23, nan, 6.22, nan, ovf, nan, -72415.1953, ovf, -5.2056, 2.8413, 0.1573, -30.7578, -50.5155, 2.7181, 3.8948, 0.1680, 0.8318, -141.4941, 1.2045, -124.6381, 0.5480, -29.1522, -22879446.0000, ovf, 3.1801, 0.8326, 53.7862, ovf, -8.5941, ovf, ovf, 24.8144, ovf, -1.6355, 0.1175, 21.0031, 0.8215, 0.6412, 0
253.6650, 6.64, -13.28, 6.60, ovf, 5.99, -4.47, ovf, 2.56, 6.34, ovf, 6.57, -23.46, 6.56, -37.58, 5.62, 2.34, 5.59, 4.47, ovf, 0.45, 6.32, ovf, 2.14, 982118976.00, 6.26, ovf, -14.78, 344387.56, 6.27, ovf, 6.53, -22.16, 6.56, ovf, 6.54, 189.58, 5.59, 3.54, 6.25, ovf, 6.51, -18.93, 0.09, nan, 6.49, nan, 6.23, nan, 6.56, nan, ovf, nan, 6.22, nan, 0.07, nan, 6.25, nan, 36772.57, nan, 6.20, nan, ovf, nan, -12075.6455, ovf, -4.9976, 2.3152, 0.0262, -21.1520, -37.8412, 2.6956, 4.0932, 0.4093, 0.9407, -125.5508, 0.8820, -105.9692, 0.7726, -19.6682, -3813294.5000, ovf, 3.2694, 0.9325, -2.6608, ovf, -3.9012, ovf, ovf, 22.2340, ovf, -1.7255, 0.1331, 22.6228, 0.8119, 0.6714, 0
261.7300, 6.95, -22.31, 6.91, ovf, 5.98, -4.44, ovf, 3.13, 6.32, ovf, 6.88, -30.91, 6.88, -43.96, 5.60, 2.29, 5.57, 4.05, ovf, 0.58, 6.31, 3959018496.00, 5.65, 163686400.00, 6.23, ovf, 3.34, 57305.53, 6.26, 3906879232.00, 6.85, -29.99, 6.86, ovf, 6.85, -14.40, 5.56, 2.99, 6.23, ovf, 6.82, -26.86, 0.09, nan, 6.79, nan, 6.20, nan, 6.87, nan, ovf, nan, 6.75, nan, 0.07, nan, 6.25, nan, 6133.94, nan, 6.18, nan, ovf, nan, -2026.9901, ovf, -4.8415, 2.7623, 0.4627, -27.9186, -44.6696, 2.3799, 4.5215, 0.5745, 0.9568, -138.1044, 0.9387, -113.8215, 0.6954, -26.2216, -635614.3750, ovf, 3.5760, 0.7205, -20.5184, ovf, -7.7395, ovf, ovf, 23.0476, ovf, -1.6521, 0.3612, 22.7366, 0.6952, 0.4494, 0
269.7970, 7.02, -23.72, 6.68, ovf, 5.99, -4.24, -1356626304.00, 2.42, 6.33, ovf, 6.66, -25.15, 6.65, -36.13, 5.61, 2.88, 5.58, 4.27, -1323970560.00, 0.30, 6.31, 659836416.00, 6.18, 27280958.00, 6.25, ovf, 6.08, 9467.52, 6.27, 651146560.00, 6.62, -24.20, 6.64, ovf, 6.64, -40.50, 5.58, 3.70, 6.24, ovf, 6.60, -21.08, 0.09, nan, 6.56, nan, 6.22, nan, 6.64, nan, ovf, nan, 6.57, nan, 0.07, nan, 6.25, nan, 1027.52, nan, 6.19, nan, ovf, nan, -363.3319, ovf, -4.8025, 3.3696, 0.1912, -38.5596, -54.7970, 2.3179, 4.0772, 0.7259, 0.8433, -142.8552, 0.9439, -135.2937, 0.6815, -37.2374, -106017.1484, ovf, 3.0083, 0.7951, -32.9133, ovf, -13.0679, ovf, ovf, 24.7079, ovf, -1.7298, 0.0602, 21.5587, 0.6742, 0.7494, 0
277.8650, 7.05, -24.75, 6.37, ovf, 6.00, -4.81, -226104384.00, 2.00, 6.35, ovf, 6.34, -18.39, 6.34, -28.62, 5.63, 2.78, 5.59, 3.61, -220661760.00, 0.45, 6.33, 109972736.00, 6.01, 4546731.00, 6.27, ovf, 6.27, 1504.32, 6.28, 108524424.00, 6.31, -17.23, 6.34, ovf, 6.33, -36.95, 5.60, 3.32, 6.26, ovf, 6.30, -13.31, 0.09, nan, 6.27, nan, 6.23, nan, 6.34, nan, ovf, nan, 6.27, nan, 0.07, nan, 6.26, nan, 176.46, nan, 6.21, nan, ovf, nan, -85.9808, ovf, -4.5924, 2.6100, 0.2610, -30.3416, -43.5253, 2.9252, 4.3168, 0.3741, 0.9395, -141.9228, 0.9485, -122.6072, 0.7948, -29.0143, -17737.4609, ovf, 3.7345, 0.9231, -25.1748, ovf, -8.6625, ovf, ovf, 22.9478, ovf, -1.6531, 0.0100, 23.0952, 0.7842, 0.5749, 0
285.9330, 7.03, -23.93, 6.59, ovf, 5.99, -4.80, -37684064.00, 2.93, 6.34, ovf, 6.57, -23.57, 6.56, -34.37, 5.62, 2.16, 5.59, 4.40, -36776960.00, 0.57, 6.31, 18328790.00, 6.24, 757686.25, 6.25, ovf, 6.57, 171.12, 6.27, 18087404.00, 6.54, -22.07, 6.56, ovf, 6.54, -44.76, 5.59, 2.85, 6.25, ovf, 6.52, -19.02, 0.09, nan, 6.49, nan, 6.22, nan, 6.55, nan, ovf, nan, 6.49, nan, 0.07, nan, 6.25, nan, 34.61, nan, 6.20, nan, ovf, nan, -40.8811, -2369438976.0000, -5.2142, 2.1683, 0.0435, -21.1843, -32.9258, 2.8296, 3.6552, 0.5702, 0.8436, -126.3787, 1.1789, -104.3766, 0.8137, -19.7582, -3009.9560, ovf, 3.3603, 1.0606, -15.2479, ovf, -3.6902, ovf, ovf, 23.5424, ovf, -1.6375, 0.1147, 21.8143, 0.9172, 0.5479, 0
294.0010, 7.05, -24.19, 6.35, ovf, 6.00, -4.50, -6280671.50, 2.19, 6.36, ovf, 6.33, -17.83, 6.33, -31.43, 5.62, 2.46, 5.60, 4.13, -6129487.50, 0.40, 6.33, 3054798.25, 6.01, 126187.14, 6.26, ovf, 6.35, -43.98, 6.28, 3014567.50, 6.30, -16.68, 6.33, ovf, 6.31, -38.46, 5.61, 3.28, 6.26, 740072128.00, 6.27, -13.47, 0.09, nan, 6.25, nan, 6.23, nan, 6.32, nan, -1233705856.00, nan, 6.26, nan, 0.07, nan, 6.26, nan, 10.98, nan, 6.21, nan, ovf, nan, -31.9846, -394906496.0000, -5.2027, 3.1659, 0.3510, -28.0616, -40.8363, 2.1981, 4.4485, 0.7273, 0.9395, -137.3300, 0.9876, -112.8883, 0.9299, -26.1678, -567.5631, ovf, 2.8839, 0.9679, -22.4683, 1381200256.0000, -7.6991, ovf, ovf, 23.9242, ovf, -1.6357, 0.1321, 21.5736, 0.8252, 0.7663, 0
302.0710, 7.07, -24.63, 6.03, ovf, 6.02, -4.55, -1046773.68, 1.86, 6.36, -2300764416.00, 6.02, -12.47, 6.01, -24.14, 5.64, 2.71, 5.61, 3.59, -1021575.25, 0.57, 6.34, 509133.50, 5.69, 20946.19, 6.27, 1998926720.00, 6.03, -76.03, 6.30, 502428.37, 5.99, -10.38, 6.02, ovf, 5.99, -30.21, 5.61, 3.25, 6.28, 123345352.00, 5.97, -6.54, 0.09, nan, 5.94, nan, 6.25, nan, 6.02, nan, -205617648.00, nan, 5.94, nan, 0.07, nan, 6.28, nan, 7.05, nan, 6.22, nan, ovf, nan, -31.0975, -65817756.0000, -4.8820, 2.3693, 0.2882, -20.4635, -36.0007, 2.5027, 4.1860, 0.5025, 0.8441, -124.2341, 1.0698, -101.4975, 0.7227, -19.0577, -148.9172, ovf, 3.3242, 0.8415, -15.3438, 230200048.0000, -4.0875, ovf, ovf, 22.5440, ovf, -1.6352, 0.0220, 22.5923, 0.8115, 0.6928, 0
310.1420, 7.08, -25.01, 5.71, ovf, 6.03, -4.66, -174457.21, 1.31, 6.38, -383460736.00, 5.68, -7.48, 5.68, -18.12, 5.64, 2.75, 5.62, 3.50, -170256.65, 0.39, 6.36, 84856.20, 5.35, 3414.13, 6.29, 333154464.00, 5.69, -73.37, 6.31, 83738.57, 5.65, -4.73, 5.69, 1401672576.00, 5.66, -21.73, 5.62, 3.14, 6.29, 20557558.00, 5.63, 0.01, 0.09, nan, 5.60, nan, 6.26, nan, 5.68, nan, -34269608.00, nan, 5.60, nan, 0.07, nan, 6.30, nan, 6.41, nan, 6.24, nan, -1786119296.00, nan, -31.5140, -10969626.0000, -4.9505, 2.0209, 0.3933, -13.6548, -26.3355, 2.7649, 3.6428, 0.7192, 0.7136, -107.1908, 1.2002, -91.0866, 0.6908, -11.3192, -67.8019, ovf, 3.2961, 0.9350, -7.1488, 38366676.0000, -0.1500, ovf, ovf, 22.3982, ovf, -1.6348, 0.3443, 22.6795, 0.8102, 0.5675, 0
318.2130, 7.09, -25.17, 5.37, ovf, 5.74, -0.78, -29071.19, 1.22, 6.39, -63910124.00, 5.35, -3.95, 5.34, -14.52, 5.66, 2.36, 5.63, 2.98, -28370.22, 0.37, 6.37, 14143.30, 5.00, 500.62, 6.30, 55525744.00, 5.35, -62.53, 6.33, 13957.03, 5.30, -0.49, 5.34, 233612096.00, 5.31, -13.92, 5.64, 2.72, 6.30, 3426260.00, 5.28, 5.50, 0.09, nan, 5.55, nan, 6.28, nan, 5.34, nan, -5711595.50, nan, 5.26, nan, 0.07, nan, 6.31, nan, 6.31, nan, 6.25, nan, -297686560.00, nan, -32.0400, -1828265.6250, -5.0770, 1.4253, 0.2968, -7.7609, -18.7014, 2.8086, 3.5554, 0.5021, 0.8095, -91.2886, 1.2245, -76.9103, 0.6854, -4.9128, -42.8059, ovf, 3.1951, 0.8392, -0.0858, 6394445.5000, 3.2779, ovf, ovf, 22.7336, -1271052288.0000, -1.6335, 0.1714, 21.9414, 0.8121, 0.5488, 0
326.2850, 7.11, -25.49, 5.02, 2403206912.00, 5.70, -0.53, -4840.18, 1.80, 6.40, -10651687.00, 5.00, -0.96, 4.99, -10.32, 5.67, 1.69, 5.64, 3.20, -4722.47, 0.26, 6.39, 2357.82, 4.67, 23.44, 6.31, 9254291.00, 5.00, -55.72, 6.33, 2326.67, 4.96, 2.42, 5.00, 38935324.00, 4.98, -7.02, 5.64, 2.05, 6.31, 571044.06, 5.24, 6.42, 0.07, nan, 5.56, nan, 6.29, nan, 5.00, nan, -951927.31, nan, 4.92, nan, 0.07, nan, 6.31, nan, 6.30, nan, 6.25, nan, -49614428.00, nan, -32.2923, -304703.1250, -0.8457, 1.3255, 0.3963, -3.8723, -14.0807, 2.4149, 3.0382, 0.4670, 0.8266, -76.2337, 1.1166, -60.8597, 0.8012, -0.5344, -29.8307, ovf, 2.7783, 0.9383, 5.1699, 1065739.2500, 3.6539, ovf, ovf, 23.2944, -211842048.0000, -1.5258, 0.1426, 20.8234, 0.8135, 0.6592, 0
334.3560, 7.10, -25.25, 5.24, 400534496.00, 5.69, -0.39, -801.68, 2.20, 6.39, -1775280.87, 5.23, -3.26, 5.23, -12.42, 5.67, 1.58, 5.64, 3.63, -781.20, 0.24, 6.38, 393.67, 4.89, -62.49, 6.31, 1542382.62, 5.23, -59.39, 6.33, 388.18, 4.89, 2.60, 5.23, 6489199.00, 5.20, -11.77, 5.64, 1.94, 6.31, 95174.72, 5.22, 5.77, 0.07, nan, 5.55, nan, 6.28, nan, 5.23, nan, -158649.20, nan, 5.14, nan, 0.08, nan, 6.31, nan, 6.29, nan, 6.25, nan, -8269065.50, nan, -32.7752, -50774.6289, -0.5524, 1.9641, 0.6447, -0.9126, -9.3841, 1.7363, 3.2624, 0.3336, 0.8315, -62.6263, 0.9856, -50.5331, 0.7064, 2.1243, -18.9731, ovf, 2.0963, 0.8418, 6.0616, 177621.8593, 3.6244, ovf, ovf, 23.6479, -35306988.0000, -1.6058, 0.1378, 19.9784, 0.8137, 0.6791, 0
342.4260, 7.09, -24.61, 5.57, 66755748.00, 5.68, 0.34, -128.60, 1.87, 6.39, -295879.96, 5.56, -6.84, 5.55, -16.67, 5.65, 1.96, 5.63, 3.71, -124.32, 0.44, 6.37, 66.31, 5.22, -86.02, 6.30, 257064.54, 5.56, -67.30, 6.32, 65.10, 4.87, 3.23, 5.55, 1081505.37, 5.53, -18.96, 5.64, 2.82, 6.30, 15863.15, 5.22, 5.66, 0.08, nan, 5.54, nan, 6.28, nan, 5.55, nan, -26436.24, nan, 5.48, nan, 0.07, nan, 6.30, nan, 6.28, nan, 6.24, nan, -1378172.37, nan, -32.4330, -8455.1679, -0.4009, 2.3955, 0.3387, -3.1070, -11.7650, 1.6206, 3.7081, 0.3108, 0.9453, -69.7285, 0.8486, -56.2287, 0.5755, 2.2940, -23.7594, ovf, 1.9826, 0.9387, 5.4436, 29602.2011, 3.9184, ovf, ovf, 23.7948, -5884477.0000, -1.8304, 0.1370, 20.3942, 0.8137, 0.6809, 0
350.4950, 7.09, -25.00, 5.33, 11125964.00, 5.68, -0.04, -16.41, 1.71, 6.39, -49313.23, 5.32, -4.24, 5.32, -13.38, 5.66, 2.23, 5.64, 3.02, -14.83, 0.17, 6.37, 12.05, 4.99, -82.14, 6.31, 42844.70, 5.33, -60.72, 6.33, 11.45, 4.88, 3.54, 5.32, 180228.09, 5.29, -13.46, 5.64, 2.47, 6.31, 2644.66, 5.21, 6.54, 0.08, nan, 5.55, nan, 6.28, nan, 5.31, nan, -4400.71, nan, 5.23, nan, 0.08, nan, 6.31, nan, 6.29, nan, 6.25, nan, -229690.14, nan, -31.5522, -1404.7072, 0.3436, 2.0320, 0.2877, -6.9281, -16.7935, 2.0060, 3.7741, 0.5622, 0.9633, -83.8027, 1.0534, -67.7919, 0.5537, 2.8467, -32.2117, ovf, 2.8798, 0.9538, 5.3421, 4932.0756, 3.3550, 4170608384.0000, -3309169920.0000, 22.0316, -980722.7500, -1.6708, 0.1369, 22.0142, 0.7002, 0.5671, 0
358.5660, 7.11, -25.17, 5.02, 1854337.00, 5.70, -0.71, 2.29, 2.09, 6.40, -8218.57, 4.99, -1.31, 4.99, -10.33, 5.67, 1.37, 5.64, 3.20, 3.42, 0.23, 6.39, 2.61, 4.66, -72.49, 6.31, 7141.78, 5.01, -53.52, 6.34, 2.21, 4.89, 3.09, 5.00, 30024.02, 4.97, -7.04, 5.65, 1.81, 6.32, 441.58, 5.23, 6.29, 0.08, nan, 5.56, nan, 6.29, nan, 5.01, nan, -728.13, nan, 4.91, nan, 0.07, nan, 6.32, nan, 6.30, nan, 6.26, nan, -38276.45, nan, -32.0640, -226.6655, -0.0459, 1.8636, 0.1636, -4.1096, -12.9044, 2.2811, 3.0789, 0.2213, 1.3121, -74.6245, 0.8599, -58.5737, 0.7798, 3.1232, -27.1108, ovf, 2.5216, 1.0715, 6.1689, 820.4786, 3.3710, 695101376.0000, -551528320.0000, 22.9750, -163429.7812, -1.9223, 0.0228, 20.8373, 0.5688, 0.4351, 0
366.6340, 7.11, -25.19, 4.67, 309066.84, 5.70, 0.08, 5.41, 1.05, 6.41, -1369.46, 4.65, 1.88, 4.65, -8.62, 5.67, 2.03, 5.64, 2.83, 6.47, 0.24, 6.39, 1.03, 4.33, -64.18, 6.33, 1191.10, 4.67, -46.02, 6.34, 0.97, 4.90, 3.61, 4.65, 4995.10, 4.63, -2.17, 5.66, 2.50, 6.33, 74.30, 5.24, 6.35, 0.07, nan, 5.56, nan, 6.30, nan, 4.65, nan, -116.02, nan, 4.58, nan, 0.07, nan, 6.33, nan, 6.30, nan, 6.26, nan, -6374.15, nan, -32.3509, -29.2690, -0.7295, 2.2746, 0.3741, -1.2193, -9.3589, 1.4062, 3.2692, 0.2926, 0.9124, -61.3074, 1.2845, -48.5668, 0.4737, 2.7340, -17.0141, -722297024.0000, 1.8525, 1.0937, 5.9485, 135.1211, 3.4767, 115850160.0000, -91921376.0000, 23.7105, -27216.3789, -1.6890, 0.2319, 19.8931, 0.7740, 0.7553, 0
374.7030, 7.12, -24.90, 4.62, 51521.34, 5.70, -0.19, 5.94, 2.07, 6.40, -227.94, 4.60, 2.51, 4.88, -10.44, 5.67, 1.04, 5.65, 3.57, 6.98, 0.44, 6.39, 0.87, 4.55, -67.70, 6.32, 199.32, 4.90, -50.27, 6.34, 0.76, 4.90, 3.10, 4.90, 819.52, 4.87, -5.76, 5.65, 2.02, 6.32, 13.08, 5.24, 5.86, 0.08, nan, 5.56, nan, 6.29, nan, 4.88, nan, -14.01, nan, 4.81, nan, 0.07, nan, 6.31, nan, 6.31, nan, 6.27, nan, -1057.11, nan, -32.4170, 4.0359, 0.0847, 1.1426, 0.4103, 1.5373, -7.2749, 2.0812, 2.8927, 0.3050, 0.8458, -50.3450, 1.1307, -39.0092, 0.7670, 3.2029, -10.2162, -120382840.0000, 2.5628, 0.9838, 6.0147, 21.1694, 2.9918, 19308314.0000, -15320206.0000, 21.8835, -4512.5302, -1.6471, 0.2678, 20.9902, 0.6951, 0.6962, 0
382.7720, 7.12, -25.15, 4.61, 8597.69, 5.70, -0.23, 6.03, 1.15, 6.41, -37.59, 4.58, 2.12, 4.63, -7.84, 5.67, 1.67, 5.65, 2.90, 7.06, 0.37, 6.39, 0.75, 4.30, -62.88, 6.33, 34.02, 4.65, -45.28, 6.34, 0.73, 4.90, 3.72, 4.65, 127.39, 4.62, -1.56, 5.66, 2.24, 6.33, 2.88, 5.24, 6.58, 0.08, nan, 5.56, nan, 6.31, nan, 4.63, nan, 3.00, nan, 4.57, nan, 0.07, nan, 6.32, nan, 6.31, nan, 6.26, nan, -170.94, nan, -32.0418, 9.1705, -0.1921, 2.2685, 0.4153, 2.0811, -9.2298, 1.0651, 3.6491, 0.5633, 0.9503, -55.7640, 1.1015, -44.6300, 0.8153, 2.7472, -13.3402, -20063812.0000, 2.0614, 0.9640, 5.5483, 1.9925, 3.6146, 3218005.7500, -2553343.2500, 22.3730, -730.6861, -1.6394, 0.0446, 20.6025, 0.7961, 0.5718, 0
390.8390, 7.12, -24.79, 4.60, 1442.55, 5.70, 0.16, 6.04, 1.79, 6.40, -5.97, 4.58, 2.45, 4.88, -10.11, 5.67, 1.68, 5.65, 3.38, 7.07, 0.46, 6.39, 0.72, 4.54, -68.28, 6.33, 6.47, 4.90, -49.65, 6.34, 0.72, 4.90, 3.42, 4.88, 10.13, 4.86, -6.36, 5.65, 2.57, 6.32, 1.08, 5.24, 5.90, 0.08, nan, 5.56, nan, 6.30, nan, 4.88, nan, 5.83, nan, 4.81, nan, 0.07, nan, 6.32, nan, 6.31, nan, 6.26, nan, -23.25, nan, -32.3655, 10.5258, -0.2383, 1.2525, 0.5328, 1.7546, -6.5907, 1.7165, 2.9586, 0.4783, 0.8521, -48.9897, 1.0992, -38.1218, 0.8234, 3.2910, -9.8674, -3343970.0000, 2.2888, 0.9627, 6.2277, -1.1118, 3.1153, 536288.5000, -425536.0937, 22.5848, -98.5740, -1.6401, 0.1220, 20.4244, 0.8124, 0.5505, 0
398.9060, 7.11, -24.13, 4.59, 250.52, 5.69, -0.17, 6.02, 2.40, 6.39, -0.79, 4.58, 1.91, 5.21, -12.58, 5.67, 1.18, 5.64, 3.76, 7.06, 0.48, 6.39, 0.82, 4.88, -76.18, 6.31, 1.98, 5.22, -56.37, 6.33, 0.72, 4.89, 3.17, 5.21, -16.71, 5.18, -11.56, 5.64, 2.23, 6.31, 0.88, 5.23, 5.78, 0.08, nan, 5.56, nan, 6.29, nan, 5.21, nan, 6.29, nan, 4.85, nan, 0.07, nan, 6.31, nan, 6.30, nan, 6.25, nan, 1.36, nan, -31.9045, 9.7432, 0.1665, 1.9561, 0.4357, 2.0314, -8.9376, 1.7225, 3.4581, 0.5912, 0.8358, -56.1546, 1.0988, -43.9976, 0.8247, 3.0275, -11.5335, -557333.8125, 2.6272, 0.8464, 5.5874, -1.7206, 2.9316, 89335.4765, -70898.0625, 21.3340, 7.1024, -1.6315, 0.0203, 22.1047, 0.8146, 0.7746, 0
406.9720, 7.11, -24.32, 4.60, 52.25, 5.70, -0.23, 6.03, 2.30, 6.39, 0.27, 4.58, 1.62, 4.98, -9.80, 5.67, 1.00, 5.64, 3.53, 7.06, 0.28, 6.39, 0.74, 4.66, -70.30, 6.31, 1.03, 4.99, -52.80, 6.34, 0.72, 4.90, 3.13, 4.98, -16.19, 4.96, -6.83, 5.64, 1.87, 6.32, 0.75, 5.24, 5.96, 0.08, nan, 5.56, nan, 6.29, nan, 4.98, nan, 6.37, nan, 4.86, nan, 0.07, nan, 6.31, nan, 6.30, nan, 6.25, nan, 5.47, nan, -31.0210, 10.0119, -0.1775, 2.6119, 0.3039, 1.5807, -11.8813, 1.2095, 3.8397, 0.6089, 0.9476, -67.3898, 1.2107, -53.3545, 0.8244, 2.8044, -19.4672, -92898.9218, 2.2753, 0.9395, 5.4724, -1.7312, 3.6046, 14842.9960, -11791.8398, 22.3706, 23.0664, -1.7290, 0.0034, 21.0048, 0.8139, 0.8103, 0
415.0380, 7.12, -24.35, 4.61, 19.51, 5.70, -0.34, 6.04, 2.58, 6.41, 0.34, 4.59, 0.77, 4.65, -7.53, 5.68, 0.97, 5.64, 3.39, 7.08, 0.45, 6.39, 0.72, 4.32, -62.12, 6.32, 0.77, 4.68, -46.00, 6.35, 0.72, 4.90, 3.22, 4.66, -10.80, 4.64, -0.84, 5.66, 1.61, 6.33, 0.72, 5.24, 5.99, 0.08, nan, 5.56, nan, 6.29, nan, 4.65, nan, 6.39, nan, 4.86, nan, 0.07, nan, 6.32, nan, 6.31, nan, 6.26, nan, 6.16, nan, -31.2943, 10.4081, -0.2358, 2.5071, 0.5131, 1.3400, -8.8462, 1.0224, 3.6002, 0.3572, 0.8517, -59.2537, 1.0002, -47.7004, 0.8249, 2.7693, -15.2039, -15487.5029, 1.9104, 0.8425, 5.6475, -1.9166, 3.6162, 2427.6643, -1941.7663, 23.7257, 25.1105, -1.6561, 0.0006, 19.9209, 0.7013, 0.7038, 0
