Voltage Range: ,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Step Size: ,0.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Read Count: ,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Voltage Delay Time: ,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Light Status: ,light,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time,Volts_output,Pixel 0_0 V,Pixel 0_0 mA,Pixel 0_1 V,Pixel 0_1 mA,Pixel 0_2 V,Pixel 0_2 mA,Pixel 0_3 V,Pixel 0_3 mA,Pixel 0_4 V,Pixel 0_4 mA,Pixel 0_5 V,Pixel 0_5 mA,Pixel 0_6 V,Pixel 0_6 mA,Pixel 0_7 V,Pixel 0_7 mA,Pixel 1_0 V,Pixel 1_0 mA,Pixel 1_1 V,Pixel 1_1 mA,Pixel 1_2 V,Pixel 1_2 mA,Pixel 1_3 V,Pixel 1_3 mA,Pixel 1_4 V,Pixel 1_4 mA,Pixel 1_5 V,Pixel 1_5 mA,Pixel 1_6 V,Pixel 1_6 mA,Pixel 1_7 V,Pixel 1_7 mA,ARDUINOID
0.7240,1.20,1.2160,0.0000,1.2180,0.0000,1.2160,0.0000,1.2160,0.0500,1.2160,0.0000,1.2180,-0.0250,1.2160,0.0000,1.2180,0.0000,1.2220,0.0000,1.2200,0.0000,1.1770,-0.0250,1.2210,0.0000,1.1640,0.0000,1.2160,0.0250,1.2160,0.0000,1.2170,0.0000,23
1.4690,1.17,1.1860,0.0000,1.1870,0.0000,1.1840,0.0500,1.1840,0.0250,1.1840,0.0000,1.1880,0.0000,1.1840,0.0250,1.1870,0.0000,1.1890,0.0000,1.1890,0.0000,1.1690,0.0000,1.1880,0.0000,1.1690,0.0000,1.1850,0.0000,1.1840,0.0000,1.1860,0.0000,23
2.2150,1.14,1.1550,0.0000,1.1530,0.0000,1.1540,0.0000,1.1540,0.0500,1.1560,0.0250,1.1560,0.0000,1.1530,0.0000,1.1520,-0.0250,1.1520,0.0000,1.1520,0.0000,1.1520,0.0000,1.1520,0.0000,1.1230,0.0000,1.1520,0.0000,1.1520,0.0000,1.1520,0.0000,23
2.9590,1.11,1.1280,0.0250,1.1280,0.0750,1.1200,0.0250,1.1280,0.0500,1.1280,0.0000,1.1260,-0.0250,1.1200,0.0750,1.1200,-0.0250,1.1200,0.0000,1.1200,0.0000,1.1200,0.0000,1.1200,0.0000,1.1210,0.0000,1.1210,0.0000,1.1200,0.0000,1.1200,0.0000,23
3.7050,1.08,1.0960,0.0000,1.0980,0.0000,1.0960,0.0250,1.0880,0.0750,1.0880,0.0000,1.0960,0.0000,1.0960,0.0250,1.0880,0.0000,1.1040,0.0000,1.0920,0.0000,1.0910,0.0000,1.0950,0.0000,1.0920,0.0000,1.0880,0.0000,1.0910,0.0000,1.0880,0.0250,23
4.4500,1.05,1.0680,0.0500,1.0560,0.0250,1.0680,0.0250,1.0580,0.0000,1.0560,0.0000,1.0680,0.0000,1.0640,0.0250,1.0600,0.0000,1.0720,0.0000,1.0620,0.0000,1.0580,0.0000,1.0720,0.0000,1.0590,0.0000,1.0610,-0.0250,1.0580,0.0000,1.0600,0.0000,23
5.1950,1.02,1.0360,0.0250,1.0320,0.0250,1.0270,0.0250,1.0400,0.0750,1.0290,0.0250,1.0280,0.0000,1.0390,0.0500,1.0340,0.0000,1.0400,0.0000,1.0370,0.0000,1.0300,0.0000,1.0400,0.0000,1.0280,0.0000,1.0300,0.0250,1.0320,0.0000,1.0350,0.0000,23
5.9410,0.99,1.0080,0.0250,1.0080,0.0250,1.0040,0.0750,1.0080,0.0500,1.0090,0.0000,1.0080,0.0250,1.0080,0.1000,1.0080,0.0000,1.0080,0.0000,1.0080,0.0000,1.0000,0.0000,1.0080,0.0000,1.0000,0.0000,1.0060,0.0000,1.0020,0.0000,1.0080,0.0000,23
6.6870,0.96,0.9770,0.0250,0.9790,0.0250,0.9760,0.0750,0.9760,0.0750,0.9770,0.0000,0.9780,0.0000,0.9600,0.0500,0.9790,0.0000,0.9840,0.0000,0.9790,0.0000,0.9750,0.0500,0.9800,0.0000,0.9720,0.0000,0.9760,0.0000,0.9760,0.0000,0.9800,0.0250,23
7.4330,0.93,0.9470,0.0000,0.9460,0.1000,0.9470,0.0000,0.9500,0.0750,0.9450,0.0250,0.9470,0.0000,0.8980,0.0750,0.9090,0.0250,0.9260,0.0000,0.9350,0.0000,0.9090,0.0000,0.9100,0.0000,0.9310,0.0000,0.9220,0.0000,0.9210,0.0000,0.9090,0.0000,23
8.1780,0.90,0.9200,0.0000,0.9200,0.1000,0.9200,0.0500,0.9080,0.0750,0.9200,0.0750,0.9200,0.0000,0.8980,0.1000,0.8960,0.0000,0.9040,0.0000,0.8960,0.0000,0.8970,0.0000,0.8960,0.0000,0.8960,0.0000,0.8960,0.0000,0.8960,0.0000,0.8960,0.0000,23
8.9250,0.87,0.8880,0.0250,0.8900,0.1000,0.8880,0.0750,0.7680,0.1000,0.7990,0.0750,0.8900,0.0000,0.7740,0.1000,0.7710,0.0250,0.8960,0.0000,0.7680,0.0000,0.7690,0.0000,0.7720,0.0000,0.7700,0.0000,0.7680,0.0000,0.7700,0.0000,0.7700,0.0000,23
9.6700,0.84,0.8600,0.0000,0.8400,0.1000,0.8580,0.0750,0.8330,0.1000,0.8480,0.0500,0.8470,0.0000,0.8400,0.0750,0.8360,0.0000,0.8660,0.0000,0.8360,0.0000,0.8340,-0.0250,0.8370,0.0000,0.8350,0.0000,0.8340,0.0250,0.8320,0.0000,0.8360,0.0000,23
10.4160,0.81,0.8320,0.0000,0.8320,0.1500,0.8000,0.0750,0.8320,0.0750,0.8320,0.0250,0.8320,0.0000,0.8320,0.1750,0.8320,0.0000,0.8340,0.0000,0.7900,0.0000,0.7760,-0.0250,0.8320,0.0000,0.7760,0.0000,0.7760,0.0000,0.7760,0.0000,0.8320,0.0000,23
11.1620,0.78,0.8000,0.0000,0.8020,0.1250,0.8000,0.0750,0.8020,0.0750,0.8010,0.0500,0.8020,0.0000,0.8020,0.1750,0.8010,-0.0250,0.8080,0.0000,0.8000,0.0000,0.7770,0.0000,0.8030,0.0000,0.7760,0.0000,0.7830,0.0000,0.7770,0.0000,0.8020,0.0000,23
11.9090,0.75,0.7680,0.0000,0.7700,0.1750,0.7680,0.0750,0.7690,0.0750,0.7700,0.0500,0.7720,0.0250,0.7720,0.2000,0.7720,0.0000,0.7760,0.0000,0.7680,0.0000,0.5850,-0.0250,0.7710,-0.0250,0.5230,0.0000,0.7680,0.0000,0.5850,0.0000,0.7720,0.0000,23
12.6550,0.72,0.7390,0.0250,0.7390,0.0500,0.7390,0.1000,0.7380,0.1500,0.7360,0.0000,0.7360,0.0750,0.7360,0.1500,0.7390,0.0250,0.7480,0.0000,0.7380,0.0000,0.7360,0.0000,0.7400,0.0000,0.7210,0.0000,0.7360,0.0000,0.7360,0.0000,0.7390,-0.0250,23
13.4010,0.69,0.7060,0.0250,0.7120,0.1000,0.7060,0.0500,0.7120,0.0500,0.7120,0.0500,0.7120,0.0750,0.7040,0.2000,0.7040,0.0000,0.7040,0.0000,0.7040,0.0000,0.7040,0.0000,0.7040,0.0000,0.7040,0.0000,0.7040,0.0000,0.7040,0.0500,0.7040,0.0000,23
14.1470,0.66,0.6800,0.0250,0.6830,0.1000,0.6800,0.1000,0.6780,0.0750,0.6820,0.0750,0.6840,0.0250,0.6740,0.1000,0.6730,0.0000,0.6880,0.0250,0.6720,0.0000,0.6740,0.0250,0.6730,0.0000,0.6720,0.0000,0.6740,0.0000,0.6730,0.0500,0.6750,0.0250,23
