372.3560, 0.87, 0.20, 1.45, nan, 1.15, 0.13, 0.54, 0.05, 1.55, -0.02, 1.23, 0.02, 0.95, 0.14, 0.79, 1.29, nan, 1.44, 0.81, 0.06, 1.13, 0.12, 0.72, 1.30, 0.03, 1.80, 0.23, 1.66, 0.35, 1.23, 0.67, 1.49, 0.61, 1.70, 0.59, 1.32, 0.89, 1.01, 1.29, -4.12, 0.65, 1.39, 0.17, 1.27, 0.93, 0.20, 0.78, 0.04, 0.51, 0.04, 1.55, 0.03, 1.33, 0.06, 0.52, 0.04, 1.75, -0.00, 0.98, 0.02, 1.41, 0.03, 1.37, nan, 1.1304, 0.5670, 0.9405, 0.1828, -0.1985, nan, 0.8535, 6.6695, 6.9565, 0.3014, 0.8660, 6.0796, 0.3257, 2.5053, 2.8372, 6.5030, 6.7411, 5.0435, 5.8547, -34.5766, 5.8816, 1.3931, 1.2304, 0.1878, 0.1074, 0.3403, 0.5113, 0.1249, -0.0314, 0.1549, 0.3123, 0.5676, 0
375.6710, 0.87, 0.18, 1.44, nan, 1.15, 0.12, 0.55, 0.04, 1.56, -0.00, 1.23, 0.02, 0.95, 0.14, 0.79, 1.23, nan, 1.44, 0.81, 0.04, 1.14, 0.10, 0.72, 1.25, 0.03, 1.78, 0.24, 1.68, 0.36, 1.20, 0.67, 1.52, 0.62, 1.70, 0.58, 1.30, 0.88, 1.07, 1.28, -3.82, 0.66, 1.40, 0.17, 1.28, 0.93, 0.22, 0.79, 0.04, 0.52, 0.01, 1.55, 0.04, 1.33, 0.03, 0.51, 0.01, 1.74, -0.00, 0.98, 0.07, 1.40, 0.04, 1.37, nan, 1.0368, 0.7174, 0.9036, 0.1503, -0.0331, nan, 0.8657, 6.3472, 6.9708, 0.2263, 0.7646, 5.8562, 0.3229, 2.6473, 2.8471, 6.6181, 6.8329, 4.9589, 6.0986, -31.7512, 6.0230, 1.4031, 1.3160, 0.2032, 0.0179, 0.3926, 0.2290, 0.0208, -0.0052, 0.4519, 0.3552, 0.5399, 0
378.9850, 0.87, 0.18, 1.43, nan, 1.14, 0.10, 0.56, 0.04, 1.58, -0.03, 1.23, 0.00, 0.95, 0.16, 0.79, 1.26, nan, 1.41, 0.82, 0.04, 1.15, 0.12, 0.73, 1.24, 0.03, 1.78, 0.25, 1.63, 0.38, 1.18, 0.67, 1.47, 0.63, 1.68, 0.57, 1.35, 0.87, 1.13, 1.27, -3.50, 0.65, 1.43, 0.17, 1.30, 0.93, 0.24, 0.78, 0.09, 0.53, 0.05, 1.55, 0.02, 1.31, 0.05, 0.52, 0.02, 1.73, -0.00, 0.98, 0.05, 1.40, 0.02, 1.37, nan, 1.0228, 0.5836, 0.7657, 0.1469, -0.3482, nan, 0.9719, 6.4711, 6.9029, 0.2158, 0.8806, 5.8939, 0.3224, 2.6757, 2.9014, 6.4247, 6.9123, 5.0401, 6.3595, -28.8587, 6.0965, 1.4178, 1.4318, 0.4583, 0.1769, 0.2331, 0.4647, 0.0602, -0.0009, 0.2883, 0.2108, 0.5358, 0
382.2990, 0.87, 0.16, 1.41, nan, 1.13, 0.12, 0.57, 0.01, 1.59, -0.02, 1.23, 0.02, 0.95, 0.14, 0.79, 1.26, nan, 1.43, 0.81, 0.06, 1.16, 0.09, 0.72, 1.26, 0.03, 1.80, 0.27, 1.62, 0.39, 1.13, 0.66, 1.53, 0.64, 1.70, 0.57, 1.33, 0.86, 1.19, 1.25, -3.25, 0.66, 1.42, 0.17, 1.30, 0.93, 0.24, 0.78, 0.08, 0.53, 0.01, 1.56, 0.02, 1.30, 0.06, 0.51, 0.00, 1.72, -0.00, 0.98, 0.09, 1.39, 0.00, 1.37, nan, 0.9262, 0.5566, 0.8589, 0.0245, -0.2304, nan, 0.8870, 6.4808, 6.9619, 0.3000, 0.6488, 5.9034, 0.3255, 2.8070, 2.8454, 6.5836, 7.0828, 4.9297, 6.6164, -26.5236, 6.1181, 1.4260, 1.4511, 0.4160, 0.0295, 0.2081, 0.5009, 0.0100, -0.0001, 0.5803, 0.0351, 0.3862, 0
385.6140, 0.87, 0.18, 1.40, nan, 1.11, 0.14, 0.58, 0.00, 1.60, -0.02, 1.23, 0.02, 0.95, 0.14, 0.79, 1.29, nan, 1.41, 0.80, 0.01, 1.15, 0.11, 0.71, 1.28, 0.03, 1.75, 0.28, 1.57, 0.40, 1.12, 0.66, 1.55, 0.64, 1.68, 0.58, 1.30, 0.84, 1.25, 1.24, -2.94, 0.66, 1.40, 0.17, 1.30, 0.93, 0.22, 0.78, 0.06, 0.54, 0.02, 1.57, 0.07, 1.29, 0.04, 0.52, 0.02, 1.73, -0.00, 0.98, 0.10, 1.38, 0.00, 1.37, nan, 1.0028, 0.8527, 0.9869, 0.0041, -0.2124, nan, 0.8718, 6.6594, 6.9077, 0.0500, 0.8529, 5.9054, 0.3244, 2.8295, 2.9189, 6.6684, 7.0415, 4.9400, 6.8441, -23.8001, 6.0499, 1.4216, 1.3533, 0.3245, 0.0643, 0.7165, 0.3632, 0.0579, -0.0000, 0.6301, 0.0059, 0.5097, 0
388.9280, 0.87, 0.21, 1.39, nan, 1.11, 0.12, 0.60, 0.02, 1.61, -0.02, 1.23, 0.04, 0.95, 0.12, 0.79, 1.27, nan, 1.42, 0.79, 0.03, 1.15, 0.10, 0.70, 1.31, 0.03, 1.77, 0.29, 1.58, 0.39, 1.14, 0.66, 1.49, 0.65, 1.66, 0.59, 1.32, 0.83, 1.29, 1.23, -2.67, 0.65, 1.43, 0.17, 1.30, 0.93, 0.24, 0.78, 0.04, 0.54, 0.05, 1.57, 0.03, 1.28, 0.04, 0.52, 0.02, 1.74, -0.00, 0.98, 0.08, 1.39, 0.03, 1.37, nan, 1.2062, 0.8947, 0.8874, 0.0658, -0.2104, nan, 0.7656, 6.5179, 7.0669, 0.1792, 0.7698, 5.9734, 0.3227, 2.9801, 2.9004, 6.3904, 7.0872, 5.0792, 6.9799, -21.4142, 6.1072, 1.4319, 1.4380, 0.2239, 0.1852, 0.2897, 0.3376, 0.0664, -0.0000, 0.5316, 0.3025, 0.5303, 0
392.2420, 0.87, 0.19, 1.39, nan, 1.11, 0.12, 0.59, 0.07, 1.61, -0.02, 1.23, 0.06, 0.95, 0.14, 0.79, 1.24, nan, 1.39, 0.78, 0.02, 1.15, 0.08, 0.70, 1.29, 0.03, 1.78, 0.30, 1.56, 0.40, 1.16, 0.65, 1.53, 0.66, 1.64, 0.59, 1.32, 0.82, 1.35, 1.22, -2.45, 0.66, 1.41, 0.17, 1.32, 0.93, 0.24, 0.79, 0.04, 0.53, 0.03, 1.58, 0.02, 1.27, 0.04, 0.53, 0.04, 1.75, -0.00, 0.98, 0.06, 1.40, 0.06, 1.37, nan, 1.0510, 0.6007, 0.8718, 0.2656, -0.2101, nan, 0.8531, 6.4136, 6.9268, 0.1137, 0.6262, 5.8280, 0.3229, 3.0818, 3.0202, 6.4778, 7.0308, 5.1081, 7.1832, -19.3847, 6.0543, 1.4466, 1.4521, 0.2097, 0.0887, 0.2202, 0.3313, 0.1267, -0.0000, 0.4084, 0.5067, 0.5337, 0
395.5570, 0.87, 0.18, 1.39, nan, 1.12, 0.14, 0.59, 0.04, 1.62, -0.02, 1.23, 0.04, 0.95, 0.16, 0.79, 1.27, nan, 1.43, 0.76, 0.09, 1.14, 0.11, 0.71, 1.28, 0.03, 1.80, 0.31, 1.54, 0.40, 1.09, 0.65, 1.47, 0.67, 1.64, 0.60, 1.30, 0.82, 1.32, 1.20, -2.19, 0.65, 1.42, 0.17, 1.30, 0.93, 0.22, 0.78, 0.04, 0.54, 0.04, 1.59, 0.02, 1.26, 0.06, 0.53, 0.04, 1.76, -0.00, 0.98, 0.06, 1.40, 0.04, 1.37, nan, 1.0251, 0.5522, 0.9984, 0.1724, -0.2116, nan, 0.9703, 6.5514, 7.0659, 0.4325, 0.8419, 5.8981, 0.3333, 3.1592, 2.8652, 6.2112, 7.1068, 5.0541, 7.0400, -17.1843, 6.0371, 1.4308, 1.3535, 0.2047, 0.1314, 0.2096, 0.4630, 0.1367, -0.0000, 0.3884, 0.3881, 0.5348, 0
398.8720, 0.87, 0.20, 1.38, nan, 1.12, 0.12, 0.60, 0.06, 1.64, -0.05, 1.23, 0.02, 0.95, 0.14, 0.79, 1.28, nan, 1.41, 0.76, 0.05, 1.14, 0.10, 0.71, 1.25, 0.03, 1.73, 0.33, 1.52, 0.39, 1.13, 0.66, 1.48, 0.68, 1.62, 0.59, 1.32, 0.80, 1.39, 1.19, -1.93, 0.66, 1.42, 0.17, 1.30, 0.93, 0.24, 0.77, 0.04, 0.54, 0.04, 1.59, 0.02, 1.24, 0.08, 0.53, 0.06, 1.77, -0.00, 0.98, 0.08, 1.40, 0.04, 1.37, nan, 1.1146, 0.9889, 0.8976, 0.2240, -0.5691, nan, 0.8872, 6.5910, 6.9193, 0.2377, 0.7606, 5.7556, 0.3226, 3.2294, 2.8815, 6.3143, 7.1737, 5.0352, 7.2671, -15.0077, 6.1082, 1.4282, 1.4380, 0.2018, 0.1375, 0.2068, 0.6152, 0.1962, -0.0000, 0.4908, 0.3678, 0.6829, 0
402.1860, 0.87, 0.20, 1.38, nan, 1.13, 0.12, 0.61, 0.04, 1.63, -0.03, 1.23, 0.02, 0.95, 0.16, 0.79, 1.28, nan, 1.42, 0.77, 0.06, 1.13, 0.15, 0.70, 1.27, 0.03, 1.72, 0.34, 1.54, 0.40, 1.12, 0.65, 1.45, 0.67, 1.60, 0.59, 1.32, 0.80, 1.38, 1.18, -1.72, 0.66, 1.40, 0.17, 1.28, 0.93, 0.22, 0.78, 0.02, 0.53, 0.01, 1.58, 0.00, 1.23, 0.05, 0.53, 0.03, 1.77, -0.00, 0.98, 0.08, 1.39, 0.02, 1.37, nan, 1.1300, 0.4638, 0.8892, 0.1696, -0.2714, nan, 0.9765, 6.5924, 7.0751, 0.2912, 1.1101, 5.7917, 0.3058, 3.3844, 2.9296, 6.1137, 6.9858, 5.0263, 7.2242, -13.2507, 6.0545, 1.4147, 1.3511, 0.1185, 0.0229, 0.0345, 0.3692, 0.0905, -0.0000, 0.5089, 0.2118, 0.8560, 0
405.5010, 0.87, 0.22, 1.39, nan, 1.14, 0.12, 0.60, 0.06, 1.62, -0.00, 1.23, 0.04, 0.96, 0.16, 0.79, 1.28, nan, 1.39, 0.78, 0.04, 1.13, 0.13, 0.71, 1.26, 0.03, 1.74, 0.35, 1.47, 0.41, 1.09, 0.66, 1.46, 0.66, 1.63, 0.58, 1.32, 0.79, 1.41, 1.17, -1.52, 0.65, 1.42, 0.17, 1.31, 0.93, 0.24, 0.79, 0.05, 0.53, 0.05, 1.57, 0.03, 1.22, 0.09, 0.53, 0.00, 1.75, -0.00, 0.98, 0.10, 1.38, 0.02, 1.37, nan, 1.2274, 0.9809, 0.8951, 0.2236, -0.0452, nan, 0.9919, 6.5921, 6.9281, 0.2194, 0.9225, 5.8045, 0.2982, 3.3509, 2.9064, 6.2329, 7.0139, 5.0248, 7.3045, -11.5752, 6.0372, 1.4437, 1.4377, 0.2781, 0.1741, 0.3469, 0.7225, 0.0151, -0.0000, 0.6187, 0.1843, 0.5885, 0
408.8160, 0.87, 0.17, 1.39, nan, 1.16, 0.12, 0.59, 0.06, 1.62, -0.02, 1.23, 0.02, 0.95, 0.14, 0.79, 1.26, nan, 1.41, 0.79, 0.06, 1.12, 0.12, 0.72, 1.26, 0.03, 1.79, 0.36, 1.45, 0.42, 1.08, 0.67, 1.46, 0.65, 1.66, 0.58, 1.32, 0.78, 1.44, 1.16, -1.32, 0.65, 1.40, 0.17, 1.30, 0.93, 0.22, 0.79, 0.06, 0.52, 0.01, 1.57, 0.04, 1.22, 0.07, 0.53, 0.00, 1.76, -0.00, 0.98, 0.08, 1.39, 0.02, 1.37, nan, 0.9603, 0.9161, 0.9028, 0.2284, -0.1825, nan, 0.8893, 6.5119, 6.9901, 0.2959, 0.8840, 5.8885, 0.3142, 3.4074, 2.9822, 6.3606, 6.9670, 5.0245, 7.3225, -9.9634, 5.9635, 1.4355, 1.3510, 0.3047, 0.0290, 0.3984, 0.5168, 0.0025, -0.0000, 0.5297, 0.1812, 0.6918, 0
412.1300, 0.87, 0.19, 1.39, nan, 1.16, 0.09, 0.58, 0.03, 1.62, -0.04, 1.23, 0.00, 0.95, 0.14, 0.79, 1.33, nan, 1.44, 0.81, 0.04, 1.11, 0.12, 0.71, 1.23, 0.03, 1.78, 0.37, 1.44, 0.43, 1.08, 0.68, 1.44, 0.64, 1.68, 0.58, 1.30, 0.78, 1.42, 1.15, -1.12, 0.64, 1.43, 0.17, 1.28, 0.93, 0.22, 0.79, 0.03, 0.52, 0.02, 1.57, 0.02, 1.23, 0.09, 0.54, 0.02, 1.78, -0.00, 0.98, 0.08, 1.40, 0.04, 1.37, nan, 1.1048, 0.7548, 0.6525, 0.1006, -0.3809, nan, 0.8737, 6.8364, 7.0702, 0.2254, 0.8692, 5.6775, 0.3131, 3.5105, 2.9995, 6.3965, 6.9346, 4.9610, 7.2407, -8.3550, 5.9990, 1.4107, 1.3366, 0.1372, 0.0616, 0.2367, 0.7528, 0.0598, -0.0000, 0.5143, 0.3333, 0.5606, 0
415.4440, 0.87, 0.20, 1.40, nan, 1.17, 0.11, 0.57, 0.05, 1.61, -0.02, 1.23, 0.02, 0.95, 0.16, 0.79, 1.27, nan, 1.42, 0.82, 0.04, 1.12, 0.14, 0.70, 1.27, 0.03, 1.78, 0.39, 1.41, 0.44, 1.03, 0.69, 1.46, 0.64, 1.68, 0.59, 1.25, 0.78, 1.42, 1.13, -0.95, 0.64, 1.44, 0.17, 1.30, 0.93, 0.22, 0.80, 0.02, 0.52, 0.02, 1.56, 0.05, 1.23, 0.07, 0.56, 0.00, 1.79, -0.02, 0.98, 0.08, 1.41, 0.01, 1.37, nan, 1.1310, 0.5820, 0.8713, 0.1996, -0.2374, nan, 0.9737, 6.5526, 7.0200, 0.2162, 0.9975, 5.7787, 0.3130, 3.5371, 2.9207, 6.5780, 7.0240, 4.8353, 7.2333, -7.0471, 6.0050, 1.4191, 1.3342, 0.1104, 0.0670, 0.5473, 0.5255, 0.0100, -0.1937, 0.5118, 0.0556, 0.9856, 0
418.7590, 0.87, 0.22, 1.39, nan, 1.17, 0.10, 0.56, 0.08, 1.61, -0.04, 1.23, 0.04, 0.95, 0.16, 0.79, 1.25, nan, 1.37, 0.83, 0.04, 1.12, 0.12, 0.69, 1.31, 0.03, 1.80, 0.40, 1.37, 0.45, 1.04, 0.70, 1.44, 0.65, 1.66, 0.61, 1.21, 0.77, 1.44, 1.12, -0.78, 0.65, 1.44, 0.17, 1.30, 0.93, 0.22, 0.80, 0.04, 0.52, 0.05, 1.56, 0.03, 1.23, 0.04, 0.57, 0.00, 1.80, 0.01, 0.98, 0.05, 1.42, 0.02, 1.37, nan, 1.2281, 0.8496, 0.7806, 0.2775, -0.3901, nan, 0.9914, 6.4194, 6.7648, 0.2173, 0.8959, 5.8721, 0.3239, 3.5281, 3.0320, 6.6140, 7.0916, 4.7686, 7.2107, -5.6748, 6.0997, 1.4205, 1.3338, 0.1913, 0.1815, 0.2605, 0.3542, 0.0017, 0.1630, 0.2988, 0.1639, 0.7591, 0
422.0720, 0.87, 0.19, 1.39, nan, 1.18, 0.12, 0.56, 0.05, 1.62, -0.02, 1.23, 0.02, 0.95, 0.13, 0.79, 1.27, nan, 1.41, 0.82, 0.06, 1.13, 0.12, 0.68, 1.30, 0.03, 1.75, 0.41, 1.38, 0.45, 1.04, 0.72, 1.44, 0.66, 1.66, 0.60, 1.23, 0.76, 1.52, 1.11, -0.63, 0.66, 1.41, 0.17, 1.28, 0.93, 0.24, 0.80, 0.04, 0.52, 0.04, 1.56, 0.00, 1.24, 0.01, 0.58, 0.02, 1.80, 0.00, 0.98, 0.07, 1.43, 0.00, 1.37, nan, 1.0557, 0.5937, 0.9004, 0.1687, -0.2416, nan, 0.7866, 6.5690, 6.8639, 0.3044, 0.8873, 5.8017, 0.3091, 3.6651, 3.0417, 6.7262, 7.0956, 4.7981, 7.5234, -4.5580, 6.0708, 1.4026, 1.4348, 0.2069, 0.1438, 0.0434, 0.0590, 0.0638, 0.0272, 0.4769, 0.0273, 0.4239, 0
425.3860, 0.87, 0.18, 1.40, nan, 1.19, 0.10, 0.55, 0.04, 1.63, -0.04, 1.23, 0.02, 0.95, 0.15, 0.79, 1.28, nan, 1.44, 0.82, 0.04, 1.12, 0.14, 0.69, 1.27, 0.03, 1.72, 0.42, 1.31, 0.44, 1.07, 0.73, 1.44, 0.66, 1.66, 0.59, 1.29, 0.76, 1.50, 1.10, -0.49, 0.66, 1.38, 0.17, 1.26, 0.93, 0.21, 0.80, 0.07, 0.52, 0.01, 1.57, 0.00, 1.25, 0.10, 0.58, 0.00, 1.81, 0.02, 0.98, 0.10, 1.45, 0.03, 1.37, nan, 1.0259, 0.5552, 0.7985, 0.1479, -0.3934, nan, 0.9587, 6.5940, 6.8741, 0.2289, 1.0000, 5.7239, 0.3113, 3.5891, 3.0751, 6.8262, 7.1035, 4.9232, 7.4183, -3.4968, 5.9874, 1.3923, 1.2495, 0.3793, 0.0240, 0.0072, 0.8255, 0.0106, 0.2009, 0.6133, 0.3191, 0.6654, 0
428.7010, 0.87, 0.20, 1.41, nan, 1.19, 0.10, 0.54, 0.07, 1.64, -0.01, 1.23, 0.02, 0.95, 0.14, 0.79, 1.28, nan, 1.42, 0.81, 0.04, 1.12, 0.12, 0.69, 1.28, 0.03, 1.77, 0.43, 1.32, 0.44, 1.03, 0.74, 1.37, 0.66, 1.66, 0.57, 1.31, 0.76, 1.48, 1.09, -0.35, 0.65, 1.43, 0.17, 1.26, 0.93, 0.22, 0.79, 0.05, 0.53, 0.02, 1.58, 0.05, 1.25, 0.07, 0.57, 0.00, 1.81, 0.04, 0.98, 0.08, 1.44, 0.04, 1.37, nan, 1.1163, 0.8597, 0.7758, 0.2585, -0.0656, nan, 0.8848, 6.5981, 6.8764, 0.2142, 0.8974, 5.7145, 0.3205, 3.7139, 2.9291, 6.6205, 7.1049, 4.9159, 7.3248, -2.4662, 6.0968, 1.3853, 1.3197, 0.2361, 0.0623, 0.5168, 0.5454, 0.0018, 0.4262, 0.5293, 0.3646, 0.5567, 0
432.0140, 0.87, 0.23, 1.41, nan, 1.17, 0.13, 0.53, 0.06, 1.64, -0.02, 1.23, 0.00, 0.96, 0.12, 0.79, 1.26, nan, 1.40, 0.80, 0.01, 1.12, 0.12, 0.67, 1.30, 0.03, 1.76, 0.44, 1.32, 0.43, 1.05, 0.75, 1.40, 0.66, 1.64, 0.57, 1.32, 0.75, 1.46, 1.08, -0.22, 0.65, 1.42, 0.17, 1.28, 0.93, 0.22, 0.80, 0.06, 0.54, 0.02, 1.58, 0.01, 1.25, 0.06, 0.56, 0.02, 1.81, 0.01, 0.98, 0.08, 1.43, 0.06, 1.37, nan, 1.3204, 1.0620, 1.0194, 0.2150, -0.1891, nan, 0.7693, 6.5129, 6.7174, 0.0357, 0.8808, 5.6911, 0.3189, 3.8149, 2.9396, 6.8570, 7.0264, 4.9033, 7.1191, -1.5756, 6.0442, 1.4081, 1.3314, 0.3019, 0.0698, 0.0861, 0.4987, 0.0612, 0.0710, 0.5148, 0.5248, 0.8365, 0
435.3280, 0.87, 0.22, 1.41, nan, 1.17, 0.12, 0.52, 0.06, 1.63, -0.00, 1.23, 0.03, 0.96, 0.15, 0.79, 1.23, nan, 1.40, 0.81, 0.03, 1.12, 0.14, 0.66, 1.33, 0.03, 1.76, 0.46, 1.29, 0.42, 1.09, 0.77, 1.38, 0.66, 1.66, 0.58, 1.32, 0.74, 1.49, 1.06, -0.12, 0.65, 1.44, 0.17, 1.30, 0.93, 0.24, 0.81, 0.06, 0.56, 0.04, 1.59, 0.00, 1.24, 0.08, 0.55, 0.04, 1.81, 0.00, 0.98, 0.06, 1.43, 0.03, 1.37, nan, 1.2591, 0.6374, 0.9324, 0.2041, -0.0315, nan, 0.9574, 6.3268, 6.7695, 0.1820, 0.9984, 5.7569, 0.2958, 3.8130, 2.9575, 6.8918, 7.0847, 5.0100, 7.1686, -0.8387, 6.1063, 1.4187, 1.4344, 0.3128, 0.1325, 0.0144, 0.6211, 0.1284, 0.0118, 0.4061, 0.2422, 0.4368, 0
438.6420, 0.87, 0.17, 1.41, nan, 1.17, 0.10, 0.53, 0.03, 1.63, -0.02, 1.23, 0.04, 0.95, 0.14, 0.79, 1.20, nan, 1.38, 0.80, 0.04, 1.12, 0.12, 0.66, 1.32, 0.03, 1.76, 0.45, 1.30, 0.43, 1.07, 0.78, 1.38, 0.66, 1.63, 0.58, 1.30, 0.72, 1.53, 1.05, -0.00, 0.65, 1.42, 0.17, 1.27, 0.93, 0.22, 0.81, 0.06, 0.56, 0.04, 1.61, 0.02, 1.24, 0.08, 0.55, 0.02, 1.81, -0.02, 0.98, 0.08, 1.43, 0.04, 1.37, nan, 0.9671, 0.7187, 0.7908, 0.0913, -0.1818, nan, 0.8845, 6.2099, 6.8053, 0.2032, 0.8966, 5.6966, 0.3153, 3.7830, 2.9491, 6.9815, 6.9523, 4.9586, 7.2294, -0.0257, 6.0458, 1.3840, 1.3505, 0.3146, 0.1434, 0.1769, 0.6426, 0.0808, -0.1944, 0.4948, 0.3518, 0.8160, 0
441.9550, 0.87, 0.23, 1.41, nan, 1.17, 0.12, 0.54, 0.05, 1.64, -0.04, 1.23, 0.01, 0.95, 0.12, 0.79, 1.27, nan, 1.38, 0.81, 0.02, 1.12, 0.12, 0.66, 1.32, 0.03, 1.74, 0.46, 1.22, 0.43, 1.06, 0.77, 1.36, 0.67, 1.60, 0.59, 1.32, 0.71, 1.57, 1.04, 0.10, 0.66, 1.40, 0.17, 1.31, 0.93, 0.22, 0.81, 0.04, 0.56, 0.01, 1.60, 0.02, 1.24, 0.05, 0.55, 0.00, 1.82, -0.00, 0.98, 0.05, 1.45, 0.04, 1.37, nan, 1.2955, 0.7328, 0.8943, 0.1907, -0.3860, nan, 0.7688, 6.5341, 6.7035, 0.1219, 0.8802, 5.6808, 0.3004, 3.6140, 3.0029, 6.8292, 6.9631, 5.0192, 7.2931, 0.6712, 6.0623, 1.4329, 1.3365, 0.2274, 0.0239, 0.2029, 0.3769, 0.0135, -0.0324, 0.2955, 0.3727, 0.7308, 0
445.2690, 0.87, 0.19, 1.41, nan, 1.17, 0.12, 0.53, 0.04, 1.65, -0.02, 1.23, 0.00, 0.96, 0.12, 0.79, 1.26, nan, 1.41, 0.80, 0.02, 1.12, 0.12, 0.67, 1.30, 0.03, 1.76, 0.47, 1.24, 0.45, 1.08, 0.76, 1.41, 0.68, 1.57, 0.58, 1.32, 0.71, 1.56, 1.03, 0.22, 0.65, 1.38, 0.17, 1.27, 0.93, 0.22, 0.81, 0.02, 0.55, 0.02, 1.61, 0.04, 1.23, 0.04, 0.54, 0.00, 1.84, 0.02, 0.98, 0.06, 1.46, 0.02, 1.37, nan, 1.0664, 0.7357, 0.9115, 0.1464, -0.2435, nan, 0.7500, 6.4913, 6.7552, 0.1068, 0.8779, 5.6854, 0.3156, 3.7661, 3.1436, 6.9548, 6.9279, 5.0236, 7.2267, 1.4483, 5.8968, 1.4030, 1.3352, 0.1254, 0.0634, 0.3828, 0.3300, 0.0022, 0.1941, 0.3690, 0.2204, 0.8645, 0
448.5840, 0.87, 0.20, 1.42, nan, 1.17, 0.10, 0.54, 0.06, 1.66, -0.00, 1.23, 0.02, 0.96, 0.14, 0.79, 1.24, nan, 1.42, 0.79, 0.09, 1.13, 0.12, 0.68, 1.30, 0.03, 1.76, 0.48, 1.21, 0.45, 1.05, 0.76, 1.39, 0.69, 1.56, 0.59, 1.30, 0.72, 1.56, 1.02, 0.34, 0.64, 1.43, 0.17, 1.23, 0.93, 0.22, 0.80, 0.04, 0.54, 0.00, 1.61, 0.01, 1.22, 0.04, 0.53, 0.02, 1.84, -0.01, 0.98, 0.06, 1.45, 0.02, 1.37, nan, 1.1220, 0.4320, 0.7873, 0.2004, -0.0406, nan, 0.8505, 6.4092, 6.7763, 0.4449, 0.8838, 5.7878, 0.3259, 3.7832, 3.0609, 6.8122, 7.0169, 5.0343, 7.3375, 2.2226, 5.9942, 1.3449, 1.3340, 0.1938, 0.0106, 0.0638, 0.3196, 0.0571, -0.1671, 0.3818, 0.1940, 0.4410, 0
451.8970, 0.87, 0.20, 1.41, nan, 1.16, 0.10, 0.55, 0.03, 1.65, -0.02, 1.23, 0.02, 0.95, 0.12, 0.79, 1.27, nan, 1.42, 0.79, 0.06, 1.13, 0.12, 0.69, 1.30, 0.03, 1.76, 0.47, 1.25, 0.44, 1.06, 0.77, 1.36, 0.70, 1.53, 0.59, 1.28, 0.73, 1.51, 1.00, 0.39, 0.65, 1.41, 0.17, 1.25, 0.93, 0.22, 0.81, 0.01, 0.52, 0.00, 1.60, 0.00, 1.21, 0.02, 0.53, 0.02, 1.85, -0.00, 0.98, 0.09, 1.46, 0.02, 1.37, nan, 1.1328, 0.9913, 0.7609, 0.0933, -0.1859, nan, 0.7626, 6.5559, 6.7736, 0.3304, 0.8848, 5.8726, 0.3199, 3.8562, 3.0215, 6.8010, 6.9869, 4.9715, 7.1982, 2.5443, 5.9563, 1.3827, 1.3338, 0.0323, 0.0018, 0.0106, 0.1845, 0.0673, -0.0279, 0.5970, 0.1912, 0.9646, 0
455.2110, 0.87, 0.18, 1.40, nan, 1.15, 0.12, 0.56, 0.02, 1.64, -0.02, 1.23, 0.04, 0.95, 0.17, 0.79, 1.26, nan, 1.40, 0.80, 0.08, 1.13, 0.12, 0.70, 1.30, 0.03, 1.74, 0.47, 1.26, 0.45, 1.04, 0.76, 1.38, 0.71, 1.54, 0.60, 1.20, 0.73, 1.50, 0.99, 0.48, 0.64, 1.40, 0.17, 1.29, 0.93, 0.24, 0.82, 0.00, 0.51, 0.02, 1.61, 0.00, 1.22, 0.07, 0.53, 0.02, 1.86, -0.00, 0.98, 0.12, 1.47, 0.05, 1.37, nan, 1.0403, 0.9256, 0.8742, 0.0770, -0.2091, nan, 1.0589, 6.5058, 6.7003, 0.4009, 0.8850, 5.8868, 0.3157, 3.8684, 3.0530, 6.8048, 7.1388, 4.6481, 7.1750, 3.1125, 5.8588, 1.4144, 1.4348, 0.0054, 0.0555, 0.0018, 0.5589, 0.0690, -0.0046, 0.7396, 0.5116, 0.6066, 0
458.5260, 0.87, 0.23, 1.39, nan, 1.14, 0.12, 0.55, 0.05, 1.63, -0.00, 1.23, 0.01, 0.95, 0.15, 0.79, 1.24, nan, 1.43, 0.81, 0.03, 1.14, 0.12, 0.70, 1.28, 0.03, 1.72, 0.47, 1.24, 0.45, 1.02, 0.75, 1.40, 0.73, 1.51, 0.60, 1.23, 0.73, 1.50, 0.98, 0.55, 0.65, 1.38, 0.17, 1.25, 0.93, 0.21, 0.81, 0.07, 0.52, 0.05, 1.60, 0.02, 1.22, 0.08, 0.53, 0.02, 1.85, -0.03, 0.98, 0.09, 1.47, 0.03, 1.37, nan, 1.3077, 0.7563, 0.8858, 0.1925, -0.0349, nan, 0.9004, 6.4116, 6.7468, 0.1548, 0.8928, 5.8136, 0.3197, 3.8085, 3.0010, 6.7841, 7.1261, 4.7780, 7.0868, 3.4936, 5.8629, 1.3761, 1.2495, 0.3509, 0.1796, 0.1732, 0.6213, 0.0698, -0.4018, 0.5493, 0.2452, 0.1011, 0
