46.9890, 0.31, 2.75, 0.11, 3.10, 0.06, 2.79, 0.05, 2.41, 630600960.00, 2.45, ovf, 2.72, ovf, ovf, 0.55, ovf, -73.5016, ovf, 10489670.0000, nan, 5.6157, 4.1182, 2.5720, ovf, 0
50.3480, 0.42, 2.66, 0.22, 2.95, 0.06, 2.76, 0.05, 2.39, 57327360.00, 2.40, 2105168384.00, 2.61, ovf, ovf, 0.65, ovf, 0.7666, ovf, 953607.4375, nan, 7.3770, 5.9771, 2.3210, ovf, 0
53.7070, 0.53, 2.55, 0.33, 2.81, 0.06, 2.74, 0.05, 2.38, 5211578.00, 2.29, 191378944.00, 2.52, ovf, ovf, 0.76, ovf, 9.0067, ovf, 86692.5703, nan, 8.8403, 7.7478, 4.3397, ovf, 0
57.0660, 0.64, 2.47, 0.44, 2.70, 0.06, 2.74, 0.05, 2.33, 473780.31, 2.21, 17398086.00, 2.43, 2084439168.00, ovf, 0.67, ovf, 11.1961, ovf, 7882.1333, nan, 10.2779, 9.3756, 6.3807, ovf, 0
60.4260, 0.75, 2.32, 0.55, 2.60, 0.06, 2.73, 0.05, 2.35, 43071.53, 2.29, 1581644.12, 2.32, 189494464.00, ovf, 0.77, ovf, 12.3854, ovf, 717.5261, nan, 10.8329, 10.7762, 8.4500, ovf, 0
63.7860, 0.66, 2.68, 0.66, 2.41, 0.06, 2.72, 0.05, 2.32, 3916.20, 2.32, 143786.57, 2.17, 17226770.00, ovf, 0.67, ovf, 12.6138, ovf, 66.2013, nan, 10.9876, 11.7266, 10.3804, ovf, 0
67.1450, 0.75, 2.40, 0.77, 2.16, 0.05, 2.70, 0.05, 2.33, 356.62, 2.35, 13072.12, 2.56, 1566070.00, ovf, 0.77, ovf, 12.8218, ovf, 6.9760, nan, 11.1186, 12.2220, 12.1565, ovf, 0
70.5050, 0.76, 2.49, 0.68, 2.65, 0.05, 2.70, 0.05, 2.32, 33.03, 2.37, 1189.08, 2.25, 142370.75, ovf, 0.67, ovf, 13.4679, ovf, 1.5849, nan, 11.2228, 12.2139, 14.1507, ovf, 0
73.8640, 0.76, 2.47, 0.77, 2.19, 0.11, 2.65, 0.05, 2.32, 3.61, 2.35, 108.80, 2.31, 12943.50, ovf, 0.76, ovf, 13.3792, ovf, 2.0555, nan, 11.1462, 12.7128, 14.8753, ovf, 0
77.2240, 0.76, 2.50, 0.68, 2.65, 0.21, 2.48, 0.05, 2.31, 0.93, 2.39, 10.60, 2.34, 1177.38, ovf, 0.67, ovf, 13.5251, ovf, 3.6772, nan, 11.3116, 12.8641, 15.0400, ovf, 0
80.5820, 0.76, 2.52, 0.77, 2.23, 0.32, 2.37, 0.05, 2.29, 0.69, 2.36, 1.67, 2.36, 107.73, ovf, 0.77, ovf, 13.6368, ovf, 5.3713, nan, 11.1853, 12.9659, 15.0549, ovf, 0
83.9420, 0.76, 2.49, 0.68, 2.66, 0.43, 2.26, 0.05, 2.31, 0.67, 2.38, 0.86, 2.35, 10.49, ovf, 0.67, -2140678016.00, 13.4996, ovf, 6.9180, nan, 11.2717, 12.9251, 15.1696, -3906963968.0000, 0
87.3030, 0.76, 2.51, 0.77, 2.21, 0.54, 2.14, 0.05, 2.30, 0.67, 2.36, 0.78, 2.38, 1.65, 487243232.00, 0.77, -194607088.00, 13.5720, -1325084800.0000, 8.2174, nan, 11.1936, 13.0777, 15.1161, -355178560.0000, 0
90.6660, 0.76, 2.51, 0.68, 2.67, 0.65, 2.08, 0.05, 2.29, 0.67, 2.36, 0.78, 2.37, 0.85, 44294840.00, 0.67, -17691554.00, 13.5789, -120462248.0000, 9.5815, nan, 11.1748, 13.0412, 15.1607, -32288960.0000, 0
94.0270, 0.76, 2.51, 0.77, 2.21, 0.76, 1.92, 0.05, 2.30, 0.67, 2.36, 0.77, 2.35, 0.77, 4026807.75, 0.77, -1608321.12, 13.5858, -10951105.0000, 10.3147, nan, 11.1910, 12.9382, 15.2636, -2935348.0000, 0
97.3900, 0.76, 2.52, 0.68, 2.65, 0.67, 2.34, 0.05, 2.30, 0.67, 2.36, 0.77, 2.39, 0.77, 366075.93, 0.67, -146208.50, 13.6290, -995543.3750, 11.0823, nan, 11.1740, 13.1225, 15.2800, -266838.0937, 0
100.7520, 0.76, 2.52, 0.77, 2.19, 0.76, 2.00, 0.05, 2.27, 0.67, 2.38, 0.77, 2.34, 0.77, 33282.17, 0.76, -13289.50, 13.6528, -90493.2187, 10.7990, nan, 11.2773, 12.9013, 15.2250, -24246.0253, 0
104.1140, 0.76, 2.52, 0.68, 2.63, 0.67, 2.37, 0.05, 2.26, 0.67, 2.36, 0.77, 2.38, 0.77, 3028.21, 0.67, -1205.65, 13.6485, -8215.1494, 11.2604, nan, 11.1821, 13.0692, 15.2838, -2192.4355, 0
107.4750, 0.76, 2.52, 0.77, 2.21, 0.76, 2.05, 0.05, 2.24, 0.67, 2.35, 0.77, 2.38, 0.77, 277.84, 0.76, -107.44, 13.6350, -735.9340, 11.0637, nan, 11.1488, 13.0964, 15.2253, -187.4160, 0
110.8360, 0.76, 2.51, 0.68, 2.66, 0.67, 2.39, 0.05, 2.27, 0.67, 2.35, 0.77, 2.39, 0.77, 27.81, 0.67, -7.28, 13.5912, -55.2487, 11.3333, nan, 11.1395, 13.1429, 15.2768, -5.2816, 0
114.1970, 0.76, 2.50, 0.77, 2.22, 0.76, 2.04, 0.05, 2.28, 0.67, 2.32, 0.77, 2.39, 0.77, 5.08, 0.77, 1.51, 13.5380, 5.9028, 11.0206, nan, 11.0214, 13.1471, 15.2740, 11.4721, 0
117.5580, 0.76, 2.51, 0.68, 2.65, 0.67, 2.39, 0.05, 2.23, 0.67, 2.34, 0.77, 2.38, 0.77, 2.99, 0.67, 2.64, 13.5952, 12.1272, 11.3782, nan, 11.0726, 13.0978, 15.1255, 12.8420, 0
120.9190, 0.76, 2.51, 0.77, 2.20, 0.76, 2.07, 0.05, 2.26, 0.67, 2.34, 0.77, 2.40, 0.77, 2.83, 0.77, 2.41, 13.6006, 11.9443, 11.1738, nan, 11.0652, 13.1870, 15.2677, 13.1138, 0
124.2790, 0.76, 2.49, 0.68, 2.62, 0.67, 2.39, 0.05, 2.22, 0.67, 2.33, 0.77, 2.37, 0.77, 2.83, 0.67, 2.71, 13.4830, 12.5676, 11.3370, nan, 11.0453, 13.0514, 15.3720, 12.9484, 0
127.6410, 0.76, 2.49, 0.67, 2.57, 0.76, 2.05, 0.04, 2.24, 0.67, 2.33, 0.77, 2.39, 0.77, 2.83, 0.77, 2.42, 13.4919, 12.1928, 11.0706, nan, 11.0500, 13.1391, 15.3815, 13.1235, 0
131.0020, 0.76, 2.52, 0.67, 2.52, 0.67, 2.40, 0.04, 2.23, 0.67, 2.33, 0.77, 2.38, 0.77, 2.80, 0.77, 2.47, 13.6273, 11.9731, 11.4128, nan, 11.0505, 13.1033, 15.2413, 13.5891, 0
134.3630, 0.76, 2.48, 0.67, 2.53, 0.76, 2.05, 0.05, 2.24, 0.67, 2.34, 0.77, 2.39, 0.77, 2.80, 0.77, 2.52, 13.4425, 12.0094, 11.0775, nan, 11.0874, 13.1438, 15.2288, 13.8313, 0
137.7240, 0.76, 2.48, 0.77, 2.15, 0.67, 2.39, 0.05, 2.22, 0.67, 2.35, 0.77, 2.34, 0.77, 2.81, 0.77, 2.48, 13.4391, 11.6824, 11.3283, nan, 11.1223, 12.8473, 15.2697, 13.6534, 0
141.0840, 0.76, 2.48, 0.68, 2.60, 0.76, 2.07, 0.04, 2.24, 0.67, 2.32, 0.77, 2.35, 0.77, 2.79, 0.77, 2.51, 13.4257, 12.4939, 11.1692, nan, 11.0079, 12.9144, 15.1746, 13.7871, 0
144.4460, 0.76, 2.46, 0.77, 2.19, 0.67, 2.40, 0.04, 2.23, 0.67, 2.35, 0.77, 2.36, 0.77, 2.81, 0.77, 2.52, 13.3134, 11.9271, 11.3792, nan, 11.1145, 12.9705, 15.2647, 13.8493, 0
147.8070, 0.76, 2.49, 0.68, 2.64, 0.76, 2.05, 0.04, 2.22, 0.67, 2.34, 0.77, 2.33, 0.77, 2.83, 0.77, 2.51, 13.4572, 12.6455, 11.0744, nan, 11.0995, 12.8316, 15.3718, 13.8118, 0
151.1680, 0.76, 2.48, 0.77, 2.17, 0.67, 2.38, 0.04, 2.19, 0.67, 2.33, 0.77, 2.31, 0.77, 2.81, 0.77, 2.48, 13.4467, 11.7904, 11.2791, nan, 11.0549, 12.7130, 15.2897, 13.6516, 0
154.5280, 0.76, 2.47, 0.68, 2.65, 0.76, 2.09, 0.04, 2.22, 0.67, 2.32, 0.77, 2.33, 0.77, 2.84, 0.77, 2.50, 13.3710, 12.7262, 11.2750, nan, 11.0078, 12.8082, 15.4235, 13.7370, 0
157.8890, 0.76, 2.46, 0.67, 2.55, 0.67, 2.39, 0.04, 2.19, 0.67, 2.33, 0.77, 2.37, 0.77, 2.79, 0.77, 2.48, 13.3273, 12.1209, 11.3522, nan, 11.0466, 13.0167, 15.1886, 13.6448, 0
161.2500, 0.76, 2.50, 0.67, 2.54, 0.76, 2.05, 0.04, 2.22, 0.67, 2.35, 0.77, 2.33, 0.77, 2.78, 0.77, 2.52, 13.5011, 12.0594, 11.0720, nan, 11.1424, 12.8298, 15.1178, 13.8429, 0
164.6120, 0.76, 2.47, 0.77, 2.17, 0.67, 2.39, 0.04, 2.21, 0.67, 2.34, 0.77, 2.32, 0.77, 2.80, 0.77, 2.49, 13.3820, 11.7874, 11.3340, nan, 11.0958, 12.7691, 15.2102, 13.7044, 0
167.9730, 0.76, 2.50, 0.68, 2.60, 0.76, 2.07, 0.04, 2.19, 0.67, 2.34, 0.77, 2.33, 0.77, 2.77, 0.77, 2.49, 13.5250, 12.4466, 11.1697, nan, 11.0972, 12.8073, 15.0704, 13.6918, 0
171.3330, 0.76, 2.47, 0.67, 2.54, 0.67, 2.42, 0.04, 2.20, 0.67, 2.32, 0.77, 2.33, 0.77, 2.81, 0.77, 2.51, 13.3966, 12.0524, 11.4519, nan, 11.0056, 12.8108, 15.2553, 13.7907, 0
174.6940, 0.76, 2.48, 0.67, 2.54, 0.76, 2.06, 0.04, 2.19, 0.67, 2.33, 0.78, 2.34, 0.77, 2.82, 0.77, 2.52, 13.4150, 12.0531, 11.0811, nan, 11.0524, 12.8792, 15.3215, 13.8627, 0
178.0550, 0.76, 2.46, 0.67, 2.54, 0.67, 2.40, 0.04, 2.21, 0.67, 2.33, 0.77, 2.31, 0.77, 2.78, 0.77, 2.49, 13.3313, 12.0598, 11.3777, nan, 11.0567, 12.7233, 15.1370, 13.7062, 0
181.4160, 0.76, 2.46, 0.67, 2.55, 0.76, 2.06, 0.04, 2.21, 0.67, 2.31, 0.77, 2.34, 0.77, 2.81, 0.77, 2.49, 13.3049, 12.1035, 11.1240, nan, 10.9767, 12.8594, 15.2614, 13.6920, 0
184.7760, 0.76, 2.48, 0.67, 2.51, 0.67, 2.39, 0.04, 2.19, 0.67, 2.32, 0.77, 2.33, 0.77, 2.79, 0.77, 2.50, 13.4132, 11.9349, 11.3200, nan, 11.0007, 12.8155, 15.1738, 13.7407, 0
188.1380, 0.76, 2.49, 0.67, 2.52, 0.76, 2.07, 0.04, 2.20, 0.67, 2.31, 0.77, 2.35, 0.77, 2.79, 0.77, 2.48, 13.4853, 11.9562, 11.1685, nan, 10.9657, 12.9175, 15.1659, 13.6451, 0
191.4990, 0.76, 2.46, 0.77, 2.10, 0.67, 2.40, 0.04, 2.19, 0.67, 2.31, 0.77, 2.33, 0.77, 2.81, 0.77, 2.49, 13.3379, 11.4219, 11.3919, nan, 10.9505, 12.8267, 15.2640, 13.6865, 0
194.8600, 0.76, 2.47, 0.68, 2.55, 0.76, 2.05, 0.04, 2.20, 0.67, 2.32, 0.77, 2.33, 0.77, 2.78, 0.77, 2.47, 13.3677, 12.2612, 11.0259, nan, 10.9983, 12.8245, 15.1247, 13.5965, 0
198.2200, 0.76, 2.45, 0.67, 2.52, 0.67, 2.40, 0.04, 2.21, 0.67, 2.31, 0.77, 2.34, 0.77, 2.78, 0.77, 2.50, 13.2591, 11.9924, 11.3537, nan, 10.9654, 12.8683, 15.1120, 13.7321, 0
201.5810, 0.76, 2.46, 0.77, 2.17, 0.76, 2.05, 0.04, 2.18, 0.67, 2.32, 0.78, 2.32, 0.77, 2.79, 0.77, 2.45, 13.3044, 11.7592, 11.0225, nan, 11.0056, 12.7843, 15.1603, 13.4945, 0
204.9420, 0.76, 2.48, 0.68, 2.61, 0.67, 2.38, 0.04, 2.18, 0.67, 2.32, 0.77, 2.32, 0.77, 2.78, 0.77, 2.49, 13.4135, 12.5077, 11.2866, nan, 10.9970, 12.7587, 15.1152, 13.6728, 0
208.3030, 0.76, 2.45, 0.67, 2.54, 0.76, 2.03, 0.04, 2.16, 0.67, 2.32, 0.77, 2.33, 0.77, 2.78, 0.77, 2.45, 13.2817, 12.0579, 10.9170, nan, 10.9965, 12.8186, 15.1111, 13.4891, 0
211.6650, 0.76, 2.47, 0.67, 2.51, 0.67, 2.37, 0.04, 2.19, 0.67, 2.31, 0.77, 2.32, 0.77, 2.79, 0.77, 2.48, 13.3558, 11.9242, 11.2222, nan, 10.9593, 12.7619, 15.1602, 13.6224, 0
215.0250, 0.76, 2.46, 0.67, 2.50, 0.76, 2.03, 0.04, 2.18, 0.67, 2.35, 0.77, 2.32, 0.77, 2.79, 0.77, 2.47, 13.3321, 11.8817, 10.9608, nan, 11.1104, 12.7627, 15.1720, 13.5845, 0
218.3860, 0.76, 2.44, 0.67, 2.45, 0.67, 2.35, 0.04, 2.19, 0.67, 2.31, 0.77, 2.34, 0.77, 2.80, 0.77, 2.48, 13.2255, 11.6061, 11.1348, nan, 10.9697, 12.8630, 15.2151, 13.6310, 0
221.7470, 0.76, 2.44, 0.67, 2.47, 0.76, 2.05, 0.04, 2.16, 0.67, 2.33, 0.77, 2.33, 0.77, 2.81, 0.77, 2.44, 13.2092, 11.7108, 11.0522, nan, 11.0312, 12.8159, 15.2685, 13.4353, 0
225.1090, 0.76, 2.45, 0.67, 2.48, 0.67, 2.38, 0.04, 2.18, 0.67, 2.31, 0.77, 2.31, 0.76, 2.80, 0.77, 2.42, 13.2444, 11.7635, 11.2834, nan, 10.9565, 12.7116, 15.2168, 13.3176, 0
228.4690, 0.76, 2.46, 0.67, 2.46, 0.76, 2.05, 0.04, 2.15, 0.67, 2.32, 0.77, 2.31, 0.77, 2.79, 0.77, 2.44, 13.3098, 11.6689, 11.0658, nan, 10.9929, 12.7081, 15.1698, 13.4068, 0
231.8300, 0.76, 2.44, 0.67, 2.47, 0.67, 2.37, 0.04, 2.17, 0.67, 2.31, 0.77, 2.31, 0.77, 2.77, 0.77, 2.49, 13.2484, 11.7037, 11.2417, nan, 10.9291, 12.7075, 15.0740, 13.6648, 0
235.1910, 0.76, 2.45, 0.67, 2.46, 0.76, 2.03, 0.04, 2.16, 0.67, 2.31, 0.78, 2.32, 0.77, 2.78, 0.77, 2.49, 13.2605, 11.6700, 10.9626, nan, 10.9532, 12.7756, 15.1075, 13.6883, 0
238.5520, 0.76, 2.42, 0.67, 2.48, 0.67, 2.38, 0.04, 2.16, 0.67, 2.31, 0.77, 2.33, 0.77, 2.77, 0.77, 2.44, 13.1142, 11.7660, 11.2752, nan, 10.9554, 12.8139, 15.0684, 13.3906, 0
241.9120, 0.76, 2.44, 0.67, 2.44, 0.76, 2.06, 0.04, 2.19, 0.67, 2.31, 0.77, 2.32, 0.77, 2.78, 0.77, 2.45, 13.1869, 11.5959, 11.1147, nan, 10.9496, 12.7734, 15.1069, 13.4634, 0
245.2740, 0.76, 2.45, 0.67, 2.41, 0.67, 2.38, 0.04, 2.15, 0.67, 2.30, 0.77, 2.32, 0.77, 2.81, 0.77, 2.43, 13.2742, 11.4450, 11.2950, nan, 10.8940, 12.7577, 15.2660, 13.3701, 0
248.6350, 0.76, 2.45, 0.77, 2.06, 0.76, 2.04, 0.04, 2.16, 0.67, 2.32, 0.77, 2.31, 0.77, 2.79, 0.77, 2.45, 13.2756, 11.1694, 11.0171, nan, 10.9931, 12.7064, 15.1743, 13.4616, 0
251.9960, 0.76, 2.43, 0.68, 2.55, 0.67, 2.38, 0.04, 2.15, 0.67, 2.30, 0.77, 2.33, 0.77, 2.78, 0.77, 2.47, 13.1584, 12.2383, 11.2677, nan, 10.9218, 12.8016, 15.1165, 13.5699, 0
255.3570, 0.76, 2.45, 0.67, 2.44, 0.76, 2.03, 0.04, 2.14, 0.67, 2.31, 0.77, 2.33, 0.77, 2.76, 0.77, 2.43, 13.2523, 11.5892, 10.9152, nan, 10.9287, 12.8162, 15.0125, 13.3798, 0
258.7170, 0.76, 2.43, 0.67, 2.45, 0.67, 2.36, 0.04, 2.14, 0.67, 2.29, 0.77, 2.33, 0.77, 2.76, 0.77, 2.45, 13.1504, 11.6230, 11.1917, nan, 10.8728, 12.8176, 15.0030, 13.4687, 0
262.0780, 0.76, 2.44, 0.67, 2.43, 0.76, 2.03, 0.04, 2.13, 0.67, 2.31, 0.77, 2.33, 0.77, 2.75, 0.77, 2.44, 13.2027, 11.5460, 10.9580, nan, 10.9481, 12.8117, 14.9527, 13.4206, 0
265.4400, 0.76, 2.44, 0.67, 2.44, 0.67, 2.36, 0.04, 2.12, 0.67, 2.30, 0.77, 2.32, 0.77, 2.77, 0.77, 2.45, 13.2072, 11.5759, 11.1959, nan, 10.8879, 12.7612, 15.0470, 13.4662, 0
268.8010, 0.76, 2.43, 0.67, 2.42, 0.76, 2.03, 0.04, 2.11, 0.67, 2.29, 0.77, 2.33, 0.77, 2.77, 0.77, 2.43, 13.1525, 11.4923, 10.9533, nan, 10.8634, 12.8066, 15.0629, 13.3704, 0
272.1610, 0.76, 2.42, 0.77, 1.99, 0.67, 2.36, 0.04, 2.12, 0.67, 2.29, 0.77, 2.30, 0.77, 2.77, 0.77, 2.44, 13.1106, 10.8176, 11.1767, nan, 10.8492, 12.6668, 15.0571, 13.4117, 0
275.5220, 0.76, 2.43, 0.68, 2.47, 0.76, 2.01, 0.04, 2.11, 0.67, 2.31, 0.77, 2.32, 0.77, 2.78, 0.77, 2.42, 13.1559, 11.8546, 10.8573, nan, 10.9459, 12.7600, 15.1130, 13.3155, 0
278.8830, 0.76, 2.43, 0.67, 2.43, 0.67, 2.35, 0.04, 2.10, 0.67, 2.30, 0.77, 2.31, 0.77, 2.77, 0.77, 2.42, 13.1479, 11.5543, 11.1314, nan, 10.9115, 12.7185, 15.0616, 13.3067, 0
282.2450, 0.76, 2.42, 0.67, 2.44, 0.76, 2.03, 0.04, 2.10, 0.67, 2.31, 0.77, 2.32, 0.77, 2.76, 0.77, 2.43, 13.1039, 11.5517, 10.9526, nan, 10.9459, 12.7587, 15.0146, 13.3559, 0
285.6060, 0.76, 2.44, 0.67, 2.41, 0.67, 2.38, 0.04, 2.14, 0.67, 2.28, 0.77, 2.30, 0.77, 2.75, 0.77, 2.42, 13.2048, 11.4470, 11.2681, nan, 10.8312, 12.6565, 14.9538, 13.3104, 0
288.9660, 0.76, 2.43, 0.67, 2.41, 0.76, 2.02, 0.04, 2.11, 0.67, 2.30, 0.77, 2.31, 0.77, 2.79, 0.77, 2.42, 13.1520, 11.4312, 10.8656, nan, 10.8952, 12.7031, 15.1460, 13.3062, 0
292.3270, 0.76, 2.43, 0.67, 2.37, 0.67, 2.34, 0.04, 2.11, 0.67, 2.31, 0.77, 2.32, 0.77, 2.77, 0.77, 2.41, 13.1722, 11.2515, 11.1021, nan, 10.9442, 12.7573, 15.0719, 13.2559, 0
295.6880, 0.76, 2.42, 0.67, 2.35, 0.76, 2.02, 0.04, 2.11, 0.67, 2.30, 0.77, 2.31, 0.77, 2.75, 0.77, 2.43, 13.1062, 11.1610, 10.9053, nan, 10.9054, 12.7123, 14.9590, 13.3578, 0
299.0500, 0.76, 2.44, 0.67, 2.40, 0.67, 2.35, 0.04, 2.12, 0.67, 2.32, 0.77, 2.31, 0.77, 2.78, 0.77, 2.42, 13.1987, 11.4177, 11.1361, nan, 10.9942, 12.7082, 15.0970, 13.3106, 0
302.4100, 0.76, 2.42, 0.67, 2.41, 0.76, 2.00, 0.04, 2.13, 0.67, 2.28, 0.77, 2.31, 0.77, 2.77, 0.77, 2.42, 13.1086, 11.4351, 10.8039, nan, 10.8239, 12.7018, 15.0601, 13.3063, 0
305.7710, 0.76, 2.43, 0.67, 2.39, 0.67, 2.35, 0.04, 2.14, 0.67, 2.30, 0.77, 2.31, 0.77, 2.75, 0.77, 2.44, 13.1433, 11.3438, 11.1265, nan, 10.8945, 12.7073, 14.9580, 13.4121, 0
309.1320, 0.76, 2.43, 0.67, 2.34, 0.76, 2.01, 0.04, 2.14, 0.67, 2.29, 0.77, 2.31, 0.77, 2.76, 0.77, 2.43, 13.1527, 11.1203, 10.8527, nan, 10.8577, 12.7077, 14.9981, 13.3655, 0
312.4930, 0.76, 2.44, 0.67, 2.39, 0.67, 2.33, 0.04, 2.09, 0.67, 2.31, 0.77, 2.29, 0.77, 2.76, 0.77, 2.41, 13.2032, 11.3214, 11.0580, nan, 10.9467, 12.6018, 15.0017, 13.2613, 0
315.8550, 0.76, 2.41, 0.67, 2.40, 0.76, 2.02, 0.04, 2.10, 0.67, 2.29, 0.77, 2.31, 0.77, 2.76, 0.77, 2.44, 13.0599, 11.3829, 10.8962, nan, 10.8446, 12.7041, 15.0021, 13.4080, 0
319.2150, 0.76, 2.43, 0.67, 2.36, 0.67, 2.33, 0.04, 2.10, 0.67, 2.31, 0.77, 2.30, 0.77, 2.78, 0.77, 2.43, 13.1576, 11.2099, 11.0500, nan, 10.9336, 12.6634, 15.1009, 13.3651, 0
322.5760, 0.76, 2.43, 0.67, 2.34, 0.76, 2.00, 0.04, 2.09, 0.67, 2.31, 0.77, 2.31, 0.77, 2.76, 0.77, 2.43, 13.1602, 11.1201, 10.7961, nan, 10.9596, 12.7097, 15.0111, 13.3612, 0
325.9370, 0.76, 2.43, 0.67, 2.36, 0.67, 2.33, 0.04, 2.10, 0.67, 2.27, 0.77, 2.31, 0.77, 2.76, 0.77, 2.42, 13.1420, 11.1920, 11.0347, nan, 10.7895, 12.7079, 15.0029, 13.3109, 0
329.2990, 0.76, 2.41, 0.67, 2.38, 0.76, 1.99, 0.04, 2.10, 0.67, 2.28, 0.77, 2.30, 0.77, 2.76, 0.77, 2.43, 13.0606, 11.2848, 10.7449, nan, 10.7878, 12.6519, 15.0022, 13.3563, 0
332.6590, 0.76, 2.42, 0.67, 2.38, 0.67, 2.34, 0.04, 2.10, 0.67, 2.31, 0.77, 2.30, 0.77, 2.75, 0.77, 2.43, 13.1085, 11.2811, 11.0908, nan, 10.9225, 12.6467, 14.9598, 13.3604, 0
336.0200, 0.76, 2.43, 0.67, 2.39, 0.76, 2.00, 0.04, 2.10, 0.67, 2.31, 0.77, 2.30, 0.77, 2.74, 0.77, 2.42, 13.1495, 11.3361, 10.7998, nan, 10.9526, 12.6463, 14.8994, 13.3108, 0
