D1__testMartin__p1__1.0Sun__scan0	D1__testMartin__p1__1.0Sun__scan0	D1__testMartin__p1__1.0Sun__scan0	D1__testMartin__p2__1.0Sun__scan0	D1__testMartin__p2__1.0Sun__scan0	D1__testMartin__p2__1.0Sun__scan0	D1__testMartin__p3__1.0Sun__scan0	D1__testMartin__p3__1.0Sun__scan0	D1__testMartin__p3__1.0Sun__scan0	D1__testMartin__p4__1.0Sun__scan0	D1__testMartin__p4__1.0Sun__scan0	D1__testMartin__p4__1.0Sun__scan0	D1__testMartin__p5__1.0Sun__scan0	D1__testMartin__p5__1.0Sun__scan0	D1__testMartin__p5__1.0Sun__scan0	D1__testMartin__p6__1.0Sun__scan0	D1__testMartin__p6__1.0Sun__scan0	D1__testMartin__p6__1.0Sun__scan0	D1__testMartin__p7__1.0Sun__scan0	D1__testMartin__p7__1.0Sun__scan0	D1__testMartin__p7__1.0Sun__scan0	D1__testMartin__p8__1.0Sun__scan0	D1__testMartin__p8__1.0Sun__scan0	D1__testMartin__p8__1.0Sun__scan0
41.500751	0.035328	0.00665625	41.500751	-0.002077	9.375e-05	41.500751	0.714964	14.667710937499999	41.500751	-0.019843	-0.010890625000000001	41.500751	-0.036974	-0.0105078125	41.500751	0.708304	16.036265625	41.500751	0.739841	14.3069375	41.500751	-0.026528	0.0132109375
42.025551	-0.004952	-0.004578125000000001	42.025551	0.01273	-0.0036171874999999997	42.025551	0.716882	14.6213359375	42.025551	-0.035425	-0.0019296874999999998	42.025551	-0.014039	0.0053046875	42.025551	0.706412	16.053859375	42.025551	0.739724	14.303664062500001	42.025551	0.005486	9.375e-05
42.548512	-0.054828	-0.0070390625	42.548512	-0.012293	0.0008671875	42.548512	0.712986	14.705648437499999	42.548512	-0.004403	0.0059296875	42.548512	0.010843	-0.0150390625	42.548512	0.704423	16.101296875	42.548512	0.737942	14.353171875	42.548512	0.010218	0.010023437500000001
43.075317	-0.095037	0.0081953125	43.075317	0.037689	0.0075703125	43.075317	0.712826	14.697406249999998	43.075317	0.000621	-0.016679687500000002	43.075317	-0.009368	-0.020921875	43.075317	0.706347	16.0529453125	43.075317	0.741683	14.269	43.075317	0.042525	-0.0021171874999999997
43.609058	-0.052573	-0.010703124999999999	43.609058	0.107905	0.00346875	43.609058	0.711027	14.743921875	43.609058	-0.025232	0.0121484375	43.609058	-0.069654	-0.002890625	43.609058	0.706252	16.041328125	43.609058	0.740093	14.3281015625	43.609058	-0.006978	0.018078125
44.128319	-0.057381	-0.00038281249999999996	44.128319	0.095258	-0.001203125	44.128319	0.711026	14.744406249999999	44.128319	0.026016	0.00515625	44.128319	-0.05438	0.013109375	44.128319	0.70623	16.03284375	44.128319	0.737423	14.322703125	44.128319	0.010237	0.0016875
44.648567	-0.034884	0.0094453125	44.648567	0.050162	-0.0116171875	44.648567	0.711141	14.74840625	44.648567	0.008069	-0.0053984375	44.648567	-0.0091	-0.005109374999999999	44.648567	0.704492	16.084234374999998	44.648567	0.736188	14.4072578125	44.648567	-0.009404	0.0038046875
45.175964	0.015277	0.00453125	45.175964	-0.009754	-0.010796875	45.175964	0.711106	14.739968750000001	45.175964	-0.025271	0.00053125	45.175964	-0.04444	0.0023125	45.175964	0.704275	16.090164062499998	45.175964	0.738351	14.3687890625	45.175964	0.010345	0.010609375
45.702881	-0.002202	-0.001203125	45.702881	-0.094632	-0.0050625	45.702881	0.713073	14.700632812499999	45.702881	0.000358	-0.008046875	45.702881	-0.029355	-0.0013046874999999999	45.702881	0.70417	16.0891484375	45.702881	0.736244	14.399109375	45.702881	0.042324	0.0030390625
46.22826	-0.034793	0.009492187499999999	46.22826	-0.082557	-0.0104140625	46.22826	0.711221	14.752265625	46.22826	-0.025343	0.0086796875	46.22826	0.005891	0.009203125	46.22826	0.704142	16.075843749999997	46.22826	0.736247	14.397804687499999	46.22826	0.012626	0.000625
46.509521	-5.7e-05	-0.0088671875	46.509521	-0.082495	0.005015625	46.509521	0.71098	14.7577578125	46.509521	0.010591	-0.0105078125	46.509521	0.01846	0.0252578125	46.509521	0.704152	16.0986484375	46.509521	0.73304	14.526562499999999	46.509521	-0.001926	0.009546875
47.033936	0.047812	0.007132812499999999	47.033936	-0.04746	-0.0138828125	47.033936	0.713032	14.7091171875	47.033936	0.002987	0.0014453125	47.033936	0.035922	-0.0018281249999999999	47.033936	0.705956	16.03009375	47.033936	0.732705	14.515093749999998	47.033936	0.012959	0.0001484375
47.557449	0.035359	0.0042890625	47.557449	-0.037463	-0.0002421875	47.557449	0.71112	14.75115625	47.557449	-0.004764	0.010171875	47.557449	-0.001577	0.013109375	47.557449	0.704113	16.0833203125	47.557449	0.732401	14.5017421875	47.557449	-0.011955	-0.0087265625
48.088703	-0.007555	-0.0077578125	48.088703	0.007616	0.004625	48.088703	0.713198	14.715437499999998	48.088703	0.046406	-0.0013515625	48.088703	0.018529	0.0054453125000000005	48.088703	0.705891	16.03621875	48.088703	0.734499	14.468718749999999	48.088703	0.017622	0.002359375
48.615211	-0.03758	0.001734375	48.615211	0.057685	0.0031796875000000002	48.615211	0.711117	14.7531328125	48.615211	0.028635	0.011328125	48.615211	0.048531	-0.0020703124999999997	48.615211	0.707612	16.00228125	48.615211	0.732718	14.5151875	48.615211	0.007654	-0.005640625
49.142338	0.00255	0.0004375	49.142338	0.04254	0.0021171874999999997	49.142338	0.711121	14.75915625	49.142338	-0.007309	0.0031796875000000002	49.142338	0.003082	0.004046875	49.142338	0.705943	16.037859375	49.142338	0.734893	14.49696875	49.142338	0.010381	0.005734375
49.673748	0.035356	-0.002890625	49.673748	-0.002351	-0.00684375	49.673748	0.711056	14.753609375	49.673748	-0.012297	-0.010656249999999999	49.673748	0.025976	0.005546875	49.673748	0.705826	16.0325078125	49.673748	0.731202	14.5821015625	49.673748	0.039947	-0.0007734374999999999
50.204334	0.010158	0.0054453125000000005	50.204334	-0.052621	-0.0092578125	50.204334	0.70518	14.8777890625	50.204334	-0.007229	-0.00033593750000000003	50.204334	0.0206	-0.010945312499999998	50.204334	0.704034	16.069382812500002	50.204334	0.733105	14.5563046875	50.204334	-0.002075	-0.0043828124999999996
50.73362	0.037709	-0.0095	50.73362	-0.124453	-0.005203125	50.73362	0.70518	14.8671875	50.73362	0.013349	0.0093046875	50.73362	0.005834	-0.0081015625	50.73362	0.70415	16.06909375	50.73362	0.735063	14.498414062499998	50.73362	-0.026741	0.004578125000000001
51.01545	0.010046	-0.013015625	51.01545	-0.126496	0.01359375	51.01545	0.703326	14.910570312499999	51.01545	0.056583	-0.0213046875	51.01545	-0.001406	-0.00328125	51.01545	0.704208	16.080710937499997	51.01545	0.732687	14.515671875	51.01545	0.002852	-0.00665625
51.646366	0.000184	-0.0011093750000000001	51.646366	-0.092308	0.0048203125	51.646366	0.701187	14.9303828125	51.646366	0.02096	-0.0077578125	51.646366	-0.042111	-0.023953125000000002	51.646366	0.704162	16.072375	51.646366	0.735045	14.5059296875	51.646366	-0.011793	0.012390624999999999
52.175663	0.007672	0.0043828124999999996	52.175663	-0.037317	0.0059296875	52.175663	0.699401	14.982539062499999	52.175663	-0.038099	-0.0037578125	52.175663	-0.047049	-0.0020703124999999997	52.175663	0.704065	16.063453125	52.175663	0.733341	14.565851562499999	52.175663	0.012832	0.00275
52.699657	-0.012257	0.0059296875	52.699657	0.007537	-0.005734375	52.699657	0.697516	15.004859375	52.699657	-0.022564	0.009640625	52.699657	-0.019438	-0.0021171874999999997	52.699657	0.70225	16.123281249999998	52.699657	0.735378	14.523335937499999	52.699657	-0.016885	0.0038046875
53.227997	-0.044664	0.00746875	53.227997	0.000242	-0.0049140625	53.227997	0.699365	14.96190625	53.227997	-0.002082	0.0030390625	53.227997	0.003231	-0.0103125	53.227997	0.698315	16.1716796875	53.227997	0.733391	14.566625	53.227997	-0.002107	-0.007859375
53.509201	-0.009998	0.0053984375	53.509201	-0.027073	0.017734375	53.509201	0.695707	15.047765625	53.509201	0.005769	-0.0001953125	53.509201	-0.031911	-0.0009609375000000001	53.509201	0.700188	16.142515624999998	53.509201	0.733704	14.5940546875	53.509201	-0.041739	-0.0143671875
54.030548	0.00282	-0.003328125	54.030548	0.005162	-0.0088671875	54.030548	0.697533	15.003703125	54.030548	-0.035682	-0.00896875	54.030548	-0.019398	-0.011664062499999999	54.030548	0.704042	16.062875000000002	54.030548	0.73555	14.545078125	54.030548	-0.100785	-0.00959375
54.559967	-0.044729	0.00178125	54.559967	-0.017375	-0.004242187499999999	54.559967	0.695673	15.0362890625	54.559967	-0.040481	0.00346875	54.559967	-0.029313	-0.014078125	54.559967	0.707463	15.977937500000001	54.559967	0.731739	14.625	54.559967	-0.156867	0.0049609375
55.089054	0.000301	0.0036171874999999997	55.089054	-0.009709	0.0009609375000000001	55.089054	0.693806	15.07953125	55.089054	-0.00725	0.0020703124999999997	55.089054	-0.011663	0.0060234375	55.089054	0.704005	16.063937499999998	55.089054	0.733902	14.5976171875	55.089054	-0.113186	-0.0052578124999999995
55.613678	-0.029999	-0.010890625000000001	55.613678	0.007639	-0.0022187500000000002	55.613678	0.695736	15.0424140625	55.613678	-0.015074	-0.0038593749999999995	55.613678	0.038558	0.0128671875	55.613678	0.703857	16.058875	55.613678	0.734089	14.614687499999999	55.613678	-0.1204	0.0083359375
56.141895	-0.102569	0.002359375	56.141895	-0.042572	-0.0026484374999999998	56.141895	0.701346	14.931109374999998	56.141895	0.033747	0.0096875	56.141895	0.078817	0.0030390625	56.141895	0.70198	16.10684375	56.141895	0.735632	14.56146875	56.141895	-0.093501	0.00746875
56.670063	-0.087601	0.0025546874999999997	56.670063	-0.082453	0.00346875	56.670063	0.699437	14.975453125	56.670063	0.107698	0.00409375	56.670063	0.035997	0.0031328124999999997	56.670063	0.703913	16.0620078125	56.670063	0.735608	14.563296874999999	56.670063	-0.036367	-0.000484375
57.196938	-0.042344	-0.0029921874999999996	57.196938	-0.037309	0.00409375	57.196938	0.695731	15.042265625	57.196938	0.094808	-0.00675	57.196938	-0.006806	-0.0126796875	57.196938	0.702004	16.1029375	57.196938	0.731932	14.663374999999998	57.196938	-0.009186	-0.0096875
57.723976	-0.007612	-0.0053515624999999995	57.723976	-0.006922	9.375e-05	57.723976	0.695664	15.0357578125	57.723976	0.031083	-0.0062656249999999995	57.723976	-0.031757	0.012046875	57.723976	0.700122	16.1345078125	57.723976	0.734124	14.6213359375	57.723976	-0.041318	-0.00328125
58.004353	-0.035323	-0.0456015625	58.004353	0.007752	0.0053984375	58.004353	0.699469	14.970921874999998	58.004353	-0.009855	-0.0162890625	58.004353	0.003227	-0.0111875	58.004353	0.699959	16.131617187499998	58.004353	0.73379	14.6093828125	58.004353	-0.006728	0.001640625
58.538948	-0.049967	-0.0058828125	58.538948	0.047686	0.007953125	58.538948	0.701313	14.9315859375	58.538948	-0.050965	-0.013789062500000001	58.538948	-0.044572	-0.012531249999999999	58.538948	0.703831	16.0460546875	58.538948	0.733625	14.601140625	58.538948	0.025417	0.002796875
59.061844	-0.012558	-0.000625	59.061844	0.03771	0.008624999999999999	59.061844	0.697565	15.01840625	59.061844	-0.087266	0.00053125	59.061844	-0.128776	-0.005640625	59.061844	0.703727	16.042875000000002	59.061844	0.733627	14.587109375	59.061844	0.005732	-0.0064140625
59.590714	0.010075	-0.0138828125	59.590714	0.012725	0.007132812499999999	59.590714	0.695731	15.051429687499999	59.590714	-0.040812	-0.0105078125	59.590714	-0.198244	0.005640625	59.590714	0.70537	16.00734375	59.590714	0.731603	14.4481796875	59.590714	-0.026546	0.00515625
60.116714	-0.014845	0.0026015625	60.116714	0.022621	-0.000484375	60.116714	0.697641	15.0056796875	60.116714	0.008053	-0.008046875	60.116714	-0.152576	-0.0035156249999999997	60.116714	0.703696	16.050484375	60.116714	0.738128	14.3732734375	60.116714	-0.009236	-0.005546875
