D1__testMartin__p1__Dark__Rv__scan0	D1__testMartin__p1__Dark__Rv__scan0	D1__testMartin__p1__Dark__Fw__scan0	D1__testMartin__p1__Dark__Fw__scan0	D1__testMartin__p2__Dark__Rv__scan0	D1__testMartin__p2__Dark__Rv__scan0	D1__testMartin__p2__Dark__Fw__scan0	D1__testMartin__p2__Dark__Fw__scan0	D1__testMartin__p3__Dark__Rv__scan0	D1__testMartin__p3__Dark__Rv__scan0	D1__testMartin__p3__Dark__Fw__scan0	D1__testMartin__p3__Dark__Fw__scan0	D1__testMartin__p4__Dark__Rv__scan0	D1__testMartin__p4__Dark__Rv__scan0	D1__testMartin__p4__Dark__Fw__scan0	D1__testMartin__p4__Dark__Fw__scan0	D1__testMartin__p5__Dark__Rv__scan0	D1__testMartin__p5__Dark__Rv__scan0	D1__testMartin__p5__Dark__Fw__scan0	D1__testMartin__p5__Dark__Fw__scan0	D1__testMartin__p6__Dark__Rv__scan0	D1__testMartin__p6__Dark__Rv__scan0	D1__testMartin__p6__Dark__Fw__scan0	D1__testMartin__p6__Dark__Fw__scan0	D1__testMartin__p7__Dark__Rv__scan0	D1__testMartin__p7__Dark__Rv__scan0	D1__testMartin__p7__Dark__Fw__scan0	D1__testMartin__p7__Dark__Fw__scan0	D1__testMartin__p8__Dark__Rv__scan0	D1__testMartin__p8__Dark__Rv__scan0	D1__testMartin__p8__Dark__Fw__scan0	D1__testMartin__p8__Dark__Fw__scan0
0.91803	0.0041484375	0.283625	0.0010625	0.916131	-0.0170625	0.28248	0.0031796875000000002	0.91842	-3.388953125	0.284183	-0.7818984375	0.916003	-0.001640625	0.282372	-0.0056875	0.919295	0.0078125	0.280159	-0.015328125000000001	0.918557	-0.5143515625	0.283181	0.11347656249999999	0.921492	-4.389601562499999	0.285412	-0.33030468749999997	0.919098	-0.0038593749999999995	0.280716	-0.0002890625
0.908302	-0.0049140625	0.293353	-0.012921875000000001	0.906743	0.0049140625	0.297179	0.00675	0.909914	-3.3049765625	0.293375	-0.80484375	0.906989	0.013015625	0.29636	0.0161015625	0.909732	-0.0008671875	0.299533	-0.0048203125	0.909851	-0.4207421875	0.297238	0.0880234375	0.909467	-4.24209375	0.294816	-0.341390625	0.904203	-0.0049140625	0.295087	0.008484374999999999
0.893138	0.008289062500000001	0.307642	0.004242187499999999	0.892292	-0.0105078125	0.306571	-0.0041484375	0.897211	-3.169515625	0.307026	-0.8364609375	0.897298	-0.02371875	0.305811	0.020921875	0.89525	-0.00038281249999999996	0.304399	0.000484375	0.892261	-0.3166171875	0.307012	0.0883125	0.893372	-4.0005859374999995	0.303867	-0.354890625	0.8944	-0.010796875	0.30496	0.00578125
0.883401	-0.010796875	0.317461	-0.0054921875	0.882799	0.0088671875	0.321217	-0.004625	0.879918	-3.0266328125	0.315985	-0.8980703125	0.883072	0.0053984375	0.319904	0.00896875	0.88102	-0.0098359375	0.319036	-0.005109374999999999	0.883527	-0.24006249999999998	0.316559	0.0806015625	0.884549	-3.9707890624999997	0.318241	-0.3816953125	0.884362	0.010703124999999999	0.319281	-0.0111875
0.868887	0.0060703125	0.331999	0.0030859375	0.873278	0.0172578125	0.326236	0.0025078125	0.870968	-2.9750546875	0.329765	-0.9179296875	0.867923	-0.0019296874999999998	0.328822	-0.0044375000000000005	0.866454	0.00790625	0.328562	-0.021500000000000002	0.873878	-0.2023671875	0.330707	0.0772265625	0.87219	-3.8159531249999996	0.332154	-0.400109375	0.869355	-0.002703125	0.334005	0.011765625
0.858723	0.0127265625	0.341809	-0.017640625	0.857768	0.0031796875000000002	0.345985	0.0121484375	0.86184	-2.90390625	0.343255	-0.97259375	0.858055	-0.0087734375	0.342894	0.01359375	0.861754	-0.013109375	0.343361	0.018703124999999998	0.855372	-0.1129921875	0.340497	0.08117968749999999	0.863965	-3.7206015625	0.341221	-0.425171875	0.859609	-0.0194765625	0.338517	-0.004046875
0.849193	-0.0024140625	0.351478	0.0109921875	0.847827	0.0044375000000000005	0.350898	9.375e-05	0.848707	-2.8205078125	0.35241	-0.9884062499999999	0.8484	0.016968749999999998	0.352135	-0.005109374999999999	0.846682	0.0054921875	0.352975	-0.00896875	0.8505	-0.106921875	0.355106	0.08792968749999999	0.847385	-3.5531406249999997	0.350298	-0.4458046875	0.84411	-0.01484375	0.353414	0.012054687500000001
0.834348	-0.0029921874999999996	0.366048	-0.0069453125	0.833448	-0.005109374999999999	0.365559	0.009734375	0.835293	-2.7202421875	0.365781	-1.0462578125000002	0.833153	-0.013109375	0.366282	0.01475	0.837038	0.018703124999999998	0.367449	0.009640625	0.836275	-0.065078125	0.364885	0.090140625	0.839265	-3.4203828124999998	0.36432	-0.488421875	0.834626	-0.009640625	0.367922	0.020054687499999998
0.819268	-0.0124375	0.380381	0.00038281249999999996	0.82347	-0.011664062499999999	0.379946	-0.020054687499999998	0.826294	-2.669625	0.375299	-1.0615859375	0.823799	0.0075234375	0.375887	-0.0007734374999999999	0.822684	-0.011085937499999999	0.377008	-0.0106015625	0.821978	-0.041265625	0.378897	0.0796328125	0.824855	-3.0999062499999996	0.377965	-0.5160859375000001	0.824966	0.01484375	0.377483	0.0058828125
0.814562	0.003953125	0.39035	-0.003953125	0.81337	-0.005015625	0.389928	0.00115625	0.813109	-2.590953125	0.388788	-1.123671875	0.814041	0.0087734375	0.38987	0.017546875	0.807667	0.001734375	0.39154	-0.011859375	0.812116	-0.01234375	0.388695	0.09149218749999999	0.815283	-3.0944140625000003	0.392247	-0.5413515624999999	0.810234	0.0025078125	0.387039	0.00038281249999999996
0.799981	-0.0075234375	0.399744	0.0037578125	0.798779	-0.00115625	0.39958	0.0019296874999999998	0.799278	-2.5300234374999997	0.4027	-1.1386171875	0.798997	-0.011085937499999999	0.399151	-0.0007734374999999999	0.802962	0.01234375	0.401547	-0.0145546875	0.797429	0.0285390625	0.403014	0.0890859375	0.804459	-2.8358359375	0.401403	-0.5562890625	0.800453	0.00328125	0.401696	-0.0056875
0.785221	-0.0092578125	0.409553	0.00790625	0.788628	-0.0044375000000000005	0.413904	0.0056875	0.789416	-2.4835546875	0.411399	-1.202828125	0.789241	0.006171875	0.4134	0.0090625	0.788244	0.016296875000000002	0.411338	-0.0021171874999999997	0.787631	0.01128125	0.412483	0.0701875	0.788245	-2.6851484374999997	0.410496	-0.5832890625	0.790796	0.017453125	0.415877	-0.0073281250000000004
0.780363	0.007132812499999999	0.428685	-0.0010625	0.774038	-0.0069453125	0.423856	-0.0006718750000000001	0.775524	-2.4122109375	0.425427	-1.21584375	0.774237	0.0030859375	0.422295	0.0009609375000000001	0.777991	-0.011085937499999999	0.426305	0.0136875	0.777873	0.0252578125	0.422122	0.070765625	0.779703	-2.59134375	0.42395	-0.6039218749999999	0.771399	0.01234375	0.421053	-0.0081953125
0.760943	0.0015390624999999998	0.433633	0.009734375	0.764238	0.014265624999999999	0.438763	-0.0053984375	0.766525	-2.377984375	0.434484	-1.2465	0.764395	0.0127265625	0.440787	-0.0245859375	0.763373	-0.00453125	0.435711	-0.003953125	0.762813	0.02496875	0.43674	0.09399999999999999	0.76166	-2.4738124999999997	0.438009	-0.6330390625	0.766633	0.021406249999999998	0.44058	0.0026015625
0.756271	0.010703124999999999	0.44815	0.0031796875000000002	0.754382	0.012531249999999999	0.448142	0.0031796875000000002	0.752417	-2.3126171875	0.447774	-1.3013593749999999	0.749408	-0.0090625	0.445536	-0.017351562499999997	0.748506	0.0015390624999999998	0.445568	0.007421875	0.75331	0.046375	0.451121	0.08677343750000001	0.759561	-2.2832109375	0.447312	-0.655984375	0.751841	-0.0133046875	0.44503	0.005015625
0.741095	0.0035703124999999997	0.462806	0.016390625	0.739418	0.014656250000000001	0.457999	-0.0135	0.743128	-2.2832109375	0.461664	-1.3588203125	0.744522	-0.0099296875	0.459714	0.001640625	0.743883	0.00559375	0.464665	-0.000484375	0.74319	0.0621875	0.455659	0.067296875	0.741501	-2.1761953125	0.456357	-0.6852890625	0.742218	0.005203125	0.459967	0.0010625
0.726615	-0.0069453125	0.472489	0.0058828125	0.729114	-0.0121484375	0.47256	-0.001640625	0.729088	-2.2310546875000004	0.470925	-1.3675	0.72961	-0.007132812499999999	0.468944	0.0013515625	0.729243	-0.0031796875000000002	0.469315	0.0088671875	0.728581	0.058421875	0.475217	0.0631484375	0.727651	-2.1236484375	0.475017	-0.710453125	0.727796	0.0054921875	0.474411	-0.0063593750000000004
0.71698	0.0167734375	0.481783	-0.0111875	0.719386	9.375e-05	0.487285	-0.0092578125	0.714787	-2.1746484375	0.47981	-1.394875	0.714671	-0.0285390625	0.487489	-9.375e-05	0.719382	-0.0154296875	0.483849	-0.00328125	0.718612	0.075203125	0.484451	0.0721171875	0.718716	-2.0591484374999998	0.47945	-0.749984375	0.717891	0.0044375000000000005	0.48387	-0.0230390625
0.707066	0.0054921875	0.496618	0.005203125	0.704632	0.0105078125	0.492116	0.0047265625	0.705224	-2.151125	0.493409	-1.4386484375	0.705451	0.0037578125	0.491992	-0.0088671875	0.704864	0.004046875	0.493888	-0.005109374999999999	0.70383	0.0660390625	0.49475	0.07703125000000001	0.709571	-2.027234375	0.494076	-0.7401484375	0.708156	-0.0047265625	0.493545	-0.00453125
0.692211	0.030757812500000002	0.506004	0.001734375	0.69453	-0.0090625	0.506848	-0.0048203125	0.696123	-2.1002187500000002	0.507866	-1.484921875	0.695307	0.001640625	0.505907	-0.0087734375	0.689853	-0.0081015625	0.508224	-0.015328125000000001	0.694209	0.08455468749999999	0.503855	0.076546875	0.691297	-1.9436484375	0.50795	-0.790859375	0.693662	-0.004046875	0.508224	-0.013109375
0.682225	-0.0087734375	0.515959	-0.015617187499999999	0.679783	-0.0009609375000000001	0.516818	0.0158125	0.681681	-2.0649375	0.517109	-1.5170312499999998	0.680566	-0.004625	0.520134	-0.0072343749999999995	0.684714	-0.0124375	0.518271	-0.01234375	0.678933	0.07442968750000001	0.523324	0.09168749999999999	0.682337	-1.8791484374999998	0.517107	-0.8414765625	0.679055	-0.0001953125	0.518183	0.009734375
0.672711	0.0178359375	0.535721	0.0062656249999999995	0.669875	-0.0024140625	0.531238	-0.0062656249999999995	0.672475	-2.0363046875	0.531129	-1.579984375	0.670651	-0.02275	0.529477	0.0094453125	0.670502	0.0167734375	0.532918	0.008	0.669448	0.058523437500000004	0.527691	0.07558593749999999	0.673026	-1.8386562499999999	0.531583	-0.8702109375	0.674282	0.00115625	0.527919	0.009734375
0.653193	-0.000578125	0.54061	0.003375	0.660073	-0.0022187500000000002	0.546127	-0.00453125	0.658336	-1.9676562499999997	0.545441	-1.6097812500000002	0.661154	0.0015390624999999998	0.543268	0.0026015625	0.655389	0.0063593750000000004	0.543097	-0.018609375	0.659476	0.0987265625	0.542156	0.08889062499999999	0.659398	-1.774546875	0.540676	-0.8901640625	0.65519	0.0069453125	0.547809	0.0060703125
0.648209	-0.0230390625	0.555287	-0.00896875	0.645251	0.0035703124999999997	0.551159	0.0138828125	0.648856	-1.9481796875	0.550252	-1.6189375	0.641382	-0.001734375	0.552865	0.000484375	0.650664	0.011375	0.552954	0.0081953125	0.649263	0.060453124999999996	0.551285	0.08840624999999999	0.645721	-1.7273984375	0.554251	-0.9600624999999999	0.645044	-0.008578125	0.552324	-0.003953125
0.633257	-0.0009609375000000001	0.565204	0.011375	0.635319	-0.0092578125	0.565691	-0.011085937499999999	0.634926	-1.8961171875	0.564114	-1.66753125	0.636361	-0.0053984375	0.562147	-0.005109374999999999	0.630832	0.0007734374999999999	0.562269	-0.013015625	0.634665	0.0834921875	0.565311	0.06498437500000001	0.636984	-1.6434218749999998	0.568668	-0.958328125	0.635486	-0.00684375	0.566708	-0.0109921875
0.623335	-0.0143671875	0.574803	0.0111875	0.62057	-0.009734375	0.58093	0.0008671875	0.620533	-1.8622812499999999	0.578242	-1.7138046875	0.62181	0.010023437500000001	0.581946	0.0022187500000000002	0.626241	0.0064609375000000005	0.582078	0.018320312499999998	0.619993	0.0717265625	0.580133	0.087828125	0.623315	-1.582296875	0.573144	-0.9812734375	0.62575	-0.0025078125	0.576599	0.0126328125
0.613943	-0.0026015625	0.589397	0.001640625	0.615759	0.0	0.585669	0.0072343749999999995	0.611252	-1.815328125	0.592336	-1.7633593749999998	0.61189	0.0078125	0.586638	-0.0030859375	0.611574	0.0031796875000000002	0.586955	0.0070390625	0.610012	0.0745234375	0.589967	0.09053125	0.61473	-1.4968828125	0.591846	-1.0339140624999998	0.611029	0.0031796875000000002	0.586403	-0.005976562499999999
0.599489	-0.00665625	0.603769	-0.007421875	0.595881	0.008390625	0.605371	0.00684375	0.601918	-1.7885234374999999	0.597024	-1.7679921875	0.601898	-0.0014453125	0.601576	-0.0043359375	0.597017	0.0128203125	0.601785	0.013109375	0.600134	0.0863828125	0.599683	0.059875	0.600492	-1.4901328125	0.596339	-1.0436484375000001	0.596559	0.02025	0.605825	-0.007421875
0.589604	-0.00675	0.613567	-0.0078125	0.585674	0.0090625	0.610337	0.032390625	0.587803	-1.7405078125	0.610801	-1.8294062500000001	0.587198	0.008	0.611436	-0.0171640625	0.587426	0.0111875	0.61157	0.0161953125	0.590379	0.0807890625	0.614363	0.0603515625	0.58687	-1.4183984374999998	0.614735	-1.1124921875	0.591399	-0.0072343749999999995	0.610609	-0.0020234375
0.574954	0.0092578125	0.623225	-0.002796875	0.575716	-0.0070390625	0.625185	-0.00665625	0.578402	-1.7233515625	0.62517	-1.8555312499999999	0.577121	-0.0127265625	0.626401	-0.012054687500000001	0.577093	-0.010796875	0.626155	-0.011085937499999999	0.575639	0.0721171875	0.62443	0.0648828125	0.577659	-1.4042265625	0.623788	-1.1432421874999998	0.576862	-0.0053984375	0.625395	-0.005109374999999999
0.565018	-0.0002890625	0.633227	-0.0098359375	0.565913	0.0031796875000000002	0.635288	-0.002703125	0.564027	-1.6889296875	0.639321	-1.9325625	0.562649	0.0109921875	0.636303	0.017640625	0.562433	0.0001953125	0.636005	-0.00038281249999999996	0.560979	0.0941953125	0.633892	0.03509375	0.563841	-1.3496640624999998	0.633142	-1.1894218749999999	0.562306	0.0121484375	0.634978	0.005109374999999999
0.550668	0.0072343749999999995	0.653128	-0.0054921875	0.551087	-0.0201484375	0.649952	0.0058828125	0.55024	-1.621734375	0.648735	-1.953484375	0.5531	0.013015625	0.650755	-0.011375	0.552328	-0.0161953125	0.650388	-0.000484375	0.556258	0.08464843749999999	0.648556	0.04646875	0.554584	-1.320734375	0.651561	-1.2429296874999998	0.552526	-0.0044375000000000005	0.649365	-0.0172578125
0.540298	-0.0149453125	0.657788	0.0049140625	0.541224	0.010218749999999999	0.659808	-0.0133046875	0.545452	-1.6065	0.657875	-2.00284375	0.538975	-0.019859375	0.661167	0.0104140625	0.542433	-0.009546875	0.660285	-0.00790625	0.541759	0.07703125000000001	0.66342	0.054859374999999995	0.540597	-1.2712812500000001	0.660604	-1.2836171875	0.538273	0.0056875	0.65914	0.00453125
0.530958	0.017453125	0.672203	-0.002796875	0.531386	-0.0103125	0.674493	-0.010218749999999999	0.526628	-1.555109375	0.672258	-2.03775	0.529565	-0.0001953125	0.670825	0.013398437499999999	0.527782	-0.0024140625	0.670291	0.0138828125	0.527656	0.06796875	0.668441	0.0373125	0.527122	-1.193859375	0.669986	-1.3134062499999999	0.532796	-0.0196640625	0.673657	-0.02025
0.516377	0.00346875	0.682239	-0.011375	0.516536	-0.0023125	0.684546	0.008484374999999999	0.516991	-1.5179921875	0.681414	-2.0721640625	0.520359	0.000484375	0.6855	-0.0038593749999999995	0.518079	0.01475	0.684635	-0.0054921875	0.518162	0.0833984375	0.687997	0.0325859375	0.517686	-1.1821015625	0.683887	-1.3560234375	0.518491	-0.0044375000000000005	0.683351	0.0009609375000000001
0.506391	0.0268046875	0.697295	0.0109921875	0.506842	-0.0053046875	0.693951	-0.0037578125	0.507682	-1.5016015624999999	0.695377	-2.138015625	0.506708	0.028249999999999997	0.695446	-9.375e-05	0.503623	0.0103125	0.694507	0.0078125	0.50362	0.0749140625	0.693062	0.02159375	0.508479	-1.1380390624999999	0.693164	-1.40153125	0.503844	0.0127265625	0.693077	-0.0184140625
0.491845	-0.011570312499999999	0.706765	-0.019765625000000002	0.49199	0.0006718750000000001	0.709365	-0.0136875	0.493398	-1.4481953125	0.704755	-2.1653984375	0.492631	0.019085937499999997	0.705154	-0.012531249999999999	0.493794	0.007421875	0.709483	-0.009546875	0.494387	0.0715390625	0.707655	0.0106015625	0.494561	-1.085203125	0.706915	-1.464875	0.494182	0.00578125	0.707818	0.0081953125
0.482226	-0.0018281249999999999	0.721319	-0.0031796875000000002	0.482384	-0.011765625	0.719259	-0.00328125	0.479817	-1.3989296875	0.723341	-2.2520703125	0.483327	0.0002890625	0.719801	-0.0020234375	0.483916	-0.0171640625	0.719302	0.015328125000000001	0.484503	0.0920703125	0.717353	0.0006718750000000001	0.480356	-1.0357421875	0.716036	-1.5104765625	0.479565	0.0002890625	0.722288	-0.01128125
0.467519	-0.009351562499999999	0.731206	-0.005203125	0.467932	0.01571875	0.729237	-0.0105078125	0.470707	-1.370484375	0.728277	-2.2609375	0.469299	-0.0035703124999999997	0.729801	-0.0145546875	0.469575	0.0031796875000000002	0.728669	-0.018796875	0.470283	0.078578125	0.732298	-0.012921875000000001	0.471327	-1.0352656249999999	0.734581	-1.590203125	0.469748	0.005015625	0.727442	0.014656250000000001
0.462675	0.0155234375	0.741123	0.013398437499999999	0.458011	-0.0086796875	0.744003	-0.0049140625	0.461617	-1.3549609375	0.742368	-2.3422109375	0.459772	-0.0149453125	0.744665	0.0139765625	0.45906	-0.0145546875	0.743607	-0.0058828125	0.456142	0.100078125	0.746872	-0.059875	0.462134	-0.9739453124999999	0.738733	-1.63146875	0.460371	0.0257421875	0.741816	-0.0053046875
0.443297	0.0001953125	0.755533	-0.0124375	0.448251	0.009156250000000001	0.754043	0.0158125	0.447808	-1.2954765625	0.751588	-2.37509375	0.445882	-0.001640625	0.754531	0.0001953125	0.445317	0.00675	0.753626	-0.0069453125	0.446257	0.0784765625	0.751498	-0.07481249999999999	0.443837	-0.919765625	0.752397	-1.6855546875	0.445477	-0.0103125	0.75618	0.0030859375
0.438544	-0.018031250000000002	0.765608	-0.0030859375	0.433743	0.00665625	0.768919	0.0035703124999999997	0.434346	-1.2699296875	0.770133	-2.45434375	0.436646	0.0241015625	0.769251	-0.002890625	0.43562	0.008390625	0.768389	0.018609375	0.436608	0.0698046875	0.765853	-0.09053125	0.435118	-0.87396875	0.765854	-1.762875	0.435834	-0.0006718750000000001	0.765934	0.0022187500000000002
0.419349	0.007421875	0.78016	0.019085937499999997	0.423795	-0.0007734374999999999	0.773673	-0.002796875	0.425081	-1.2383046875000001	0.774465	-2.482109375	0.422789	0.011085937499999999	0.774232	-0.0126328125	0.425817	0.0104140625	0.777717	-0.0150390625	0.42227	0.074046875	0.780433	-0.130828125	0.425723	-0.8505390624999999	0.77818	-1.894671875	0.421378	-0.000578125	0.780801	0.015328125000000001
0.414749	0.0048203125	0.789934	0.00453125	0.40944	0.00675	0.7935	0.0023125	0.411696	-1.1908750000000001	0.788248	-2.5574062499999997	0.413456	0.017453125	0.789474	0.019859375	0.406436	-0.0078125	0.787656	-0.0053984375	0.412349	0.0783828125	0.789565	-0.152234375	0.41225	-0.80503125	0.787826	-1.9504921874999999	0.411401	0.0188984375	0.79026	0.004625
0.400238	0.0241953125	0.799483	-0.0047265625	0.399551	0.0007734374999999999	0.803608	-0.016585937499999998	0.398012	-1.1521171874999998	0.802591	-2.632890625	0.399225	0.0078125	0.803941	-0.0030859375	0.401408	-9.375e-05	0.807238	0.001734375	0.397985	0.06112499999999999	0.79918	-0.20458593749999998	0.398958	-0.74390625	0.800773	-2.043046875	0.401964	0.0009609375000000001	0.799976	-0.010218749999999999
0.385486	-0.0008671875	0.814081	0.0010625	0.389815	-0.0106015625	0.8136	0.0136875	0.389078	-1.10496875	0.815967	-2.722265625	0.385231	-0.0086796875	0.81421	0.023234375	0.386667	-0.003953125	0.812539	-0.00675	0.388839	0.10710937499999999	0.813264	-0.24392187499999998	0.389771	-0.7252031250000001	0.813378	-2.1565234374999998	0.387699	0.00578125	0.814701	0.00038281249999999996
0.37556	-0.0128203125	0.829561	-0.0036640625000000002	0.375275	0.010890625000000001	0.823053	-0.00896875	0.379842	-1.094171875	0.824799	-2.7705703125	0.380776	0.029601562499999998	0.823895	0.0018281249999999999	0.377052	-0.0053046875	0.827071	0.00328125	0.379018	0.0892734375	0.827054	-0.3320390625	0.380702	-0.710453125	0.822008	-2.2068515625	0.372828	0.002703125	0.824705	0.02496875
0.366136	-0.0043359375	0.834223	0.0044375000000000005	0.365372	0.0172578125	0.838194	0.00896875	0.366236	-1.025140625	0.833572	-2.820609375	0.361642	-0.0054921875	0.838638	-0.007421875	0.367375	-0.0077109375	0.836808	-0.020921875	0.360007	0.0853203125	0.836501	-0.35682031249999996	0.362286	-0.6576171875	0.8382	-2.4236796875	0.368129	-0.000578125	0.839432	0.025546875
0.351608	0.0	0.848832	0.0015390624999999998	0.350634	0.0009609375000000001	0.84764	-0.0056875	0.352454	-1.0048906249999998	0.846844	-2.9208749999999997	0.357045	0.0081015625	0.848218	-0.008484374999999999	0.347856	-0.0132109375	0.846542	-0.0020234375	0.3548	0.0754921875	0.846107	-0.4118671875	0.353053	-0.6273515625	0.846479	-2.4953125000000003	0.353591	0.00665625	0.849202	-0.011664062499999999
0.341908	-0.008289062500000001	0.858486	0.00453125	0.340895	-0.0056875	0.863283	0.002796875	0.343345	-0.9832031249999998	0.859962	-3.0213359375	0.3383	0.0124375	0.863309	-0.01128125	0.34285	-0.0026015625	0.861601	-0.003375	0.340515	0.073078125	0.859538	-0.5115546875	0.343997	-0.5970781249999999	0.85893	-2.65603125	0.338921	-0.00790625	0.859239	0.00328125
0.327198	0.0	0.878062	0.0009609375000000001	0.331168	-0.0020234375	0.872742	-0.005203125	0.325277	-0.9110859375	0.873248	-3.1571796874999998	0.329037	0.001734375	0.872942	0.0179296875	0.328195	-0.015132812499999999	0.87104	-0.005015625	0.33128	0.0885078125	0.872856	-0.6219453125	0.325684	-0.556484375	0.87148	-2.759578125	0.329496	0.0076171875	0.874129	-0.0031796875000000002
0.317333	-0.0135	0.882997	0.01234375	0.316378	0.009351562499999999	0.882545	0.0049140625	0.320749	-0.9107968750000001	0.882109	-3.2207109375	0.319601	-0.0069453125	0.882914	-0.0246796875	0.319049	0.004242187499999999	0.885207	-0.007132812499999999	0.316583	0.0766484375	0.88223	-0.6914609375	0.321047	-0.5407734375000001	0.879546	-2.8850078125	0.314492	-0.0002890625	0.883807	-0.0007734374999999999
0.30769	0.0063593750000000004	0.897543	0.010023437500000001	0.306633	-0.00125	0.896838	-0.0014453125	0.30692	-0.8419609375	0.894639	-3.3601249999999996	0.305656	0.005015625	0.897397	0.01571875	0.304111	0.0019296874999999998	0.894798	0.0006718750000000001	0.307114	0.084265625	0.894719	-0.837328125	0.307125	-0.5147421875	0.89586	-3.0780234374999997	0.305175	0.0103125	0.893836	-0.008289062500000001
0.293242	-0.019085937499999997	0.907688	-0.006171875	0.291855	-0.0024140625	0.906617	-0.0064609375000000005	0.293504	-0.8126484374999999	0.907463	-3.4952890625	0.291806	-0.002796875	0.906623	-0.0072343749999999995	0.294729	0.013109375	0.909521	-0.0009609375000000001	0.292839	0.07625781250000001	0.907551	-0.933359375	0.2932	-0.47878125	0.90403	-3.1896718749999997	0.295462	0.00115625	0.908811	0.0090625
0.283479	0.0026015625	0.917517	0.0009609375000000001	0.28213	-0.0128203125	0.920859	-0.0065546875	0.279481	-0.7667578125	0.915708	-3.5981640625	0.282218	-0.0065546875	0.920781	0.008578125	0.279734	0.009640625	0.918992	-0.01475	0.283074	0.0875390625	0.919637	-1.10834375	0.279318	-0.4373203125	0.915696	-3.35684375	0.281231	0.0135	0.918401	-0.0063593750000000004
0.268546	-0.0172578125	0.932126	0.02275	0.272754	0.0043359375	0.930694	-0.0041484375	0.270235	-0.7501718749999999	0.927953	-3.7662109375	0.273208	0.0088671875	0.930097	0.0058828125	0.270098	-0.0064609375000000005	0.933207	-0.0218828125	0.269075	0.0919765625	0.927867	-1.2123671875	0.270016	-0.41784374999999996	0.931018	-3.6389453124999998	0.271229	-0.0002890625	0.933391	0.0024140625
0.254365	0.00115625	0.946777	-0.0081015625	0.253104	-0.0031796875000000002	0.944971	-0.003375	0.261249	-0.6958984375	0.943869	-4.018226562500001	0.257102	-0.0078125	0.944259	0.018703124999999998	0.260454	0.017351562499999997	0.943159	0.0047265625	0.258598	0.074234375	0.939776	-1.3983515625	0.260584	-0.39731249999999996	0.938571	-3.764375	0.256377	-0.011375	0.947987	-0.024296875
0.249405	-0.031625	0.951609	0.004242187499999999	0.248686	0.010125	0.95472	-0.0047265625	0.247387	-0.6711171874999999	0.951874	-4.1251484375	0.24212	0.006171875	0.953489	-0.00578125	0.246088	-0.0087734375	0.952658	-0.0070390625	0.243732	0.1018125	0.951495	-1.5999453125	0.247069	-0.35778125	0.953154	-4.096804687500001	0.246657	0.0077109375	0.953112	-0.0109921875
0.23513	0.005203125	0.966406	-9.375e-05	0.233829	0.017453125	0.969452	-0.0037578125	0.233804	-0.624359375	0.963426	-4.3553749999999996	0.236906	-0.0053984375	0.967454	-0.0058828125	0.236372	0.0037578125	0.967131	-0.0094453125	0.233837	0.09371093750000001	0.967098	-1.8814609375	0.23778	-0.3280859375	0.963736	-4.3833359375	0.236885	-0.0228515625	0.968043	0.011664062499999999
0.220642	-0.002796875	0.981046	-0.017546875	0.223198	-0.0111875	0.979164	0.0105078125	0.224847	-0.5964921875	0.974815	-4.5985234375	0.221574	-0.0020234375	0.976652	0.000578125	0.220841	-0.0007734374999999999	0.981872	0.021015625	0.223861	0.1178125	0.974543	-2.030515625	0.22387	-0.3079375	0.974128	-4.636609375	0.221992	0.019375	0.977848	-0.012921875000000001
0.215848	0.0	0.991223	0.0246796875	0.213222	0.0076171875	0.98895	9.375e-05	0.211081	-0.545203125	0.989552	-4.9375078125	0.211358	-0.0081015625	0.99084	0.0069453125	0.210757	0.003953125	0.991362	0.01590625	0.20849	0.092359375	0.985557	-2.2933359374999998	0.210089	-0.2838359375	0.981774	-5.1447890625	0.211605	-0.013789062500000001	0.992783	0.026515624999999998
0.195558	-0.00675	1.000892	0.004046875	0.198388	0.0026015625	1.003324	-0.005109374999999999	0.20122	-0.5314218749999999	0.996884	-5.1477812499999995	0.201256	-0.0029921874999999996	1.000186	-0.006171875	0.200879	0.0013515625	1.00044	0.0155234375	0.20379	0.095734375	1.00007	-2.66046875	0.200787	-0.26735156250000003	0.990513	-5.9214765625	0.197292	0.017640625	1.002192	-0.015234375
0.185692	0.0013515625	1.015266	-0.0009609375000000001	0.183301	0.006171875	1.0127	-0.0103125	0.186848	-0.488609375	1.010575	-5.527445312499999	0.185794	-0.00559375	1.014301	0.000484375	0.185812	-0.013398437499999999	1.014796	-0.00896875	0.183639	0.0778984375	1.010857	-2.939671875	0.185985	-0.238234375	1.010656	-6.199625	0.186886	0.0049140625	1.012597	0.0036640625000000002
0.175754	0.0104140625	1.024907	-0.0188984375	0.178207	-0.010023437500000001	1.027404	-0.0002890625	0.177557	-0.4415625	1.020824	-5.8535078125	0.170557	0.0189921875	1.028349	0.0035703124999999997	0.175485	0.0088671875	1.024853	-0.0098359375	0.173708	0.07915625	1.020844	-3.2358515624999997	0.176213	-0.2057421875	1.016834	-6.80190625	0.177037	-0.00896875	1.027022	0.0069453125
