D1__testMartin__p1__Dark__Rv__scan0	D1__testMartin__p1__Dark__Rv__scan0	D1__testMartin__p1__Dark__Fw__scan0	D1__testMartin__p1__Dark__Fw__scan0	D1__testMartin__p2__Dark__Rv__scan0	D1__testMartin__p2__Dark__Rv__scan0	D1__testMartin__p2__Dark__Fw__scan0	D1__testMartin__p2__Dark__Fw__scan0	D1__testMartin__p3__Dark__Rv__scan0	D1__testMartin__p3__Dark__Rv__scan0	D1__testMartin__p3__Dark__Fw__scan0	D1__testMartin__p3__Dark__Fw__scan0	D1__testMartin__p4__Dark__Rv__scan0	D1__testMartin__p4__Dark__Rv__scan0	D1__testMartin__p4__Dark__Fw__scan0	D1__testMartin__p4__Dark__Fw__scan0	D1__testMartin__p5__Dark__Rv__scan0	D1__testMartin__p5__Dark__Rv__scan0	D1__testMartin__p5__Dark__Fw__scan0	D1__testMartin__p5__Dark__Fw__scan0	D1__testMartin__p6__Dark__Rv__scan0	D1__testMartin__p6__Dark__Rv__scan0	D1__testMartin__p6__Dark__Fw__scan0	D1__testMartin__p6__Dark__Fw__scan0	D1__testMartin__p7__Dark__Rv__scan0	D1__testMartin__p7__Dark__Rv__scan0	D1__testMartin__p7__Dark__Fw__scan0	D1__testMartin__p7__Dark__Fw__scan0	D1__testMartin__p8__Dark__Rv__scan0	D1__testMartin__p8__Dark__Rv__scan0	D1__testMartin__p8__Dark__Fw__scan0	D1__testMartin__p8__Dark__Fw__scan0
0.165586	0.0002890625	1.039837	0.0026015625	0.163374	-0.028148437499999998	1.036998	0.0064609375000000005	0.162992	-0.4031953125	1.030756	-6.184203125	0.16516	-0.013109375	1.037395	0.0143671875	0.160486	0.008390625	1.039035	0.0077109375	0.16385	0.110296875	1.031159	-3.5635468749999997	0.161594	-0.18578124999999998	1.032802	-7.091046875	0.16233	0.0122421875	1.03678	-0.014171875
0.150343	-0.018125	1.049434	-0.0103125	0.153492	0.0058828125	1.046633	-0.0006718750000000001	0.15334	-0.371953125	1.043706	-6.671171875	0.149659	0.010218749999999999	1.046582	-0.0073281250000000004	0.150613	0.0104140625	1.049205	-0.0021171874999999997	0.153602	0.0938046875	1.044426	-4.023625	0.156411	-0.1756640625	1.045184	-7.6527343750000005	0.152563	0.021789062499999998	1.05213	0.0008671875
0.141037	0.0081953125	1.059326	-0.0218828125	0.138432	-0.0009609375000000001	1.066228	0.0104140625	0.139201	-0.33068749999999997	1.056426	-7.215320312499999	0.144325	-0.010890625000000001	1.06066	0.00665625	0.140636	0.0081953125	1.058768	0.0099296875	0.143384	0.0631484375	1.057521	-4.517250000000001	0.136534	-0.13295312499999998	1.053238	-8.1930234375	0.137597	-0.0015390624999999998	1.061781	0.004242187499999999
0.12565	-0.0029921874999999996	1.073759	-0.0013515625	0.128473	-0.008289062500000001	1.070833	-0.0002890625	0.129175	-0.3082265625	1.065702	-7.609640625	0.129275	-0.0064609375000000005	1.074487	-0.0161015625	0.130311	-0.02159375	1.07272	0.0065546875	0.123384	0.0823359375	1.066783	-4.8731015625	0.126445	-0.127453125	1.064807	-8.7763125	0.132623	0.0064609375000000005	1.071363	-0.021695312499999998
0.120704	0.011085937499999999	1.083519	-0.0013515625	0.113213	-0.011859375	1.085412	0.0013515625	0.119396	-0.277859375	1.077852	-8.2015078125	0.114002	0.018507812499999998	1.084113	-0.0009609375000000001	0.115131	0.0127265625	1.087396	-0.0053046875	0.118718	0.08985156250000001	1.076028	-5.2545078125	0.116747	-0.09371093750000001	1.078444	-9.647968749999999	0.117859	0.01128125	1.086555	0.006171875
0.105743	0.0024140625	1.098321	0.0064609375000000005	0.10836	-0.002890625	1.09476	-0.0121484375	0.100198	-0.2075703125	1.089603	-8.79221875	0.103656	-0.002703125	1.09314	-0.0143671875	0.10481	-0.0070390625	1.097018	-0.0104140625	0.103619	0.0874453125	1.090957	-5.925140625	0.106504	-0.08946875	1.087025	-10.068031249999999	0.102701	-0.0037578125	1.096295	0.0030859375
0.090939	-0.0090625	1.108332	-0.0060703125	0.093122	-0.0023125	1.109201	0.003375	0.095577	-0.19166406249999998	1.10092	-9.42053125	0.093408	-0.000578125	1.112049	-0.0037578125	0.094801	0.008484374999999999	1.106568	0.011859375	0.093747	0.07944531249999999	1.100083	-6.3041328125	0.096583	-0.06353125	1.099693	-10.9944453125	0.092609	-0.0049140625	1.106353	0.0018281249999999999
0.080372	0.0076171875	1.122843	0.0058828125	0.078257	-0.0144609375	1.119114	-0.00559375	0.080975	-0.14692968750000002	1.111968	-10.04209375	0.078126	-0.004242187499999999	1.116694	0.021984375	0.07988	-0.0002890625	1.120808	0.0376953125	0.083678	0.087640625	1.111838	-6.890125	0.076466	-0.043578124999999995	1.1093	-11.7595625	0.083223	0.030656250000000003	1.120944	-0.018031250000000002
0.070415	-0.0250703125	1.132522	0.0086796875	0.073286	-0.005203125	1.13396	0.00559375	0.071437	-0.11328125	1.122906	-10.709257812499999	0.073093	-0.0007734374999999999	1.130526	-0.0092578125	0.069892	0.010023437500000001	1.130565	-0.003953125	0.068626	0.0959296875	1.123416	-7.4588515625000005	0.071625	-0.0256484375	1.119983	-12.44890625	0.068031	0.020921875	1.130927	0.0054921875
0.055646	-0.006171875	1.142676	-0.00684375	0.053102	-0.00578125	1.143277	0.011375	0.05726	-0.0687421875	1.13352	-11.397734374999999	0.057614	0.0053046875	1.144487	0.021015625	0.059857	0.017546875	1.145058	-0.0064609375000000005	0.053445	0.07596875	1.137761	-8.21240625	0.056625	0.0009609375000000001	1.132076	-13.4110859375	0.057913	-0.0149453125	1.145886	0.011085937499999999
0.045224	-0.016585937499999998	1.152815	-0.010125	0.048468	0.0053984375	1.152954	-0.014265624999999999	0.047407	-0.04984375	1.146847	-12.2510703125	0.042491	0.0002890625	1.158543	-0.020437499999999997	0.044543	0.00038281249999999996	1.154544	-0.004046875	0.048359	0.0692265625	1.146162	-8.6607109375	0.046684	0.0136875	1.144268	-14.348296874999999	0.048358	0.020054687499999998	1.155792	-0.004625
0.035689	0.0035703124999999997	1.167395	0.0062656249999999995	0.033505	0.0136875	1.167634	-0.018320312499999998	0.033029	0.0036640625000000002	1.156751	-12.9718359375	0.037415	0.0	1.163321	-0.009351562499999999	0.03457	0.0098359375	1.164535	0.0076171875	0.033259	0.0802109375	1.160332	-9.436828125	0.036808	0.0456953125	1.155905	-15.358304687499999	0.028288	-0.0022187500000000002	1.165959	0.009351562499999999
0.025568	-0.005976562499999999	1.181927	-0.005203125	0.023118	0.002890625	1.182348	-0.0065546875	0.023315	0.0404921875	1.169562	-13.871546875	0.022082	-0.0024140625	1.177427	0.0081015625	0.019109	0.023234375	1.18412	0.010125	0.023233	0.0783828125	1.171447	-10.081718749999999	0.016839	0.08040625	1.167593	-16.3420859375	0.02865	0.0092578125	1.180341	-0.002890625
0.00534	0.0098359375	1.191248	-0.0069453125	0.013385	-0.0022187500000000002	1.187039	0.002703125	0.013679	0.0581328125	1.179346	-14.595015625	0.007103	0.020054687499999998	1.192034	-0.0109921875	0.009281	0.010125	1.189144	-0.001640625	0.013579	0.089953125	1.179522	-10.56290625	0.011937	0.0609296875	1.176416	-17.1521328125	0.008349	-0.0088671875	1.189956	-0.0081953125
0.000177	-0.0043359375	1.201165	0.00675	-0.006625	0.0036640625000000002	1.201418	0.0001953125	-0.005145	0.126	1.191729	-15.5475625	0.001341	-0.0077109375	1.202318	0.001640625	-0.000386	0.026507812500000002	1.203524	-0.0155234375	-0.00615	0.0773125	1.193222	-11.3727578125	0.002067	0.0908203125	1.190152	-18.381953125	-0.001161	-0.00240625	1.204548	0.008484374999999999
-0.014839	-0.0304609375	1.211088	-0.011085937499999999	-0.011575	0.0206328125	1.216069	-0.0014453125	-0.010141	0.1241640625	1.201144	-16.3029453125	-0.013908	-0.0025078125	1.21779	0.00328125	-0.011079	-0.0138828125	1.213745	0.010023437500000001	-0.011151	0.119921875	1.206572	-12.19321875	-0.013199	0.0827109375	1.200046	-19.39928125	-0.011283	0.004046875	1.214001	-0.0035703124999999997
-0.0246	0.0035703124999999997	1.230464	-0.0106015625	-0.021723	-0.01475	1.225958	-0.0043359375	-0.024338	0.1824921875	1.21528	-17.445796875	-0.024402	0.005203125	1.22782	-0.005109374999999999	-0.026104	-0.0020234375	1.223423	0.01475	-0.0259	0.0814609375	1.217379	-12.882945312499999	-0.023141	0.1329375	1.209353	-20.469156249999997	-0.025991	-0.0062656249999999995	1.224193	0.016968749999999998
-0.03486	-0.009640625	1.235639	-0.005109374999999999	-0.036825	-0.016578125000000003	1.240227	0.008390625	-0.034138	0.2284765625	1.22477	-18.2567109375	-0.039859	-0.011757812500000001	1.238272	-9.375e-05	-0.036153	0.0053984375	1.237942	0.00665625	-0.03591	0.08868749999999999	1.227811	-13.54153125	-0.037907	0.13910937499999998	1.223241	-21.5521484375	-0.035653	0.023523437499999997	1.238169	-0.0043359375
-0.044894	-0.01128125	1.250027	0.008484374999999999	-0.051839	-0.0007734374999999999	1.249575	0.0023125	-0.048383	0.25671875	1.236116	-19.2339375	-0.044498	-0.00038281249999999996	1.24827	-0.0056875	-0.046042	0.020242187499999998	1.252488	0.0106015625	-0.045715	0.0807890625	1.238178	-14.2447578125	-0.047879	0.1553984375	1.229771	-22.821203125	-0.050932	-0.005015625	1.247907	-0.013789062500000001
-0.064779	0.010703124999999999	1.260054	0.001640625	-0.056722	0.006171875	1.259244	0.009546875	-0.06272	0.3142734375	1.247389	-20.220031249999998	-0.065079	0.0047265625	1.25839	0.0063593750000000004	-0.061562	-0.0086796875	1.262385	-0.0072343749999999995	-0.060614	0.0849296875	1.251217	-15.074374999999998	-0.062857	0.1852890625	1.242244	-24.3818125	-0.060826	-0.0138828125	1.262506	0.0178359375
-0.069827	-0.0025078125	1.274941	0.012531249999999999	-0.071613	0.0002890625	1.273638	0.0092578125	-0.072433	0.32584375	1.261006	-21.4247890625	-0.069314	-0.0038593749999999995	1.278905	0.009156250000000001	-0.070954	0.024484375	1.272171	0.015617187499999999	-0.070408	0.0870546875	1.264204	-15.950078125	-0.072843	0.186828125	1.250533	-25.883609375000002	-0.070678	0.011570312499999999	1.271713	-0.008484374999999999
-0.084788	-0.0048203125	1.284136	0.0031796875000000002	-0.086815	-0.0006718750000000001	1.283032	-0.006171875	-0.081852	0.383109375	1.271984	-22.426984375	-0.083998	-0.0090625	1.283741	0.0	-0.086426	0.0054921875	1.281833	0.0047265625	-0.084436	0.0828125	1.274396	-16.6398984375	-0.082691	0.217484375	1.26618	-27.14746875	-0.080539	-0.0090625	1.286418	0.005203125
-0.095128	-0.018703124999999998	1.298671	-0.005109374999999999	-0.09684	0.0036640625000000002	1.297771	0.0088671875	-0.091574	0.386578125	1.282811	-23.4526015625	-0.093472	9.375e-05	1.299097	0.0056875	-0.091589	-0.0077109375	1.296811	-0.008289062500000001	-0.094109	0.0923515625	1.284717	-17.3581640625	-0.092973	0.2217265625	1.278716	-28.665359375	-0.100281	0.011664062499999999	1.296373	0.017546875
-0.104867	0.008289062500000001	1.308776	0.0010625	-0.106535	-0.002703125	1.30719	-0.0053984375	-0.110552	0.44760156249999994	1.293553	-24.4912421875	-0.107434	0.0054921875	1.303965	0.0114765625	-0.11127	-0.018703124999999998	1.311577	-0.0007734374999999999	-0.108452	0.10325	1.297012	-18.2275	-0.108123	0.23396874999999998	1.289	-30.0143515625	-0.105437	0.0009609375000000001	1.310322	-0.0053984375
-0.120179	0.0010625	1.318149	-0.009640625	-0.115882	0.0139765625	1.321651	0.015132812499999999	-0.115308	0.46553125	1.304168	-25.517249999999997	-0.117011	-0.0029921874999999996	1.324329	-0.00665625	-0.115952	0.002703125	1.321218	0.003953125	-0.117841	0.08290625	1.309405	-19.09134375	-0.122762	0.27465625	1.304507	-30.9745078125	-0.119807	0.0053046875	1.320126	-0.0008671875
-0.13446	0.0094453125	1.333183	-0.0024140625	-0.130937	9.375e-05	1.331397	-0.0064609375000000005	-0.128875	0.5084296875	1.316963	-26.774164062500002	-0.130991	0.009156250000000001	1.329399	-0.0007734374999999999	-0.130036	0.014265624999999999	1.331088	0.0078125	-0.132267	0.0605390625	1.31913	-19.8080703125	-0.127888	0.25990625	1.31198	-32.631531249999995	-0.129526	0.0044375000000000005	1.329571	-0.008289062500000001
-0.139351	0.0191875	1.34277	-0.0022187500000000002	-0.14533	0.016390625	1.341146	0.008	-0.142693	0.5559609375	1.329483	-28.018640625	-0.140568	0.0038593749999999995	1.344594	-0.011085937499999999	-0.144832	-0.0026015625	1.340764	0.00038281249999999996	-0.141869	0.0904296875	1.334073	-20.823953125	-0.141676	0.294125	1.320797	-34.2322421875	-0.139408	0.0081953125	1.34402	-0.015328125000000001
-0.153622	0.007515625	1.357116	-0.007421875	-0.155156	-0.000578125	1.355224	0.0010625	-0.156398	0.5896953125000001	1.339776	-29.088226562499997	-0.15445	0.0143671875	1.360012	0.009734375	-0.154231	0.0076171875	1.35539	0.0177421875	-0.151563	0.08290625	1.343684	-21.563234375	-0.155412	0.31687499999999996	1.334695	-35.8156015625	-0.158726	-0.0060703125	1.353631	0.0047265625
-0.168376	-0.0053984375	1.366829	0.0038593749999999995	-0.164626	-0.0031796875000000002	1.36994	-0.012921875000000001	-0.165569	0.6325000000000001	1.352247	-30.346484375	-0.168766	0.0043359375	1.365021	-0.0026015625	-0.163629	0.0168671875	1.36971	0.01234375	-0.165689	0.11124999999999999	1.355919	-22.4355625	-0.164682	0.31553125	1.347053	-37.5074296875	-0.163624	0.005976562499999999	1.368102	-0.000578125
-0.178	-0.0128203125	1.376558	-0.0136875	-0.174571	-0.0008671875	1.379576	0.0143671875	-0.174583	0.6572734375	1.362624	-31.444320312500004	-0.178439	0.0104140625	1.380157	-0.0009609375000000001	-0.178506	0.018703124999999998	1.379714	-0.0030859375	-0.180241	0.0933203125	1.368145	-23.3371015625	-0.17821	0.340203125	1.36478	-38.436929687500005	-0.178319	-0.0038593749999999995	1.377586	-0.010218749999999999
-0.187649	0.0014453125	1.391777	0.0030859375	-0.194067	-0.0145546875	1.389267	0.0054921875	-0.188505	0.6888984374999999	1.374818	-32.7503984375	-0.187397	0.016968749999999998	1.390565	0.008578125	-0.187719	0.0001953125	1.389773	0.0025078125	-0.189709	0.0908125	1.377836	-24.067226562499997	-0.187541	0.34859375	1.374295	-39.9931015625	-0.187755	0.014265624999999999	1.392173	0.005109374999999999
-0.202136	0.01715625	1.40617	-0.008578125	-0.198746	0.0058828125	1.403639	0.006171875	-0.202256	0.7358437499999999	1.387025	-34.0503125	-0.201625	0.01146875	1.405873	0.0060703125	-0.206568	0.0195703125	1.404398	-0.0038593749999999995	-0.199482	0.08946093749999999	1.392492	-25.1208984375	-0.200967	0.3950625	1.381297	-41.72378125	-0.202207	0.0049140625	1.401647	-0.00896875
