run with version 1.0
Val1: 0.80, Val2: 0.09, Val3: 5, Val4: 5
Perturb and Observe
2, 0.71, 1.38,     0.53, 1.32,     0.62, 1.40
3, 0.65, 0.98,     0.47, 0.97,     0.56, 1.04
4, 1.61, 22.04,     1.43, 22.05,     1.52, 22.08
5, 0.89, 0.07,     0.71, 0.06,     0.80, 0.05
6, 1.01, 1.61,     0.83, 1.24,     0.92, 1.42
7, 0.65, 0.32,     0.47, 1.72,     0.56, 1.27

0, 0.56, 0.76,     0.38, 0.74,     0.47, 0.78
1, 1.64, 23.70,     1.46, 22.69,     1.55, 23.84
2, 0.74, 1.36,     0.56, 1.40,     0.65, 1.46
3, 0.68, 0.90,     0.50, 1.01,     0.59, 1.03
4, 1.58, 21.99,     1.40, 19.98,     1.49, 22.08
5, 0.92, 0.05,     0.74, 0.07,     0.83, 0.07
6, 1.04, 1.56,     0.86, 1.17,     0.95, 1.38
7, 0.62, 0.17,     0.44, 1.62,     0.53, 1.07

0, 0.59, 0.73,     0.41, 0.75,     0.50, 0.79
1, 1.67, 23.89,     1.49, 23.76,     1.58, 23.86
2, 0.71, 1.39,     0.53, 1.32,     0.62, 1.39
3, 0.65, 0.95,     0.47, 0.99,     0.56, 1.03
4, 1.61, 21.69,     1.43, 22.11,     1.52, 22.14
5, 0.89, 0.05,     0.71, 0.06,     0.80, 0.06
6, 1.07, 1.49,     0.89, 1.08,     0.98, 1.31
7, 0.59, 0.62,     0.41, 1.58,     0.50, 0.79

0, 0.56, 0.73,     0.38, 0.74,     0.47, 0.79
1, 1.70, 23.69,     1.52, 23.76,     1.61, 23.84
2, 0.74, 1.36,     0.56, 1.38,     0.65, 1.42
3, 0.62, 1.02,     0.44, 0.93,     0.53, 1.02
4, 1.58, 22.16,     1.40, 19.92,     1.49, 22.13
5, 0.86, 0.07,     0.68, 0.04,     0.77, 0.08
6, 1.10, 1.45,     0.92, 1.02,     1.01, 1.23
7, 0.56, 1.14,     0.38, 1.42,     0.47, 0.47

0, 0.53, 0.73,     0.35, 0.71,     0.44, 0.77
1, 1.67, 23.80,     1.49, 23.75,     1.58, 23.78
2, 0.71, 1.37,     0.53, 1.31,     0.62, 1.42
3, 0.65, 0.96,     0.47, 0.99,     0.56, 1.04
4, 1.61, 22.15,     1.43, 22.10,     1.52, 22.12
5, 0.89, 0.07,     0.71, 0.07,     0.80, 0.08
6, 1.13, 1.38,     0.95, 0.93,     1.04, 1.15
7, 0.53, 1.86,     0.35, 1.24,     0.44, 0.13

0, 0.56, 0.74,     0.38, 0.75,     0.47, 0.78
1, 1.70, 23.69,     1.52, 23.82,     1.61, 23.77
2, 0.74, 1.35,     0.56, 1.38,     0.65, 1.41
3, 0.62, 1.01,     0.44, 0.93,     0.53, 1.02
4, 1.64, 21.79,     1.46, 22.13,     1.55, 22.15
5, 0.92, 0.07,     0.74, 0.07,     0.83, 0.08
6, 1.16, 1.43,     0.98, 1.00,     1.07, 1.24
7, 0.56, 2.71,     0.38, 0.98,     0.47, 0.43

0, 0.53, 0.77,     0.35, 0.71,     0.44, 0.77
1, 1.67, 23.78,     1.49, 23.81,     1.58, 23.84
2, 0.71, 1.38,     0.53, 1.34,     0.62, 1.42
3, 0.65, 0.95,     0.47, 0.97,     0.56, 1.02
4, 1.61, 22.07,     1.43, 21.97,     1.52, 22.19
5, 0.89, 0.05,     0.71, 0.06,     0.80, 0.08
6, 1.19, 1.47,     1.01, 1.09,     1.10, 1.30
7, 0.59, 3.74,     0.41, 0.63,     0.50, 1.01

0, 0.56, 0.76,     0.38, 0.74,     0.47, 0.78
1, 1.64, 23.75,     1.46, 22.54,     1.55, 23.91
2, 0.74, 1.35,     0.56, 1.38,     0.65, 1.41
3, 0.62, 0.99,     0.44, 0.93,     0.53, 1.01
4, 1.64, 22.05,     1.46, 22.14,     1.55, 22.19
5, 0.86, 0.09,     0.68, 0.04,     0.77, 0.08
6, 1.22, 1.55,     1.04, 1.17,     1.13, 1.37
7, 0.62, 4.86,     0.44, 0.27,     0.53, 1.79

0, 0.59, 0.75,     0.41, 0.78,     0.50, 0.82
1, 1.67, 23.75,     1.49, 23.84,     1.58, 23.81
2, 0.71, 1.38,     0.53, 1.31,     0.62, 1.39
3, 0.65, 0.96,     0.47, 0.98,     0.56, 1.03
4, 1.61, 21.97,     1.43, 22.04,     1.52, 22.13
5, 0.89, 0.05,     0.71, 0.07,     0.80, 0.08
6, 1.25, 1.59,     1.07, 1.24,     1.16, 1.44
7, 0.65, 6.09,     0.47, 0.28,     0.56, 2.62

0, 0.56, 0.78,     0.38, 0.75,     0.47, 0.82
1, 1.64, 23.84,     1.46, 22.51,     1.55, 23.80
2, 0.74, 1.33,     0.56, 1.36,     0.65, 1.42
3, 0.62, 1.00,     0.44, 0.93,     0.53, 1.02
4, 1.58, 22.11,     1.40, 19.79,     1.49, 22.15
5, 0.86, 0.07,     0.68, 0.07,     0.77, 0.08
6, 1.28, 1.60,     1.10, 1.32,     1.19, 1.50
7, 0.68, 7.55,     0.50, 0.86,     0.59, 3.62

0, 0.59, 0.74,     0.41, 0.77,     0.50, 0.79
1, 1.67, 23.74,     1.49, 23.86,     1.58, 23.84
2, 0.71, 1.37,     0.53, 1.30,     0.62, 1.39
3, 0.65, 0.96,     0.47, 0.97,     0.56, 1.02
4, 1.61, 22.15,     1.43, 22.10,     1.52, 22.09
5, 0.89, 0.07,     0.71, 0.06,     0.80, 0.06
6, 1.31, 1.65,     1.13, 1.39,     1.22, 1.55
7, 0.71, 9.05,     0.53, 1.65,     0.62, 4.78

0, 0.56, 0.73,     0.38, 0.75,     0.47, 0.77
1, 1.64, 23.83,     1.46, 22.55,     1.55, 23.78
2, 0.74, 1.33,     0.56, 1.38,     0.65, 1.41
3, 0.62, 1.01,     0.44, 0.93,     0.53, 1.03
4, 1.64, 21.98,     1.46, 22.11,     1.55, 22.12
5, 0.92, 0.05,     0.74, 0.07,     0.83, 0.08
6, 1.34, 1.66,     1.16, 1.45,     1.25, 1.61
7, 0.74, 10.61,     0.56, 2.58,     0.65, 6.12

0, 0.53, 0.76,     0.35, 0.72,     0.44, 0.77
1, 1.67, 23.75,     1.49, 23.85,     1.58, 23.83
2, 0.71, 1.36,     0.53, 1.31,     0.62, 1.39
3, 0.65, 0.96,     0.47, 0.98,     0.56, 1.02
4, 1.61, 22.04,     1.43, 22.09,     1.52, 22.17
5, 0.89, 0.07,     0.71, 0.06,     0.80, 0.10
6, 1.37, 1.67,     1.19, 1.52,     1.28, 1.62
7, 0.77, 12.37,     0.59, 3.62,     0.68, 7.54

0, 0.56, 0.74,     0.38, 0.74,     0.47, 0.77
1, 1.64, 23.81,     1.46, 22.38,     1.55, 23.91
2, 0.74, 1.33,     0.56, 1.39,     0.65, 1.39
3, 0.62, 0.99,     0.44, 0.94,     0.53, 1.01
4, 1.58, 22.09,     1.40, 19.71,     1.49, 22.13
5, 0.92, 0.05,     0.74, 0.07,     0.83, 0.08
6, 1.40, 1.65,     1.22, 1.57,     1.31, 1.68
7, 0.80, 14.24,     0.62, 4.78,     0.71, 9.03

0, 0.59, 0.72,     0.41, 0.77,     0.50, 0.78
1, 1.67, 23.84,     1.49, 23.87,     1.58, 23.81
2, 0.71, 1.36,     0.53, 1.30,     0.62, 1.38
3, 0.65, 0.96,     0.47, 0.95,     0.56, 1.02
