2, 0.80, 0.05,     0.62, 0.04,     0.71, 0.03
3, 1.04, 1.96,     0.86, 0.67,     0.95, 1.12
4, 1.04, 5.22,     0.86, 2.69,     0.95, 3.77
5, 0.92, 0.06,     0.74, 0.04,     0.83, 0.08
6, 0.86, 0.03,     0.68, 0.04,     0.77, 0.00
7, 0.80, 0.05,     0.62, 0.04,     0.71, 0.08

0, 1.07, 3.78,     0.89, 1.87,     0.98, 2.62
1, 1.07, 6.94,     0.89, 3.73,     0.98, 5.08
2, 0.83, 0.05,     0.65, 0.07,     0.74, 0.06
3, 1.07, 2.33,     0.89, 0.84,     0.98, 1.35
4, 1.07, 5.75,     0.89, 2.95,     0.98, 4.16
5, 0.95, 0.09,     0.77, 0.08,     0.86, 0.09
6, 0.83, 0.02,     0.65, 0.01,     0.74, 0.00
7, 0.83, 0.05,     0.65, 0.04,     0.74, 0.07

0, 1.10, 4.23,     0.92, 2.10,     1.01, 2.86
1, 1.10, 7.70,     0.92, 4.14,     1.01, 5.65
2, 0.80, 0.06,     0.62, 0.05,     0.71, 0.07
3, 1.10, 2.79,     0.92, 0.94,     1.01, 1.60
4, 1.10, 6.41,     0.92, 3.41,     1.01, 4.65
5, 0.98, 0.04,     0.80, 0.08,     0.89, 0.04
6, 0.86, 0.00,     0.68, 0.00,     0.77, 0.00
7, 0.86, 0.07,     0.68, 0.06,     0.77, 0.05

0, 1.13, 4.84,     0.95, 2.33,     1.04, 3.25
1, 1.13, 8.30,     0.95, 4.59,     1.04, 6.12
2, 0.83, 0.03,     0.65, 0.05,     0.74, 0.04
3, 1.13, 3.37,     0.95, 1.12,     1.04, 1.87
4, 1.13, 7.10,     0.95, 3.79,     1.04, 5.18
5, 0.95, 0.04,     0.77, 0.06,     0.86, 0.05
6, 0.86, 0.07,     0.68, 0.01,     0.77, 0.00
7, 0.89, 0.03,     0.71, 0.04,     0.80, 0.05

0, 1.16, 5.61,     0.98, 2.64,     1.07, 3.76
1, 1.16, 9.05,     0.98, 5.02,     1.07, 6.67
2, 0.80, 0.08,     0.62, 0.04,     0.71, 0.07
3, 1.16, 4.01,     0.98, 1.37,     1.07, 2.29
4, 1.16, 7.86,     0.98, 4.18,     1.07, 5.62
5, 0.92, 0.09,     0.74, 0.07,     0.83, 0.08
6, 0.89, 0.00,     0.71, 0.00,     0.80, 0.00
7, 0.86, 0.02,     0.68, 0.07,     0.77, 0.06

0, 1.19, 6.49,     1.01, 2.94,     1.10, 4.21
1, 1.19, 9.86,     1.01, 5.49,     1.10, 7.33
2, 0.83, 0.05,     0.65, 0.07,     0.74, 0.04
3, 1.19, 4.85,     1.01, 1.66,     1.10, 2.77
4, 1.19, 8.61,     1.01, 4.62,     1.10, 6.23
5, 0.95, 0.06,     0.77, 0.08,     0.86, 0.05
6, 0.89, 0.00,     0.71, 0.00,     0.80, 0.00
7, 0.83, 0.04,     0.65, 0.04,     0.74, 0.05

0, 1.22, 7.53,     1.04, 3.30,     1.13, 4.82
1, 1.22, 10.78,     1.04, 6.06,     1.13, 8.02
2, 0.80, 0.06,     0.62, 0.06,     0.71, 0.06
3, 1.22, 5.83,     1.04, 1.98,     1.13, 3.43
4, 1.22, 9.87,     1.04, 5.27,     1.13, 7.13
5, 0.92, 0.07,     0.74, 0.07,     0.83, 0.08
6, 0.89, 0.00,     0.71, 0.03,     0.80, 0.01
7, 0.80, 0.00,     0.62, 0.04,     0.71, 0.08

0, 1.25, 8.70,     1.07, 3.71,     1.16, 5.52
1, 1.25, 11.93,     1.07, 6.79,     1.16, 8.98
2, 0.83, 0.07,     0.65, 0.03,     0.74, 0.06
3, 1.25, 7.02,     1.07, 2.38,     1.16, 4.15
4, 1.25, 11.20,     1.07, 5.83,     1.16, 7.98
5, 0.89, 0.09,     0.71, 0.06,     0.80, 0.08
6, 0.86, 0.00,     0.68, 0.01,     0.77, 0.00
7, 0.77, 0.05,     0.59, 0.01,     0.68, 0.06

0, 1.28, 10.08,     1.10, 4.21,     1.19, 6.51
1, 1.28, 13.08,     1.10, 7.52,     1.19, 9.82
2, 0.86, 0.07,     0.68, 0.01,     0.77, 0.05
3, 1.28, 8.20,     1.10, 2.95,     1.19, 5.23
4, 1.28, 12.62,     1.10, 6.62,     1.19, 8.91
5, 0.92, 0.09,     0.74, 0.07,     0.83, 0.08
6, 0.83, 0.00,     0.65, 0.00,     0.74, 0.01
7, 0.80, 0.07,     0.62, 0.01,     0.71, 0.04
