41.0310, 0.07, 3.44, 0.31, 3.45, 0.31, 3.10, 0.06, 2.85, ovf, 3.10, ovf, ovf, ovf, ovf, 0.17, ovf, 1.5617, ovf, ovf, nan, 4.9295, 6.3839, -12591.3691, ovf, 0
43.9640, 0.09, 3.37, 0.34, 3.42, 0.33, 3.08, 0.06, 2.81, ovf, 3.12, ovf, ovf, ovf, ovf, 0.19, ovf, 1.9458, ovf, ovf, nan, 4.9601, 6.8644, -2093.3127, ovf, 0
46.8960, 0.11, 3.36, 0.36, 3.37, 0.36, 3.06, 0.06, 2.83, ovf, 3.10, ovf, ovf, ovf, ovf, 0.22, ovf, 2.4328, ovf, -1514833280.0000, nan, 4.9387, 7.3138, -343.2731, ovf, 0
49.8290, 0.13, 3.33, 0.39, 3.38, 0.38, 3.03, 0.06, 2.79, ovf, 3.10, ovf, ovf, ovf, ovf, 0.24, ovf, 2.9067, ovf, -252472224.0000, nan, 4.9351, 7.7949, -51.1809, ovf, 0
52.7610, 0.16, 3.34, 0.41, 3.36, 0.40, 2.99, 0.06, 2.76, ovf, 3.08, ovf, ovf, ovf, ovf, 0.26, ovf, 3.4357, ovf, -42078708.0000, nan, 4.9079, 7.9172, -2.0998, ovf, 0
55.6940, 0.18, 3.32, 0.43, 3.36, 0.43, 2.95, 0.06, 2.76, 3205896448.00, 3.06, ovf, 1905317760.00, ovf, ovf, 0.29, ovf, 3.9386, ovf, -7013109.5000, nan, 4.8769, 7.8955, 6.5564, ovf, 0
58.6290, 0.21, 3.27, 0.46, 3.36, 0.45, 2.97, 0.06, 2.76, 534316064.00, 3.03, 2446618368.00, 317552960.00, ovf, ovf, 0.31, ovf, 4.4001, ovf, -1168844.2500, nan, 4.8188, 7.8919, 8.4366, ovf, 0
61.5640, 0.23, 3.25, 0.48, 3.26, 0.48, 2.93, 0.06, 2.71, 89052680.00, 3.02, 407769728.00, 52925492.00, ovf, ovf, 0.34, ovf, 4.8760, ovf, -194799.7968, nan, 5.2024, 7.8913, 9.1875, ovf, 0
64.4980, 0.25, 3.29, 0.51, 3.24, 0.50, 2.94, 0.06, 2.72, 14842113.00, 3.00, 67961624.00, 8820919.00, ovf, ovf, 0.36, ovf, 5.4475, ovf, -32458.5195, nan, 5.6278, 7.8491, 9.6524, ovf, 0
67.4320, 0.28, 3.27, 0.53, 3.24, 0.53, 2.91, 0.06, 2.74, 2473685.50, 3.00, 11326937.00, 1470156.12, 1432836608.00, ovf, 0.38, ovf, 5.9110, ovf, -5401.3886, nan, 5.6987, 7.7577, 10.2136, ovf, 0
70.3670, 0.30, 3.26, 0.56, 3.24, 0.55, 2.88, 0.06, 2.71, 412281.15, 3.00, 1887822.87, 245028.64, 238806096.00, ovf, 0.41, ovf, 6.4128, ovf, -891.5859, nan, 5.7105, 8.2752, 10.7172, ovf, 0
73.3030, 0.33, 3.26, 0.58, 3.17, 0.57, 2.88, 0.06, 2.67, 68713.78, 3.02, 314637.53, 40840.70, 39801016.00, ovf, 0.43, ovf, 6.9209, ovf, -139.5396, nan, 5.7442, 8.3480, 10.7318, ovf, 0
76.2370, 0.35, 3.23, 0.60, 3.16, 0.60, 2.83, 0.06, 2.68, 11452.54, 3.00, 52439.93, 6809.33, 6633502.50, ovf, 0.46, ovf, 7.3530, ovf, -14.0448, nan, 5.7181, 8.2393, 10.8717, ovf, 0
79.1710, 0.37, 3.22, 0.63, 3.13, 0.62, 2.82, 0.06, 2.66, 1909.00, 3.00, 8740.33, 1137.47, 1105584.25, ovf, 0.48, ovf, 7.8444, ovf, 7.2262, nan, 5.7138, 8.3108, 10.8122, ovf, 0
82.1060, 0.40, 3.20, 0.65, 3.05, 0.65, 2.79, 0.06, 2.68, 318.41, 3.00, 1457.07, 192.11, 184264.42, ovf, 0.51, ovf, 8.3018, ovf, 11.0095, nan, 5.7131, 8.1884, 10.7335, ovf, 0
85.0400, 0.42, 3.22, 0.68, 3.01, 0.67, 2.81, 0.06, 2.65, 53.31, 2.98, 243.19, 34.59, 30711.17, ovf, 0.53, ovf, 8.8411, ovf, 12.1239, nan, 5.6812, 8.2575, 11.0367, ovf, 0
87.9740, 0.45, 3.19, 0.70, 2.95, 0.69, 2.75, 0.05, 2.64, 9.13, 3.00, 40.88, 8.28, 5118.97, ovf, 0.55, ovf, 9.2524, ovf, 12.3629, nan, 5.7076, 8.1347, 11.1587, ovf, 0
90.9070, 0.47, 3.13, 0.72, 2.93, 0.72, 2.78, 0.05, 2.64, 1.77, 2.97, 7.16, 3.91, 853.60, ovf, 0.58, ovf, 9.5804, ovf, 12.9396, nan, 5.6486, 8.1461, 11.1642, ovf, 0
93.8410, 0.49, 3.14, 0.75, 2.80, 0.74, 2.76, 0.05, 2.62, 0.54, 2.99, 1.54, 3.19, 142.70, ovf, 0.60, ovf, 10.0956, ovf, 13.2932, nan, 5.7022, 8.1610, 11.2221, ovf, 0
96.7740, 0.52, 3.12, 0.73, 2.93, 0.76, 2.74, 0.05, 2.62, 0.33, 3.00, 0.60, 3.05, 24.22, ovf, 0.62, ovf, 10.5336, ovf, 13.6401, nan, 5.7112, 8.1188, 11.4019, ovf, 0
99.7080, 0.54, 3.12, 0.75, 2.84, 0.79, 2.69, 0.05, 2.64, 0.30, 2.95, 0.46, 3.02, 4.47, 1991131648.00, 0.65, ovf, 11.0128, ovf, 13.7850, nan, 5.6175, 8.5050, 11.4043, -1619046272.0000, 0
102.6430, 0.57, 3.12, 0.77, 2.74, 0.81, 2.65, 0.05, 2.62, 0.29, 2.94, 0.44, 3.04, 1.18, 331855264.00, 0.67, -757149248.00, 11.4989, -942304896.0000, 13.9812, nan, 5.6019, 8.6166, 11.1626, -269841056.0000, 0
105.5800, 0.59, 3.12, 0.79, 2.67, 0.83, 2.62, 0.05, 2.57, 0.29, 2.97, 0.44, 3.01, 0.65, 55309212.00, 0.70, -126191544.00, 11.9862, -157050832.0000, 14.2666, nan, 5.6627, 8.5406, 11.5328, -44973508.0000, 0
108.5160, 0.61, 3.09, 0.78, 2.78, 0.82, 2.70, 0.05, 2.56, 0.29, 2.98, 0.44, 3.00, 0.56, 9218206.00, 0.72, -21031924.00, 12.3394, -26175122.0000, 14.4034, nan, 5.6729, 8.5279, 11.5944, -7495573.5000, 0
111.4530, 0.64, 3.11, 0.79, 2.68, 0.80, 2.75, 0.05, 2.61, 0.29, 2.95, 0.44, 3.00, 0.55, 1536370.62, 0.75, -3505318.75, 12.9389, -4362508.5000, 14.2558, nan, 5.6241, 8.5258, 11.6641, -1249250.0000, 0
114.3900, 0.66, 3.04, 0.78, 2.76, 0.81, 2.73, 0.05, 2.60, 0.29, 2.96, 0.44, 2.97, 0.55, 256064.51, 0.77, -584217.31, 13.0832, -727073.0000, 14.4136, nan, 5.6472, 8.4307, 11.6757, -208195.7343, 0
117.3250, 0.69, 3.04, 0.76, 2.86, 0.82, 2.72, 0.05, 2.53, 0.29, 2.98, 0.44, 2.99, 0.55, 42680.14, 0.79, -97367.06, 13.5625, -121167.0390, 14.4399, nan, 5.6704, 8.5096, 11.6182, -34686.3203, 0
120.2620, 0.71, 3.04, 0.77, 2.76, 0.84, 2.65, 0.05, 2.59, 0.29, 2.91, 0.44, 3.05, 0.55, 7116.07, 0.82, -16225.33, 14.0513, -20182.9609, 14.4341, nan, 5.5597, 8.6518, 11.6087, -5767.6083, 0
123.1980, 0.73, 3.02, 0.76, 2.81, 0.82, 2.74, 0.05, 2.53, 0.29, 2.94, 0.44, 2.86, 0.55, 1188.71, 0.84, -2701.82, 14.4484, -3352.3017, 14.6203, nan, 5.5923, 8.1204, 11.5478, -948.0850, 0
126.1340, 0.76, 3.00, 0.77, 2.72, 0.82, 2.72, 0.05, 2.56, 0.29, 2.97, 0.44, 2.86, 0.55, 200.82, 0.86, -447.90, 14.8251, -547.3417, 14.4743, nan, 5.6612, 8.1265, 11.5377, -144.4437, 0
129.0700, 0.78, 3.00, 0.79, 2.65, 0.82, 2.70, 0.05, 2.54, 0.29, 2.95, 0.44, 2.89, 0.55, 36.17, 0.89, -72.27, 15.2395, -79.7920, 14.3615, nan, 5.6092, 8.2223, 11.5360, -10.2133, 0
132.0050, 0.80, 2.93, 0.78, 2.71, 0.84, 2.68, 0.05, 2.52, 0.29, 2.94, 0.44, 2.90, 0.55, 8.74, 0.87, -9.56, 15.3233, -1.8277, 14.6033, nan, 5.6005, 8.2382, 11.5950, 12.3394, 0
134.9400, 0.83, 2.89, 0.76, 2.82, 0.84, 2.70, 0.05, 2.55, 0.29, 2.92, 0.44, 2.90, 0.55, 4.17, 0.85, 0.94, 15.5368, 11.3026, 14.7346, nan, 5.5673, 8.2283, 11.6049, 15.9849, 0
137.8760, 0.81, 2.98, 0.73, 2.87, 0.84, 2.68, 0.05, 2.54, 0.29, 2.89, 0.44, 2.93, 0.55, 3.40, 0.85, 2.66, 15.7486, 13.2668, 14.6653, nan, 5.4983, 8.3208, 11.5471, 16.4093, 0
140.8110, 0.81, 3.00, 0.71, 2.89, 0.84, 2.66, 0.05, 2.56, 0.29, 2.91, 0.44, 2.92, 0.55, 3.30, 0.84, 2.94, 15.7840, 13.2957, 14.5627, nan, 5.5504, 8.3020, 11.6562, 16.4800, 0
143.7470, 0.81, 3.00, 0.73, 2.83, 0.82, 2.78, 0.05, 2.53, 0.29, 2.92, 0.44, 2.95, 0.55, 3.27, 0.84, 2.99, 15.7898, 13.3741, 14.8188, nan, 5.5720, 8.3936, 11.6151, 16.4918, 0
146.6820, 0.83, 2.92, 0.71, 2.87, 0.82, 2.73, 0.05, 2.52, 0.29, 2.90, 0.44, 2.94, 0.55, 3.24, 0.84, 3.00, 15.7172, 13.2120, 14.5074, nan, 5.5438, 8.3614, 11.5489, 16.4937, 0
149.6170, 0.81, 3.00, 0.73, 2.85, 0.84, 2.65, 0.05, 2.54, 0.29, 2.88, 0.44, 2.92, 0.55, 3.26, 0.84, 3.00, 15.8532, 13.4393, 14.4454, nan, 5.5069, 8.3087, 11.5972, 16.4940, 0
152.5520, 0.81, 3.00, 0.75, 2.76, 0.82, 2.74, 0.05, 2.54, 0.29, 2.88, 0.44, 2.99, 0.55, 3.24, 0.84, 3.00, 15.7884, 13.4384, 14.6222, nan, 5.4883, 8.4894, 11.5459, 16.4941, 0
155.4880, 0.81, 2.98, 0.73, 2.86, 0.82, 2.74, 0.05, 2.52, 0.29, 2.88, 0.44, 2.98, 0.55, 3.26, 0.84, 3.00, 15.6901, 13.6352, 14.5517, nan, 5.4852, 8.4720, 11.5967, 16.4941, 0
158.4230, 0.83, 2.91, 0.71, 2.88, 0.80, 2.76, 0.05, 2.52, 0.29, 2.88, 0.44, 3.00, 0.55, 3.26, 0.84, 3.00, 15.7006, 13.2554, 14.2805, nan, 5.4847, 8.5165, 11.6052, 16.4941, 0
161.3590, 0.85, 2.89, 0.73, 2.83, 0.81, 2.69, 0.05, 2.52, 0.29, 2.88, 0.44, 2.97, 0.55, 3.24, 0.84, 3.00, 15.9998, 13.3549, 14.2408, nan, 5.4846, 8.4163, 11.5472, 16.4941, 0
164.2930, 0.85, 2.86, 0.71, 2.89, 0.84, 2.65, 0.05, 2.50, 0.29, 2.90, 0.44, 2.96, 0.55, 3.26, 0.84, 2.98, 15.9320, 13.3103, 14.4009, nan, 5.5163, 8.3995, 11.5969, 16.4025, 0
167.2280, 0.83, 2.94, 0.73, 2.78, 0.86, 2.57, 0.05, 2.52, 0.29, 2.90, 0.44, 2.96, 0.55, 3.26, 0.84, 3.00, 15.9860, 13.1392, 14.3965, nan, 5.5216, 8.4097, 11.6052, 16.4789, 0
170.1640, 0.83, 2.96, 0.75, 2.75, 0.84, 2.68, 0.05, 2.47, 0.29, 2.92, 0.44, 2.94, 0.55, 3.24, 0.84, 3.00, 16.0466, 13.3884, 14.7001, nan, 5.5673, 8.3641, 11.5472, 16.4916, 0
173.1000, 0.83, 2.93, 0.73, 2.81, 0.82, 2.75, 0.05, 2.49, 0.29, 2.92, 0.44, 2.97, 0.55, 3.24, 0.84, 3.00, 15.8380, 13.3771, 14.6646, nan, 5.5619, 8.4382, 11.5517, 16.4937, 0
176.0340, 0.85, 2.85, 0.75, 2.73, 0.82, 2.72, 0.05, 2.52, 0.29, 2.89, 0.44, 2.98, 0.55, 3.24, 0.84, 3.00, 15.7998, 13.3463, 14.4817, nan, 5.4975, 8.4636, 11.5383, 16.4941, 0
178.9690, 0.83, 2.96, 0.73, 2.86, 0.84, 2.64, 0.05, 2.50, 0.29, 2.90, 0.44, 2.96, 0.55, 3.24, 0.84, 3.00, 16.0796, 13.6199, 14.3500, nan, 5.5185, 8.4204, 11.5361, 16.4942, 0
181.9050, 0.85, 2.89, 0.75, 2.76, 0.82, 2.74, 0.05, 2.52, 0.29, 2.88, 0.44, 2.98, 0.55, 3.24, 0.84, 2.97, 16.0255, 13.4685, 14.6063, nan, 5.4902, 8.4606, 11.5357, 16.3109, 0
184.8400, 0.87, 2.78, 0.73, 2.83, 0.82, 2.76, 0.05, 2.49, 0.29, 2.88, 0.44, 3.00, 0.55, 3.24, 0.84, 2.99, 15.8438, 13.4695, 14.6491, nan, 5.4855, 8.5016, 11.5357, 16.4636, 0
187.7760, 0.86, 2.90, 0.75, 2.75, 0.82, 2.76, 0.05, 2.51, 0.29, 2.88, 0.44, 3.00, 0.55, 3.22, 0.84, 2.98, 16.1844, 13.4435, 14.6562, nan, 5.4848, 8.5215, 11.4763, 16.3975, 0
190.7110, 0.86, 2.88, 0.73, 2.83, 0.80, 2.81, 0.05, 2.49, 0.29, 2.90, 0.44, 2.95, 0.55, 3.24, 0.84, 2.98, 16.0554, 13.4653, 14.5556, nan, 5.5164, 8.3702, 11.5258, 16.3864, 0
193.6460, 0.86, 2.90, 0.75, 2.69, 0.79, 2.75, 0.05, 2.50, 0.29, 2.88, 0.44, 2.96, 0.55, 3.24, 0.84, 2.98, 16.1266, 13.1039, 14.1953, nan, 5.5024, 8.3788, 11.5340, 16.3845, 0
196.5820, 0.85, 2.88, 0.73, 2.76, 0.81, 2.68, 0.05, 2.50, 0.29, 2.88, 0.44, 2.99, 0.55, 3.24, 0.84, 2.98, 16.0458, 13.1840, 14.1381, nan, 5.4876, 8.5010, 11.5354, 16.3843, 0
199.5170, 0.84, 2.95, 0.75, 2.66, 0.84, 2.61, 0.05, 2.52, 0.29, 2.88, 0.44, 2.95, 0.55, 3.24, 0.84, 3.00, 16.0305, 12.9873, 14.2016, nan, 5.4851, 8.3793, 11.5356, 16.4759, 0
202.4530, 0.85, 2.87, 0.73, 2.76, 0.82, 2.72, 0.05, 2.52, 0.29, 2.88, 0.44, 2.96, 0.55, 3.26, 0.84, 3.00, 15.9366, 13.1645, 14.4931, nan, 5.4847, 8.3940, 11.5950, 16.4911, 0
205.3870, 0.85, 2.90, 0.71, 2.86, 0.82, 2.67, 0.05, 2.50, 0.29, 2.88, 0.44, 2.98, 0.55, 3.24, 0.84, 3.00, 16.1068, 13.2021, 14.1877, nan, 5.4846, 8.4562, 11.5456, 16.4936, 0
208.3220, 0.85, 2.88, 0.73, 2.76, 0.84, 2.64, 0.05, 2.52, 0.29, 2.88, 0.44, 2.98, 0.55, 3.24, 0.84, 3.00, 16.0425, 13.0307, 14.3921, nan, 5.4846, 8.4666, 11.5373, 16.4941, 0
211.2580, 0.85, 2.88, 0.71, 2.86, 0.84, 2.64, 0.05, 2.52, 0.29, 2.88, 0.44, 2.95, 0.55, 3.24, 0.84, 3.00, 16.0318, 13.1674, 14.4261, nan, 5.4846, 8.3735, 11.5361, 16.4941, 0
214.1940, 0.88, 2.80, 0.73, 2.78, 0.86, 2.61, 0.05, 2.50, 0.29, 2.88, 0.44, 2.96, 0.55, 3.24, 0.84, 3.00, 15.9407, 13.1155, 14.5883, nan, 5.4846, 8.4054, 11.5357, 16.4942, 0
217.1290, 0.86, 2.90, 0.75, 2.68, 0.86, 2.62, 0.05, 2.48, 0.29, 2.86, 0.44, 2.98, 0.55, 3.24, 0.84, 3.00, 16.2257, 13.0576, 14.7089, nan, 5.4654, 8.4580, 11.5357, 16.4941, 0
220.0640, 0.86, 2.88, 0.77, 2.61, 0.86, 2.62, 0.05, 2.48, 0.29, 2.86, 0.44, 2.96, 0.55, 3.24, 0.84, 3.00, 16.0748, 13.1414, 14.7290, nan, 5.4497, 8.4194, 11.5357, 16.4941, 0
222.9990, 0.84, 2.96, 0.76, 2.70, 0.86, 2.59, 0.05, 2.48, 0.29, 2.86, 0.44, 2.98, 0.55, 3.24, 0.85, 3.00, 16.1389, 13.3071, 14.5563, nan, 5.4471, 8.4605, 11.5357, 16.5072, 0
225.9350, 0.83, 2.98, 0.77, 2.60, 0.84, 2.70, 0.05, 2.45, 0.29, 2.88, 0.44, 2.81, 0.55, 3.22, 0.84, 2.98, 16.1491, 13.0987, 14.8179, nan, 5.4908, 7.9819, 11.4763, 16.4047, 0
228.8700, 0.83, 2.95, 0.76, 2.73, 0.84, 2.68, 0.05, 2.49, 0.29, 2.88, 0.46, 2.80, 0.55, 3.24, 0.84, 3.00, 15.9452, 13.4634, 14.6793, nan, 5.4856, 8.3261, 11.5258, 16.4793, 0
231.8060, 0.83, 2.97, 0.73, 2.79, 0.84, 2.68, 0.05, 2.48, 0.29, 2.85, 0.46, 2.53, 0.55, 3.24, 0.84, 2.97, 16.0914, 13.3229, 14.6562, nan, 5.4213, 7.5843, 11.5340, 16.3085, 0
234.7400, 0.83, 2.91, 0.75, 2.73, 0.82, 2.75, 0.05, 2.46, 0.29, 2.86, 0.46, 2.51, 0.55, 3.22, 0.84, 2.99, 15.7549, 13.3373, 14.6574, nan, 5.4423, 7.5107, 11.4761, 16.4632, 0
237.6760, 0.85, 2.85, 0.73, 2.79, 0.82, 2.72, 0.05, 2.41, 0.29, 2.86, 0.46, 2.48, 0.55, 3.24, 0.84, 2.98, 15.8100, 13.3019, 14.4805, nan, 5.4458, 7.4485, 11.5257, 16.3974, 0
240.6110, 0.85, 2.88, 0.75, 2.75, 0.82, 2.70, 0.05, 2.45, 0.29, 2.88, 0.46, 2.46, 0.55, 3.24, 0.84, 2.96, 15.9930, 13.4156, 14.3626, nan, 5.4782, 7.3881, 11.5340, 16.2948, 0
243.5470, 0.85, 2.88, 0.73, 2.82, 0.82, 2.68, 0.05, 2.43, 0.29, 2.85, 0.46, 2.43, 0.55, 3.24, 0.84, 2.98, 16.0235, 13.4613, 14.2544, nan, 5.4200, 7.2781, 11.5354, 16.3693, 0
246.4820, 0.84, 2.91, 0.71, 2.85, 0.80, 2.75, 0.05, 2.40, 0.31, 2.84, 0.46, 2.39, 0.55, 3.24, 0.84, 2.98, 15.8462, 13.1751, 14.2310, nan, 5.7803, 7.1600, 11.5356, 16.3818, 0
249.4170, 0.85, 2.89, 0.72, 2.78, 0.79, 2.72, 0.05, 2.45, 0.32, 2.82, 0.46, 2.40, 0.55, 3.22, 0.84, 2.96, 15.9991, 13.0928, 14.0553, nan, 5.8060, 7.1902, 11.4763, 16.2922, 0
252.3520, 0.85, 2.88, 0.71, 2.86, 0.79, 2.74, 0.05, 2.41, 0.32, 2.80, 0.46, 2.40, 0.55, 3.24, 0.84, 2.96, 16.0245, 13.2026, 14.1120, nan, 5.7758, 7.1952, 11.5258, 16.2773, 0
255.2880, 0.85, 2.88, 0.73, 2.76, 0.79, 2.76, 0.05, 2.43, 0.34, 2.83, 0.46, 2.42, 0.55, 3.24, 0.84, 2.98, 16.0163, 13.0307, 14.2073, nan, 6.2218, 7.2461, 11.5341, 16.3664, 0
258.2230, 0.85, 2.86, 0.71, 2.81, 0.79, 2.76, 0.05, 2.44, 0.34, 2.84, 0.46, 2.40, 0.55, 3.22, 0.84, 2.95, 15.9347, 12.9628, 14.2232, nan, 6.2837, 7.2046, 11.4761, 16.1980, 0
261.1590, 0.83, 2.89, 0.73, 2.75, 0.79, 2.76, 0.05, 2.42, 0.34, 2.81, 0.46, 2.38, 0.55, 3.20, 0.84, 2.97, 15.7288, 12.9907, 14.2258, nan, 6.2326, 7.1477, 11.4071, 16.3532, 0
264.0930, 0.85, 2.85, 0.71, 2.81, 0.79, 2.73, 0.05, 2.40, 0.34, 2.83, 0.48, 2.36, 0.55, 3.23, 0.84, 2.98, 15.8186, 12.9322, 14.0545, nan, 6.2855, 7.3956, 11.5143, 16.3661, 0
267.0290, 0.84, 2.91, 0.72, 2.75, 0.79, 2.70, 0.05, 2.47, 0.34, 2.84, 0.48, 2.39, 0.55, 3.24, 0.84, 3.00, 15.8125, 12.9851, 13.9400, nan, 6.3068, 7.5420, 11.5322, 16.4729, 0
269.9650, 0.85, 2.85, 0.71, 2.81, 0.79, 2.70, 0.05, 2.46, 0.34, 2.82, 0.48, 2.40, 0.55, 3.22, 0.84, 2.93, 15.8076, 12.9427, 13.9209, nan, 6.2609, 7.5664, 11.4757, 16.1241, 0
272.9000, 0.84, 2.93, 0.73, 2.68, 0.81, 2.67, 0.05, 2.43, 0.34, 2.82, 0.48, 2.40, 0.55, 3.22, 0.84, 2.99, 15.9393, 12.6709, 14.0924, nan, 6.2532, 7.5705, 11.4664, 16.4326, 0
275.8360, 0.83, 2.94, 0.75, 2.60, 0.81, 2.64, 0.05, 2.42, 0.34, 2.82, 0.48, 2.38, 0.55, 3.22, 0.84, 2.98, 15.8972, 12.6566, 14.0210, nan, 6.2520, 7.5185, 11.4648, 16.3923, 0
278.7700, 0.83, 2.89, 0.73, 2.72, 0.80, 2.74, 0.05, 2.40, 0.34, 2.82, 0.48, 2.41, 0.55, 3.20, 0.84, 3.00, 15.6450, 12.9392, 14.1921, nan, 6.2517, 7.6150, 11.4052, 16.4772, 0
281.7060, 0.85, 2.83, 0.71, 2.79, 0.79, 2.71, 0.05, 2.43, 0.34, 2.85, 0.48, 2.39, 0.55, 3.23, 0.84, 2.97, 15.7115, 12.8471, 13.9630, nan, 6.3255, 7.5260, 11.5140, 16.3082, 0
284.6410, 0.83, 2.94, 0.73, 2.73, 0.79, 2.68, 0.05, 2.41, 0.34, 2.84, 0.48, 2.38, 0.55, 3.24, 0.84, 2.93, 15.9624, 12.9038, 13.8389, nan, 6.3009, 7.5111, 11.5321, 16.0967, 0
287.5770, 0.83, 2.91, 0.71, 2.77, 0.81, 2.63, 0.05, 2.38, 0.34, 2.87, 0.50, 2.48, 0.55, 3.24, 0.84, 2.95, 15.7464, 12.7766, 13.9017, nan, 6.3707, 8.1496, 11.5352, 16.2448, 0
290.5120, 0.85, 2.87, 0.73, 2.73, 0.84, 2.61, 0.05, 2.40, 0.34, 2.83, 0.51, 2.55, 0.55, 3.22, 0.84, 2.96, 15.8897, 12.8921, 14.1623, nan, 6.2836, 8.4328, 11.4763, 16.2694, 0
293.4470, 0.85, 2.88, 0.71, 2.74, 0.82, 2.65, 0.05, 2.40, 0.34, 2.84, 0.51, 2.62, 0.55, 3.24, 0.84, 2.93, 15.9938, 12.6097, 14.1325, nan, 6.2940, 8.6892, 11.5258, 16.0902, 0
296.3830, 0.86, 2.86, 0.73, 2.67, 0.82, 2.64, 0.05, 2.40, 0.34, 2.82, 0.51, 2.64, 0.55, 3.24, 0.84, 2.95, 15.9560, 12.6269, 14.0391, nan, 6.2833, 8.7434, 11.5340, 16.2436, 0
